coords,bus_stops_closest_km,bus_stops_less500m,bus_stops_0.5-1km,bus_stops_1-3km,bus_stops_3-5km,bus_stops_5-10km,bus_stops_10-15km
"('55.812666', '37.640911')",0.16123159567247664,14,50,417,952,3768,4634
"('55.801455', '37.63765')",0.08587551233258432,8,28,492,1001,3839,5020
"('55.812292', '37.653316')",0.09075642042407453,15,18,439,887,3736,4602
"('55.814062', '37.623735')",0.11249389620944542,13,34,467,873,3929,4572
"('55.816387', '37.656082')",0.12969383260502776,11,46,397,852,3678,4435
"('55.817613', '37.661859')",0.03916254411390648,14,32,395,779,3616,4388
"('55.8114519', '37.6453291')",0.23370927301100333,11,36,445,905,3813,4610
"('55.8064017', '37.6481266')",0.24730542109120918,6,27,474,927,3843,4752
"('55.813637', '37.645501')",0.12553580298963105,12,51,409,927,3757,4555
"('55.816328', '37.631379')",0.09751416379165605,9,81,387,941,3784,4512
"('55.8064017', '37.6481266')",0.24730542109120918,6,27,474,927,3843,4752
"('55.804612', '37.635503')",0.037265848085471925,13,19,472,973,3852,4930
"('55.812337', '37.658571')",0.20455916152875095,9,22,461,846,3731,4551
"('55.8134', '37.659847')",0.17127513462805768,10,29,446,821,3724,4489
"('55.815367', '37.659084')",0.029122433422600156,10,36,414,821,3694,4451
"('55.806282', '37.640947')",0.0831801031082274,13,21,477,965,3838,4851
"('55.814117', '37.64788')",0.09183674404683455,14,50,418,898,3746,4532
"('55.806499', '37.643911')",0.17644194836514382,10,24,474,937,3847,4803
"('55.80527', '37.63897')",0.12044781275065913,15,17,476,980,3828,4910
"('55.801536', '37.636715')",0.03423681186644321,8,28,480,1003,3837,5033
"('55.806565', '37.642662')",0.1366047227040777,13,21,471,955,3837,4825
"('55.815556', '37.624374')",0.22103173339296311,16,40,445,876,3898,4514
"('55.816045', '37.627247')",0.1659592554735616,11,55,413,908,3839,4524
"('55.8145435', '37.6248368')",0.10478799896530798,13,38,451,882,3906,4565
"('55.8158484', '37.6282409')",0.10153241574314573,9,57,408,907,3838,4530
"('55.812216', '37.632368')",0.15468916114343687,16,36,436,905,3861,4667
"('55.810602', '37.632098')",0.04173200308361616,17,29,441,921,3852,4757
"('55.8064017', '37.6481266')",0.24730542109120918,6,27,474,927,3843,4752
"('55.809904', '37.635081')",0.1469107685060702,16,33,436,947,3814,4768
"('55.810688', '37.63676')",0.028311267765183914,14,39,431,929,3806,4728
"('55.8039169', '37.6292881')",0.12864421955212185,8,26,497,923,3936,4945
"('55.806545', '37.632107')",0.06998535497892648,13,25,446,972,3868,4905
"('55.806545', '37.632107')",0.06998535497892648,13,25,446,972,3868,4905
"('55.808948', '37.638')",0.02939359484132004,18,26,455,928,3826,4754
"('55.806499', '37.643911')",0.17644194836514382,10,24,474,937,3847,4803
"('55.632825', '37.744549')",0.08836908146380183,20,28,355,497,2301,3828
"('55.632825', '37.744549')",0.08836908146380183,20,28,355,497,2301,3828
"('55.6339225', '37.7472722')",0.15553960127630662,20,32,351,502,2303,3836
"('55.63254', '37.762471')",0.09279533096176011,17,35,297,514,2094,3758
"('55.633953', '37.761078')",0.09103716642176135,18,34,311,518,2178,3761
"('55.633537', '37.760845')",0.043220690352053205,19,35,312,517,2166,3754
"('55.637333', '37.77095')",0.026584758427383386,10,28,272,528,2120,3762
"('55.632139', '37.755392')",0.0672622980480346,14,54,301,518,2165,3773
"('55.635157', '37.746624')",0.13791668711847746,20,34,348,509,2353,3838
"('55.635157', '37.746624')",0.13791668711847746,20,34,348,509,2353,3838
"('55.636356', '37.747639')",0.06259144088379241,19,35,350,519,2377,3850
"('55.663918', '37.751772')",0.17151741922174985,12,51,366,537,2938,4200
"('55.69559', '37.604717')",0.24333321711042605,18,22,430,887,3888,5327
"('55.625755', '37.722882')",0.06148785445845035,7,29,393,487,2226,3797
"('55.6201123', '37.7485915')",0.22845798691367486,12,50,279,444,2011,3466
"('55.679991', '37.68447')",0.037806154539926605,19,42,257,831,3617,4960
"('55.601203', '37.727553')",0.12333619654773814,11,31,250,390,1819,3025
"('55.644008', '37.712542')",0.21187756699028729,15,23,326,755,2537,4433
"('55.619118', '37.72502')",0.23039291927872985,15,43,308,540,1987,3681
"('55.6499812', '37.738784')",0.2600480121129771,19,38,365,589,2707,4143
"('55.64665', '37.657637')",0.14097388179622483,12,20,310,715,3143,4284
"('55.652496', '37.745007')",0.13441178804399276,18,46,390,512,2763,4095
"('55.678047', '37.6773')",0.14711747404953013,16,49,236,854,3616,4924
"('55.641854', '37.763827')",0.13641978046870643,12,40,312,514,2314,3812
"('55.639517', '37.755491')",0.03537602335726651,15,48,312,546,2337,3893
"('55.637714', '37.76347')",0.15200061066980353,21,35,297,544,2204,3802
"('55.639517', '37.755491')",0.03537602335726651,15,48,312,546,2337,3893
"('55.6413', '37.767582')",0.09970155736867069,7,36,296,512,2228,3809
"('55.633658', '37.753928')",0.17222761704016615,18,41,331,515,2230,3808
"('55.629684', '37.745367')",0.13786170626132943,17,38,339,493,2232,3756
"('55.636824', '37.764995')",0.14344050304229797,20,30,300,519,2176,3783
"('55.637592', '37.76461')",0.1849320472413316,20,29,297,537,2168,3817
"('55.537801', '37.503971')",0.028501726312868465,15,26,179,286,1144,2149
"('55.659414', '37.759569')",0.08504163811426618,14,50,361,483,2747,4037
"('55.645426', '37.733707')",0.13655438458786107,11,35,365,608,2638,4117
"('55.6482618', '37.7208167')",0.2170108010490232,16,36,320,750,2681,4353
"('55.62235', '37.737614')",0.06687652676409302,15,27,358,439,2157,3563
"('55.65431', '37.763728')",0.03747829804029045,15,41,346,468,2594,3932
"('55.616661', '37.745322')",0.10932046322097946,21,37,297,407,1983,3373
"('55.688061', '37.7176547')",0.06770627960414212,9,45,341,733,3741,4617
"('55.618898', '37.719163')",0.09934854602395887,17,47,315,538,2010,3737
"('55.63636', '37.657097')",0.04151428974590697,30,31,284,722,2818,4149
"('55.635889', '37.76592')",0.0435177829108678,23,21,301,512,2147,3788
"('55.634237', '37.748601')",0.10961275294432135,21,40,345,508,2301,3836
"('55.60817', '37.72758')",0.21582704636370376,15,49,251,458,1871,3277
"('55.593726', '37.53826')",0.2768928522001918,15,21,130,475,2113,3130
"('55.592744', '37.668713')",0.26449497954811435,13,29,222,481,1850,3194
"('55.674631', '37.51344')",0.13742439041174426,23,50,424,680,3035,4544
"('55.616676', '37.497063')",0.2702397646095603,11,36,213,353,2454,3264
"('55.889816', '37.663322')",0.1504660227881119,22,38,266,522,1802,3407
"('55.77557', '37.498096')",0.15851807900896595,16,28,377,686,3414,5012
"('55.720956', '37.811016')",0.09264034857084687,16,65,328,723,2881,3853
"('55.67145', '37.766468')",0.11279362740090454,15,46,306,592,2980,4130
"('55.632526', '37.67765')",0.1190510821240194,14,29,304,671,2610,4035
"('55.896161', '37.612811')",0.1089183195768975,14,32,239,491,2042,3257
"('55.88001', '37.59277')",0.08034778657107786,11,40,364,609,2397,3652
"('55.876293', '37.580788')",0.27340007132353483,14,27,381,591,2582,3645
"('55.887276', '37.615047')",0.07232378055458352,7,31,335,556,2136,3562
"('55.900829', '37.589051')",0.09270397109739356,31,16,241,480,2055,3030
"('55.8798634', '37.5972609')",0.08588442305974398,8,47,361,610,2373,3674
"('55.89701', '37.600998')",0.14920889442936539,8,48,225,526,2045,3178
"('55.897686', '37.582394')",0.08170559094875837,28,39,257,480,2151,3074
"('55.900829', '37.589051')",0.09270397109739356,31,16,241,480,2055,3030
"('55.896171', '37.618498')",0.1298940374385731,13,37,251,469,2030,3281
"('55.902858', '37.574543')",0.1101543019523968,9,40,239,411,2110,2933
"('55.891182', '37.603416')",0.2789136479993725,12,45,270,556,2097,3422
"('55.892092', '37.621902')",0.07761104663555322,11,28,290,504,2066,3451
"('55.898866', '37.625424')",0.15178165987632106,8,26,236,444,1968,3204
"('55.899199', '37.605652')",0.11255148837096741,15,20,223,480,2050,3102
"('55.900547', '37.61407')",0.06042116629573742,18,17,226,445,1984,3124
"('55.90435', '37.58175')",0.15847521195006908,11,44,224,412,2049,2901
"('55.90553', '37.57319')",0.0879924129634563,9,27,228,398,2055,2862
"('55.8798634', '37.5972609')",0.08588442305974398,8,47,361,610,2373,3674
"('55.890007', '37.605481')",0.20160441126735004,12,47,276,574,2090,3477
"('55.898866', '37.625424')",0.15178165987632106,8,26,236,444,1968,3204
"('55.907279', '37.567455')",0.4083101857549557,6,19,213,396,1986,2838
"('55.89237', '37.577418')",0.238453299689716,7,46,290,509,2264,3219
"('55.881226', '37.583374')",0.1889278607086735,11,31,373,566,2459,3504
"('55.896626', '37.594494')",0.16616998509269718,13,43,224,537,2067,3205
"('55.898866', '37.625424')",0.15178165987632106,8,26,236,444,1968,3204
"('55.887836', '37.615784')",0.06924592456456144,7,29,341,535,2147,3523
"('55.894844', '37.583355')",0.24527479102697128,21,43,263,513,2175,3181
"('55.892006', '37.613826')",0.1626346153071727,16,31,285,513,2105,3379
"('55.89137', '37.58552')",0.07310025488948545,13,46,280,546,2191,3323
"('55.890163', '37.584946')",0.02842140608153313,13,42,292,558,2204,3364
"('55.905357', '37.575756')",0.05728927451453903,10,36,219,407,2047,2874
"('55.898866', '37.625424')",0.15178165987632106,8,26,236,444,1968,3204
"('55.90627', '37.567528')",0.4139175854222018,7,21,219,405,2005,2873
"('55.900433', '37.608994')",0.13123270618527855,16,19,219,455,2033,3087
"('55.881226', '37.583374')",0.1889278607086735,11,31,373,566,2459,3504
"('55.892844', '37.577606')",0.2712472811333133,7,48,282,508,2252,3209
"('55.883244', '37.59594')",0.27615432448264904,14,37,349,591,2276,3601
"('55.895966', '37.570446')",0.21773683772644423,13,26,303,442,2274,3061
"('55.893808', '37.577376')",0.24972778889286656,8,50,279,497,2244,3181
"('55.894667', '37.590057')",0.1992700143016268,18,40,252,520,2122,3236
"('55.893713', '37.629421')",0.03856364429764313,6,21,284,479,1997,3416
"('55.886086', '37.592472')",0.13357745205869093,16,41,314,581,2204,3540
"('55.888966', '37.598743')",0.056943604108884625,16,38,299,567,2143,3462
"('55.904367', '37.589069')",0.08043563083883884,10,39,206,425,2031,2916
"('55.843414', '37.566072')",0.1015140988399828,20,51,332,775,3336,4180
"('55.679311', '37.44727')",0.2292394131990677,7,39,258,503,2437,3731
"('55.694454', '37.470581')",0.15682634072704038,15,19,305,645,2790,4234
"('55.698004', '37.474411')",0.3073677979393928,5,30,268,711,2776,4335
"('55.693622', '37.469189')",0.034017288775845575,15,18,304,641,2750,4223
"('55.6988776', '37.4683463')",0.07596824094929412,17,21,270,713,2687,4345
"('55.689918', '37.47024')",0.09058068621722021,11,21,320,622,2760,4196
"('55.692745', '37.453403')",0.03450571563408643,8,28,248,619,2472,4161
"('55.698622', '37.474517')",0.29969767803749076,6,28,266,718,2771,4339
"('55.70595', '37.47959')",0.10236999510293407,9,23,276,721,2859,4496
"('55.699393', '37.468928')",0.05555166863300357,15,23,275,709,2709,4326
"('55.699981', '37.466479')",0.21483399276988713,20,23,265,705,2668,4351
"('55.698622', '37.474517')",0.29969767803749076,6,28,266,718,2771,4339
"('55.696423', '37.47377')",0.3710147710176116,5,24,288,687,2795,4298
"('55.713496', '37.487469')",0.28040919177520157,6,20,319,655,3066,4582
"('55.689035', '37.46997')",0.1649975430751454,11,19,326,612,2765,4165
"('55.699393', '37.468928')",0.05555166863300357,15,23,275,709,2709,4326
"('55.69408', '37.477095')",0.4999060613931015,1,33,297,670,2871,4245
"('55.698004', '37.474411')",0.3073677979393928,5,30,268,711,2776,4335
"('55.702323', '37.463035')",0.04953739296584852,12,29,261,698,2619,4363
"('55.739404', '37.739899')",0.09868144548071475,11,30,391,893,3723,4718
"('55.704327', '37.780437')",0.0816660105003512,13,40,355,646,3217,4191
"('55.856982', '37.637569')",0.05651956184821429,7,28,416,747,2776,4114
"('55.647465', '37.610672')",0.14605735523640442,14,72,355,716,3283,4193
"('55.873541', '37.705095')",0.23459649276697053,8,50,218,364,2112,3376
"('55.663918', '37.751772')",0.17151741922174985,12,51,366,537,2938,4200
"('55.69559', '37.604717')",0.24333321711042605,18,22,430,887,3888,5327
"('55.880295', '37.496174')",0.13467907303927562,9,35,296,521,2371,3076
"('55.874567', '37.580077')",0.08803457485624884,11,29,389,617,2602,3687
"('55.81745', '37.800865')",0.10240775509640516,15,50,314,243,2221,3729
"('55.865541', '37.653909')",0.19633371066656852,4,55,382,611,2494,3956
"('55.714035', '37.765884')",0.18623775698384926,8,37,369,683,3622,4177
"('55.707491', '37.928632')",0.05215573101498577,19,37,237,313,1476,2375
"('55.722036', '37.787498')",0.03404696379481836,18,37,387,721,3302,4076
"('55.81021', '37.723045')",0.31496256449224824,14,54,331,634,3320,4262
"('55.783524', '37.467096')",0.17200284887468326,13,52,291,619,3124,4488
"('55.728652', '37.68067')",0.03503303546664492,14,47,482,921,4128,5365
"('55.70653', '37.786743')",0.20157865041846218,10,26,361,678,3129,4147
"('55.926605', '37.5402')",0.12691193700538098,6,22,138,258,1588,2469
"('55.738388', '37.7049')",0.04215292945904097,8,38,492,867,4108,4962
"('55.672306', '37.76203')",0.10374447984716412,17,56,319,591,3056,4157
"('55.807101', '37.799328')",0.1360326725721823,25,36,338,306,2331,3957
"('55.70053', '37.758266')",0.07643479010707738,18,44,377,665,3548,4321
"('55.704874', '37.916936')",0.18028373519987134,18,27,292,356,1564,2545
"('55.518265', '37.572701')",0.22721158304247555,3,20,175,244,1050,1771
"('55.653126', '37.558723')",0.23260832701310213,15,36,346,746,2917,4760
"('55.500856', '37.522207')",0.1923914031355652,9,13,139,250,817,1534
"('55.566231', '37.497629')",0.28846907024998664,5,16,142,382,1405,2742
"('55.65675', '37.563213')",0.22733206254922894,17,33,390,715,3057,4807
"('55.661217', '37.52978')",0.07699012673216939,11,41,408,666,2945,4664
"('55.592378', '37.604232')",0.1646691067534719,22,25,272,430,2248,3044
"('55.603141', '37.588656')",0.07269456463530298,15,34,242,489,2475,3215
"('55.587453', '37.597163')",0.2335847660022334,9,20,268,390,2183,2960
"('55.59687', '37.593704')",0.12541158704402547,21,35,248,453,2322,3143
"('55.587453', '37.597163')",0.2335847660022334,9,20,268,390,2183,2960
"('55.5838', '37.591288')",0.34451982151261334,7,17,229,407,2081,2973
"('55.596457', '37.599822')",0.09539285168112042,19,46,237,488,2293,3140
"('55.581726', '37.580842')",0.14687907940157355,9,20,205,411,2046,2928
"('55.584645', '37.603487')",0.33408918637889295,6,17,265,377,2140,2884
"('55.581726', '37.580842')",0.14687907940157355,9,20,205,411,2046,2928
"('55.582392', '37.58034')",0.13363501054995208,8,20,209,405,2068,2938
"('55.589977', '37.601196')",0.12327331918820984,13,31,271,414,2204,3007
"('55.591259', '37.598339')",0.13375400744603844,12,32,260,420,2236,3037
"('55.596457', '37.599822')",0.09539285168112042,19,46,237,488,2293,3140
"('55.591259', '37.598339')",0.13375400744603844,12,32,260,420,2236,3037
"('55.669518', '37.628882')",0.2012623173963344,6,26,409,753,3767,4634
"('55.582412', '37.578797')",0.07236525919400902,10,16,211,397,2077,2929
"('55.582629', '37.582469')",0.2665887110190881,7,26,206,416,2073,2945
"('55.590913', '37.594953')",0.3152778950146171,8,37,253,423,2226,3041
"('55.588415', '37.601798')",0.1385468638024187,11,30,270,405,2179,2986
"('55.581872', '37.579927')",0.0896051897709082,10,19,208,404,2059,2921
"('55.594055', '37.598114')",0.1275860883219254,17,35,252,449,2270,3083
"('55.59687', '37.593704')",0.12541158704402547,21,35,248,453,2322,3143
"('55.587517', '37.610997')",0.16467222703505863,7,24,278,390,2164,2925
"('55.581726', '37.580842')",0.14687907940157355,9,20,205,411,2046,2928
"('55.5979409', '37.608826')",0.1833145179182085,12,50,253,519,2292,3200
"('55.593605', '37.605865')",0.1584649106863423,19,27,262,459,2252,3086
"('55.597027', '37.588871')",0.04762701023100105,18,22,260,407,2371,3121
"('55.58292', '37.581164')",0.20966714549571505,8,18,220,399,2092,2936
"('55.585321', '37.601169')",0.20380616801368265,10,14,274,378,2150,2908
"('55.601299', '37.597971')",0.08971744403186546,14,52,233,537,2382,3242
"('55.581578', '37.581606')",0.19624685161817376,9,23,199,420,2039,2930
"('55.568914', '37.590543')",0.05499108597754511,12,37,137,419,1769,2714
"('55.582418', '37.5814')",0.19523154894452552,8,24,206,412,2071,2929
"('55.776537', '37.540928')",0.2088482092922543,13,28,435,873,3904,5223
"('55.53399', '37.51512')",0.046469848643640316,11,37,169,309,1106,2046
"('55.847442', '37.564967')",0.14724980155315762,23,40,339,750,3265,4100
"('55.806287', '37.417994')",0.10623400920111196,12,24,278,501,2345,3541
"('55.642822', '37.60628')",0.04587153159900463,28,40,357,687,3139,4117
"('55.809196', '37.574066')",0.018666168081742332,29,37,386,953,3904,4775
"('55.61117', '37.52794')",0.07556806444478424,8,30,190,403,2545,3279
"('55.4866118', '36.9185187')",1835.3536257417554,0,0,0,0,0,0
"('55.536166', '37.159387')",0.40813612678114236,3,4,25,46,281,699
"('55.487709', '36.9149866')",1835.715093877694,0,0,0,0,0,0
"('55.4833037', '36.9148754')",1835.4694097577067,0,0,0,0,0,0
"('55.4999698', '36.9183258')",1836.143579876514,0,0,0,0,0,0
"('55.545416', '37.154742')",0.08490495130599393,6,7,26,72,264,720
"('55.5422995', '37.151866')",0.20116001445248827,4,7,20,66,267,698
"('55.545416', '37.154742')",0.08490495130599393,6,7,26,72,264,720
"('55.5444083', '37.1538739')",0.0798793435769805,6,6,26,71,265,710
"('55.495129', '36.916608')",1836.0080382357917,0,0,0,0,0,0
"('55.753007', '37.59303')",0.11348909331143303,10,28,500,1020,4161,5610
"('55.748936', '37.595627')",0.2973145610567117,7,46,508,980,4236,5513
"('55.746243', '37.600711')",0.10797377483176418,17,34,510,969,4230,5580
"('55.7261873', '37.5635277')",0.16612220387603105,14,53,374,902,4018,5254
"('55.762145', '37.606227')",0.13524100858604582,14,33,530,1031,4181,5753
"('55.748376', '37.599256')",0.11221091745926563,13,36,508,1007,4204,5597
"('55.747363', '37.594486')",0.29926988262193654,4,49,494,989,4225,5514
"('55.753058', '37.58579')",0.08361553059320663,8,52,462,1045,4150,5499
"('55.748939', '37.599247')",0.16796709176792812,12,39,502,1016,4205,5583
