coords,eco_factory_closest_km,eco_factory_less500m,eco_factory_0.5-1km,eco_factory_1-3km,eco_factory_3-5km,eco_factory_5-10km,eco_factory_10-15km
"('55.872683', '37.683257')",4.057519295933384,0,0,0,1,6,4
"('55.876758', '37.663395')",2.7377163110044824,0,0,1,0,7,3
"('55.638917', '37.595043')",5.228963055981501,0,0,0,0,3,6
"('55.63595', '37.606606')",5.141255692847095,0,0,0,0,3,6
"('55.877087', '37.549624')",2.5632735674044014,0,0,1,1,3,5
"('55.880631', '37.539347')",2.782058902873026,0,0,1,0,4,3
"('55.924845', '37.548546')",6.499902935266089,0,0,0,0,2,5
"('55.866465', '37.536895')",1.1986304438888824,0,0,1,0,4,3
"('55.862894', '37.569252')",2.3498149219941777,0,0,1,1,3,7
"('55.777277', '37.726008')",0.62527622523319,0,1,1,1,5,7
"('55.7802395', '37.7269646')",0.9525443007286559,0,1,0,2,4,8
"('55.790868', '37.71362')",2.136521992603328,0,0,1,1,5,8
"('55.778854', '37.724167')",0.754874451547497,0,1,0,2,4,8
"('55.771374', '37.73101')",0.593918365963689,0,1,1,1,4,7
"('55.779084', '37.721678')",0.7639999137239631,0,1,0,2,4,8
"('55.7770912', '37.7234507')",0.5535612388499176,0,1,1,1,5,8
"('55.773383', '37.737021')",0.9722224421387786,0,1,1,1,4,8
"('55.782299', '37.714357')",1.2121011061400746,0,0,1,1,5,7
"('55.772618', '37.735916')",0.8953380226087486,0,1,1,2,3,8
"('55.773636', '37.73217')",0.6776881039999764,0,1,1,1,4,8
"('55.816146', '37.725676')",4.896874572235414,0,0,0,1,5,8
"('55.77673', '37.722755')",0.506533320287148,0,1,1,1,5,8
"('55.709682', '37.624336')",2.897399129721488,0,0,1,1,4,9
"('55.719414', '37.637657')",3.2264532946249362,0,0,0,2,5,8
"('55.734674', '37.408409')",3.768316500031156,0,0,0,2,2,5
"('55.715925', '37.407123')",2.615552138315582,0,0,2,0,4,2
"('55.71907', '37.3968')",3.343615770274462,0,0,0,2,2,4
"('55.71967', '37.41654')",2.258670218010837,0,0,2,0,4,3
"('55.713603', '37.40663')",2.5772635519995664,0,0,2,0,4,2
"('55.7243893', '37.4080044')",2.9983991309607623,0,0,1,1,3,4
"('55.724167', '37.41173')",2.7966032283470934,0,0,1,1,3,4
"('55.722989', '37.384729')",4.209085557580666,0,0,0,2,2,3
"('55.724996', '37.41546')",2.678546348878232,0,0,2,0,4,3
"('55.718826', '37.406586')",2.764041096557526,0,0,2,0,4,2
"('55.503757', '37.53541')",3.6961159355657203,0,0,0,1,0,2
"('55.721027', '37.463898')",1.7560697370908502,0,0,2,0,5,3
"('55.723744', '37.464014')",2.0068336886784226,0,0,2,0,4,4
"('55.749714', '37.59428')",5.973020781208909,0,0,0,0,7,7
"('55.739514', '37.565228')",5.155787338764252,0,0,0,0,7,6
"('55.754497', '37.592384')",5.453072048790704,0,0,0,0,7,7
"('55.803396', '37.527122')",3.177364329967233,0,0,0,3,2,10
"('55.795307', '37.52363')",2.650532866819991,0,0,1,2,3,9
"('55.759277', '37.7389')",0.76859038892248,0,1,1,3,1,9
"('55.804734', '37.785647')",5.404868049776108,0,0,0,0,3,8
"('55.766415', '37.740579')",1.3516501636277407,0,0,2,1,3,8
"('55.767215', '37.742789')",1.4381279819326345,0,0,2,1,3,9
"('55.76898', '37.72979')",0.624660270428538,0,1,1,2,3,8
"('55.779099', '37.708167')",1.1419087743283174,0,0,1,1,5,6
"('55.79131', '37.659782')",4.426455226287314,0,0,0,2,4,7
"('55.794786', '37.652984')",4.052358933409762,0,0,0,3,3,8
"('55.794161', '37.652784')",4.0610450102825695,0,0,0,3,3,8
"('55.785245', '37.682188')",2.870395786317595,0,0,1,0,6,5
"('55.789264', '37.693507')",2.5927180868897417,0,0,1,0,6,6
"('55.785746', '37.69286')",2.352577306827863,0,0,1,1,5,7
"('55.794968', '37.653577')",4.082231035707785,0,0,0,3,3,8
"('55.655045', '37.382843')",6.727983384281428,0,0,0,0,2,1
"('55.642428', '37.416476')",7.125312425855443,0,0,0,0,2,2
"('55.655899', '37.401123')",6.052984465253887,0,0,0,0,2,2
"('55.65658', '37.404788')",5.883980477274113,0,0,0,0,2,2
"('55.645335', '37.416389')",6.813553745432175,0,0,0,0,2,2
"('55.64898', '37.41053')",6.53334781020702,0,0,0,0,2,1
"('55.64284', '37.409816')",7.196458942136211,0,0,0,0,2,2
"('55.64905', '37.402866')",6.699134942258227,0,0,0,0,2,1
"('55.655585', '37.490802')",6.172163134920473,0,0,0,0,3,4
"('55.648138', '37.414679')",6.542594899713066,0,0,0,0,2,2
"('55.652832', '37.406989')",6.210610050855327,0,0,0,0,2,2
"('55.760434', '37.715767')",1.3636958066085703,0,0,2,1,5,6
"('55.766734', '37.727427')",0.7099593322337083,0,1,1,2,3,8
"('55.86695', '37.659245')",2.9855094363466166,0,0,1,0,7,4
"('55.77224', '37.731136')",0.5942704306906419,0,1,1,1,4,7
"('55.822412', '37.432043')",4.553535016853748,0,0,0,1,3,5
"('55.8366204', '37.4572201')",5.25741319792289,0,0,0,0,5,3
"('55.822244', '37.435869')",4.699690839944327,0,0,0,1,4,4
"('55.825401', '37.455238')",5.821443209014558,0,0,0,0,5,3
"('55.81883', '37.428996')",4.128206075967063,0,0,0,1,3,5
"('55.836721', '37.461625')",5.001839288688547,0,0,0,0,5,3
"('55.823778', '37.452749')",5.5855474575490565,0,0,0,0,5,3
"('55.840218', '37.463215')",4.755991224242838,0,0,0,1,4,3
"('55.75396', '37.620393')",5.064125822320223,0,0,0,0,7,6
"('55.821779', '37.43757')",4.736000541036916,0,0,0,1,4,4
"('55.829866', '37.412379')",4.621603077635984,0,0,0,1,2,6
"('55.827722', '37.42598')",4.801652635134684,0,0,0,1,3,5
"('55.82848', '37.448044')",5.728570904194548,0,0,0,0,5,3
"('55.815417', '37.426119')",3.7277262327662672,0,0,0,1,3,5
"('55.821077', '37.430462')",4.376275106416755,0,0,0,1,3,5
"('55.820729', '37.423922')",4.08815572650888,0,0,0,1,3,5
"('55.818139', '37.431594')",4.184394509067726,0,0,0,1,3,5
"('55.821917', '37.438614')",4.792913256564524,0,0,0,1,4,4
"('55.825444', '37.412013')",4.159874491337327,0,0,0,1,2,6
"('55.825683', '37.413192')",4.214913374103169,0,0,0,1,2,6
"('55.814746', '37.424309')",3.5952032428014906,0,0,0,1,3,5
"('55.848357', '37.351195')",6.68182898055943,0,0,0,0,1,2
"('55.809024', '37.475441')",4.512900156340859,0,0,0,1,4,4
"('55.770294', '37.636974')",4.842474110098619,0,0,0,1,6,7
"('55.7628702', '37.6436995')",4.722914798833105,0,0,0,1,7,6
"('55.76317', '37.64408')",4.7368080286277765,0,0,0,2,6,7
"('55.769367', '37.635593')",4.875795285724576,0,0,0,1,6,7
"('55.76709', '37.639545')",5.185826356092015,0,0,0,0,8,5
"('55.763234', '37.64295')",4.783068576711441,0,0,0,1,7,6
"('55.767539', '37.627885')",4.793489966591606,0,0,0,1,6,7
"('55.76697', '37.624886')",4.762485130555721,0,0,0,2,5,8
"('55.763457', '37.636024')",5.064621773368449,0,0,0,0,7,6
"('55.7675455', '37.6251245')",4.711938268385391,0,0,0,2,5,8
"('55.729975', '37.76106')",2.1631171528123243,0,0,2,1,4,5
"('55.728221', '37.763971')",2.123450837649058,0,0,1,2,3,6
"('55.7291994', '37.7627259')",2.121908580721225,0,0,2,1,4,5
"('55.724789', '37.744738')",3.0954104912390537,0,0,0,3,4,5
"('55.724723', '37.743067')",3.097629406463949,0,0,0,3,4,5
"('55.816508', '37.466976')",5.49769923457843,0,0,0,0,5,3
"('55.8135405', '37.4701125')",5.1135763884787595,0,0,0,0,5,3
"('55.812934', '37.469296')",5.07883296247886,0,0,0,0,5,3
"('55.819949', '37.465892')",5.840558903547194,0,0,0,0,5,3
"('55.805083', '37.421425')",2.7610556335227843,0,0,1,0,4,3
"('55.801617', '37.406155')",1.7617843032657545,0,0,1,0,2,5
"('55.795388', '37.405157')",1.3569174164639493,0,0,1,0,2,5
"('55.80963', '37.414276')",2.7495248615919805,0,0,1,0,3,4
"('55.78426', '37.475513')",2.422692215463787,0,0,1,0,7,3
"('55.805832', '37.414383')",2.4589336638991375,0,0,1,0,3,4
"('55.799446', '37.39214')",1.0105336559555687,0,0,1,0,2,5
"('55.81784', '37.397907')",3.0588665225065186,0,0,0,1,2,5
"('55.815662', '37.400227')",2.87209848299127,0,0,1,0,3,4
"('55.797386', '37.3934201')",0.8622467374491337,0,1,0,1,1,6
"('55.813612', '37.406019')",2.8117069533948924,0,0,1,0,3,4
"('55.802185', '37.40648')",1.8185452855706141,0,0,1,0,3,4
"('55.804273', '37.396793')",1.6220017980803956,0,0,1,0,2,5
"('55.809762', '37.392302')",2.1001247717844023,0,0,1,0,2,5
"('55.748645', '37.558571')",4.150124814617133,0,0,0,1,6,7
"('55.746922', '37.556864')",4.200331794235126,0,0,0,1,6,7
"('55.772518', '37.6207122')",4.092926347203247,0,0,0,2,5,9
"('55.772902', '37.628586')",4.303530565356819,0,0,0,2,5,8
"('55.769251', '37.628451')",4.645098249922875,0,0,0,2,5,8
"('55.780097', '37.630814')",3.7499873178853607,0,0,0,2,4,8
"('55.771418', '37.629358')",4.468680880249311,0,0,0,2,5,8
"('55.774527', '37.622962')",3.9641214786877,0,0,0,2,5,7
"('55.774046', '37.625433')",4.08990744125326,0,0,0,2,5,8
"('55.83956', '37.46449')",4.709477315347807,0,0,0,1,4,3
"('55.854267', '37.42968')",6.528530433895501,0,0,0,0,2,4
"('55.864015', '37.431873')",6.452691701215543,0,0,0,0,2,4
"('55.862257', '37.44753')",5.454866134530497,0,0,0,0,2,4
"('55.843389', '37.431962')",6.502990768653334,0,0,0,0,3,3
"('55.8530817', '37.4424994')",5.731651804655055,0,0,0,0,3,3
"('55.865696', '37.444107')",5.728117848205073,0,0,0,0,2,4
"('55.85105', '37.434514')",6.246466090972227,0,0,0,0,3,3
"('55.863379', '37.430714')",6.51509008917697,0,0,0,0,2,4
"('55.850555', '37.415263')",6.859976999882284,0,0,0,0,2,4
"('55.846962', '37.426267')",6.713118764597711,0,0,0,0,3,3
"('55.860382', '37.417896')",7.2812537312721215,0,0,0,0,2,4
"('55.84447', '37.44994')",5.408121321194226,0,0,0,0,5,1
"('55.627615', '37.518389')",8.143482256401214,0,0,0,0,3,3
"('55.630589', '37.484128')",8.593538147490927,0,0,0,0,3,3
"('55.622395', '37.48818')",9.504407763187157,0,0,0,0,3,3
"('55.61875', '37.491143')",9.166685127726623,0,0,0,0,2,4
"('55.627361', '37.478628')",8.847596522346258,0,0,0,0,2,4
"('55.619594', '37.499031')",8.753081901082373,0,0,0,0,1,5
"('55.619147', '37.497872')",8.79805778408361,0,0,0,0,1,5
"('55.630162', '37.521551')",8.149100822676017,0,0,0,0,4,2
"('55.623265', '37.489976')",9.44449498805185,0,0,0,0,3,3
"('55.624466', '37.489524')",9.345424656083209,0,0,0,0,3,3
"('55.619802', '37.497764')",8.835139774459018,0,0,0,0,1,5
"('55.613636', '37.493004')",8.844803949350496,0,0,0,0,1,5
"('55.633617', '37.483095')",8.252123448378965,0,0,0,0,3,3
"('55.758818', '37.592366')",4.979266269348599,0,0,0,1,6,8
"('55.762839', '37.606586')",4.800033802098054,0,0,0,2,5,9
"('55.714054', '37.730104')",3.143442920517791,0,0,0,3,4,5
"('55.711823', '37.733949')",3.477840388944733,0,0,0,3,4,5
"('55.721786', '37.736179')",3.1884544202795224,0,0,0,3,4,5
"('55.715576', '37.730697')",3.0961495158382863,0,0,0,3,4,5
"('55.714125', '37.733132')",3.306305392128489,0,0,0,3,4,5
"('55.81551', '37.584118')",1.2206737372743373,0,0,2,0,6,6
"('55.847861', '37.650055')",4.31732382873674,0,0,0,1,5,8
"('55.799502', '37.611437')",1.427697220434069,0,0,2,0,8,5
"('55.757996', '37.542652')",2.716097132039633,0,0,1,0,7,5
"('55.7522727', '37.5266276')",2.5755661275416,0,0,1,0,7,4
"('55.760996', '37.513628')",1.379163686858559,0,0,1,0,6,5
"('55.759886', '37.519027')",1.6054694119910378,0,0,1,0,6,5
"('55.75133', '37.526896')",2.6774465093636186,0,0,1,0,7,4
"('55.755302', '37.52503')",2.2292468891037243,0,0,1,0,7,4
"('55.7578', '37.540138')",2.607946778299492,0,0,1,0,7,5
"('55.758156', '37.519592')",1.7964266828769593,0,0,1,0,7,4
"('55.7628769', '37.5427501')",2.4240256615889817,0,0,1,1,6,6
"('55.766754', '37.566395')",3.6939445047863377,0,0,0,3,4,9
"('55.763416', '37.547028')",2.6393506802881137,0,0,1,1,6,6
"('55.760082', '37.53666')",2.277330439137149,0,0,1,0,6,6
"('55.757409', '37.542186')",2.7343264379327876,0,0,1,0,7,5
"('55.760494', '37.518551')",1.5314744121074677,0,0,1,0,6,5
"('55.764059', '37.512914')",1.0374749378937094,0,0,1,0,6,6
"('55.758073', '37.547144')",2.9381914549989414,0,0,1,0,7,5
"('55.823924', '37.56847')",2.425603135181358,0,0,2,1,4,6
"('55.81563', '37.585133')",1.2119857617306302,0,0,2,0,6,6
"('55.821441', '37.582763')",1.87412252074813,0,0,2,1,4,6
"('55.81821', '37.587964')",1.453283846878156,0,0,2,0,6,5
"('55.824106', '37.570357')",2.419773073607307,0,0,2,1,4,6
"('55.824299', '37.566252')",2.5027008974744125,0,0,2,1,4,6
"('55.82562', '37.577267')",2.4254367092386384,0,0,2,1,4,6
"('55.73943', '37.638313')",3.291039840684994,0,0,0,1,7,6
"('55.736959', '37.61556')",4.575809433972922,0,0,0,1,6,6
"('55.736909', '37.62599')",3.937287667389859,0,0,0,1,6,6
"('55.86425', '37.429108')",6.627771437516001,0,0,0,0,2,4
"('55.854047', '37.420491')",7.104476221844619,0,0,0,0,2,4
"('55.83845', '37.388511')",5.245080663399967,0,0,0,0,2,4
"('55.861489', '37.417544')",7.312721304915266,0,0,0,0,2,4
"('55.845688', '37.42669')",6.593162763883223,0,0,0,0,3,3
"('55.82496', '37.412477')",4.1230165434737485,0,0,0,1,2,6
"('55.85337', '37.409648')",7.075519453410568,0,0,0,0,2,4
"('55.840791', '37.379043')",5.511852949481788,0,0,0,0,2,3
"('55.84869', '37.436203')",6.169603591735212,0,0,0,0,3,3
"('55.85434', '37.432034')",6.380939569577207,0,0,0,0,2,4
"('55.65069', '37.468346')",6.170769182698177,0,0,0,0,3,3
"('55.65161', '37.482018')",6.339501558600819,0,0,0,0,3,4
"('55.65055', '37.489014')",6.6231606147643385,0,0,0,0,3,4
"('55.655447', '37.487829')",6.099768714914265,0,0,0,0,3,4
"('55.63194', '37.48322')",8.433006348569421,0,0,0,0,3,3
"('55.632586', '37.476752')",8.25463389967873,0,0,0,0,2,4
"('55.644145', '37.473492')",6.957760437205104,0,0,0,0,3,4
"('55.656428', '37.481576')",5.833946973601238,0,0,0,0,3,3
"('55.651978', '37.486005')",6.3998114944799065,0,0,0,0,3,4
"('55.647163', '37.468192')",6.55010947176928,0,0,0,0,3,4
"('55.646406', '37.482592')",6.8930451630694725,0,0,0,0,3,4
"('55.645893', '37.477022')",6.833460464104282,0,0,0,0,3,4
"('55.632753', '37.474004')",8.19564629998758,0,0,0,0,2,4
"('55.64541', '37.481873')",6.981725965398583,0,0,0,0,3,4
"('55.64664', '37.47969')",6.806979356901731,0,0,0,0,3,4
"('55.645131', '37.487892')",7.147080531504984,0,0,0,0,3,4
"('55.654041', '37.489931')",6.299135666677863,0,0,0,0,3,4
"('55.713654', '37.607655')",3.1595680002839797,0,0,0,1,5,8
"('55.71019', '37.6180324')",2.839872783380034,0,0,1,1,5,8
"('55.7660893', '37.6114805')",4.546485332357752,0,0,0,2,5,9
"('55.844395', '37.449093')",5.4616603541716096,0,0,0,0,5,1
"('55.7212377', '37.6943255')",0.8988071358177153,0,1,0,2,4,6
"('55.71947', '37.694398')",1.072292954115248,0,0,1,1,5,5
"('55.770622', '37.560394')",3.2611722851977194,0,0,0,3,4,9
"('55.764236', '37.54028')",2.2170447094033356,0,0,1,1,5,7
"('55.770306', '37.56461')",3.5278146497514933,0,0,0,3,4,9
"('55.774796', '37.556316')",3.0000600770118746,0,0,0,3,2,10
"('55.757584', '37.555653')",3.418577725538837,0,0,0,1,6,7
"('55.770573', '37.562954')",3.421746440223044,0,0,0,3,4,9
"('55.820855', '37.632772')",3.1352458666316174,0,0,0,2,4,8
"('55.822544', '37.629135')",3.0623606134046457,0,0,0,2,4,8
"('55.797701', '37.610754')",1.4930324672497577,0,0,2,0,8,5
"('55.601284', '37.586166')",2.963625365716913,0,0,1,0,4,3
"('55.608709', '37.590012')",3.3463585494726362,0,0,0,1,3,6
"('55.544494', '37.545527')",2.6225351424343044,0,0,1,0,2,2
"('55.524355', '37.513961')",3.894268445941863,0,0,0,1,1,1
"('55.532966', '37.527265')",3.080763540629861,0,0,0,1,1,1
"('55.535061', '37.5418826')",2.2483577506820596,0,0,1,0,2,1
"('55.547056', '37.545968')",2.8105196309611795,0,0,1,0,2,2
"('55.549261', '37.545402')",3.021788966374878,0,0,0,1,1,3
"('55.709491', '37.9426752')",10.144094610983444,0,0,0,0,0,4
"('55.708455', '37.925838')",9.1975836953239,0,0,0,0,2,3
"('55.830407', '37.580104')",2.881649745249067,0,0,1,2,3,7
"('55.851677', '37.633286')",3.575901674811422,0,0,0,1,4,8
"('55.87275', '37.712568')",4.799970165436295,0,0,0,1,4,6
"('55.566445', '37.568129')",4.156449098072726,0,0,0,2,0,5
"('55.565493', '37.56777')",4.194850685429763,0,0,0,2,0,5
"('55.565646', '37.564123')",4.243847384558349,0,0,0,2,0,5
"('55.546287', '37.555598')",2.3798368206695737,0,0,1,0,2,2
"('55.552408', '37.552157')",3.079151749700552,0,0,0,1,1,3
"('55.561232', '37.586176')",3.6508230878538224,0,0,0,2,0,5
"('55.537792', '37.57569')",1.084253262118147,0,0,1,0,2,2
"('55.684654', '37.531586')",4.827836168497956,0,0,0,1,3,6
"('55.684777', '37.524597')",5.267226855827258,0,0,0,0,4,6
"('55.685806', '37.8624')",5.26734322595749,0,0,0,0,2,5
"('55.72161', '37.8988')",7.102052200390633,0,0,0,0,2,4
"('55.86932', '37.500324')",2.582980287165151,0,0,1,0,4,2
"('55.717424', '37.496474')",3.280752232887716,0,0,0,2,2,7
"('55.73407', '37.490883')",3.969256819172821,0,0,0,3,3,6
"('55.618878', '37.4144')",9.712388857663939,0,0,0,0,1,4
"('55.7573443', '37.5119741')",1.7619940505322738,0,0,1,0,6,5
"('55.753686', '37.513143')",2.175291067538725,0,0,1,0,7,4
"('55.7553539', '37.5108763')",1.9760311909576944,0,0,1,0,7,4
"('55.747288', '37.514957')",2.8964728566691966,0,0,1,0,7,4
"('55.764121', '37.513071')",1.0334371100798216,0,0,1,0,6,6
"('55.763697', '37.509925')",1.0452674619296838,0,0,1,0,6,5
"('55.7561254', '37.5136497')",1.9113621497245523,0,0,1,0,7,4
"('55.766567', '37.48703')",1.5351246180760572,0,0,1,0,6,4
"('55.825189', '37.564284')",2.6347131003516484,0,0,2,1,4,6
"('55.731627', '37.581227')",5.434375752872445,0,0,0,0,8,5
"('55.87241', '37.484568')",3.5975869876635334,0,0,0,1,2,4
"('55.865013', '37.474264')",3.8709414144420657,0,0,0,1,4,2
"('55.8675884', '37.4829033')",3.4503684003329558,0,0,0,1,3,3
"('55.872577', '37.488422')",3.4028633761547344,0,0,0,1,3,3
"('55.860827', '37.469728')",4.0561061392756965,0,0,0,1,4,2
"('55.778282', '37.517597')",0.8102710475321951,0,1,0,2,5,7
"('55.780279', '37.516602')",0.9477235387451268,0,1,0,2,5,7
"('55.775682', '37.538539')",1.9007757616740146,0,0,1,2,5,7
"('55.77996', '37.526744')",1.3731906098203042,0,0,1,2,5,7
"('55.780168', '37.531307')",1.6295440674071748,0,0,1,2,4,8
"('55.76817', '37.502879')",0.6521901548171856,0,1,0,1,6,5
"('55.762136', '37.511105')",1.2258427279245474,0,0,1,0,6,5
"('55.763941', '37.509791')",1.0175413104549382,0,0,1,0,6,6
"('55.761421', '37.512865')",1.3226450119213504,0,0,1,0,6,5
"('55.77633', '37.630726')",4.069785888439935,0,0,0,2,4,8
"('55.770532', '37.629736')",4.564766564283932,0,0,0,2,5,8
"('55.777454', '37.616173')",3.4739452707077123,0,0,0,2,4,9
"('55.797413', '37.52334')",2.8649751478919456,0,0,1,2,3,9
"('55.778026', '37.540147')",2.0549120256536364,0,0,1,2,4,8
"('55.801632', '37.767635')",4.363312129051762,0,0,0,1,3,8
"('55.805252', '37.773126')",4.8933613706775105,0,0,0,1,2,9
"('55.807419', '37.7761972')",5.201741062327908,0,0,0,0,3,8
"('55.802847', '37.728658')",3.437815498140605,0,0,0,1,5,7
"('55.623778', '37.590865')",4.725081307822255,0,0,0,1,2,7
"('55.644596', '37.602077')",4.546438232433439,0,0,0,1,2,8
"('55.63721', '37.606773')",5.108184335894687,0,0,0,0,3,6
"('55.76526', '37.607567')",4.573571794901261,0,0,0,2,5,9
"('55.769733', '37.604034')",4.031072913361065,0,0,0,2,5,9
"('55.776112', '37.692765')",1.8647696992630747,0,0,1,1,5,6
"('55.745544', '37.75461')",1.1327471699957583,0,0,2,2,2,7
"('55.721523', '37.62298')",4.067364611437865,0,0,0,2,6,6
"('55.764493', '37.511489')",0.9703457333358669,0,1,0,1,5,7
"('55.754955', '37.5105626')",2.019040682064172,0,0,1,0,7,4
"('55.765711', '37.480436')",1.9483038402489858,0,0,1,0,6,3
"('55.762666', '37.51291')",1.1878510994551055,0,0,1,0,6,5
"('55.618471', '37.723124')",3.640805794776028,0,0,0,1,3,6
"('55.62146', '37.741')",4.226698075074343,0,0,0,1,3,6
"('55.6203272', '37.7387044')",4.189463169344664,0,0,0,1,3,6
"('55.618268', '37.742196')",4.504883494281806,0,0,0,1,3,6
"('55.610321', '37.752895')",5.593707414602614,0,0,0,0,4,4
"('55.615476', '37.743274')",4.75912661962162,0,0,0,1,3,5
"('55.75946', '37.777428')",2.3181576472887717,0,0,2,1,3,7
"('55.76799', '37.837437')",4.286751537672933,0,0,0,1,3,3
"('55.829502', '37.82185')",8.679895131541022,0,0,0,0,5,7
"('55.802103', '37.814483')",6.706233314792413,0,0,0,0,4,6
"('55.828674', '37.361018')",4.4092731556855345,0,0,0,1,0,7
"('55.774406', '37.708931')",0.8354489038806863,0,1,0,2,4,7
"('55.787513', '37.706766')",1.9423190177324618,0,0,1,1,5,7
"('55.780834', '37.692688')",2.0558004490005977,0,0,1,1,5,6
"('55.774603', '37.696489')",1.602187102966771,0,0,1,1,5,6
"('55.7814011', '37.7250089')",1.0432749286236942,0,0,1,1,5,7
"('55.774887', '37.707783')",0.9204550084898456,0,1,0,2,4,7
"('55.772861', '37.710287')",0.7177290552207634,0,1,1,1,5,6
"('55.773388', '37.708965')",0.8076575306436738,0,1,0,2,4,7
"('55.780294', '37.705535')",1.3536991365812578,0,0,1,1,5,7
"('55.780319', '37.699211')",1.6728659463875708,0,0,1,1,5,6
"('55.78202', '37.726655')",1.1349039049595413,0,0,1,1,5,7
"('55.77309', '37.706074')",0.9833541865098453,0,1,0,2,4,7
"('55.708225', '37.819244')",3.970525383147145,0,0,0,1,4,4
"('55.703641', '37.790934')",4.048163039046441,0,0,0,1,5,2
"('55.694096', '37.81723')",5.0261406875403285,0,0,0,0,5,2
"('55.70041', '37.809479')",4.565415922394602,0,0,0,1,5,2
"('55.712409', '37.803657')",3.180276433425299,0,0,0,1,4,4
"('55.704002', '37.813073')",4.250340905176413,0,0,0,1,4,4
"('55.67559', '37.465694')",3.479394736693939,0,0,0,2,1,6
"('55.675103', '37.499516')",4.761063657945521,0,0,0,2,1,7
"('55.661328', '37.468308')",5.029596005739515,0,0,0,0,3,3
"('55.67558', '37.475612')",3.764257637703571,0,0,0,2,1,7
"('55.665492', '37.498743')",5.520169971597301,0,0,0,0,3,4
"('55.667126', '37.495132')",5.237094888596375,0,0,0,0,3,4
"('55.608139', '37.58597')",3.4713208664707658,0,0,0,1,3,6
"('55.61545', '37.587723')",4.028724972553069,0,0,0,1,3,6
"('55.881177', '37.5349')",2.822496418402254,0,0,1,0,4,3
"('55.495937', '37.519247')",6.196080141923991,0,0,0,0,4,0
"('55.497256', '37.519036')",6.2774338075657194,0,0,0,0,4,0
"('55.498654', '36.9174438')",72.16109692768542,0,0,0,0,0,0
"('55.504986', '37.534794')",3.624498866869384,0,0,0,1,0,2
"('55.508542', '37.581629')",2.20928150018855,0,0,1,0,2,1
"('55.520161', '37.212217')",22.94675684704799,0,0,0,0,0,0
"('55.532666', '37.521408')",3.440243371706508,0,0,0,1,1,1
"('55.53827', '37.51017')",4.265473621399607,0,0,0,1,1,1
"('55.539732', '37.581271')",1.3538851442801234,0,0,1,0,2,2
"('55.540928', '37.57667')",1.435775453156304,0,0,1,0,2,2
"('55.541504', '37.57544')",1.4972457722257222,0,0,1,0,2,2
"('55.54193', '37.560745')",1.79664121041566,0,0,1,0,2,2
"('55.543516', '37.511544')",4.376727209495816,0,0,0,1,1,1
"('55.5437', '37.483508')",6.050323056957976,0,0,0,0,1,1
"('55.544255', '37.52324')",3.7480085375620376,0,0,0,1,1,1
"('55.54753', '37.323517')",16.04219478249433,0,0,0,0,0,0
"('55.547712', '37.487459')",5.96071362121174,0,0,0,0,2,0
"('55.5479124', '37.5569644')",2.4947898294412214,0,0,1,0,2,2
"('55.548894', '37.53835')",3.289037537001375,0,0,0,1,1,3
"('55.54921', '37.556559')",2.635029735998491,0,0,1,0,2,2
"('55.549725', '37.489455')",5.931121400383033,0,0,0,0,2,0
"('55.554236', '37.465838')",7.4986022823545655,0,0,0,0,1,1
"('55.565136', '37.576405')",3.8066995394317837,0,0,0,2,0,5
"('55.57462', '37.469227')",8.466113773056508,0,0,0,0,2,2
"('55.585067', '37.602067')",1.4136454732756398,0,0,1,0,3,3
"('55.587285', '37.456981')",9.960361830510065,0,0,0,0,1,4
"('55.589198', '37.602714')",1.4204935726827213,0,0,1,0,3,3
"('55.590343', '37.606334')",1.2474401331269942,0,0,1,0,3,3
"('55.593735', '37.596184')",1.9872028608869754,0,0,1,0,3,3
"('55.594102', '37.664976')",2.716377185382158,0,0,1,0,4,3
"('55.598405', '37.519476')",6.764447936154415,0,0,0,0,2,4
"('55.601004', '37.717178')",5.150682040690239,0,0,0,0,4,3
"('55.602615', '37.584515')",3.1349438652028785,0,0,0,1,3,4
"('55.604692', '37.661105')",3.122552372143131,0,0,0,2,2,5
"('55.604866', '37.55593')",4.811126399591587,0,0,0,1,3,4
"('55.605583', '37.743668')",5.571166923292418,0,0,0,0,4,3
"('55.605858', '37.664731')",3.3795055944758676,0,0,0,2,2,5
"('55.606131', '37.411705')",11.138043751545172,0,0,0,0,0,4
"('55.606945', '37.72538')",4.781774866922109,0,0,0,1,3,4
"('55.607377', '37.705023')",4.232539093457654,0,0,0,1,3,4
"('55.607377', '37.712749')",4.388211118482849,0,0,0,1,3,4
"('55.607956', '37.729035')",4.807857289520167,0,0,0,1,3,4
"('55.608348', '37.546417')",5.520740112306468,0,0,0,0,4,3
"('55.608389', '37.613683')",2.6012736562359535,0,0,1,0,4,3
"('55.608816', '37.535412')",6.168339776005677,0,0,0,0,3,3
"('55.612506', '37.749863')",5.289088265875707,0,0,0,0,4,4
"('55.6131349', '37.7484728')",5.1770895606306775,0,0,0,0,4,4
"('55.615967', '37.546543')",5.947101797821928,0,0,0,0,4,2
"('55.616127', '37.756587')",4.961291593608119,0,0,0,1,3,4
"('55.617378', '37.411463')",9.91330753937229,0,0,0,0,1,4
"('55.618336', '37.74964')",4.871400286173371,0,0,0,1,3,6
"('55.618679', '37.586006')",4.3866805477224755,0,0,0,1,2,7
"('55.618761', '37.263555')",14.853011015652646,0,0,0,0,0,1
