coords,eco_factory_closest_km,eco_factory_less500m,eco_factory_0.5-1km,eco_factory_1-3km,eco_factory_3-5km,eco_factory_5-10km,eco_factory_10-15km
"('55.7155', '37.734074')",3.2907588982258376,0,0,0,3,4,5
"('55.682864', '37.854225')",4.692180126404353,0,0,0,1,1,5
"('55.7131028', '37.9460569')",10.219149725618665,0,0,0,0,0,4
"('55.69585', '37.745377')",5.145428304144716,0,0,0,0,7,1
"('55.759068', '37.804413')",2.294388348698717,0,0,1,1,3,6
"('55.720626', '37.736393')",3.232239977616421,0,0,0,3,4,5
"('55.713826', '37.750712')",3.841817654808136,0,0,0,3,4,5
"('55.716671', '37.751071')",3.5917820594394114,0,0,0,3,4,5
"('55.704727', '37.745304')",4.508610476066189,0,0,0,2,5,3
"('55.709703', '37.773442')",3.5404368765812304,0,0,0,1,5,2
"('55.727455', '37.45036')",2.110826988352453,0,0,2,0,4,4
"('55.718816', '37.426186')",1.7169916259182043,0,0,2,0,4,3
"('55.7003333', '37.3947427')",3.1581279125513135,0,0,0,2,0,5
"('55.7226001', '37.4354938')",1.7084912090495694,0,0,2,0,4,3
"('55.7100596', '37.3993136')",2.905133706676458,0,0,2,0,4,1
"('55.716174', '37.441413')",0.904482591664465,0,1,1,1,3,4
"('55.712832', '37.398123')",3.057897154905995,0,0,0,2,2,3
"('55.7234715', '37.433165')",1.85944669597858,0,0,2,0,4,3
"('55.718032', '37.496631')",3.3109649930443292,0,0,0,2,2,7
"('55.72001', '37.442623')",1.2943283827819938,0,0,2,0,4,3
"('55.718147', '37.424749')",1.7392754568351483,0,0,2,0,4,3
"('55.73111', '37.452678')",2.533287537801057,0,0,1,1,3,6
"('55.720489', '37.450987')",1.3500423318220265,0,0,2,0,4,4
"('55.734207', '37.454465')",2.891600441537142,0,0,1,1,3,6
"('55.717281', '37.414025')",2.2674284609634965,0,0,2,0,4,3
"('55.72124', '37.426556')",1.8906967140210476,0,0,2,0,4,3
"('55.728124', '37.452067')",2.198859416455486,0,0,2,0,4,4
"('55.73701', '37.435178')",3.2432285478542626,0,0,0,2,2,6
"('55.729554', '37.43446')",2.4546792105248385,0,0,2,0,4,3
"('55.726244', '37.467536')",2.361004076065332,0,0,2,0,5,3
"('55.723967', '37.437173')",1.8108183989260003,0,0,2,0,4,3
"('55.7211809', '37.4297068')",1.7592233703824323,0,0,2,0,4,3
"('55.725555', '37.463825')",2.17293851141486,0,0,2,0,4,4
"('55.724271', '37.44691')",1.7435990506418122,0,0,2,0,4,3
"('55.724754', '37.434647')",1.9496159518493805,0,0,2,0,4,3
"('55.724007', '37.45476')",1.7880115236561784,0,0,2,0,4,4
"('55.721949', '37.426977')",1.9330622897106844,0,0,2,0,4,3
"('55.722588', '37.452103')",1.593216013467017,0,0,2,0,4,4
"('55.724165', '37.47624')",2.5403540565012555,0,0,2,0,5,3
"('55.7140074', '37.4342459')",0.985168662788805,0,1,1,1,3,4
"('55.735657', '37.432537')",3.1393982536702696,0,0,0,2,2,6
"('55.7207169', '37.4588989')",1.551674091323774,0,0,2,0,4,4
"('55.7068658', '37.3981247')",2.9243726750723824,0,0,1,1,2,3
"('55.728576', '37.434325')",2.3542767822526858,0,0,2,0,4,3
"('55.719318', '37.445779')",1.1933870565170643,0,0,2,0,4,3
"('55.7181046', '37.3990861')",3.1719300311894663,0,0,0,2,2,4
"('55.722421', '37.425468')",2.034522308703446,0,0,2,0,4,3
"('55.7573', '37.65146')",3.935826200102977,0,0,0,2,6,7
"('55.759755', '37.655023')",4.050373232949074,0,0,0,2,6,7
"('55.7642819', '37.6599564')",3.9729072281270765,0,0,0,2,6,6
"('55.752911', '37.655688')",3.382896294240782,0,0,0,2,6,7
"('55.761305', '37.65629')",4.1645312927174665,0,0,0,2,6,7
"('55.7533075', '37.6688339')",3.026341991814993,0,0,0,3,4,9
"('55.755353', '37.668615')",3.2437766204861807,0,0,0,3,4,9
"('55.7642852', '37.659961')",3.9725438411043053,0,0,0,2,6,6
"('55.751903', '37.664069')",3.0106522463658383,0,0,0,3,4,10
"('55.763032', '37.657808')",4.136749445889405,0,0,0,2,6,7
"('55.759957', '37.656901')",4.013708475022091,0,0,0,2,6,7
"('55.644882', '37.702679')",0.9920902667789493,0,1,0,1,4,5
"('55.650866', '37.71512')",1.9284061142540754,0,0,1,0,5,4
"('55.645121', '37.718911')",2.013122628140022,0,0,1,0,5,4
"('55.644196', '37.722794')",2.2538722165053398,0,0,1,0,5,4
"('55.646015', '37.722999')",2.2776969594202745,0,0,1,0,5,4
"('55.645866', '37.716206')",1.8506127190131416,0,0,1,0,5,4
"('55.64761', '37.720223')",2.1300556949205287,0,0,1,0,5,4
"('55.7567884', '37.780454')",1.9738923226001701,0,0,2,1,3,7
"('55.74833', '37.797054')",1.0132571002459954,0,0,1,1,3,6
"('55.75141', '37.78573')",1.3060116698105662,0,0,2,1,3,7
"('55.75918', '37.796986')",2.1732870113741742,0,0,1,2,2,8
"('55.744476', '37.79976')",0.7632322306473491,0,1,0,2,2,7
"('55.74419', '37.803318')",0.9274204049894287,0,1,0,2,2,7
"('55.739878', '37.778847')",0.7355804977565868,0,1,1,1,3,7
"('55.760727', '37.776592')",2.3848382768952074,0,0,2,1,3,7
"('55.740973', '37.78253')",0.5156232186978733,0,1,1,1,3,7
"('55.763126', '37.78561')",2.593449468307794,0,0,1,2,2,8
"('55.748113', '37.796445')",0.9760661328362917,0,1,0,2,2,7
"('55.77836', '37.83774')",5.197631234438484,0,0,0,0,4,3
"('55.758114', '37.776008')",2.2140303178121954,0,0,2,1,3,7
"('55.7438104', '37.8026969')",0.8726129539753988,0,1,0,2,2,7
"('55.757885', '37.787785')",1.9988554091511594,0,0,2,1,3,7
"('55.748138', '37.785108')",0.9685146839118755,0,1,1,2,2,8
"('55.7471445', '37.8269653')",2.421097661631831,0,0,1,0,4,3
"('55.756356', '37.777931')",1.9861333294842298,0,0,2,1,3,7
"('55.746845', '37.826855')",2.4037850509327834,0,0,1,0,4,3
"('55.75748', '37.77315')",2.062303036637232,0,0,2,1,3,7
"('55.746292', '37.79104')",0.7011925756905284,0,1,0,2,2,8
"('55.74352', '37.799213')",0.6702488288607923,0,1,0,2,2,7
"('55.7584029', '37.795835')",2.0755724623903884,0,0,1,2,2,8
"('55.75805', '37.791206')",2.010052002652144,0,0,1,2,2,8
"('55.75017', '37.794758')",1.1626449743675866,0,0,1,1,3,7
"('55.740993', '37.823314')",2.0605045634951678,0,0,1,0,4,4
"('55.74661', '37.796616')",0.8285311331692617,0,1,0,2,2,7
"('55.762642', '37.836447')",3.8286673173699364,0,0,0,1,3,3
"('55.7406452', '37.5232682')",3.7240239899299636,0,0,0,1,5,7
"('55.741399', '37.522099')",3.6249097065707634,0,0,0,1,5,6
"('55.730786', '37.467949')",2.8078756305474735,0,0,1,1,3,6
"('55.735434', '37.4726454')",3.403452579604216,0,0,0,3,2,7
"('55.737684', '37.521156')",4.016219613635796,0,0,0,1,5,7
"('55.735809', '37.525028')",4.273170592770995,0,0,0,1,5,7
"('55.735941', '37.527444')",4.298144807405881,0,0,0,1,5,7
"('55.741475', '37.535826')",3.9093170660771435,0,0,0,1,6,6
"('55.740446', '37.52492')",3.7723386106194794,0,0,0,1,5,7
"('55.7375835', '37.5163839')",3.9794540080038856,0,0,0,1,5,7
"('55.737507', '37.518371')",4.0050900585804765,0,0,0,1,5,7
"('55.73296', '37.538125')",4.833551368677803,0,0,0,1,6,6
"('55.736549', '37.526151')",4.211146166324379,0,0,0,1,5,7
"('55.736508', '37.522054')",4.155774917390467,0,0,0,1,5,7
"('55.735596', '37.519539')",4.2267616405930815,0,0,0,1,5,7
"('55.7368186', '37.531715')",4.287439621086974,0,0,0,1,6,6
"('55.735393', '37.522117')",4.278187297076031,0,0,0,1,5,7
"('55.73926', '37.549363')",4.550259876184487,0,0,0,1,6,6
"('55.737725', '37.540721')",4.420205128421162,0,0,0,1,6,6
"('55.736199', '37.523258')",4.205349802731125,0,0,0,1,5,7
"('55.878536', '37.479115')",4.260159563260693,0,0,0,1,1,5
"('55.878576', '37.484298')",4.006405999017262,0,0,0,1,1,5
"('55.709698', '37.61238')",2.730715746359061,0,0,1,0,6,7
"('55.706203', '37.585727')",2.729148703147777,0,0,1,0,6,6
"('55.694758', '37.562191')",3.0879110520394324,0,0,0,1,5,6
"('55.707852', '37.606685')",2.515441125494194,0,0,1,0,5,8
"('55.710809', '37.610404')",2.845509068537802,0,0,1,0,6,7
"('55.710327', '37.589347')",3.033637474496402,0,0,0,1,5,7
"('55.711087', '37.597675')",2.950591740324816,0,0,1,0,6,7
"('55.710692', '37.607448')",2.830048581230567,0,0,1,0,6,7
"('55.71286', '37.615856')",3.1070963899367188,0,0,0,2,4,9
"('55.71305', '37.596228')",3.1843324842436704,0,0,0,1,5,7
"('55.69107', '37.560188')",3.0959452934873877,0,0,0,1,5,6
"('55.689563', '37.561949')",2.9560916400286597,0,0,1,0,6,5
"('55.708663', '37.590255')",2.840936898282379,0,0,1,0,6,6
"('55.695047', '37.579391')",2.1203926972335823,0,0,1,0,6,6
"('55.694246', '37.570573')",2.576150202270566,0,0,1,0,6,6
"('55.714405', '37.61018')",3.244972911959512,0,0,0,1,5,8
"('55.7100458', '37.6088908')",2.757778794710708,0,0,1,0,6,7
"('55.718111', '37.596363')",3.7321736362083233,0,0,0,1,8,4
"('55.717842', '37.603163')",3.640100506428481,0,0,0,1,8,4
"('55.686375', '37.848045')",4.802210983266873,0,0,0,1,2,4
"('55.685947', '37.84607')",4.69898234595084,0,0,0,1,2,5
"('55.569064', '37.581953')",3.2661690392266802,0,0,0,2,0,5
"('55.566247', '37.583787')",3.3661741624289934,0,0,0,2,0,5
"('55.566063', '37.578469')",3.640574602238402,0,0,0,2,0,5
"('55.558641', '37.559308')",3.5512350246073012,0,0,0,1,1,4
"('55.565855', '37.580346')",3.5614174915986823,0,0,0,2,0,5
"('55.564969', '37.579672')",3.6565977809889887,0,0,0,2,0,5
"('55.607316', '37.591503')",3.1675110349725633,0,0,0,1,3,6
"('55.763275', '37.716927')",1.0396171529928153,0,0,2,1,5,6
"('55.764202', '37.716442')",0.9512472720090872,0,1,1,2,4,7
"('55.764886', '37.711617')",1.0319947382979222,0,0,2,1,5,6
"('55.720923', '37.68843')",0.8018546886317676,0,1,0,2,4,6
"('55.761154', '37.7025')",1.7221841086745855,0,0,2,1,5,7
"('55.764465', '37.701978')",1.5076668056138378,0,0,2,1,5,7
"('55.77192', '37.71317')",0.534326265287903,0,1,1,1,5,7
"('55.771818', '37.705185')",1.0353805571797194,0,0,1,1,5,6
"('55.75825', '37.710548')",1.705005580788767,0,0,2,1,5,6
"('55.76227', '37.71203')",1.2623880090502766,0,0,2,1,5,6
"('55.764755', '37.704197')",1.376040398890187,0,0,2,1,5,7
"('55.89496', '37.53006')",4.362970867147295,0,0,0,1,1,6
"('55.894248', '37.526124')",4.304636824499554,0,0,0,1,1,6
"('55.904887', '37.550765')",5.0276942902891415,0,0,0,0,2,5
"('55.8882495', '37.5261675')",3.6414591107905547,0,0,0,1,1,6
"('55.886393', '37.54012')",3.4248197521439327,0,0,0,1,3,5
"('55.906456', '37.55019')",5.145348745679917,0,0,0,0,2,4
"('55.883303', '37.53632')",3.06227883605354,0,0,0,1,3,4
"('55.905068', '37.547926')",5.193357052764873,0,0,0,0,2,5
"('55.901056', '37.554753')",4.610191047987313,0,0,0,1,1,8
"('55.865642', '37.534658')",1.0931881591212358,0,0,1,0,4,3
"('55.84675', '37.582493')",3.2077560257491258,0,0,0,4,1,11
"('55.854315', '37.410439')",7.189124850199393,0,0,0,0,2,4
"('55.889043', '37.54065')",3.7217274713922457,0,0,0,1,3,5
"('55.897079', '37.541296')",4.615655197227695,0,0,0,1,1,6
"('55.892345', '37.541395')",4.092290258384737,0,0,0,1,1,7
"('55.884832', '37.526618')",3.2606599550131685,0,0,0,1,3,4
"('55.893213', '37.539266')",4.175459389680151,0,0,0,1,1,7
"('55.89407', '37.53905')",4.269529540552266,0,0,0,1,1,7
"('55.888422', '37.527301')",3.6518039879559963,0,0,0,1,1,6
"('55.884292', '37.540147')",3.1927365073535356,0,0,0,1,3,5
"('55.9023951', '37.5556266')",4.62841780936759,0,0,0,1,1,8
"('55.841387', '37.547737')",1.8273830579647579,0,0,1,2,3,4
"('55.843267', '37.544117')",1.5387824519492583,0,0,1,1,4,3
"('55.844445', '37.562685')",2.204687887331119,0,0,1,2,3,5
"('55.840689', '37.548393')",1.9152925792871625,0,0,1,2,3,4
"('55.843555', '37.553073')",1.8200417514794591,0,0,1,2,3,5
"('55.732884', '37.483355')",3.5523109588037385,0,0,0,3,3,6
"('55.779413', '37.513709')",0.7767167884109789,0,1,0,2,5,7
"('55.779975', '37.615722')",3.2124348658455837,0,0,0,2,5,8
"('55.804182', '37.750128')",3.981181152809442,0,0,0,1,4,8
"('55.8083718', '37.7603483')",4.699704409891565,0,0,0,1,2,9
"('55.8077552', '37.7580201')",4.56639431597198,0,0,0,1,3,8
"('55.803069', '37.762776')",4.294924619610874,0,0,0,1,3,8
"('55.8051696', '37.7553')",4.231808797811354,0,0,0,1,3,9
"('55.80585', '37.75117')",4.176542447296649,0,0,0,1,3,9
"('55.8080481', '37.7591084')",4.628935426923196,0,0,0,1,3,8
"('55.797066', '37.725382')",2.7758814099243985,0,0,1,0,6,7
"('55.808412', '37.77087')",5.075627493241252,0,0,0,0,3,8
"('55.811032', '37.772442')",5.3680184745311195,0,0,0,0,3,9
"('55.80817', '37.765533')",4.857061848846364,0,0,0,1,2,9
"('55.8057205', '37.7538038')",4.239652158281437,0,0,0,1,3,9
"('55.799372', '37.764455')",4.042711848577346,0,0,0,1,3,8
"('55.797273', '37.727039')",2.8094155992161753,0,0,1,0,6,7
"('55.82888', '37.56953')",2.9517959258936743,0,0,2,1,4,6
"('55.785392', '37.63606')",3.584763535868373,0,0,0,2,4,7
"('55.79222', '37.61362')",2.026463428968927,0,0,2,0,7,6
"('55.776659', '37.823026')",4.562274230093932,0,0,0,1,3,5
"('55.702901', '37.491251')",2.8740104640341277,0,0,2,0,4,5
"('55.715601', '37.516413')",4.452480922730649,0,0,0,2,2,9
"('55.697933', '37.51253')",4.308088528069148,0,0,0,2,2,8
"('55.71518', '37.506612')",3.8382351629353084,0,0,0,2,2,8
"('55.698211', '37.505475')",3.8743181672603524,0,0,0,2,2,8
"('55.709906', '37.503846')",3.597182901676484,0,0,0,2,2,7
"('55.710707', '37.50778')",3.848627013472446,0,0,0,2,2,7
"('55.700689', '37.502795')",3.6372030551568413,0,0,0,2,2,8
"('55.704905', '37.492114')",2.886638442416458,0,0,2,0,4,5
"('55.700983', '37.493479')",3.063045343797208,0,0,0,2,2,7
"('55.709429', '37.502983')",3.5412366242232864,0,0,0,2,2,7
"('55.708946', '37.511913')",4.101606557143523,0,0,0,2,2,8
"('55.6935', '37.50549')",4.027136390097369,0,0,0,2,2,8
"('55.7141629', '37.5210614')",4.716881244082878,0,0,0,2,2,9
"('55.701846', '37.492177')",2.9585493013143744,0,0,1,1,3,6
"('55.698285', '37.497872')",3.4183677059015527,0,0,0,2,2,8
"('55.704093', '37.493165')",2.966062701712354,0,0,1,1,3,6
"('55.729008', '37.527283')",5.042393467172493,0,0,0,0,6,6
"('55.732742', '37.471991')",3.122622157706218,0,0,0,2,2,7
"('55.696453', '37.549022')",3.9320921746741444,0,0,0,1,4,8
"('55.711108', '37.504708')",3.6589985193723793,0,0,0,2,2,7
"('55.72778', '37.536438')",5.335172302171566,0,0,0,0,7,5
"('55.703038', '37.491287')",2.872879948826008,0,0,2,0,4,5
"('55.695195', '37.530229')",5.0345924475137345,0,0,0,0,4,8
"('55.701212', '37.492662')",3.006636543936256,0,0,0,2,2,7
"('55.703921', '37.49029')",2.7916367165073255,0,0,2,0,4,5
"('55.705665', '37.49109')",2.8117928780732333,0,0,2,0,4,5
"('55.715469', '37.521111')",4.741131168050219,0,0,0,2,2,9
"('55.702728', '37.509685')",4.015477251169124,0,0,0,2,2,8
"('55.71262', '37.5120788')",4.135822477369651,0,0,0,2,2,8
"('55.749962', '37.691215')",2.45562320549225,0,0,1,2,5,5
"('55.704823', '37.497495')",3.2229861552594348,0,0,0,2,2,7
"('55.716171', '37.496692')",3.2550462580760495,0,0,0,2,2,7
"('55.723592', '37.527256')",5.332532357752026,0,0,0,0,6,6
"('55.727394', '37.535754')",5.361991818880508,0,0,0,0,7,5
"('55.724697', '37.528118')",5.42332329186382,0,0,0,0,7,5
"('55.714206', '37.505355')",3.74117113904586,0,0,0,2,2,7
"('55.71232', '37.511625')",4.103985477836467,0,0,0,2,2,8
"('55.7016804', '37.4925216')",2.984224501399603,0,0,1,1,3,6
"('55.701648', '37.498644')",3.358339390236481,0,0,0,2,2,7
"('55.727278', '37.525522')",5.206248606305658,0,0,0,0,6,6
"('55.700039', '37.509028')",4.035018834236237,0,0,0,2,2,8
"('55.705488', '37.493344')",2.954827372834373,0,0,1,1,3,6
"('55.696316', '37.504555')",3.8862841186439208,0,0,0,2,2,8
"('55.703454', '37.489509')",2.7538060231933046,0,0,2,0,4,5
"('55.7622179', '37.6337951')",5.048985546767385,0,0,0,0,7,6
"('55.770126', '37.628326')",4.557201765121559,0,0,0,2,5,8
"('55.768936', '37.61811')",4.386458280010352,0,0,0,2,5,9
"('55.761112', '37.635961')",4.866850493841887,0,0,0,1,7,6
"('55.731374', '37.589985')",5.260176352720118,0,0,0,0,9,4
"('55.75371', '37.642124')",3.9981738871407226,0,0,0,1,7,6
"('55.734567', '37.595716')",5.544681182002329,0,0,0,0,8,5
"('55.729437', '37.572872')",5.398275928897303,0,0,0,0,7,6
"('55.729594', '37.56688')",5.5798571014944365,0,0,0,0,7,6
"('55.721234', '37.576816')",4.466760172715501,0,0,0,1,6,6
"('55.718659', '37.576807')",4.212037668452622,0,0,0,1,6,6
"('55.7305892', '37.5712284')",5.557914122037538,0,0,0,0,7,6
"('55.719337', '37.581318')",4.155012373363407,0,0,0,1,6,6
"('55.721929', '37.577804')",4.509445179823924,0,0,0,1,6,6
"('55.7224843', '37.5740008')",4.6710211824035035,0,0,0,1,6,6
"('55.725085', '37.572834')",4.9621466469597,0,0,0,1,6,7
"('55.728297', '37.561221')",5.631302600181256,0,0,0,0,7,6
"('55.7246313', '37.5723859')",4.92993838786776,0,0,0,1,6,7
"('55.721006', '37.584326')",4.254547253298749,0,0,0,1,6,6
"('55.720687', '37.572378')",4.544414794472308,0,0,0,1,6,6
"('55.72961', '37.570474')",5.479592821550441,0,0,0,0,7,6
"('55.722091', '37.56777')",4.827225396440971,0,0,0,1,6,6
"('55.725575', '37.574634')",4.961563721271943,0,0,0,1,6,7
"('55.727399', '37.571767')",5.222691935987891,0,0,0,0,7,6
"('55.707054', '37.93703')",9.908052391426928,0,0,0,0,1,3
"('55.706695', '37.922398')",9.0766311437658,0,0,0,0,2,3
"('55.699657', '37.92538')",9.209006615399888,0,0,0,0,2,2
"('55.71236', '37.882566')",6.549297064426281,0,0,0,0,3,4
"('55.701815', '37.942727')",10.23103479790858,0,0,0,0,0,4
"('55.703271', '37.916819')",8.926219314088074,0,0,0,0,2,4
"('55.704433', '37.918984')",8.989525543381912,0,0,0,0,2,4
"('55.70319', '37.931713')",9.764684359730056,0,0,0,0,2,2
"('55.70492', '37.943427')",10.369913481151107,0,0,0,0,0,4
"('55.699639', '37.941783')",10.045095248930087,0,0,0,0,0,4
"('55.710951', '37.893131')",7.211184425187109,0,0,0,0,2,5
"('55.700111', '37.929988')",9.470454113255288,0,0,0,0,2,2
"('55.70526', '37.93386')",9.800577213249335,0,0,0,0,1,3
"('55.717574', '37.888621')",6.648018026115655,0,0,0,0,2,4
"('55.721255', '37.902931')",7.362084270635397,0,0,0,0,2,4
"('55.713365', '37.88757')",6.778680890049653,0,0,0,0,2,5
"('55.703261', '37.947838')",10.58681817397426,0,0,0,0,0,4
"('55.705919', '37.931731')",9.648638946742713,0,0,0,0,2,2
"('55.69963', '37.92916')",9.396707215400586,0,0,0,0,2,2
"('55.720859', '37.90533')",7.519154550165577,0,0,0,0,1,5
"('55.712284', '37.891433')",7.049674614010091,0,0,0,0,2,5
"('55.700101', '37.941981')",10.084218186527249,0,0,0,0,0,4
"('55.712878', '37.896948')",7.335283549663257,0,0,0,0,2,4
"('55.701516', '37.948898')",10.533159915895988,0,0,0,0,0,4
"('55.7228', '37.868526')",5.259469195438011,0,0,0,0,3,4
"('55.705696', '37.938602')",10.056474418844967,0,0,0,0,0,4
"('55.685178', '37.927311')",8.431386566761315,0,0,0,0,1,3
"('55.682788', '37.928542')",8.377585102612175,0,0,0,0,1,3
"('55.68113', '37.92423')",8.052602193882882,0,0,0,0,1,3
"('55.698584', '37.932216')",9.483567418937557,0,0,0,0,1,3
"('55.702318', '37.928174')",9.529743189892399,0,0,0,0,2,2
"('55.70143', '37.944514')",10.299139268316251,0,0,0,0,0,4
"('55.682808', '37.917331')",7.753905478464531,0,0,0,0,1,3
"('55.682869', '37.9192')",7.860330074702018,0,0,0,0,1,3
"('55.689976', '37.72704')",4.94123780987392,0,0,0,1,6,2
"('55.693226', '37.722082')",4.4713926110959745,0,0,0,1,6,3
"('55.671514', '37.723376')",3.824404094038239,0,0,0,1,5,4
"('55.689686', '37.730858')",5.095733740756,0,0,0,0,7,1
"('55.69551', '37.746113')",5.205000981377354,0,0,0,0,7,1
"('55.67957', '37.762246')",4.503376521975147,0,0,0,1,5,4
"('55.925707', '37.544369')",6.752066100704766,0,0,0,0,2,5
"('55.930453', '37.54506')",7.104402122344928,0,0,0,0,2,5
"('55.912315', '37.548115')",5.609369170675737,0,0,0,0,2,5
"('55.932551', '37.551178')",7.03547479141925,0,0,0,0,2,5
"('55.9203', '37.550217')",6.071266194351605,0,0,0,0,2,5
"('55.920381', '37.553217')",5.941887886871363,0,0,0,0,2,6
"('55.896843', '37.53005')",4.57235445171549,0,0,0,1,1,6
"('55.892304', '37.535772')",4.062374555798959,0,0,0,1,1,6
"('55.88331', '37.538162')",3.0709470525440117,0,0,0,1,3,4
"('55.867996', '37.533616')",1.3543279840695088,0,0,1,0,4,3
"('55.913565', '37.553972')",5.401719132444702,0,0,0,0,2,6
"('55.831423', '37.351716')",4.914258192745526,0,0,0,1,0,5
"('55.843876', '37.445347')",5.703329948358438,0,0,0,0,4,2
"('55.848026', '37.427776')",6.702576036999573,0,0,0,0,3,3
"('55.739721', '37.659874')",2.125973057961688,0,0,1,0,7,5
"('55.742027', '37.670277')",1.8653762607399302,0,0,1,2,5,7
"('55.741151', '37.672046')",1.7231536172276227,0,0,1,2,5,7
"('55.742032', '37.664285')",2.097177578317296,0,0,1,2,5,7
"('55.747322', '37.66203')",2.6450083731329346,0,0,1,1,6,7
"('55.735348', '37.659272')",1.9029505729690697,0,0,1,0,7,5
"('55.74894', '37.655148')",3.053858936232624,0,0,0,2,6,7
"('55.731992', '37.672756')",0.9776968732340262,0,1,0,2,6,6
"('55.733253', '37.644592')",2.705990299959247,0,0,1,0,8,4
"('55.760834', '37.593444')",4.772280440129396,0,0,0,2,5,9
"('55.781109', '37.641584')",4.155034878616849,0,0,0,2,4,7
"('55.8239989', '37.754714')",6.126015830832054,0,0,0,0,5,8
"('55.740249', '37.650846')",2.6280588279504555,0,0,1,0,8,5
"('55.737137', '37.651322')",2.43982217540993,0,0,1,0,8,4
"('55.739676', '37.669639')",1.6787015118322601,0,0,1,2,5,7
"('55.7811995', '37.6439518')",4.262938373484695,0,0,0,3,3,8
"('55.801556', '37.609344')",1.2161557459185928,0,0,2,0,8,5
"('55.8053565', '37.6170284')",1.6252012927868593,0,0,2,0,8,4
"('55.803738', '37.61088')",1.2514630648545808,0,0,2,0,8,5
"('55.792007', '37.615785')",2.1395991470198563,0,0,2,0,7,6
"('55.8049325', '37.6134014')",1.3982797724881528,0,0,2,0,8,5
"('55.805084', '37.618004')",1.6864980258341695,0,0,2,0,8,4
