coords,eco_thermal_closest_km,eco_thermal_less500m,eco_thermal_0.5-1km,eco_thermal_1-3km,eco_thermal_3-5km,eco_thermal_5-10km,eco_thermal_10-15km
"('55.741465', '37.540784')",1.5005092606300523,0,0,4,0,20,26
"('55.757131', '37.617114')",3.5328467997187447,0,0,0,2,20,22
"('55.720585', '37.567042')",1.6921575990578506,0,0,2,1,20,22
"('55.749847', '37.579815')",1.9379799914696638,0,0,1,2,19,25
"('55.7630905', '37.5930036')",3.6250380050934794,0,0,0,3,17,26
"('55.760955', '37.611446')",3.3476262998283746,0,0,0,2,19,25
"('55.744713', '37.5827')",1.641507964270461,0,0,1,2,20,25
"('55.742534', '37.545465')",1.310191885741017,0,0,3,1,20,27
"('55.765716', '37.59356')",3.762429369301249,0,0,0,3,17,26
"('55.762485', '37.598887')",3.735335146766581,0,0,0,3,17,27
"('55.725214', '37.578496')",1.5377896772021613,0,0,2,1,21,20
"('55.744414', '37.594072')",2.2301923209205596,0,0,1,2,19,21
"('55.7180332', '37.5737618')",2.079250580681452,0,0,2,1,19,21
"('55.751933', '37.590075')",2.5273099223806192,0,0,1,3,18,26
"('55.756396', '37.596929')",3.1839991660731504,0,0,0,3,18,27
"('55.75571', '37.600845')",3.3047075376110833,0,0,0,3,18,27
"('55.753407', '37.600082')",3.0992726642701536,0,0,0,3,18,27
"('55.74536', '37.643524')",4.296094291913285,0,0,0,3,19,24
"('55.758929', '37.645393')",2.9736741840023964,0,0,1,0,20,22
"('55.761492', '37.592976')",3.474795843275393,0,0,0,3,16,27
"('55.764121', '37.615416')",2.9159348013484743,0,0,1,1,19,23
"('55.75554', '37.594433')",3.007659269993458,0,0,0,3,18,26
"('55.755388', '37.60054')",3.2663274147358683,0,0,0,3,18,27
"('55.749603', '37.597872')",2.7312767567126515,0,0,1,2,19,24
"('55.754507', '37.602687')",3.3033283300381413,0,0,0,3,18,27
"('55.7557561', '37.6033112')",3.423326694428211,0,0,0,3,18,27
"('55.755196', '37.592796')",2.9106367100802943,0,0,1,2,19,25
"('55.75768', '37.606674')",3.723303257265954,0,0,0,3,19,26
"('55.754753', '37.59622')",3.021581141447819,0,0,0,3,18,27
"('55.759436', '37.605733')",3.697203460335589,0,0,0,3,18,26
"('55.812666', '37.640911')",0.6367512197902718,0,1,3,3,14,19
"('55.801455', '37.63765')",1.4878638968406275,0,0,4,2,18,18
"('55.812292', '37.653316')",0.14283936009139653,1,0,3,5,12,20
"('55.814062', '37.623735')",0.5211950162787727,0,2,2,5,13,21
"('55.816387', '37.656082')",0.5369955234993331,0,1,3,5,9,21
"('55.8086143', '37.6472031')",0.49364549296483495,1,0,4,3,15,18
"('55.817613', '37.661859')",0.8859405778804469,0,1,3,8,6,21
"('55.8114519', '37.6453291')",0.377179605139322,1,0,4,3,14,18
"('55.8064017', '37.6481266')",0.7012208895313539,0,1,3,4,15,18
"('55.81082', '37.626268')",0.617954169509143,0,1,4,2,16,19
"('55.809889', '37.624723')",0.551847109538527,0,1,4,2,16,19
"('55.810364', '37.642968')",0.5594374176004828,0,1,3,4,13,20
"('55.8075152', '37.647491')",0.5962920798836205,0,1,3,4,15,18
"('55.813637', '37.645501')",0.37171518678552423,1,0,3,4,12,21
"('55.816328', '37.631379')",0.40694352314421783,1,0,4,3,14,19
"('55.804612', '37.635503')",1.3110763557485452,0,0,5,1,19,15
"('55.812752', '37.647549')",0.22233264200944933,1,0,3,4,12,20
"('55.812337', '37.658571')",0.47103955221241334,1,0,3,5,10,19
"('55.8134', '37.659847')",0.5602295192755469,0,1,2,6,9,19
"('55.815367', '37.659084')",0.5969228916493788,0,1,2,6,8,21
"('55.806282', '37.640947')",0.9371589271473161,0,1,3,4,16,18
"('55.814117', '37.64788')",0.27028849009438144,1,0,3,5,11,21
"('55.811331', '37.658086')",0.458547017310176,1,0,3,5,11,18
"('55.806499', '37.643911')",0.802697677780253,0,1,3,4,15,18
"('55.80527', '37.63897')",1.1041075339917534,0,0,4,2,18,16
"('55.801536', '37.636715')",1.5145054509001776,0,0,4,2,18,18
"('55.806565', '37.642662')",0.8431777033979643,0,1,3,4,15,19
"('55.815556', '37.624374')",0.6511079612667585,0,2,2,5,13,21
"('55.816045', '37.627247')",0.5097546171585032,0,2,2,5,13,21
"('55.8145435', '37.6248368')",0.6079484816667825,0,2,2,5,13,21
"('55.8158484', '37.6282409')",0.5010042353678632,0,2,2,5,13,20
"('55.812216', '37.632368')",0.8669144932512032,0,2,2,4,14,20
"('55.810602', '37.632098')",0.9832263870875579,0,1,4,2,16,18
"('55.809904', '37.635081')",1.042164875030841,0,0,5,1,17,17
"('55.810688', '37.63676')",0.9185828271394889,0,1,4,2,15,18
"('55.8039169', '37.6292881')",1.1801878256862925,0,0,5,1,18,18
"('55.806545', '37.632107')",1.1331444462930356,0,0,5,1,17,19
"('55.808948', '37.638')",0.9084272255545,0,1,4,2,16,18
"('55.632825', '37.744549')",3.181718670477766,0,0,0,3,12,14
"('55.6339225', '37.7472722')",3.2839173297140363,0,0,0,3,12,14
"('55.63254', '37.762471')",3.6689764847931885,0,0,0,3,8,17
"('55.633953', '37.761078')",3.7554253638948154,0,0,0,3,8,17
"('55.633537', '37.760845')",3.769783605428368,0,0,0,3,8,17
"('55.637333', '37.77095')",3.1621262686598044,0,0,0,3,7,18
"('55.632139', '37.755392')",3.8320116580149053,0,0,0,3,9,16
"('55.635157', '37.746624')",3.1928098373217173,0,0,0,3,12,14
"('55.636356', '37.747639')",3.205673633940411,0,0,0,3,13,12
"('55.663918', '37.751772')",3.210745264524753,0,0,0,2,15,11
"('55.69559', '37.604717')",1.165508753154144,0,0,2,5,17,21
"('55.625755', '37.722882')",2.6760684254681495,0,0,1,2,14,14
"('55.6201123', '37.7485915')",4.212217259574826,0,0,0,3,8,20
"('55.679991', '37.68447')",1.6166809082012308,0,0,2,7,11,23
"('55.601203', '37.727553')",4.472448441649746,0,0,0,1,11,16
"('55.644008', '37.712542')",0.8415808662607153,0,1,1,4,13,16
"('55.619118', '37.72502')",3.3805787060047803,0,0,0,2,13,16
"('55.6499812', '37.738784')",2.3315067637567486,0,0,2,0,17,10
"('55.64665', '37.657637')",1.0572061529522323,0,0,3,7,11,19
"('55.652496', '37.745007')",2.6630365712491693,0,0,2,0,18,8
"('55.678047', '37.6773')",1.1231648048359586,0,0,2,7,11,23
"('55.641854', '37.763827')",3.7003867984767096,0,0,0,3,10,15
"('55.639517', '37.755491')",3.5905183067342685,0,0,0,3,12,13
"('55.637714', '37.76347')",3.6346695789085888,0,0,0,3,8,17
"('55.6413', '37.767582')",3.4560261243763066,0,0,0,3,8,17
"('55.633658', '37.753928')",3.681903037165798,0,0,0,3,10,15
"('55.629684', '37.745367')",3.399310111171286,0,0,0,3,11,16
"('55.636824', '37.764995')",3.52772499167748,0,0,0,3,8,17
"('55.637592', '37.76461')",3.5617293067137847,0,0,0,3,8,17
"('55.537801', '37.503971')",1.9479903938725276,0,0,1,3,4,10
"('55.659414', '37.759569')",3.586918736774726,0,0,0,3,13,12
"('55.645426', '37.733707')",2.1491874366579684,0,0,2,0,19,8
"('55.6482618', '37.7208167')",1.3635915328138903,0,0,2,1,17,10
"('55.62235', '37.737614')",3.5476840876682916,0,0,0,2,13,14
"('55.65431', '37.763728')",3.8233822544159417,0,0,0,3,13,12
"('55.616661', '37.745322')",4.343367479129618,0,0,0,1,10,16
"('55.688061', '37.7176547')",3.74829638803733,0,0,0,5,14,19
"('55.618898', '37.719163')",3.244797940680731,0,0,0,3,12,16
"('55.63636', '37.657097')",1.147748186642843,0,0,3,8,9,21
"('55.635889', '37.76592')",3.4602825265146064,0,0,0,3,8,17
"('55.634237', '37.748601')",3.3469126982212276,0,0,0,3,12,13
"('55.60817', '37.72758')",4.55129475689613,0,0,0,2,12,14
"('55.593726', '37.53826')",2.5821072121819615,0,0,1,2,14,14
"('55.592744', '37.668713')",0.7187079726325742,0,1,2,2,14,10
"('55.674631', '37.51344')",4.407715905920805,0,0,0,2,22,13
"('55.616676', '37.497063')",1.1246560746378196,0,0,1,0,17,17
"('55.889816', '37.663322')",3.1676822274842795,0,0,0,4,9,8
"('55.77557', '37.498096')",0.8751900898516404,0,1,2,2,16,25
"('55.720956', '37.811016')",3.113886146144371,0,0,0,4,6,19
"('55.67145', '37.766468')",4.373396196909275,0,0,0,1,16,11
"('55.632526', '37.67765')",2.0271990719688926,0,0,3,3,14,14
"('55.896161', '37.612811')",4.743689176536898,0,0,0,4,8,15
"('55.88001', '37.59277')",3.030623935476793,0,0,0,4,8,18
"('55.876293', '37.580788')",2.775513461839321,0,0,1,1,12,14
"('55.887276', '37.615047')",3.883215648646935,0,0,0,4,8,15
"('55.900829', '37.589051')",5.157464228680871,0,0,0,0,10,14
"('55.8798634', '37.5972609')",3.0095330018384936,0,0,0,4,8,18
"('55.89701', '37.600998')",4.9279114420067796,0,0,0,1,11,12
"('55.897686', '37.582394')",4.696446220495557,0,0,0,1,10,14
"('55.896171', '37.618498')",4.5479605287693845,0,0,0,4,8,14
"('55.902858', '37.574543')",4.316854120566201,0,0,0,1,9,14
"('55.891182', '37.603416')",4.294708336981779,0,0,0,4,8,15
"('55.892092', '37.621902')",4.050060398872283,0,0,0,5,7,15
"('55.898866', '37.625424')",4.438563765370828,0,0,0,4,8,12
"('55.899199', '37.605652')",5.197470174914577,0,0,0,0,11,12
"('55.900547', '37.61407')",5.0226760261476295,0,0,0,0,11,12
"('55.90435', '37.58175')",4.795196335576483,0,0,0,1,9,14
"('55.90553', '37.57319')",4.321121417816087,0,0,0,1,7,16
"('55.890007', '37.605481')",4.181409590377824,0,0,0,4,8,15
"('55.907279', '37.567455')",4.05500747451694,0,0,0,1,8,15
"('55.89237', '37.577418')",4.357731051173656,0,0,0,2,10,14
"('55.881226', '37.583374')",3.254832941740694,0,0,0,2,11,15
"('55.896626', '37.594494')",4.8752816349442645,0,0,0,1,10,14
"('55.887836', '37.615784')",3.899233240237979,0,0,0,4,8,15
"('55.894844', '37.583355')",4.732551507321659,0,0,0,2,9,15
"('55.892006', '37.613826')",4.335088537395615,0,0,0,4,8,15
"('55.89137', '37.58552')",4.33770181784587,0,0,0,2,10,14
"('55.890163', '37.584946')",4.210530300041846,0,0,0,2,10,15
"('55.905357', '37.575756')",4.467484167330245,0,0,0,1,8,15
"('55.90627', '37.567528')",4.016761756930701,0,0,0,1,8,15
"('55.900433', '37.608994')",5.270374703787289,0,0,0,0,11,12
"('55.892844', '37.577606')",4.368861091089689,0,0,0,2,10,14
"('55.883244', '37.59594')",3.384613408495918,0,0,0,4,8,17
"('55.895966', '37.570446')",3.9340383283403693,0,0,0,1,11,12
"('55.893808', '37.577376')",4.355158276725905,0,0,0,2,10,14
"('55.894667', '37.590057')",4.670476838587148,0,0,0,1,11,13
"('55.893713', '37.629421')",3.980184398825397,0,0,0,4,8,13
"('55.886086', '37.592472')",3.707025161991373,0,0,0,4,8,17
"('55.888966', '37.598743')",4.02580567447068,0,0,0,4,8,16
"('55.904367', '37.589069')",5.238849455297191,0,0,0,0,10,14
"('55.843414', '37.566072')",2.1397562800597614,0,0,1,3,16,17
"('55.679311', '37.44727')",1.6190205300739127,0,0,2,3,12,17
"('55.696161', '37.476761')",1.5861927100518334,0,0,2,3,19,12
"('55.698874', '37.468312')",1.1843513791239313,0,0,2,3,16,14
"('55.696123', '37.469817')",1.1581910004404314,0,0,2,3,18,12
"('55.696037', '37.460421')",0.597588365797753,0,2,0,5,12,16
"('55.694454', '37.470581')",1.1757361626336424,0,0,2,3,17,13
"('55.698004', '37.474411')",1.4950366831805555,0,0,2,3,18,12
"('55.693622', '37.469189')",1.0844605638654436,0,0,2,3,17,13
"('55.6988776', '37.4683463')",1.1864242120955515,0,0,2,3,16,14
"('55.692024', '37.467509')",0.9946517701807994,0,1,1,3,17,11
"('55.700104', '37.468034')",1.2434704733564081,0,0,2,3,15,15
"('55.689918', '37.47024')",1.2218643794470048,0,0,2,2,18,11
"('55.692745', '37.453403')",0.1330958496028148,2,0,3,2,14,15
"('55.698622', '37.474517')",1.525129857916547,0,0,2,3,18,12
"('55.70595', '37.47959')",2.2155836040369468,0,0,2,3,17,16
"('55.695611', '37.47351')",1.3743127351778415,0,0,2,3,18,12
"('55.699393', '37.468928')",1.2469825177652465,0,0,2,3,16,14
"('55.699981', '37.466479')",1.1568560952906104,0,0,2,3,15,15
"('55.696423', '37.47377')",1.4077442903427086,0,0,2,3,18,12
"('55.707295', '37.456822')",1.4884801900627285,0,0,4,2,14,16
"('55.713496', '37.487469')",2.365385509111779,0,0,2,4,14,21
"('55.689035', '37.46997')",1.2428609708571332,0,0,2,2,18,11
"('55.69408', '37.477095')",1.5824848448826088,0,0,2,3,18,14
"('55.702323', '37.463035')",1.1946433088757444,0,0,3,2,14,15
"('55.739404', '37.739899')",0.8117172762508071,0,1,1,2,14,22
"('55.704327', '37.780437')",4.565387942143749,0,0,0,2,11,17
"('55.856982', '37.637569')",1.2935684927518505,0,0,5,1,15,12
"('55.647465', '37.610672')",1.1086903291891241,0,0,6,3,14,22
"('55.873541', '37.705095')",3.224653321946806,0,0,0,5,8,9
"('55.880295', '37.496174')",1.5956021572791483,0,0,2,1,10,15
"('55.874567', '37.580077')",2.612071464438063,0,0,1,1,12,14
"('55.81745', '37.800865')",1.6481171927386984,0,0,1,1,6,15
"('55.865541', '37.653909')",0.49106134072198265,2,1,3,2,13,9
"('55.714035', '37.765884')",3.151958902953711,0,0,0,3,10,19
"('55.707491', '37.928632')",2.131763821713614,0,0,1,3,2,7
"('55.722036', '37.787498')",3.8151608484271766,0,0,0,5,6,23
"('55.81021', '37.723045')",0.2826965528333642,1,1,1,3,13,14
"('55.783524', '37.467096')",2.312805166518322,0,0,1,3,17,18
"('55.728652', '37.68067')",1.3384880032651605,0,0,1,3,15,27
"('55.70653', '37.786743')",4.334548714066642,0,0,0,3,10,17
"('55.926605', '37.5402')",4.250181014844772,0,0,0,1,3,16
"('55.738388', '37.7049')",1.6749828932162563,0,0,3,0,17,22
"('55.672306', '37.76203')",4.1620859878965755,0,0,0,2,16,11
"('55.807101', '37.799328')",2.121212279172703,0,0,1,2,6,16
"('55.70053', '37.758266')",4.132864381681924,0,0,0,2,14,16
"('55.704874', '37.916936')",1.983958617750752,0,0,1,3,3,7
"('55.518265', '37.572701')",0.4601420338393355,1,0,4,1,7,5
"('55.653126', '37.558723')",2.3754710698794304,0,0,1,5,18,18
"('55.500856', '37.522207')",2.4442562445416307,0,0,1,1,4,6
"('55.697179', '37.512577')",3.8333998624459156,0,0,0,5,19,16
"('55.566231', '37.497629')",2.3405930854641515,0,0,1,1,8,15
"('55.65675', '37.563213')",2.318086830416287,0,0,2,5,16,20
"('55.661217', '37.52978')",4.405200641368973,0,0,0,2,20,16
"('55.592378', '37.604232')",1.4658204181784484,0,0,2,3,17,9
"('55.603141', '37.588656')",2.2167305835265068,0,0,2,5,14,14
"('55.587453', '37.597163')",2.1534815584665807,0,0,2,2,15,11
"('55.59687', '37.593704')",1.8983369347745838,0,0,1,4,15,13
"('55.5838', '37.591288')",2.699666461001147,0,0,2,2,15,9
"('55.596457', '37.599822')",1.5310013308590358,0,0,1,4,15,12
"('55.581726', '37.580842')",3.3562739259086087,0,0,0,6,9,16
"('55.587056', '37.610538')",1.6397316942016773,0,0,2,2,16,8
"('55.584645', '37.603487')",2.107747601847081,0,0,2,2,15,9
"('55.582392', '37.58034')",3.337808320954149,0,0,0,5,10,15
"('55.589977', '37.601196')",1.77884719112839,0,0,2,2,16,10
"('55.591259', '37.598339')",1.8454118665977033,0,0,2,2,16,11
"('55.555184', '37.554008')",1.768316989258049,0,0,3,1,9,12
"('55.669518', '37.628882')",0.18570661929247806,1,1,5,6,13,22
"('55.582412', '37.578797')",3.4160445443988876,0,0,0,5,10,17
"('55.582629', '37.582469')",3.213869372597696,0,0,0,5,11,14
"('55.590913', '37.594953')",2.0492922441298504,0,0,1,3,15,12
"('55.588415', '37.601798')",1.8636781447803707,0,0,2,2,16,9
"('55.581872', '37.579927')",3.3928856800447296,0,0,0,6,9,16
"('55.594055', '37.598114')",1.7175701673420476,0,0,1,4,16,11
"('55.587517', '37.610997')",1.580808513086784,0,0,2,2,16,8
"('55.5979409', '37.608826')",0.9403271069976069,0,1,1,4,15,12
"('55.593605', '37.605865')",1.3045014435330204,0,0,2,3,16,10
"('55.597027', '37.588871')",2.196295533801673,0,0,2,3,16,11
"('55.58292', '37.581164')",3.2613561153469197,0,0,0,4,12,13
"('55.585321', '37.601169')",2.140177915013204,0,0,2,2,15,9
"('55.620888', '37.601627')",1.027734770488587,0,0,4,2,18,13
"('55.601299', '37.597971')",1.6074173721991907,0,0,2,4,15,12
"('55.581578', '37.581606')",3.328000626774095,0,0,0,6,9,16
"('55.568914', '37.590543')",3.0015963209698158,0,0,0,6,7,15
"('55.582418', '37.5814')",3.2820299592298863,0,0,0,4,12,13
"('55.776537', '37.540928')",2.0037271509014296,0,0,2,2,13,29
"('55.53399', '37.51512')",1.9977394999988851,0,0,1,4,3,10
"('55.847442', '37.564967')",2.024930977582246,0,0,1,1,17,15
"('55.806287', '37.417994')",2.9697664811467512,0,0,1,3,13,14
"('55.642822', '37.60628')",0.8337482878849425,0,1,4,6,11,25
"('55.809196', '37.574066')",1.5078397003210233,0,0,2,2,17,24
"('55.61117', '37.52794')",0.9589558101078044,0,1,0,2,15,17
"('55.4866118', '36.9185187')",136.48017224214837,0,0,0,0,0,0
"('55.536166', '37.159387')",10.712256083858167,0,0,0,0,0,1
"('55.487709', '36.9149866')",136.88018015003183,0,0,0,0,0,0
"('55.4833037', '36.9148754')",136.7447824327357,0,0,0,0,0,0
"('55.4999698', '36.9183258')",136.95148585050288,0,0,0,0,0,0
"('55.545416', '37.154742')",10.12679520345315,0,0,0,0,0,1
"('55.5422995', '37.151866')",10.504070064785212,0,0,0,0,0,1
"('55.5444083', '37.1538739')",10.245990559238479,0,0,0,0,0,1
"('55.495129', '36.916608')",136.96319938860918,0,0,0,0,0,0
"('55.753007', '37.59303')",2.742500252873976,0,0,1,2,18,26
"('55.752141', '37.592411')",2.647041761496836,0,0,1,2,18,26
"('55.746243', '37.600711')",2.694204787610159,0,0,1,1,20,21
"('55.7261873', '37.5635277')",1.0444388136998506,0,0,1,4,17,24
"('55.762145', '37.606227')",3.444435390950124,0,0,0,3,17,27
"('55.748376', '37.599256')",2.7290166338848407,0,0,1,2,19,23
"('55.753058', '37.58579')",2.447779874082399,0,0,1,2,18,26
"('55.748939', '37.599247')",2.7618686044352696,0,0,1,2,19,24
"('55.748321', '37.592482')",2.3733492628345356,0,0,1,1,20,24
"('55.747267', '37.593381')",2.3516745359095976,0,0,1,1,20,23
"('55.75092', '37.593695')",2.614386947349582,0,0,1,2,19,25
"('55.753197', '37.584145')",2.3994363025697,0,0,1,2,18,26
"('55.749871', '37.59356')",2.5328542813131487,0,0,1,1,20,24
"('55.750084', '37.584955')",2.1581055350282536,0,0,1,2,19,25
"('55.599153', '37.365811')",5.672282635466259,0,0,0,0,6,7
"('55.599819', '37.35636')",5.8833434541355984,0,0,0,0,6,6
"('55.6178', '37.264445')",0.7156948128066023,0,1,0,1,4,4
"('55.491177', '37.311867')",97.62802147560296,0,0,0,0,0,0
"('55.621374', '37.30574')",2.781313597312377,0,0,1,0,5,5
"('55.598817', '37.360196')",5.877200348021977,0,0,0,0,6,6
"('55.626101', '37.311274')",3.3288650252480667,0,0,0,2,3,7
"('55.589096', '37.171143')",6.431989661060851,0,0,0,0,1,2
"('55.6238395', '37.3049863')",2.860256674428542,0,0,1,0,5,5
"('55.623697', '37.30539')",2.874940712476189,0,0,1,0,5,5
"('55.626082', '37.310203')",3.2692301055033117,0,0,0,2,3,7
"('55.599396', '37.202255')",4.190565186160188,0,0,0,1,0,5
"('55.624261', '37.309585')",3.1380112492604764,0,0,0,2,3,7
"('55.489014', '37.312576')",97.4598482137352,0,0,0,0,0,0
"('55.624967', '37.30654')",3.007337240344639,0,0,0,2,3,7
"('55.601416', '37.363466')",5.523322002761728,0,0,0,0,6,6
"('55.588412', '37.164133')",6.869811669380884,0,0,0,0,1,1
"('55.860337', '37.667061')",0.5673633129064383,0,3,1,4,10,11
"('55.604712', '37.240253')",1.7435595191919717,0,0,1,0,2,3
"('55.616554', '37.264642')",0.576439034642736,0,1,0,1,4,4
"('55.603212', '37.358372')",5.5251767020023115,0,0,0,0,6,6
"('55.612263', '37.306055')",2.571473150074884,0,0,1,0,5,4
"('55.6222077', '37.3069577')",2.889231662248414,0,0,1,0,5,5
"('55.4488835', '37.2497875')",101.7164612900908,0,0,0,0,0,0
"('55.609097', '37.305515')",2.548512100492128,0,0,1,0,5,4
"('55.588533', '37.171806')",6.418086451416461,0,0,0,0,1,2
"('55.8608539', '37.6672562')",0.5690662911849607,0,3,1,4,10,11
"('55.601956', '37.359989')",5.586048838033105,0,0,0,0,6,6
"('55.588973', '37.166081')",6.732560713700258,0,0,0,0,1,1
"('55.61408', '37.301067')",2.275065511507071,0,0,1,0,5,4
"('55.605093', '37.366394')",5.076916701395866,0,0,0,0,6,7
"('55.60477', '37.36249')",5.237228603808384,0,0,0,0,6,6
"('55.587345', '37.165618')",6.828791436670926,0,0,0,0,1,1
"('55.587969', '37.167962')",6.665583915135882,0,0,0,0,1,1
"('55.86071', '37.670967')",0.8016814847012207,0,3,1,4,10,11
"('55.593527', '37.364463')",6.270212765349978,0,0,0,0,6,7
"('55.602861', '37.35769')",5.581665507041371,0,0,0,0,6,6
"('55.56925', '37.286426')",4.87732698095587,0,0,0,1,0,5
"('55.604387', '37.369907')",5.0364759850387335,0,0,0,0,6,8
"('55.5525815', '37.334048')",7.853410844640968,0,0,0,0,1,7
"('55.601788', '37.374353')",5.173671225355435,0,0,0,0,6,8
"('55.644521', '37.339885')",1.950193811866941,0,0,2,2,6,7
"('55.798473', '37.53276')",2.5200720589654817,0,0,1,2,18,21
"('55.792832', '37.51414')",1.296266549346086,0,0,1,2,18,20
"('55.812595', '37.53138')",3.746353819309367,0,0,0,2,21,16
"('55.799345', '37.523968')",2.238361608271796,0,0,1,2,19,20
"('55.8108538', '37.5331014')",3.628526721820283,0,0,0,2,22,15
"('55.80822', '37.532008')",3.3419195088231946,0,0,0,2,22,16
"('55.793864', '37.541001')",2.6363985260875267,0,0,1,3,17,25
"('55.805746', '37.557385')",2.6082040354948455,0,0,1,3,17,24
"('55.804901', '37.509289')",2.4934644818142613,0,0,1,0,23,12
"('55.808144', '37.539527')",3.563291562297935,0,0,0,3,21,19
"('55.808758', '37.53307')",3.428014279100298,0,0,0,2,22,16
