coords,edu_school_closest_km,edu_school_less500m,edu_school_0.5-1km,edu_school_1-3km,edu_school_3-5km,edu_school_5-10km,edu_school_10-15km
"('55.770532', '37.629736')",0.20725516111840173,3,1,29,37,131,213
"('55.777454', '37.616173')",0.2202676522831347,1,3,27,42,126,210
"('55.797413', '37.52334')",0.04591192984676677,3,7,21,37,141,148
"('55.778026', '37.540147')",0.10529116509910152,2,1,28,31,160,159
"('55.801632', '37.767635')",0.16020853369931196,2,2,15,21,88,126
"('55.805252', '37.773126')",0.12287001718940463,1,4,14,17,88,123
"('55.807419', '37.7761972')",0.2097171167681864,2,3,17,12,90,116
"('55.802847', '37.728658')",0.0915634984602939,1,3,16,23,117,127
"('55.623778', '37.590865')",0.23609135425809774,1,4,14,35,104,124
"('55.644596', '37.602077')",0.1354234576719539,3,5,18,34,122,130
"('55.63721', '37.606773')",0.08381863955913192,3,3,18,26,128,116
"('55.76526', '37.607567')",0.3628279302383453,4,5,26,35,138,215
"('55.769733', '37.604034')",0.06362857083864926,4,3,28,32,134,215
"('55.776112', '37.692765')",0.06359700636414706,3,2,24,25,134,165
"('55.745544', '37.75461')",0.20272973025016586,1,1,14,27,115,134
"('55.721523', '37.62298')",0.2742365499626843,2,5,17,35,144,194
"('55.764493', '37.511489')",0.07598834179514267,1,1,16,33,135,169
"('55.754955', '37.5105626')",0.21206089041387038,1,2,15,33,137,166
"('55.765711', '37.480436')",0.11317965190843884,1,3,10,36,111,178
"('55.762666', '37.51291')",0.08448338942279962,1,2,14,35,132,171
"('55.618471', '37.723124')",0.052981381878498046,2,6,16,22,67,122
"('55.62146', '37.741')",0.2233241950740495,4,2,21,14,76,111
"('55.6203272', '37.7387044')",0.06812242415852299,4,4,19,17,71,118
"('55.618268', '37.742196')",0.20154817813554635,2,6,15,19,67,116
"('55.610321', '37.752895')",0.10461288756058892,1,3,13,18,56,106
"('55.615476', '37.743274')",0.24669605932783706,3,5,15,20,63,114
"('55.75946', '37.777428')",0.07597549921020709,3,1,11,30,89,130
"('55.76799', '37.837437')",0.14316756937877315,2,3,11,20,68,97
"('55.829502', '37.82185')",0.023598882768949943,1,1,8,9,52,85
"('55.802103', '37.814483')",0.20151699189023234,4,2,14,15,61,119
"('55.828674', '37.361018')",0.09282158811203284,1,1,11,15,53,88
"('55.774406', '37.708931')",0.09549867456450638,2,2,22,27,124,157
"('55.787513', '37.706766')",0.35431561135996925,2,3,20,23,132,140
"('55.780834', '37.692688')",0.223017830966639,2,3,21,27,133,159
"('55.774603', '37.696489')",0.2161300530003085,2,4,22,25,133,161
"('55.7814011', '37.7250089')",0.07103580578205265,1,2,16,30,117,143
"('55.774887', '37.707783')",0.09360478345002589,2,2,22,26,125,156
"('55.772861', '37.710287')",0.039450297417624694,2,1,21,28,124,156
"('55.773388', '37.708965')",0.04999505847493621,2,0,23,26,127,154
"('55.780294', '37.705535')",0.12206374577758844,2,4,20,26,128,152
"('55.780319', '37.699211')",0.24490757781764888,2,3,20,29,128,158
"('55.78202', '37.726655')",0.08414417145256975,1,2,17,30,117,140
"('55.77309', '37.706074')",0.07792407305020473,2,1,22,26,128,158
"('55.708225', '37.819244')",0.10448363949520217,2,1,15,25,73,106
"('55.703641', '37.790934')",0.17730569092953646,2,2,16,28,88,128
"('55.694096', '37.81723')",0.21694243123108606,1,1,14,22,78,105
"('55.70041', '37.809479')",0.19842382037309705,2,0,14,27,76,117
"('55.712409', '37.803657')",0.09934362364891858,1,3,12,33,76,122
"('55.704002', '37.813073')",0.09678461654197668,2,0,15,26,77,110
"('55.67559', '37.465694')",0.23698456792602351,1,4,15,31,93,135
"('55.675103', '37.499516')",0.13616990940153667,3,0,28,27,108,146
"('55.661328', '37.468308')",0.14619164368072207,3,2,19,28,94,119
"('55.67558', '37.475612')",0.24136300108426584,1,2,21,28,101,134
"('55.665492', '37.498743')",0.04537432815961071,1,3,24,33,100,145
"('55.667126', '37.495132')",0.22781486842339455,1,2,26,29,101,146
"('55.608139', '37.58597')",0.16352464679337686,1,4,12,27,100,108
"('55.61545', '37.587723')",0.17738001824927893,2,1,15,28,106,112
"('55.881177', '37.5349')",0.07450807091496123,1,3,21,26,92,103
"('55.495937', '37.519247')",2405.53667159037,0,0,0,0,0,0
"('55.497256', '37.519036')",2405.613428388286,0,0,0,0,0,0
"('55.498654', '36.9174438')",2464.357805240532,0,0,0,0,0,0
"('55.504986', '37.534794')",0.26108620795657184,1,0,6,11,17,46
"('55.508542', '37.581629')",0.4706564309268548,1,1,2,12,22,52
"('55.520161', '37.212217')",0.16508428004924514,1,0,1,0,5,4
"('55.532666', '37.521408')",0.07243662518931099,3,1,13,7,38,68
"('55.53827', '37.51017')",0.06872035445755273,1,5,7,12,37,78
"('55.539732', '37.581271')",0.17852902376374435,1,0,10,12,39,78
"('55.540928', '37.57667')",0.04978181707516204,1,1,11,11,42,78
"('55.541504', '37.57544')",0.034481539172419265,1,2,10,14,41,79
"('55.54193', '37.560745')",0.061107494203371644,2,3,8,16,39,84
"('55.543516', '37.511544')",0.07568841513520665,2,2,9,10,40,83
"('55.5437', '37.483508')",0.166573173857339,1,2,6,9,35,79
"('55.544255', '37.52324')",0.13749543830398855,2,2,11,10,42,82
"('55.54753', '37.323517')",0.18325888051364503,1,0,1,0,13,34
"('55.547712', '37.487459')",0.2654658881600331,1,2,7,7,40,81
"('55.5479124', '37.5569644')",0.2393900152042716,3,2,12,13,44,90
"('55.548894', '37.53835')",0.13427779620628516,1,3,13,10,47,84
"('55.54921', '37.556559')",0.22777336436495874,3,1,14,11,47,91
"('55.549725', '37.489455')",0.49204597661169175,1,1,8,7,42,83
"('55.554236', '37.465838')",0.11839659765642872,1,0,4,6,43,75
"('55.565136', '37.576405')",0.0588921756936735,3,1,13,18,61,96
"('55.57462', '37.469227')",0.5068154773324435,0,1,2,12,59,80
"('55.585067', '37.602067')",0.27817566762076734,1,3,13,21,81,101
"('55.587285', '37.456981')",0.4221947838958533,1,0,4,7,73,76
"('55.589198', '37.602714')",0.26444592919572385,2,2,14,19,90,95
"('55.590343', '37.606334')",0.10645092684434901,2,3,11,23,88,98
"('55.593735', '37.596184')",0.17759857197961607,3,3,12,23,96,93
"('55.594102', '37.664976')",0.034044590284273354,2,2,12,19,80,101
"('55.598405', '37.519476')",0.10722484550973663,2,1,10,17,98,83
"('55.601004', '37.717178')",0.0786907724345755,3,1,14,18,65,107
"('55.602615', '37.584515')",0.08033877229468558,2,1,16,21,100,100
"('55.604692', '37.661105')",0.01839343970846101,1,1,14,21,90,108
"('55.604866', '37.55593')",0.12041335382485409,1,3,11,21,97,106
"('55.605583', '37.743668')",0.1391314388643387,3,0,14,18,58,101
"('55.605858', '37.664731')",0.1901382397966489,1,1,16,20,90,109
"('55.606131', '37.411705')",0.10298079319622157,1,0,2,9,49,97
"('55.606945', '37.72538')",0.09757680958004668,1,5,10,24,58,117
"('55.607377', '37.705023')",0.04157544936347589,3,1,16,17,74,113
"('55.607377', '37.712749')",0.0720085084219406,3,3,14,21,67,117
"('55.607956', '37.729035')",0.07542626686948321,1,5,10,24,56,118
"('55.608348', '37.546417')",0.1778445251530185,3,3,10,26,98,110
"('55.608389', '37.613683')",0.2798390508765915,1,4,12,28,100,106
"('55.608816', '37.535412')",0.23432645822687084,3,5,8,27,94,113
"('55.612506', '37.749863')",0.31795257723007975,3,2,16,17,64,105
"('55.6131349', '37.7484728')",0.27288997537274057,3,2,16,17,64,108
"('55.615967', '37.546543')",0.10162002898258854,2,1,13,25,106,109
"('55.616127', '37.756587')",0.16318654738594396,1,4,13,17,63,107
"('55.617378', '37.411463')",0.10036902557028757,1,0,3,13,50,101
"('55.618336', '37.74964')",0.10335572089685847,2,4,17,17,66,113
"('55.618679', '37.586006')",0.10131768649244782,1,2,14,31,104,118
"('55.618761', '37.263555')",0.05136039503733836,1,1,1,2,13,29
"('55.619467', '37.415344')",0.02717452652937911,1,0,5,14,51,102
"('55.621333', '37.303602')",0.10635299176629105,1,1,3,5,11,67
"('55.623238', '37.588825')",0.16535084771500058,1,4,14,35,103,125
"('55.623427', '37.697963')",0.03275003816804181,2,1,19,16,90,119
"('55.62451', '37.652077')",0.11608037738382365,2,0,11,33,97,126
"('55.627397', '37.718471')",0.15170695734793163,2,3,23,14,83,123
"('55.627663', '37.488953')",0.25626110041331274,3,1,13,23,98,99
"('55.62883', '37.512937')",0.23613739441030035,1,2,18,25,98,116
"('55.628932', '37.341843')",0.7993179413607799,0,1,6,7,28,73
"('55.630085', '37.655463')",0.15934479709416402,1,1,10,37,95,136
"('55.633932', '37.529214')",0.1178170980240384,2,2,18,35,91,142
"('55.634812', '37.539715')",0.11478387945160558,1,1,16,39,90,148
"('55.636621', '37.60549')",0.141942233527266,3,2,19,26,127,119
"('55.637581', '37.428073')",1.0346587243183645,0,0,9,18,71,97
"('55.63786', '37.429815')",1.1419139134039624,0,0,11,16,74,95
"('55.63816', '37.756299')",0.06914434280504989,4,1,23,18,76,116
"('55.638175', '37.531765')",0.12143457729451353,2,2,15,42,87,148
"('55.640335', '37.309199')",0.09133755416976656,1,0,5,4,18,65
"('55.640423', '37.61026')",0.1471287252185045,2,4,19,25,131,113
"('55.641773', '37.362869')",0.15160403139267206,1,3,6,8,41,78
"('55.641919', '37.677708')",0.1778584290936546,1,2,11,36,97,148
"('55.642372', '37.672468')",0.17910485361250325,1,3,9,36,102,144
"('55.642977', '37.393074')",0.30378613446044817,2,0,10,7,66,87
"('55.643465', '37.725496')",0.22208445987592318,2,4,22,26,84,139
"('55.643744', '37.492284')",0.3050331928594309,2,2,22,25,95,118
"('55.644206', '37.490551')",0.2004094672958856,2,3,21,27,92,121
"('55.645367', '37.34869')",0.11854316098395098,2,2,6,7,35,72
"('55.645553', '37.495779')",0.11947070638291817,1,2,22,28,97,124
"('55.647728', '37.65381')",0.33458394675390873,2,0,13,29,120,139
"('55.648794', '37.388188')",0.04989109195032733,1,3,7,7,66,84
"('55.649276', '37.660215')",0.05831958670932838,1,1,11,27,121,140
"('55.649312', '37.717842')",0.03401299032546086,2,3,20,29,90,147
"('55.6495', '37.387846')",0.11287685533966828,1,3,7,7,66,83
"('55.649571', '37.400135')",0.06543578224368772,3,1,7,15,70,92
"('55.650836', '37.597387')",0.018765816624710212,4,5,18,30,130,130
"('55.6522', '37.47304')",0.21607234949374846,1,5,17,25,97,113
"('55.652796', '37.474192')",0.26694905384846246,1,5,17,27,96,114
"('55.65313', '37.715218')",0.03656678434986987,2,2,18,29,93,152
"('55.654823', '37.409011')",0.14751854489269223,3,0,8,16,73,96
"('55.655254', '37.609595')",0.1989864358167578,3,5,19,30,140,129
"('55.65559', '37.469305')",0.1901592833735623,2,3,19,26,96,112
"('55.6561864', '37.516193')",0.12991247710768403,2,2,29,31,104,145
"('55.656301', '37.413089')",0.037917434098577375,2,2,7,18,71,99
"('55.65724', '37.494548')",0.15679729560927075,3,1,26,28,101,128
"('55.658124', '37.602005')",0.24742833540815126,2,7,17,33,135,135
"('55.658581', '37.744262')",0.08010302448233543,2,3,21,24,88,136
"('55.660374', '37.602049')",0.08004479872137832,1,6,19,34,132,140
"('55.660977', '37.514252')",0.2253191309564044,2,1,30,29,109,144
"('55.661496', '37.47147')",0.1481566159175337,3,2,20,30,92,123
"('55.661547', '37.473923')",0.22136760848740503,2,4,17,33,90,130
"('55.661836', '37.516')",0.11176991913039204,2,1,26,32,106,151
"('55.6620528', '37.5125239')",0.2786805795327726,2,2,28,32,105,150
"('55.662434', '37.58476')",0.14150171170849735,3,5,25,30,125,150
"('55.662816', '37.471614')",0.2948077497162797,3,3,19,31,91,127
"('55.666086', '37.561688')",0.19351152421365406,3,3,27,35,115,170
"('55.666142', '37.511356')",0.13599358272319403,2,4,25,36,102,160
"('55.666589', '37.586518')",0.03935075397885893,2,5,24,31,128,153
"('55.666868', '37.505678')",0.17212802208197867,1,3,27,33,102,153
"('55.668021', '37.508741')",0.07028026607004463,1,4,27,31,104,159
"('55.668386', '37.56379')",0.09127250318147836,2,5,27,33,119,166
"('55.669544', '37.78783')",0.09785547932603696,1,2,11,26,76,120
"('55.67065', '37.6115')",0.04418567268542422,1,4,20,31,148,147
"('55.6714126', '37.5485865')",0.12251498316533158,4,6,25,37,111,175
"('55.671494', '37.599518')",0.19040995709979844,1,3,25,26,151,141
"('55.671555', '37.78962')",0.1915191751781038,1,2,10,27,76,118
"('55.6726', '37.464283')",0.18901479298677004,3,2,17,25,97,128
"('55.672905', '37.524318')",0.10698950457188092,6,1,31,31,114,162
"('55.673138', '37.66627')",0.07181770893298985,1,3,6,33,118,160
"('55.67335', '37.51068')",0.06200209345050522,1,6,26,32,108,157
"('55.6736287', '37.4948009')",0.07042615879776398,2,2,27,28,106,142
"('55.674118', '37.507008')",0.09960774185699671,1,3,29,28,109,152
"('55.674671', '37.487712')",0.3059263877104227,2,0,27,26,105,140
"('55.675529', '37.598618')",0.13345640937046044,1,2,26,28,149,148
"('55.675798', '37.443982')",0.19456925695682056,1,2,10,28,84,125
"('55.6758988', '37.4906266')",0.1866576981037248,2,1,26,31,102,145
"('55.676154', '37.536131')",0.07224165734987448,5,3,29,32,120,167
"('55.6773', '37.50356')",0.3886444786073546,2,2,29,24,112,145
"('55.677837', '37.763638')",0.13495294393727156,2,3,19,21,95,127
"('55.678169', '37.580939')",0.13300248776856033,3,3,30,25,140,159
"('55.678382', '37.599301')",0.2638234046745445,2,0,25,30,148,150
"('55.678707', '37.634631')",0.26379849404324063,1,0,15,32,144,155
"('55.678768', '37.578702')",0.14392320809964146,3,3,28,27,135,163
"('55.679245', '37.685055')",0.0942170400306119,2,2,9,29,126,161
"('55.67928', '37.542428')",0.11828859873356598,4,4,26,32,122,168
"('55.68027', '37.515191')",0.11125231532822902,1,3,23,34,109,157
"('55.68032', '37.45746')",0.22576354824993564,2,2,15,28,92,134
"('55.680935', '37.75373')",0.1539340710195966,2,3,20,21,101,130
"('55.681067', '37.48296')",0.8352713711684718,0,2,25,28,109,135
"('55.681163', '37.610233')",0.04563161652661312,1,2,18,38,149,154
"('55.681194', '37.527696')",0.014823309709036826,3,3,28,33,116,163
"('55.681275', '37.718238')",0.0654654996638248,2,3,16,23,118,152
"('55.681387', '37.674445')",0.17242338643960503,2,2,8,30,130,155
"('55.682645', '37.637434')",0.14167542781203973,1,1,15,30,151,152
"('55.682674', '37.650345')",0.23708081136355233,2,0,13,29,145,150
"('55.682747', '37.489356')",0.6313269701622467,0,3,24,32,105,143
"('55.683239', '37.530939')",0.15141036395930407,4,2,29,32,122,162
"('55.683407', '37.555355')",0.1833786336475165,3,7,22,38,122,174
"('55.6834388', '37.6950682')",0.061995269390403306,2,3,10,31,123,165
"('55.683518', '37.530256')",0.16541982831667038,4,2,29,32,123,162
"('55.683563', '37.67088')",0.1127741964065029,2,2,8,27,138,153
"('55.6836471', '37.6983498')",0.08098759041333455,2,2,10,31,121,166
"('55.68402', '37.656307')",0.25785090147917705,1,2,10,25,147,150
"('55.684366', '37.533993')",0.06381148935739649,4,6,24,39,115,173
"('55.6846329', '37.6990343')",0.15672109057350017,2,2,10,29,124,162
"('55.685158', '37.68641')",0.14888730982137074,3,0,11,30,131,163
"('55.685234', '37.921005')",0.038550522761644807,2,0,5,8,34,66
"('55.685477', '37.593345')",0.20049473068892282,2,2,26,29,145,163
"('55.686504', '37.681038')",0.15067673346042032,2,1,11,27,134,161
"('55.686579', '37.676933')",0.08120890933343423,2,1,11,27,136,157
"('55.6895027', '37.655056')",0.8728087285465445,0,1,12,25,152,159
"('55.689725', '37.854746')",0.048411844163193246,1,3,5,22,59,88
"('55.690258', '37.495583')",0.03870797643486911,2,3,22,31,113,141
"('55.6907642', '37.6558984')",1.0091302125752055,0,0,13,23,151,162
"('55.690821', '37.858824')",0.2049440611332928,2,1,7,20,56,89
"('55.692851', '37.562766')",0.1900212872392325,1,5,20,39,129,177
"('55.693957', '37.585098')",0.04309008816683223,2,2,23,39,133,180
"('55.694435', '37.602634')",0.091540757403264,1,2,19,40,134,182
"('55.695246', '37.85073')",0.30755916396650057,2,0,11,17,61,94
"('55.69553', '37.56943')",0.38782234343910477,1,5,19,40,129,181
"('55.697853', '37.944029')",0.10324742817336367,2,1,5,4,32,59
"('55.698437', '37.942906')",0.03923411649238594,2,1,5,4,32,60
"('55.698589', '37.825856')",0.1634708067112792,2,1,14,20,74,99
"('55.69868', '37.92679')",0.07204033046070156,2,2,7,6,34,69
"('55.69899', '37.928253')",0.15505214213469254,3,1,8,5,35,67
"('55.699287', '37.74525')",0.031084375094313756,3,2,17,22,109,148
"('55.700645', '37.930508')",0.04559910925960426,3,1,8,4,34,66
"('55.7008162', '37.768386')",0.07783663561501711,3,2,18,20,104,133
"('55.70108', '37.661356')",0.07310185567154424,1,2,11,30,144,173
"('55.701775', '37.663404')",0.11358232319232345,2,1,12,30,145,170
"('55.702296', '37.781559')",0.31555376606018404,4,2,16,24,95,130
"('55.702312', '37.640633')",0.12357174118534661,1,2,15,29,149,178
"('55.702926', '37.67855')",0.16960345117681852,1,1,13,29,140,172
"('55.703022', '37.81619')",0.10917739552037332,2,0,15,25,77,106
"('55.70323', '37.670753')",0.08414017432289186,2,2,12,32,140,173
"('55.703373', '37.943616')",0.24488640855919802,2,2,5,4,32,58
"('55.703976', '37.923798')",0.09524460853755305,3,1,8,5,40,66
"('55.70442', '37.77749')",0.21372260803001036,4,2,17,23,101,127
"('55.704524', '37.615371')",0.21989791218300153,1,1,17,36,141,183
"('55.706715', '37.615067')",0.1979811997498407,2,0,19,32,145,181
"('55.707365', '37.57775')",0.1676593837268881,1,0,21,35,136,185
"('55.707623', '37.768561')",0.09590975079898678,3,2,18,22,106,131
"('55.707745', '37.671875')",0.09820236067220554,3,0,16,28,145,171
"('55.707841', '37.655472')",0.2816865273080128,2,2,17,27,144,178
"('55.708785', '37.676807')",0.07782168315903465,1,2,12,32,140,173
"('55.70927', '37.61811')",0.07015135573301638,2,1,16,31,143,186
"('55.709424', '37.817735')",0.06723267364340675,2,2,14,28,69,113
"('55.709713', '37.679412')",0.1683718213714543,1,2,11,33,140,174
"('55.710094', '37.65888')",0.18219496982463354,1,4,13,33,141,181
"('55.710106', '37.679943')",0.21303516963026917,1,1,13,31,141,172
"('55.7106908', '37.5980618')",0.10008455771752493,2,2,20,34,141,181
"('55.712452', '37.940418')",0.12376293154585247,1,1,6,3,36,55
"('55.7125233', '37.5968509')",0.09758294010655794,2,0,22,35,139,182
"('55.71271', '37.644478')",0.29471223337462854,1,2,15,28,147,188
"('55.713135', '37.618526')",0.24329991572323004,2,3,15,35,141,189
"('55.713441', '37.721292')",0.69826212694022,0,1,14,29,127,153
"('55.7135459', '37.4365861')",0.32911091134408155,1,0,18,13,103,130
"('55.7137', '37.621838')",0.2216463691845937,2,3,17,32,146,186
"('55.713725', '37.520222')",0.08174346470359656,2,1,22,32,142,143
"('55.713796', '37.483939')",0.09862552257943201,1,0,20,25,126,136
"('55.713968', '37.405121')",0.10670100794851357,3,1,8,14,82,127
"('55.7140296', '37.4352823')",0.3112870903371002,1,1,17,14,99,132
"('55.71482', '37.750029')",0.04287007183569902,3,2,14,30,104,148
"('55.714883', '37.4332517')",0.24873281878555975,1,1,17,11,101,130
"('55.714891', '37.477399')",0.27518522920646415,1,3,16,27,120,138
"('55.71548', '37.479034')",0.191600941199527,1,2,17,26,121,138
"('55.715626', '37.410106')",0.13628848953466213,2,2,11,11,88,122
"('55.715839', '37.434361')",0.12345270793293903,1,1,17,11,102,130
"('55.715961', '37.751026')",0.09393175580743018,3,2,15,30,102,145
"('55.7164084', '37.6343347')",0.11254757264407769,2,2,15,34,147,193
"('55.7166', '37.50902')",0.4076589639935085,2,1,18,32,138,141
"('55.71675', '37.57678')",0.04240785840233991,1,1,20,36,144,178
"('55.71697', '37.500816')",0.766285188354215,0,2,18,30,133,139
"('55.717188', '37.619522')",0.1509646986287463,4,3,16,34,145,191
"('55.71729', '37.6213')",0.21796688256612176,3,4,15,36,144,193
"('55.717295', '37.595097')",0.12159025570706321,2,2,18,39,142,183
"('55.717579', '37.594225')",0.059608101694504624,2,2,18,39,142,185
"('55.718096', '37.666072')",0.358242137263916,2,1,18,24,150,174
"('55.71883', '37.477623')",0.5104571010570046,0,5,15,27,123,139
"('55.718884', '37.634678')",0.27500706807666625,2,2,20,30,150,191
"('55.719009', '37.414993')",0.21080376498720285,2,0,15,7,96,122
"('55.7191524', '37.8311864')",0.04297786910748725,2,0,16,24,68,102
"('55.719585', '37.660656')",0.029906612310781764,1,4,17,25,153,175
"('55.719683', '37.578343')",0.07667970206318923,1,2,18,37,145,183
"('55.720078', '37.90309')",0.06417174187894674,1,2,7,13,42,83
"('55.720184', '37.431442')",0.20906147851752524,2,1,18,8,111,124
"('55.720717', '37.424947')",0.22581027161644843,1,4,15,10,99,133
"('55.721077', '37.62157')",0.34097274984954884,3,4,18,35,144,193
"('55.721483', '37.62634')",0.3020324519772769,2,5,17,34,145,196
"('55.72177', '37.398384')",0.13196444451989728,2,1,10,12,78,129
"('55.721873', '37.573977')",0.08822574664994352,2,2,18,40,142,186
"('55.722157', '37.584721')",0.2296623355402882,1,3,14,42,142,190
"('55.72237', '37.611015')",0.13145876395058256,2,3,15,37,141,193
"('55.722565', '37.612667')",0.09996503717542699,3,2,16,36,142,192
"('55.72275', '37.895511')",0.14422737913662467,1,2,7,14,50,79
"('55.723014', '37.434711')",0.34665982080248153,2,1,19,8,111,130
"('55.723014', '37.62563')",0.16908708151648327,1,6,16,36,140,200
"('55.72303', '37.613747')",0.07326665058406624,3,2,16,36,142,193
"('55.7232502', '37.4704095')",0.06800410971024697,3,4,14,19,127,137
"('55.723643', '37.780051')",0.18903602415460916,1,1,20,24,103,121
"('55.723719', '37.452103')",0.2333882408280474,4,4,14,19,111,144
"('55.725433', '37.432655')",0.33387799698447984,3,1,19,7,112,129
"('55.725478', '37.743345')",0.09088565996617243,1,2,16,29,114,144
"('55.726198', '37.766118')",0.16903619712914011,1,1,18,24,107,131
"('55.7263761', '37.6769525')",0.318432596433408,3,2,18,26,144,174
"('55.72662', '37.753174')",0.4444884088054524,1,2,16,26,106,144
"('55.72729', '37.63783')",0.28423247706220267,1,2,20,32,145,193
"('55.7278', '37.634047')",0.07545117282656594,2,1,22,30,149,191
"('55.728515', '37.737587')",0.5005006140955095,0,2,14,31,112,148
"('55.728601', '37.527867')",0.27113783968018806,2,1,16,32,147,153
"('55.72923', '37.417724')",0.14625137811120115,1,5,12,11,96,130
"('55.729818', '37.762201')",0.17533153225111545,2,0,19,24,105,136
"('55.730957', '37.67653')",0.047208908929031686,4,2,22,23,149,165
"('55.730995', '37.58041')",0.0594399911776986,2,3,17,38,143,189
"('55.731024', '37.623097')",0.1323899274510403,2,1,20,38,144,197
"('55.7315262', '37.5863649')",0.055320744210872866,3,2,20,35,148,185
"('55.732037', '37.622547')",0.1767513936371249,3,0,23,35,148,192
"('55.732063', '37.419395')",0.12258066716823528,3,3,14,10,100,128
"('55.732839', '37.461867')",0.15799615883312057,2,4,13,27,120,150
"('55.733443', '37.671094')",0.16071170149821273,4,2,23,26,146,176
"('55.73348', '37.632584')",0.12886872502073632,3,0,22,33,150,193
"('55.733696', '37.620052')",0.13078033505308997,2,1,26,33,152,190
"('55.733795', '37.614033')",0.16402820044876898,2,2,22,38,149,192
"('55.734202', '37.618866')",0.05644548614896675,2,1,26,32,152,188
"('55.734324', '37.5267398')",0.249762084870004,1,3,14,40,138,168
"('55.734653', '37.744503')",0.037830214841023314,1,0,16,27,113,142
"('55.734805', '37.668156')",0.1388804509683051,4,3,22,26,145,179
"('55.734897', '37.638818')",0.23408764193562676,2,3,22,34,146,197
"('55.734973', '37.571013')",0.2029324150063338,1,4,16,39,147,181
"('55.735084', '37.698834')",0.42262106822439427,1,3,15,31,130,171
"('55.73554', '37.626556')",0.1389872714022173,2,1,24,32,153,186
"('55.736047', '37.672765')",0.0438055619172001,3,3,22,26,142,179
"('55.736265', '37.456585')",0.3408311047904583,1,2,18,20,121,146
"('55.73635', '37.588505')",0.06682047535600763,2,2,21,37,149,187
"('55.736477', '37.422367')",0.048440809973743296,4,3,14,11,98,131
"('55.736878', '37.56936')",0.10201383418682736,1,3,17,35,150,180
"('55.737431', '37.632969')",0.28853355051084406,2,2,24,34,149,194
"('55.738049', '37.625873')",0.42150227105145405,2,2,25,33,155,186
"('55.73829', '37.710342')",0.624375373375176,0,3,14,35,120,173
"('55.738308', '37.64216')",0.17543404613798383,2,3,23,34,144,197
"('55.738363', '37.438817')",0.13795935413459046,2,0,19,12,111,135
"('55.738561', '37.493452')",0.10072601046001678,2,1,17,27,133,156
"('55.738591', '37.490326')",0.2661618960830619,2,1,14,30,132,156
"('55.738617', '37.538161')",0.2937551855201435,2,2,16,34,148,161
"('55.7388', '37.570976')",0.08921744491686971,2,1,22,30,156,175
"('55.73888', '37.602005')",0.2777325947009329,1,3,23,35,155,188
"('55.738885', '37.58323')",0.3476734824253358,2,3,21,34,153,184
"('55.739245', '37.76203')",0.21691262354266208,1,3,16,25,105,140
"('55.73959', '37.476636')",0.22583112262112828,1,1,16,27,127,151
"('55.73973', '37.601303')",0.22452377708177276,1,4,22,36,155,188
"('55.74031', '37.593796')",0.15535702484386746,2,1,26,31,155,183
"('55.740451', '37.635476')",0.251516125485303,2,3,27,32,152,189
"('55.740522', '37.661958')",0.23765465679165243,3,2,25,29,145,185
"('55.740537', '37.604807')",0.09110444717951596,1,4,24,36,156,188
"('55.740807', '37.588493')",0.3043842476408897,3,0,26,29,155,183
"('55.741075', '37.687605')",0.11977820201794014,1,4,17,28,137,174
"('55.741115', '37.573151')",0.10838442245432227,2,2,23,30,153,182
"('55.741191', '37.58888')",0.31779941347850904,2,1,25,30,154,185
"('55.741632', '37.546156')",0.1128585407165141,2,1,18,34,151,164
"('55.741733', '37.619028')",0.29586877225789265,1,3,23,36,151,197
"('55.74185', '37.599148')",0.2408724722148269,2,2,24,36,153,189
"('55.742124', '37.433687')",0.062174724353964934,1,2,16,13,104,136
"('55.742189', '37.574992')",0.05721285746324198,2,2,23,33,149,184
"('55.742256', '37.87776')",0.053815622654096035,1,1,8,16,58,74
"('55.74255', '37.799274')",0.1753552136172112,1,3,16,25,96,103
"('55.742585', '37.577499')",0.11997322240009892,1,5,21,35,148,185
"('55.742625', '37.548195')",0.04916556680514209,2,0,19,31,152,168
"('55.74296', '37.600963')",0.19325374530010397,2,1,28,32,154,188
"('55.743188', '37.684874')",0.16296240621383995,1,6,17,31,134,177
"('55.74333', '37.60144')",0.20256567485609725,2,1,28,32,155,186
"('55.744022', '37.644325')",0.09297576282219604,2,4,26,34,143,198
"('55.744191', '37.594863')",0.09823594870880031,2,2,27,32,153,192
"('55.7445153', '37.5898298')",0.1679468097150363,2,2,26,32,154,189
"('55.744617', '37.562172')",0.07408427940955742,1,3,19,32,155,173
"('55.745063', '37.557127')",0.14525044931510886,1,1,21,29,156,171
"('55.74602', '37.60752')",0.2900515850957219,1,3,26,35,153,189
"('55.746421', '37.634344')",0.22360151633809153,1,3,31,31,146,196
"('55.746785', '37.552184')",0.1234243179178416,1,1,22,26,158,166
"('55.74692', '37.57678')",0.1923453933382935,1,4,22,33,152,187
"('55.746922', '37.593111')",0.023975014972031274,2,3,24,37,150,198
"('55.747585', '37.629807')",0.109731714990477,1,1,29,32,147,196
"('55.74772', '37.588432')",0.029376137561948786,2,2,25,31,154,192
"('55.747844', '37.418703')",0.21769284819826348,2,3,10,20,82,146
"('55.748306', '37.56645')",0.10216902136192116,1,3,19,36,151,184
"('55.749172', '37.560538')",0.10093138170885237,1,1,24,29,158,173
"('55.74931', '37.798027')",0.17270596990294973,2,5,13,29,90,112
