coords,bus_stations_closest_km,bus_stations_less500m,bus_stations_0.5-1km,bus_stations_1-3km,bus_stations_3-5km,bus_stations_5-10km,bus_stations_10-15km
"('55.557851', '37.314746')",9.7489038499536,0,0,0,0,1,0
"('55.566445', '37.47987')",5.887301940714152,0,0,0,0,2,0
"('55.589187', '37.44538')",3.8576819985265973,0,0,0,1,1,1
"('55.558518', '37.311656')",9.831769653251259,0,0,0,0,1,0
"('55.588323', '37.4576')",4.298128967010403,0,0,0,1,1,1
"('55.5527279', '37.3387129')",9.236908411322297,0,0,0,0,1,1
"('55.603446', '37.417616')",1.9841586402973768,0,0,1,0,2,0
"('55.600231', '37.413448')",2.3823882922006248,0,0,1,0,2,0
"('55.601305', '37.411346')",2.2995681061302213,0,0,1,0,2,0
"('55.568807', '37.287388')",10.273789454468254,0,0,0,0,0,1
"('55.549786', '37.312999')",10.488277454408685,0,0,0,0,0,1
"('55.551777', '37.316355')",10.182105433557789,0,0,0,0,0,1
"('55.594293', '37.428913')",3.0220393228697535,0,0,0,1,1,1
"('55.5519175', '37.3435318')",9.144284907262307,0,0,0,0,1,1
"('55.5475991', '37.3249159')",10.207934509435049,0,0,0,0,0,1
"('55.551254', '37.3366111')",9.447274417657814,0,0,0,0,1,1
"('55.614724', '37.384954')",2.418257801258927,0,0,1,0,1,1
"('55.594293', '37.428913')",3.0220393228697535,0,0,0,1,1,1
"('55.593568', '37.46052')",3.9265319323606254,0,0,0,1,1,1
"('55.566802', '37.478621')",5.92651485428589,0,0,0,0,2,0
"('55.591549', '37.425117')",3.299817843053763,0,0,0,1,1,1
"('55.591549', '37.425117')",3.299817843053763,0,0,0,1,1,1
"('55.551023', '37.314651')",10.31588780160339,0,0,0,0,0,1
"('55.614724', '37.384954')",2.418257801258927,0,0,1,0,1,1
"('55.591467', '37.452651')",3.8370221753259623,0,0,0,1,1,1
"('55.549124', '37.313412')",10.527334225670934,0,0,0,0,0,1
"('55.56614', '37.34276')",7.886550138053528,0,0,0,0,1,1
"('55.614724', '37.384954')",2.418257801258927,0,0,1,0,1,1
"('55.589187', '37.44538')",3.8576819985265973,0,0,0,1,1,1
"('55.607214', '37.413017')",1.6408452056530938,0,0,1,0,2,0
"('55.591549', '37.425117')",3.299817843053763,0,0,0,1,1,1
"('55.7087011', '37.6453376')",12.467249944177773,0,0,0,0,0,4
"('55.7087011', '37.6453376')",12.467249944177773,0,0,0,0,0,4
"('55.72764', '37.666073')",12.534317621278982,0,0,0,0,0,3
"('55.733361', '37.657053')",12.470301688136129,0,0,0,0,0,3
"('55.72507', '37.66903')",12.626400750807392,0,0,0,0,0,3
"('55.711767', '37.643345')",12.824487545178467,0,0,0,0,0,4
"('55.724353', '37.644432')",13.738522562273335,0,0,0,0,0,3
"('55.67383', '37.48961')",7.263178034111325,0,0,0,0,2,0
"('55.672757', '37.494126')",7.340374240273687,0,0,0,0,2,0
"('55.671727', '37.495455')",7.303912309945822,0,0,0,0,2,0
"('55.665431', '37.492662')",6.658769983117985,0,0,0,0,2,0
"('55.672757', '37.494126')",7.340374240273687,0,0,0,0,2,0
"('55.672757', '37.494126')",7.340374240273687,0,0,0,0,2,0
"('55.679234', '37.492672')",7.865221687821733,0,0,0,0,2,0
"('55.66013', '37.491413')",6.178175730776884,0,0,0,0,2,0
"('55.667493', '37.493156')",6.85092054252295,0,0,0,0,2,0
"('55.672844', '37.491431')",7.243783403245845,0,0,0,0,2,0
"('55.687923', '37.534963')",10.038259374202985,0,0,0,0,0,2
"('55.667493', '37.493156')",6.85092054252295,0,0,0,0,2,0
"('55.661917', '37.492626')",6.3728930812382725,0,0,0,0,2,0
"('55.688989', '37.529358')",10.152639290564652,0,0,0,0,0,2
"('55.787923', '37.632224')",10.839343356059395,0,0,0,0,0,2
"('55.786436', '37.640217')",10.395870513585574,0,0,0,0,0,2
"('55.77665', '37.624454')",11.665292021696208,0,0,0,0,0,2
"('55.787153', '37.622819')",11.432876866538688,0,0,0,0,0,2
"('55.788596', '37.641486')",10.257468112699895,0,0,0,0,0,2
"('55.78564', '37.633266')",10.839880500033587,0,0,0,0,0,2
"('55.77872', '37.640461')",10.641664202693823,0,0,0,0,0,1
"('55.775682', '37.625226')",11.655729854723957,0,0,0,0,0,2
"('55.783494', '37.633859')",10.86941762969537,0,0,0,0,0,2
"('55.775682', '37.625226')",11.655729854723957,0,0,0,0,0,2
"('55.783398', '37.635098')",10.797965992065757,0,0,0,0,0,2
"('55.79089', '37.63668')",10.491955585293239,0,0,0,0,0,2
"('55.787853', '37.633194')",10.782147479073496,0,0,0,0,0,2
"('55.7815827', '37.6418004')",10.457797127868664,0,0,0,0,0,2
"('55.783494', '37.633859')",10.86941762969537,0,0,0,0,0,2
"('55.79089', '37.63668')",10.491955585293239,0,0,0,0,0,2
"('55.785392', '37.63606')",10.67825067070332,0,0,0,0,0,2
"('55.787153', '37.622819')",11.432876866538688,0,0,0,0,0,2
"('55.774715', '37.625154')",11.69696571176625,0,0,0,0,0,2
"('55.78809', '37.634317')",10.707415331194406,0,0,0,0,0,2
"('55.773933', '37.62679')",11.631552741638426,0,0,0,0,0,2
"('55.78507', '37.639626')",10.47286909857677,0,0,0,0,0,2
"('55.785392', '37.63606')",10.67825067070332,0,0,0,0,0,2
"('55.784045', '37.635332')",10.76343273827275,0,0,0,0,0,2
"('55.670757', '37.587712')",8.325142709283485,0,0,0,0,1,3
"('55.68324', '37.539482')",9.48885901686764,0,0,0,0,1,1
"('55.681859', '37.539769')",9.334075497573917,0,0,0,0,1,1
"('55.679417', '37.546112')",9.032163767848537,0,0,0,0,1,2
"('55.771266', '37.597998')",13.430401083405728,0,0,0,0,0,2
"('55.762637', '37.600504')",13.634368256209134,0,0,0,0,0,2
"('55.765235', '37.598295')",13.650514623218802,0,0,0,0,0,2
"('55.76952', '37.601852')",13.269292959461302,0,0,0,0,0,2
"('55.764445', '37.59312')",13.984668574902642,0,0,0,0,0,2
"('55.771565', '37.602885')",13.130195773924797,0,0,0,0,0,2
"('55.76565', '37.594926')",13.829698775293947,0,0,0,0,0,2
"('55.768243', '37.59833')",13.526263822877077,0,0,0,0,0,2
"('55.76011', '37.591953')",14.238832620875721,0,0,0,0,0,2
"('55.765069', '37.5912871')",14.065925766269892,0,0,0,0,0,2
"('55.764577', '37.595842')",13.820737241935522,0,0,0,0,0,2
"('55.765069', '37.5912871')",14.065925766269892,0,0,0,0,0,2
"('55.763933', '37.60929')",13.07117428569763,0,0,0,0,0,1
"('55.765478', '37.595833')",13.783835628204956,0,0,0,0,0,2
"('55.765063', '37.607053')",13.150086991475728,0,0,0,0,0,2
"('55.766309', '37.590623')",14.054951313483583,0,0,0,0,0,2
"('55.768233', '37.619477')",12.294352328107053,0,0,0,0,0,1
"('55.761173', '37.599507')",13.757107184065141,0,0,0,0,0,1
"('55.765478', '37.595833')",13.783835628204956,0,0,0,0,0,2
"('55.617856', '37.265711')",9.83043404263396,0,0,0,0,1,0
"('55.626303', '37.310895')",6.999974164652578,0,0,0,0,1,0
"('55.605', '37.36147')",4.194541060124692,0,0,0,1,0,2
"('55.860746', '37.372431')",7.067318652354038,0,0,0,0,1,0
"('55.856544', '37.35072')",8.50425153990828,0,0,0,0,1,0
"('55.8515', '37.363089')",7.96695395174093,0,0,0,0,1,0
"('55.854042', '37.349937')",8.637089126387854,0,0,0,0,1,0
"('55.84487', '37.356414')",8.653106989640166,0,0,0,0,1,0
"('55.7367235', '37.4186826')",12.871943569777864,0,0,0,0,0,1
"('55.7342195', '37.4108729')",12.609997481600473,0,0,0,0,0,1
"('55.707783', '37.403152')",9.718302620939905,0,0,0,0,1,0
"('55.72271', '37.418354')",11.312266912569054,0,0,0,0,0,1
"('55.7074', '37.401923')",9.68556985661949,0,0,0,0,1,0
"('55.736786', '37.407005')",12.910398355086734,0,0,0,0,0,1
"('55.7414918', '37.4195197')",13.402153523907296,0,0,0,0,0,1
"('55.728576', '37.434325')",11.99011235118341,0,0,0,0,0,1
"('55.745362', '37.416206')",13.836602014714822,0,0,0,0,0,1
"('55.7246098', '37.4031854')",11.580213787133662,0,0,0,0,0,1
"('55.708739', '37.404133')",9.816865075588977,0,0,0,0,1,0
"('55.7116087', '37.3956923')",10.205794373510388,0,0,0,0,0,1
"('55.712502', '37.403297')",10.239077004811937,0,0,0,0,0,1
"('55.7246098', '37.4031854')",11.580213787133662,0,0,0,0,0,1
"('55.719622', '37.418506')",10.968342436320698,0,0,0,0,0,1
"('55.737948', '37.416314')",13.011240057927155,0,0,0,0,0,1
"('55.7130368', '37.4076638')",10.271085195048872,0,0,0,0,0,1
"('55.7187331', '37.4305778')",10.882179672684432,0,0,0,0,0,1
"('55.711184', '37.40875')",10.059836047631457,0,0,0,0,0,1
"('55.723237', '37.403782')",11.424401204748738,0,0,0,0,0,1
"('55.739858', '37.421874')",13.219601021918132,0,0,0,0,0,1
"('55.72124', '37.426556')",11.151026435837643,0,0,0,0,0,1
"('55.7186535', '37.4004304')",10.940392856340575,0,0,0,0,0,1
"('55.743512', '37.422099')",13.626449775360566,0,0,0,0,0,1
"('55.704655', '37.47077')",9.800881069449021,0,0,0,0,1,1
"('55.688507', '37.518318')",9.660566660521972,0,0,0,0,1,1
"('55.70016', '37.506496')",10.293879638025906,0,0,0,0,0,2
"('55.623158', '37.300817')",7.614736455458652,0,0,0,0,1,0
"('55.624967', '37.30654')",7.263271282253456,0,0,0,0,1,0
"('55.61873', '37.266259')",9.792693341260224,0,0,0,0,1,0
"('55.2919543', '37.1163118')",2443.4334613039987,0,0,0,0,0,0
"('55.620169', '37.263052')",9.991504598911346,0,0,0,0,1,0
"('55.613941', '37.386813')",2.3349973026516198,0,0,1,0,1,1
"('55.858246', '37.501905')",2.674900766343975,0,0,1,0,1,0
"('55.857851', '37.482358')",2.3628380766961126,0,0,1,0,1,0
"('55.869445', '37.456657')",1.8373966969548838,0,0,1,0,1,0
"('55.848934', '37.48111')",3.3530706407812354,0,0,0,1,0,1
"('55.867748', '37.47359')",1.3310050235520483,0,0,1,0,1,0
"('55.868662', '37.456755')",1.884621506106926,0,0,1,0,1,0
"('55.855564', '37.47527')",2.635342951906739,0,0,1,0,1,0
"('55.86471', '37.475593')",1.626013966528544,0,0,1,0,1,0
"('55.868844', '37.465164')",1.4885459764748588,0,0,1,0,1,0
"('55.7422', '37.587236')",15.403338477409044,0,0,0,0,0,0
"('55.771064', '37.729431')",6.286551374406945,0,0,0,0,1,0
"('55.850574', '37.684148')",8.490663537052118,0,0,0,0,1,1
"('55.835508', '37.654718')",9.50759043071143,0,0,0,0,1,1
"('55.839643', '37.659739')",9.352211725192813,0,0,0,0,1,1
"('55.852257', '37.682129')",8.696280165455063,0,0,0,0,1,1
"('55.638938', '37.42721')",2.0144222802027376,0,0,1,0,2,0
"('55.638938', '37.42721')",2.0144222802027376,0,0,1,0,2,0
"('55.63193', '37.456243')",2.490273559250311,0,0,1,0,2,0
"('55.612375', '37.470599')",3.2353932784259225,0,0,0,1,1,1
"('55.619544', '37.416251')",0.3818375113142977,1,0,1,0,2,0
"('55.712284', '37.891433')",12.030881463065791,0,0,0,0,0,3
"('55.713309', '37.878326')",11.693599899331224,0,0,0,0,0,3
"('55.717918', '37.893175')",11.907858876606795,0,0,0,0,0,3
"('55.719395', '37.72776')",11.174844814635492,0,0,0,0,0,3
"('55.711437', '37.889843')",11.897047634047386,0,0,0,0,0,3
"('55.717756', '37.891172')",11.862472575050944,0,0,0,0,0,3
"('55.711458', '37.884174')",11.706195596542074,0,0,0,0,0,3
"('55.71767', '37.886672')",11.7374218282515,0,0,0,0,0,3
"('55.705919', '37.931731')",13.086192373688451,0,0,0,0,0,2
"('55.786991', '37.579493')",11.979473975571937,0,0,0,0,0,2
"('55.792513', '37.565587')",11.010492457424329,0,0,0,0,0,2
"('55.794993', '37.58376')",11.37617887326767,0,0,0,0,0,2
"('55.796024', '37.572613')",10.896530050127378,0,0,0,0,0,2
"('55.794178', '37.576454')",11.198789372752916,0,0,0,0,0,2
"('55.764754', '37.564599')",13.773205391451004,0,0,0,0,0,1
"('55.5526627', '37.3437658')",9.066464632148364,0,0,0,0,1,1
"('55.6138', '37.471264')",3.2317013380354327,0,0,0,1,1,1
"('55.591549', '37.425117')",3.299817843053763,0,0,0,1,1,1
"('55.614724', '37.384954')",2.418257801258927,0,0,1,0,1,1
"('55.551777', '37.316355')",10.182105433557789,0,0,0,0,0,1
"('55.606309', '37.410753')",1.7860048356792213,0,0,1,0,2,0
"('55.613941', '37.386813')",2.3349973026516198,0,0,1,0,1,1
"('55.4741509', '37.3065139')",2432.095666383596,0,0,0,0,0,0
"('55.64169', '37.409801')",2.408136091859404,0,0,1,0,1,1
"('55.87263', '37.634216')",9.646178993370409,0,0,0,0,1,1
"('55.892531', '37.671579')",12.049146096127776,0,0,0,0,0,2
"('55.865166', '37.672333')",10.014541005827077,0,0,0,0,0,2
"('55.881631', '37.6835')",10.723140211913593,0,0,0,0,0,2
"('55.850636', '37.686142')",8.387608606414553,0,0,0,0,1,1
"('55.877167', '37.652481')",10.7643391278262,0,0,0,0,0,2
"('55.889386', '37.675532')",11.696906754518848,0,0,0,0,0,2
"('55.872683', '37.683257')",10.028352548299235,0,0,0,0,0,2
"('55.874294', '37.647846')",10.48595612187562,0,0,0,0,0,2
"('55.876758', '37.663395')",11.258296868973606,0,0,0,0,0,2
"('55.638917', '37.595043')",5.190593626092435,0,0,0,0,1,3
"('55.6545218', '37.6009467')",6.90472143054644,0,0,0,0,1,3
"('55.63595', '37.606606')",5.324633058418295,0,0,0,0,2,2
"('55.633653', '37.609182')",5.232446657871864,0,0,0,0,2,2
"('55.877087', '37.549624')",4.330099599044773,0,0,0,1,0,1
"('55.86062', '37.525028')",3.459780645232432,0,0,0,1,0,1
"('55.880631', '37.539347')",3.6854129353804215,0,0,0,1,0,1
"('55.866465', '37.536895')",3.7963406481190782,0,0,0,1,0,1
"('55.862894', '37.569252')",5.838059104298626,0,0,0,0,1,0
"('55.880945', '37.54118')",3.801772799103306,0,0,0,1,0,1
"('55.777277', '37.726008')",5.981394045523991,0,0,0,0,1,0
"('55.772684', '37.729664')",6.1493742776087466,0,0,0,0,1,0
"('55.7802395', '37.7269646')",5.731099111300433,0,0,0,0,1,0
"('55.778854', '37.724167')",5.964118115938017,0,0,0,0,1,0
"('55.771374', '37.73101')",6.192401484675704,0,0,0,0,1,0
"('55.779084', '37.721678')",6.074410500093466,0,0,0,0,1,0
"('55.779084', '37.721678')",6.074410500093466,0,0,0,0,1,0
"('55.7770912', '37.7234507')",6.119623213389433,0,0,0,0,1,0
"('55.773383', '37.737021')",5.769797517310844,0,0,0,0,1,0
"('55.782299', '37.714357')",6.260913362208491,0,0,0,0,1,0
"('55.772618', '37.735916')",5.8793553552196975,0,0,0,0,1,0
"('55.773636', '37.73217')",5.96277100318556,0,0,0,0,1,0
"('55.816146', '37.725676')",4.698521690865453,0,0,0,1,0,1
"('55.80042', '37.710049')",5.76980229035985,0,0,0,0,1,0
"('55.77673', '37.722755')",6.178807292113758,0,0,0,0,1,0
"('55.709682', '37.624336')",13.150077543912252,0,0,0,0,0,3
"('55.719414', '37.637657')",13.739588286996986,0,0,0,0,0,4
"('55.712502', '37.403297')",10.239077004811937,0,0,0,0,0,1
"('55.734674', '37.408409')",12.669759748767776,0,0,0,0,0,1
"('55.715925', '37.407123')",10.594379361985354,0,0,0,0,0,1
"('55.71907', '37.3968')",11.016491687672112,0,0,0,0,0,1
"('55.71967', '37.41654')",10.976599967983748,0,0,0,0,0,1
"('55.713603', '37.40663')",10.339630191992384,0,0,0,0,0,1
"('55.7243893', '37.4080044')",11.529282263624593,0,0,0,0,0,1
"('55.724167', '37.41173')",11.489508548231212,0,0,0,0,0,1
"('55.722989', '37.384729')",11.576695014148925,0,0,0,0,0,1
"('55.718826', '37.406586')",10.919076039223471,0,0,0,0,0,1
"('55.500392', '37.521677')",11.105558496784985,0,0,0,0,0,2
"('55.503757', '37.53541')",10.605961766497165,0,0,0,0,0,2
"('55.724754', '37.4673')",11.890362851019905,0,0,0,0,0,1
"('55.721027', '37.463898')",11.436516919177722,0,0,0,0,0,2
"('55.723744', '37.464014')",11.732573133863761,0,0,0,0,0,1
"('55.749714', '37.59428')",14.610999737425805,0,0,0,0,0,1
"('55.739514', '37.565228')",15.723957821452924,0,0,0,0,0,0
"('55.754497', '37.592384')",14.475864788961639,0,0,0,0,0,1
"('55.803396', '37.527122')",8.914457491484306,0,0,0,0,1,0
"('55.795307', '37.52363')",9.706835330841782,0,0,0,0,1,0
"('55.759277', '37.7389')",6.9308715002342325,0,0,0,0,1,0
"('55.804734', '37.785647')",1.1503110270295596,0,0,1,0,1,0
"('55.766415', '37.740579')",6.220615371857931,0,0,0,0,1,0
"('55.759277', '37.7389')",6.9308715002342325,0,0,0,0,1,0
"('55.767215', '37.742789')",6.066418926641401,0,0,0,0,1,0
"('55.76898', '37.72979')",6.4378137222242735,0,0,0,0,1,0
"('55.779099', '37.708167')",6.777904111448666,0,0,0,0,1,0
"('55.79131', '37.659782')",9.07069659721771,0,0,0,0,1,1
"('55.794786', '37.652984')",9.401996309739744,0,0,0,0,1,1
"('55.785245', '37.682188')",7.935131909358267,0,0,0,0,1,0
"('55.789264', '37.693507')",7.112706306644837,0,0,0,0,1,0
"('55.785746', '37.69286')",7.2936529407500075,0,0,0,0,1,0
"('55.794968', '37.653577')",9.361581578029874,0,0,0,0,1,1
"('55.655045', '37.382843')",4.497920802738512,0,0,0,1,0,2
"('55.642428', '37.416476')",2.3942324468683363,0,0,1,0,2,0
"('55.655899', '37.401123')",4.081630433794627,0,0,0,1,0,2
"('55.65658', '37.404788')",4.08774600813018,0,0,0,1,0,2
"('55.645335', '37.416389')",2.7159074793867815,0,0,1,0,1,1
"('55.653858', '37.396362')",3.976951719744496,0,0,0,1,0,2
"('55.653858', '37.396362')",3.976951719744496,0,0,0,1,0,2
"('55.64898', '37.41053')",3.179409909456162,0,0,0,1,0,2
"('55.64284', '37.409816')",2.5299164067428377,0,0,1,0,1,1
"('55.655899', '37.401123')",4.081630433794627,0,0,0,1,0,2
"('55.64905', '37.402866')",3.326408564609546,0,0,0,1,0,2
"('55.655585', '37.490802')",5.804843031065912,0,0,0,0,2,0
"('55.648138', '37.414679')",3.0395401287647785,0,0,0,1,0,2
"('55.655899', '37.401123')",4.081630433794627,0,0,0,1,0,2
"('55.652832', '37.406989')",3.6488885718877464,0,0,0,1,0,2
"('55.760434', '37.715767')",7.733994049921967,0,0,0,0,1,0
"('55.766734', '37.727427')",6.721925445735116,0,0,0,0,1,0
"('55.86695', '37.659245')",10.794310695377629,0,0,0,0,0,2
"('55.77224', '37.731136')",6.118267234943833,0,0,0,0,1,0
"('55.8366204', '37.4572201')",4.944226342647594,0,0,0,1,0,1
"('55.825401', '37.455238')",6.17947292960019,0,0,0,0,1,0
"('55.81883', '37.428996')",7.441147690393379,0,0,0,0,1,0
"('55.836721', '37.461625')",4.859064078117602,0,0,0,1,0,1
"('55.823778', '37.452749')",6.394958364987691,0,0,0,0,1,0
"('55.840218', '37.463215')",4.457174535359273,0,0,0,1,0,1
"('55.829866', '37.412379')",6.942722643767561,0,0,0,0,1,0
"('55.827722', '37.42598')",6.657922506074545,0,0,0,0,1,0
"('55.82848', '37.448044')",5.986504046460571,0,0,0,0,1,0
"('55.818139', '37.431594')",7.442067649109069,0,0,0,0,1,0
"('55.821917', '37.438614')",6.881375407036533,0,0,0,0,1,0
"('55.82848', '37.448044')",5.986504046460571,0,0,0,0,1,0
"('55.821917', '37.438614')",6.881375407036533,0,0,0,0,1,0
"('55.825683', '37.413192')",7.286202497610954,0,0,0,0,1,0
"('55.814746', '37.424309')",7.978558422057968,0,0,0,0,1,0
"('55.848357', '37.351195')",8.789332213665066,0,0,0,0,1,0
"('55.809024', '37.475441')",7.802913923207362,0,0,0,0,1,0
"('55.723521', '37.58694')",14.079478966412072,0,0,0,0,0,1
"('55.770294', '37.636974')",11.195576536238116,0,0,0,0,0,1
"('55.7628702', '37.6436995')",11.184762018043635,0,0,0,0,0,1
"('55.76317', '37.64408')",11.147776583922566,0,0,0,0,0,1
"('55.769367', '37.635593')",11.31690713967152,0,0,0,0,0,1
"('55.76709', '37.639545')",11.200187439025129,0,0,0,0,0,1
"('55.763234', '37.64295')",11.20666753136854,0,0,0,0,0,1
"('55.767539', '37.627885')",11.84159674631178,0,0,0,0,0,1
"('55.759881', '37.642159')",11.432309223865808,0,0,0,0,0,1
"('55.76697', '37.624886')",12.039259449848567,0,0,0,0,0,1
"('55.7675455', '37.6251245')",11.999487078862789,0,0,0,0,0,1
"('55.729975', '37.76106')",9.35932775992758,0,0,0,0,1,2
"('55.728221', '37.763971')",9.50272942741053,0,0,0,0,1,2
"('55.7291994', '37.7627259')",9.416125467771487,0,0,0,0,1,2
"('55.724789', '37.744738')",10.219143026279074,0,0,0,0,0,3
"('55.726041', '37.745654')",10.0684898460504,0,0,0,0,0,3
"('55.724723', '37.743067')",10.262159002728005,0,0,0,0,0,3
"('55.816508', '37.466976')",7.014703557099189,0,0,0,0,1,0
"('55.8135405', '37.4701125')",7.322669863018612,0,0,0,0,1,0
"('55.812388', '37.483971')",7.424990314142568,0,0,0,0,1,0
"('55.812934', '37.469296')",7.394622370263225,0,0,0,0,1,0
"('55.819949', '37.465892')",6.643589480180476,0,0,0,0,1,0
"('55.805083', '37.421425')",9.02929443829861,0,0,0,0,1,0
"('55.801617', '37.406155')",9.799700400631066,0,0,0,0,1,0
"('55.795388', '37.405157')",10.44332913380421,0,0,0,0,0,1
"('55.80963', '37.414276')",8.772764779918425,0,0,0,0,1,0
"('55.78426', '37.475513')",10.558258575542379,0,0,0,0,0,1
"('55.799446', '37.39214')",10.450614102059967,0,0,0,0,0,1
"('55.803231', '37.347476')",11.863326939790321,0,0,0,0,0,1
"('55.81784', '37.397907')",8.557127942020177,0,0,0,0,1,0
"('55.815662', '37.400227')",8.666419411971956,0,0,0,0,1,0
"('55.797386', '37.3934201')",10.604394332702679,0,0,0,0,0,1
"('55.802185', '37.40648')",9.73437649614476,0,0,0,0,1,0
"('55.804273', '37.396793')",9.840264786120702,0,0,0,0,1,0
"('55.80244', '37.41213')",9.54536169820033,0,0,0,0,1,0
"('55.806813', '37.423482')",8.800827375367806,0,0,0,0,1,0
"('55.809762', '37.392302')",9.48973853549576,0,0,0,0,1,0
"('55.747417', '37.557384')",15.427319170617382,0,0,0,0,0,0
"('55.748645', '37.558571')",15.321073467270155,0,0,0,0,0,0
"('55.74366', '37.539894')",15.526588117394885,0,0,0,0,0,0
"('55.746922', '37.556864')",15.469576774501457,0,0,0,0,0,0
"('55.772518', '37.6207122')",12.044094953898597,0,0,0,0,0,2
"('55.772902', '37.628586')",11.568187147251994,0,0,0,0,0,1
"('55.769251', '37.628451')",11.731989029300124,0,0,0,0,0,1
"('55.780097', '37.630814')",11.164287588177821,0,0,0,0,0,2
"('55.77665', '37.624454')",11.665292021696208,0,0,0,0,0,2
"('55.771418', '37.629358')",11.585366775977027,0,0,0,0,0,1
"('55.774527', '37.622962')",11.83325683827053,0,0,0,0,0,2
"('55.82848', '37.448044')",5.986504046460571,0,0,0,0,1,0
"('55.83956', '37.46449')",4.50982295203168,0,0,0,1,0,1
"('55.8565101', '37.4045102')",5.380231353216326,0,0,0,0,1,0
"('55.854267', '37.42968')",4.212774735544194,0,0,0,1,0,1
"('55.864015', '37.431873')",3.475437697692389,0,0,0,1,0,1
"('55.862257', '37.44753')",2.786115752170786,0,0,1,0,1,0
"('55.843389', '37.431962')",5.001103195597133,0,0,0,0,1,0
"('55.8530817', '37.4424994')",3.745306648107367,0,0,0,1,0,1
"('55.865696', '37.444107')",2.7217969996042375,0,0,1,0,1,0
"('55.85105', '37.434514')",4.244713210581485,0,0,0,1,0,1
"('55.863379', '37.430714')",3.5732504960798708,0,0,0,1,0,1
"('55.850555', '37.415263')",5.173216705684977,0,0,0,0,1,0
"('55.846962', '37.426267')",4.930054973781348,0,0,0,1,0,1
"('55.860382', '37.417896')",4.4377107990243685,0,0,0,1,0,1
"('55.84447', '37.44994')",4.300021313105539,0,0,0,1,0,1
"('55.627615', '37.518389')",3.957699374858834,0,0,0,1,1,2
"('55.630589', '37.484128')",4.075536097441217,0,0,0,1,1,1
"('55.622395', '37.48818')",4.194969224073502,0,0,0,2,0,2
"('55.61875', '37.491143')",4.3874038773667206,0,0,0,2,0,2
"('55.627361', '37.478628')",3.657136384343687,0,0,0,1,1,1
"('55.619594', '37.499031')",4.201803216995882,0,0,0,2,0,2
"('55.619147', '37.497872')",4.23516145590932,0,0,0,2,0,2
"('55.630162', '37.521551')",4.089835176155736,0,0,0,1,1,2
"('55.623265', '37.489976')",4.312281465634258,0,0,0,2,0,2
"('55.624466', '37.489524')",4.2933076627973925,0,0,0,1,1,1
"('55.619802', '37.497764')",4.280962280382885,0,0,0,2,0,2
"('55.573973', '37.488943')",4.934935215481295,0,0,0,1,1,1
"('55.613636', '37.493004')",4.213863196776452,0,0,0,2,0,2
"('55.633617', '37.483095')",4.114002393893415,0,0,0,1,1,1
"('55.740649', '37.64145')",12.674379800966483,0,0,0,0,0,1
"('55.758818', '37.592366')",14.2733389904441,0,0,0,0,0,1
"('55.762839', '37.606586')",13.275681228999321,0,0,0,0,0,1
"('55.713025', '37.751367')",10.331377324549194,0,0,0,0,0,3
"('55.714054', '37.730104')",10.799418701222017,0,0,0,0,0,3
"('55.711823', '37.733949')",10.487174634669934,0,0,0,0,0,3
"('55.721786', '37.736179')",10.72340738181535,0,0,0,0,0,3
"('55.715576', '37.730697')",10.948028586167707,0,0,0,0,0,3
"('55.714125', '37.733132')",10.746790912704393,0,0,0,0,0,3
"('55.81551', '37.584118')",9.599372063107026,0,0,0,0,1,1
"('55.847861', '37.650055')",10.253871404133033,0,0,0,0,0,2
"('55.799502', '37.611437')",11.899757278470457,0,0,0,0,0,2
"('55.760915', '37.554861')",13.953643567924187,0,0,0,0,0,1
"('55.757996', '37.542652')",14.029051615211475,0,0,0,0,0,1
"('55.761282', '37.513422')",13.27301225158291,0,0,0,0,0,1
"('55.760996', '37.513628')",13.30647752581162,0,0,0,0,0,1
"('55.759886', '37.519027')",13.485002864015698,0,0,0,0,0,1
"('55.757996', '37.542652')",14.029051615211475,0,0,0,0,0,1
"('55.755302', '37.52503')",14.057271769512553,0,0,0,0,0,1
"('55.7578', '37.540138')",14.007160258517263,0,0,0,0,0,1
"('55.758156', '37.519592')",13.680854905680423,0,0,0,0,0,1
"('55.7628769', '37.5427501')",13.50952566157242,0,0,0,0,0,1
"('55.76156', '37.54907')",13.768410129789851,0,0,0,0,0,1
"('55.763416', '37.547028')",13.53223574101292,0,0,0,0,0,1
"('55.760082', '37.53666')",13.70484900243904,0,0,0,0,0,1
"('55.757409', '37.542186')",14.083813806617705,0,0,0,0,0,1
"('55.760494', '37.518551')",13.413070746736759,0,0,0,0,0,1
"('55.764059', '37.512914')",12.96263400341652,0,0,0,0,0,1
"('55.761282', '37.513422')",13.27301225158291,0,0,0,0,0,1
"('55.760996', '37.513628')",13.30647752581162,0,0,0,0,0,1
"('55.758553', '37.52044')",13.64701234127461,0,0,0,0,0,1
"('55.761282', '37.513422')",13.27301225158291,0,0,0,0,0,1
"('55.761282', '37.513422')",13.27301225158291,0,0,0,0,0,1
"('55.821371', '37.587946')",9.30072474053906,0,0,0,0,1,1
"('55.81563', '37.585133')",9.632656641765907,0,0,0,0,1,1
"('55.821441', '37.582763')",9.06314278372829,0,0,0,0,1,1
"('55.81821', '37.587964')",9.548105123664254,0,0,0,0,1,1
"('55.824106', '37.570357')",8.31100480157688,0,0,0,0,1,1
"('55.824299', '37.566252')",8.123014447727149,0,0,0,0,1,1
