coords,shops_closest_km,shops_less500m,shops_0.5-1km,shops_1-3km,shops_3-5km,shops_5-10km,shops_10-15km
"('55.855564', '37.47527')",0.07382901522095807,186,83,2161,2170,11530,12939
"('55.86471', '37.475593')",0.0945389294120987,48,290,1783,2369,10226,12830
"('55.868844', '37.465164')",0.10942755521787263,189,58,1516,1865,9738,11637
"('55.7422', '37.587236')",0.14984344663353344,47,304,2682,4490,21184,23369
"('55.771064', '37.729431')",0.009163582838356742,48,78,1412,3355,16544,19267
"('55.850574', '37.684148')",0.08966870410107185,57,71,1386,1707,11286,16966
"('55.835508', '37.654718')",0.03434583253196939,31,49,1271,2245,14985,18648
"('55.839643', '37.659739')",0.14962111107523207,14,392,902,2507,13771,18605
"('55.852257', '37.682129')",0.06284042556995748,60,75,1433,1605,11333,16946
"('55.638938', '37.42721')",0.21969488423147931,1,349,1056,1663,7696,14142
"('55.638938', '37.42721')",0.21969488423147931,1,349,1056,1663,7696,14142
"('55.63193', '37.456243')",0.076679944044708,7,8,1014,3054,9755,13543
"('55.612375', '37.470599')",0.2614241299338094,5,18,1121,1939,11286,10559
"('55.619544', '37.416251')",0.007085422175084099,25,225,715,1783,5841,13075
"('55.712284', '37.891433')",0.011520745173866193,72,135,469,1528,3432,12042
"('55.713309', '37.878326')",0.02830807037571253,101,65,667,1461,4488,12626
"('55.717918', '37.893175')",0.15659421291837863,34,168,369,1581,3374,11948
"('55.719395', '37.72776')",0.003687601183794043,20,50,1496,4893,15921,22003
"('55.711437', '37.889843')",0.039720024767500674,61,146,527,1486,3737,12007
"('55.717756', '37.891172')",0.10981031042549343,38,173,381,1607,3540,12052
"('55.711458', '37.884174')",0.02034481917791657,117,81,623,1459,4179,12268
"('55.71767', '37.886672')",0.010038735426965003,112,85,558,1512,3978,12147
"('55.705919', '37.931731')",0.0035295822919668095,86,179,302,396,2839,6833
"('55.786991', '37.579493')",0.027564903055273135,35,309,2875,5050,18495,24029
"('55.792513', '37.565587')",0.006261075516785536,90,211,2992,3770,17966,23817
"('55.794993', '37.58376')",0.0069775432513379055,229,774,2200,4901,17696,23878
"('55.796024', '37.572613')",0.2165713107515832,125,321,3032,3573,18242,23007
"('55.794178', '37.576454')",0.00606149118264047,144,471,2928,4116,18022,23820
"('55.764754', '37.564599')",0.0024037513973890873,149,101,3008,5709,17865,25423
"('55.5526627', '37.3437658')",0.8958387467232888,0,6,40,459,2726,5285
"('55.6138', '37.471264')",0.11189690179877289,7,23,1397,1661,11720,10238
"('55.591549', '37.425117')",0.1100025504900833,19,0,226,1688,6277,10431
"('55.614724', '37.384954')",0.05906212617615083,6,21,651,1842,4717,11849
"('55.551777', '37.316355')",0.3438689699177708,5,34,30,285,1957,4653
"('55.606309', '37.410753')",0.0053542736390032,25,20,552,1559,5674,11327
"('55.613941', '37.386813')",0.03249154243247437,6,21,739,1746,4920,11711
"('55.4741509', '37.3065139')",2424.921462746645,0,0,0,0,0,0
"('55.64169', '37.409801')",0.05656849047327088,4,200,1290,1152,7816,12607
"('55.87263', '37.634216')",0.11740996852351727,135,69,2168,2149,9472,15708
"('55.892531', '37.671579')",0.006950289866364658,7,152,868,1700,5693,13129
"('55.865166', '37.672333')",0.1522897689763165,34,463,1540,1889,9678,15087
"('55.881631', '37.6835')",0.0880708762284177,32,96,1273,1310,6830,13491
"('55.850636', '37.686142')",0.20291644558788197,50,66,1367,1633,11318,16845
"('55.877167', '37.652481')",0.04166952311810162,25,114,1624,2352,7696,15595
"('55.889386', '37.675532')",0.18401433085822483,29,130,1049,1621,5902,13483
"('55.872683', '37.683257')",0.13485425888417743,47,149,1429,1265,8133,14366
"('55.874294', '37.647846')",0.17829482263581867,38,164,2006,2003,8604,15384
"('55.876758', '37.663395')",0.15322732987601947,31,292,1395,2228,7403,15577
"('55.638917', '37.595043')",0.11220590628794357,76,222,1511,4717,13584,20670
"('55.6545218', '37.6009467')",0.009079554833267934,234,225,2684,3503,17852,18632
"('55.63595', '37.606606')",0.2613625970720422,79,221,2156,3286,15388,18374
"('55.633653', '37.609182')",0.014991851861956453,24,311,2076,3329,15109,18286
"('55.877087', '37.549624')",0.08744026956663528,57,166,1453,2855,11128,12420
"('55.86062', '37.525028')",0.24228911576608342,10,49,1468,3187,12831,13014
"('55.880631', '37.539347')",0.0035389613557054805,77,102,1549,2861,9903,12367
"('55.866465', '37.536895')",0.08774167822470333,54,157,1333,3886,11581,13831
"('55.862894', '37.569252')",0.037096067869246324,106,183,1537,2788,12620,14043
"('55.880945', '37.54118')",0.0019410991845844672,78,144,1542,2870,9874,12458
"('55.777277', '37.726008')",0.15200919798317172,38,253,1054,3568,16501,19261
"('55.772684', '37.729664')",0.16419816639770754,17,98,1193,3680,16130,19484
"('55.7802395', '37.7269646')",0.1598281356346448,129,193,1307,3203,16566,18187
"('55.778854', '37.724167')",0.05880116733653851,86,230,1359,3199,17089,18857
"('55.771374', '37.73101')",0.005465202965103152,45,73,1153,3652,16150,19475
"('55.779084', '37.721678')",0.0014143457185076683,115,209,1613,2880,17483,18924
"('55.779084', '37.721678')",0.0014143457185076683,115,209,1613,2880,17483,18924
"('55.7770912', '37.7234507')",0.05807120754269432,35,280,1149,3481,16891,19177
"('55.773383', '37.737021')",0.08099476176791849,31,71,1131,3602,15419,18976
"('55.782299', '37.714357')",0.0024108399635237713,181,236,1616,2775,17807,18781
"('55.772618', '37.735916')",0.13539135599204682,34,75,1122,3611,15523,19241
"('55.773636', '37.73217')",0.03697359105770549,42,78,1150,3740,15790,19534
"('55.816146', '37.725676')",0.0013139012001701597,36,197,908,2304,12824,18398
"('55.80042', '37.710049')",0.09371712078200155,24,215,1649,1790,16691,18003
"('55.77673', '37.722755')",0.002233530052349367,33,279,1175,3451,17042,19124
"('55.709682', '37.624336')",0.005989612874943594,240,149,2846,5902,19551,25211
"('55.719414', '37.637657')",0.08183391269894384,84,140,4421,4175,21469,23522
"('55.712502', '37.403297')",0.011226865958388971,21,223,586,1341,7649,18107
"('55.734674', '37.408409')",0.0652147951148811,63,297,864,1237,8015,20177
"('55.715925', '37.407123')",0.0559979074524513,56,106,924,1113,7942,19659
"('55.71907', '37.3968')",0.10378319432736469,42,69,896,748,7343,18766
"('55.71967', '37.41654')",0.029515372110448145,102,126,1085,1169,8784,20570
"('55.713603', '37.40663')",0.015469273867309244,25,223,620,1382,7537,19203
"('55.7243893', '37.4080044')",0.07973807304946044,29,149,991,1019,7854,20155
"('55.724167', '37.41173')",0.052082582054853874,34,214,956,1214,8223,20199
"('55.722989', '37.384729')",0.10472952542067311,56,17,858,756,6253,17695
"('55.718826', '37.406586')",0.1733088934618748,71,116,956,1061,8142,19753
"('55.500392', '37.521677')",0.040217771175590424,20,22,401,502,1980,5602
"('55.503757', '37.53541')",0.009495286608784915,31,14,487,665,1866,5614
"('55.724754', '37.4673')",0.15438036660460083,55,216,1308,2179,13838,22075
"('55.721027', '37.463898')",0.12268650191442233,16,89,1080,2385,13220,22743
"('55.723744', '37.464014')",0.19724365270385796,30,263,921,2529,13087,22726
"('55.749714', '37.59428')",0.009058675493912616,178,252,3232,4592,20966,23852
"('55.739514', '37.565228')",0.0632974281367954,68,416,1931,5227,20386,23106
"('55.754497', '37.592384')",0.10097542628749158,164,295,3235,4998,20264,24697
"('55.803396', '37.527122')",0.10810886097945539,92,292,2354,4099,16377,20982
"('55.795307', '37.52363')",0.1019950235092718,33,480,1652,4585,15836,23348
"('55.759277', '37.7389')",0.0066345546972579736,72,68,1230,2723,16835,18203
"('55.804734', '37.785647')",0.13723156905344044,37,257,1805,1378,8436,17596
"('55.766415', '37.740579')",0.0870968054090191,20,143,1313,3124,15852,18513
"('55.759277', '37.7389')",0.0066345546972579736,72,68,1230,2723,16835,18203
"('55.767215', '37.742789')",0.13926785844468734,7,154,1041,3479,15171,18957
"('55.76898', '37.72979')",0.11889854483452642,50,72,1361,3457,16594,19184
"('55.779099', '37.708167')",0.23332659480034823,123,242,1436,2991,18573,19279
"('55.79131', '37.659782')",0.01622265324226367,15,24,1768,4335,18993,21074
"('55.794786', '37.652984')",0.035061156558297044,3,16,1695,4786,17942,22060
"('55.785245', '37.682188')",0.16906227698366796,76,239,1423,3988,19037,20235
"('55.789264', '37.693507')",0.393350189681162,5,283,1376,3314,18113,19967
"('55.785746', '37.69286')",0.23002414645984434,13,282,1407,3490,18184,20323
"('55.794968', '37.653577')",0.060452647119535366,3,16,1689,4710,17998,21958
"('55.655045', '37.382843')",0.058398746642576396,18,50,789,1325,6578,11487
"('55.642428', '37.416476')",0.355520528649567,3,116,1285,1486,7767,13576
"('55.655899', '37.401123')",0.004281094944595997,92,107,691,1701,7763,12917
"('55.65658', '37.404788')",0.012732995182471002,83,119,658,2033,7605,13475
"('55.645335', '37.416389')",0.23439379421898146,52,67,1312,1609,7899,13672
"('55.653858', '37.396362')",0.10344249006506269,63,153,676,1583,7453,12786
"('55.653858', '37.396362')",0.10344249006506269,63,153,676,1583,7453,12786
"('55.64898', '37.41053')",0.07253846823181513,112,95,1345,1479,7926,13393
"('55.64284', '37.409816')",0.078547447956662,65,143,1345,1131,7912,12878
"('55.655899', '37.401123')",0.004281094944595997,92,107,691,1701,7763,12917
"('55.64905', '37.402866')",0.1720718406129646,77,249,992,1332,7792,12820
"('55.655585', '37.490802')",0.0984878034044763,52,170,1438,3348,12420,19079
"('55.648138', '37.414679')",0.09625638502294913,102,55,1312,1581,7937,13629
"('55.655899', '37.401123')",0.004281094944595997,92,107,691,1701,7763,12917
"('55.652832', '37.406989')",0.029365195476005572,83,171,1066,1734,7807,13298
"('55.760434', '37.715767')",0.02096912685573404,32,46,1607,3300,18551,19541
"('55.766734', '37.727427')",0.1225629173960966,47,61,1380,3444,16790,19256
"('55.86695', '37.659245')",0.1434588561426816,190,122,2028,1864,9435,15790
"('55.77224', '37.731136')",0.09128015946807606,26,92,1187,3701,16016,19528
"('55.8366204', '37.4572201')",0.2616944054880586,101,40,2196,2822,10648,14967
"('55.825401', '37.455238')",0.18004120010130756,15,148,2044,3101,11022,15371
"('55.81883', '37.428996')",0.01386544248705106,48,37,1079,3196,9239,14959
"('55.836721', '37.461625')",0.18694947707429577,5,129,2204,2772,10926,14819
"('55.823778', '37.452749')",0.06930568147158797,12,179,1754,3302,11210,14933
"('55.840218', '37.463215')",0.14631754524725032,7,115,2260,2464,11212,14243
"('55.829866', '37.412379')",0.006962942168697432,27,79,1496,2445,7245,14655
"('55.827722', '37.42598')",0.09283073979334573,11,129,1109,3383,7785,15904
"('55.82848', '37.448044')",0.08616323248209683,140,92,1711,3353,9568,15718
"('55.818139', '37.431594')",0.0015367001867545686,45,38,1087,3224,9387,15026
"('55.821917', '37.438614')",0.02588355414305726,20,216,851,3735,9321,15445
"('55.82848', '37.448044')",0.08616323248209683,140,92,1711,3353,9568,15718
"('55.821917', '37.438614')",0.02588355414305726,20,216,851,3735,9321,15445
"('55.825683', '37.413192')",0.0035560077490619135,32,8,1493,2115,7841,14407
"('55.814746', '37.424309')",0.03365920926262296,14,37,958,2780,9279,14411
"('55.848357', '37.351195')",0.004908211198162706,217,302,920,643,5101,7641
"('55.809024', '37.475441')",0.0850651414569696,8,252,1617,3098,14376,15939
"('55.723521', '37.58694')",0.007175065827791312,52,162,2238,4983,21072,23639
"('55.770294', '37.636974')",0.04614017136512721,71,221,2748,4763,18841,25318
"('55.7628702', '37.6436995')",0.002323069078980264,74,218,2824,4784,18837,25395
"('55.76317', '37.64408')",0.040077319410777905,73,216,2808,4763,18848,25362
"('55.769367', '37.635593')",0.045840128584920266,88,323,2700,4832,18840,25473
"('55.76709', '37.639545')",0.09717137818746405,51,260,2786,4914,18816,25432
"('55.763234', '37.64295')",0.011559263708576815,73,215,2846,4759,18887,25378
"('55.767539', '37.627885')",0.03617496892339686,124,505,2718,5328,18298,26707
"('55.759881', '37.642159')",0.07590116068674496,67,197,3034,4328,19336,25294
"('55.76697', '37.624886')",0.0017576962581944944,120,560,2718,5422,18241,26823
"('55.7675455', '37.6251245')",0.011651665238534106,118,543,2719,5384,18190,26812
"('55.729975', '37.76106')",0.007498064373684643,33,101,1282,2684,15954,17198
"('55.728221', '37.763971')",0.006757961984609927,38,91,1440,2518,15747,17234
"('55.7291994', '37.7627259')",0.04654957935943922,31,99,1314,2642,15734,17318
"('55.724789', '37.744738')",0.08621355208349395,38,196,1142,4404,15517,19164
"('55.726041', '37.745654')",0.0014151295436274911,42,193,1149,4438,15432,19175
"('55.724723', '37.743067')",0.0855523163874024,41,259,1173,4437,15616,19400
"('55.816508', '37.466976')",0.09094501949225117,32,216,1581,3388,12902,15697
"('55.8135405', '37.4701125')",0.05659303101520212,8,266,1647,3369,13494,15568
"('55.812388', '37.483971')",0.10152978325296144,13,40,1933,3150,15233,15276
"('55.812934', '37.469296')",0.11366594859826286,172,104,1805,3167,13606,15449
"('55.819949', '37.465892')",0.11370140717178764,11,24,2002,2683,13211,14964
"('55.805083', '37.421425')",0.05836816476962737,35,42,863,2087,10485,13739
"('55.801617', '37.406155')",0.06971099684563278,78,150,222,2127,9018,13591
"('55.795388', '37.405157')",0.2470679441855032,22,90,247,1592,9949,12860
"('55.80963', '37.414276')",0.2321798431960958,31,85,618,2008,9436,13727
"('55.78426', '37.475513')",0.11559118332143987,76,132,1101,3127,14995,20218
"('55.799446', '37.39214')",0.19658769464037865,20,138,223,1404,9247,11333
"('55.803231', '37.347476')",0.05407716364860731,17,0,113,910,5566,9250
"('55.81784', '37.397907')",0.15927618753118994,20,37,608,2301,6961,14087
"('55.815662', '37.400227')",0.23501437879310724,23,44,564,2241,7242,14174
"('55.797386', '37.3934201')",0.1825594007867965,32,118,248,1401,9261,11284
"('55.802185', '37.40648')",0.007794296068221854,74,154,221,2124,9018,13594
"('55.804273', '37.396793')",0.15445402868860283,68,148,279,1840,8963,12254
"('55.80244', '37.41213')",0.08864899760506602,74,92,316,2012,9636,13508
"('55.806813', '37.423482')",0.24667500094453948,16,35,887,2335,10459,13795
"('55.809762', '37.392302')",0.1285478065228588,47,73,419,2129,7423,12870
"('55.747417', '37.557384')",0.0014363205983635944,77,506,1950,4971,20761,21427
"('55.748645', '37.558571')",0.06708213309414685,70,518,1997,5164,20611,21533
"('55.74366', '37.539894')",0.16157724414583174,88,373,2296,3235,21559,20257
"('55.746922', '37.556864')",0.00947498015486692,74,509,1926,4988,20543,21576
"('55.772518', '37.6207122')",0.004994494179238745,151,215,3142,5100,18601,25749
"('55.772902', '37.628586')",0.0017224826041458954,106,305,2848,4949,18883,25309
"('55.769251', '37.628451')",0.0277124907034014,116,351,2875,5282,18239,26381
"('55.780097', '37.630814')",0.0027821576272646334,104,134,3263,4238,19930,23227
"('55.77665', '37.624454')",0.2198713136022012,40,318,3218,4272,19640,23917
"('55.771418', '37.629358')",0.11034017089239036,109,277,2882,5267,18256,26153
"('55.774527', '37.622962')",0.13914317763998924,143,244,3179,4866,18867,25072
"('55.82848', '37.448044')",0.08616323248209683,140,92,1711,3353,9568,15718
"('55.83956', '37.46449')",0.08038260890821806,6,115,2233,2311,11407,14166
"('55.8565101', '37.4045102')",0.08849590250816067,15,38,1675,1579,6340,11913
"('55.854267', '37.42968')",0.21795857058017853,66,485,788,3369,6661,14780
"('55.864015', '37.431873')",0.09131190183911049,221,59,1238,2484,6907,13041
"('55.862257', '37.44753')",0.07941263120170772,15,253,1412,2420,8623,12772
"('55.843389', '37.431962')",0.13158929209169937,68,201,1221,3631,7441,15282
"('55.8530817', '37.4424994')",0.12869688457298029,211,166,1671,2537,8482,14175
"('55.865696', '37.444107')",0.11283873618453118,17,241,1244,2388,8180,12449
"('55.85105', '37.434514')",0.0031356406438347926,124,333,1231,3138,7656,14653
"('55.863379', '37.430714')",0.15886206693695135,223,65,1151,2661,6679,13257
"('55.850555', '37.415263')",0.016427589874504604,51,97,1660,2163,7024,12970
"('55.846962', '37.426267')",0.1762212880270808,80,201,1671,2840,7671,14208
"('55.860382', '37.417896')",0.10840346922032609,37,47,1400,2377,6479,12391
"('55.84447', '37.44994')",0.19662773087706625,28,371,1729,2970,9446,14670
"('55.627615', '37.518389')",0.0777562719405186,96,192,1484,1823,13166,16920
"('55.630589', '37.484128')",0.12300967690441306,58,33,1326,2731,11465,14415
"('55.622395', '37.48818')",0.2920701852670523,21,91,1318,2362,11755,13817
"('55.61875', '37.491143')",0.18587330687151266,17,267,1219,2186,11768,13667
"('55.627361', '37.478628')",0.35359943843122005,42,69,1589,2365,11692,13069
"('55.619594', '37.499031')",0.12027245810031628,219,291,1282,2228,11985,13924
"('55.619147', '37.497872')",0.20716085537316706,19,490,1074,2378,11843,13994
"('55.630162', '37.521551')",0.15535018838125708,235,58,1539,2155,12957,17914
"('55.623265', '37.489976')",0.36433796923758816,22,55,1387,2363,11751,14007
"('55.624466', '37.489524')",0.39412979560640077,13,77,1400,2371,11721,14162
"('55.619802', '37.497764')",0.1733568311043686,19,487,1098,2509,11789,14094
"('55.573973', '37.488943')",0.0,40,113,343,1661,6910,10800
"('55.613636', '37.493004')",0.06475151621155563,38,128,1351,1751,11922,12326
"('55.633617', '37.483095')",0.07372626636446668,39,48,1665,2544,11761,14564
"('55.740649', '37.64145')",0.17828252083902757,27,280,2741,7396,18246,27005
"('55.758818', '37.592366')",0.13361148504877793,73,354,3152,5247,19686,24925
"('55.762839', '37.606586')",0.037842414099676716,165,434,2819,5712,18802,26803
"('55.713025', '37.751367')",0.00788809931285509,43,59,1462,4151,14398,20087
"('55.714054', '37.730104')",0.0,23,164,1624,4674,15631,21558
"('55.711823', '37.733949')",0.07972534138637644,120,81,1607,4667,15402,21292
"('55.721786', '37.736179')",0.1825118549593829,12,305,1035,4643,15663,20969
"('55.715576', '37.730697')",0.1735047536867878,28,152,1601,4699,15781,21312
"('55.714125', '37.733132')",0.010210577407229937,38,157,1529,4880,15272,21395
"('55.81551', '37.584118')",0.10935703428375249,22,273,1939,3689,18903,18896
"('55.847861', '37.650055')",0.12163026340274603,49,501,1335,2616,12995,17558
"('55.799502', '37.611437')",0.1754150602490638,25,256,2481,3970,18534,22636
"('55.760915', '37.554861')",0.0807360024291084,102,181,2659,5248,18418,24130
"('55.757996', '37.542652')",0.08631195821832145,46,333,2128,4661,19782,21905
"('55.761282', '37.513422')",0.027651014163722596,83,72,2276,3523,16991,23054
"('55.760996', '37.513628')",0.05015020009692512,83,76,2278,3486,17070,23041
"('55.759886', '37.519027')",0.07194634343420496,31,137,2234,3746,17152,23197
"('55.757996', '37.542652')",0.08631195821832145,46,333,2128,4661,19782,21905
"('55.755302', '37.52503')",0.1787754539556073,34,118,2605,3469,18879,21871
"('55.7578', '37.540138')",0.10354161827639662,32,344,2509,4041,20265,21392
"('55.758156', '37.519592')",0.12272399381585855,22,172,2214,3711,17550,22527
"('55.7628769', '37.5427501')",0.20688430065563423,23,106,2292,5492,17688,24368
"('55.76156', '37.54907')",0.10656818987228478,60,146,2500,5406,17943,24100
"('55.763416', '37.547028')",0.1386984941932158,35,134,2437,5546,17628,24498
"('55.760082', '37.53666')",0.21827582908243828,25,62,2731,3935,18288,23432
"('55.757409', '37.542186')",0.06392154284396588,36,369,2277,4413,20003,21682
"('55.760494', '37.518551')",0.012542397254632189,28,135,2225,3781,17094,23260
"('55.764059', '37.512914')",0.0313358790888766,71,44,2236,3612,16623,23352
"('55.761282', '37.513422')",0.027651014163722596,83,72,2276,3523,16991,23054
"('55.760996', '37.513628')",0.05015020009692512,83,76,2278,3486,17070,23041
"('55.758553', '37.52044')",0.06237704093276473,16,168,2251,3721,17433,22942
"('55.761282', '37.513422')",0.027651014163722596,83,72,2276,3523,16991,23054
"('55.761282', '37.513422')",0.027651014163722596,83,72,2276,3523,16991,23054
"('55.821371', '37.587946')",0.030740012002898373,30,194,1704,3685,17994,19000
"('55.81563', '37.585133')",0.14028727776624697,24,249,1946,3682,18927,18874
"('55.821441', '37.582763')",0.15003216723811327,117,105,1550,4118,17548,19413
"('55.81821', '37.587964')",0.2184800782460684,39,175,2090,3441,18566,18804
"('55.824106', '37.570357')",0.06636216969892472,30,168,1292,4696,17024,18758
"('55.824299', '37.566252')",0.14198053393503013,30,139,1382,4803,16951,18740
"('55.821371', '37.587946')",0.030740012002898373,30,194,1704,3685,17994,19000
"('55.82562', '37.577267')",0.17052510206972357,36,173,1213,4539,17010,18538
"('55.56925', '37.286426')",0.13692598447704873,20,0,44,213,2075,3506
"('55.73943', '37.638313')",0.1594993200295491,54,404,2700,7424,18206,27069
"('55.736959', '37.61556')",0.03601443346564772,86,164,2832,6800,19172,26386
"('55.746204', '37.636436')",0.006554779678093411,26,172,3194,6568,18874,25679
"('55.738292', '37.625972')",0.08507608302952857,126,218,2993,6520,19354,25816
"('55.86425', '37.429108')",0.12940357789832863,202,83,1112,2724,6535,13270
"('55.854047', '37.420491')",0.01206320278271305,42,161,1458,2547,7049,12894
"('55.83845', '37.388511')",0.014066653250547798,50,508,966,1942,5832,12734
"('55.861489', '37.417544')",0.22581093070347902,5,70,1397,2366,6431,12237
"('55.845688', '37.42669')",0.16902036574123383,42,217,1657,2844,7757,14291
"('55.825683', '37.413192')",0.0035560077490619135,32,8,1493,2115,7841,14407
"('55.85337', '37.409648')",0.0711873455097749,40,54,1560,1880,6652,12481
"('55.840791', '37.379043')",0.10049948347575102,477,115,1316,1563,5860,11779
"('55.84869', '37.436203')",0.08723209638581828,141,298,1288,3399,7606,15104
"('55.85434', '37.432034')",0.07132736633723588,68,550,932,3130,7047,14641
"('55.631686', '37.472414')",0.19933120823534636,24,67,1404,2852,10910,13900
"('55.65069', '37.468346')",0.07224977287423087,10,68,1348,3056,11078,16063
"('55.65055', '37.489014')",0.13301921380201923,14,133,1565,2957,11991,18792
"('55.655447', '37.487829')",0.18923152438441954,46,392,1216,3550,12040,19065
"('55.632586', '37.476752')",0.16175387667271923,37,58,1518,2738,11082,14087
"('55.655447', '37.487829')",0.18923152438441954,46,392,1216,3550,12040,19065
"('55.644145', '37.473492')",0.0006738667819462717,24,63,1163,3386,10695,15927
"('55.656428', '37.481576')",0.014512436650143215,27,442,1093,3689,11796,18813
"('55.651978', '37.486005')",0.02787182891791785,30,119,1374,3216,11864,18816
"('55.647163', '37.468192')",0.07750119286330359,15,59,1265,3139,10690,15980
"('55.646406', '37.482592')",0.009220289282666333,63,53,1395,3035,11586,17740
"('55.644145', '37.473492')",0.0006738667819462717,24,63,1163,3386,10695,15927
"('55.632753', '37.474004')",0.1927524781238175,25,55,1494,2824,10932,14137
"('55.64541', '37.481873')",0.11756049597450322,67,34,1428,3040,11581,17434
"('55.645131', '37.487892')",0.057550270652132036,25,81,1520,3193,11608,17999
"('55.654041', '37.489931')",0.0079815155211205,35,108,1451,3381,12249,18926
"('55.644145', '37.473492')",0.0006738667819462717,24,63,1163,3386,10695,15927
"('55.713654', '37.607655')",0.0,50,292,2212,6735,18992,25706
"('55.71019', '37.6180324')",0.0882724276220275,244,159,2734,6104,19078,25587
"('55.844395', '37.449093')",0.143487378350145,26,374,1728,2974,9325,14763
"('55.821917', '37.438614')",0.02588355414305726,20,216,851,3735,9321,15445
"('55.814746', '37.424309')",0.03365920926262296,14,37,958,2780,9279,14411
"('55.821917', '37.438614')",0.02588355414305726,20,216,851,3735,9321,15445
"('55.7212377', '37.6943255')",0.009522322526149688,162,1182,2668,4860,18514,22429
"('55.71954', '37.690896')",0.15379924158165734,157,1220,2690,4744,18550,22708
"('55.7212377', '37.6943255')",0.009522322526149688,162,1182,2668,4860,18514,22429
"('55.769271', '37.56582')",0.06045030246847913,43,167,3064,5292,18495,24844
"('55.775454', '37.5577')",0.05918852496109361,18,105,2468,5862,17475,25575
"('55.775454', '37.5577')",0.05918852496109361,18,105,2468,5862,17475,25575
"('55.770622', '37.560394')",0.07093737679377979,22,163,3243,5497,18162,24869
"('55.764236', '37.54028')",0.053622782311995285,17,72,2650,5088,16925,25015
"('55.770306', '37.56461')",0.050432959878535605,26,167,3065,5312,18436,24684
"('55.774796', '37.556316')",0.00984537631321368,11,98,2450,5908,16376,26672
"('55.766329', '37.557861')",0.06477604440463768,90,137,2845,5694,17934,25081
"('55.76246', '37.567554')",0.005172440614103013,125,150,2821,5686,18153,25218
"('55.770573', '37.562954')",0.04708606029375714,25,161,2985,5388,18258,24881
"('55.820855', '37.632772')",0.0022086563993753486,202,103,966,3837,16817,18720
"('55.797701', '37.610754')",0.09207210534189367,152,140,2655,3983,19927,21748
"('55.601284', '37.586166')",0.16214864808417626,29,111,1817,1572,12474,13639
"('55.608709', '37.590012')",0.1109653243007312,37,421,1431,2330,12197,14771
"('55.544494', '37.545527')",0.11441049477393635,153,174,779,1150,5273,10246
"('55.524355', '37.513961')",0.004475456772310923,163,10,614,937,2697,7317
"('55.532966', '37.527265')",0.07022743119022412,70,52,846,885,3929,8294
"('55.535061', '37.5418826')",0.20130057340271076,16,51,821,1075,4572,8130
"('55.547056', '37.545968')",0.006995936688537078,168,158,702,1230,5277,10602
"('55.549261', '37.545402')",0.026991461973707827,160,176,719,1195,5396,10990
"('55.703261', '37.947838')",0.005287059217108786,63,96,262,343,2370,5852
"('55.709491', '37.9426752')",0.3008026225152911,16,156,254,354,2622,6254
"('55.7254379', '37.8614816')",0.07578458290778349,6,20,1211,1431,5753,12835
"('55.708455', '37.925838')",0.005518484153992956,29,165,433,419,3313,7091
"('55.830407', '37.580104')",0.0062021480985637355,16,159,1036,4219,17018,17958
"('55.81563', '37.585133')",0.14028727776624697,24,249,1946,3682,18927,18874
"('55.817405', '37.573034')",0.06737813153695052,121,120,2017,3858,18325,18987
"('55.847295', '37.638521')",0.016545531213812345,44,78,1654,2797,13921,16759
"('55.851677', '37.633286')",0.1841760302721423,31,131,1633,3155,13069,15831
"('55.87275', '37.712568')",0.0012169765529290682,28,124,743,1424,6798,14152
"('55.566445', '37.568129')",0.09171633100673872,78,298,646,1317,6882,12153
"('55.565493', '37.56777')",0.164630342378323,75,303,658,1289,6800,12176
"('55.565646', '37.564123')",0.18906582261897678,66,153,805,1243,6820,12074
"('55.546287', '37.555598')",0.01371020741460312,144,161,669,1253,5241,10443
"('55.552408', '37.552157')",0.15888179048623782,88,225,831,1078,5756,11008
"('55.561232', '37.586176')",0.0752896980052985,13,41,823,838,6949,10972
"('55.554975', '37.507205')",0.0,54,21,944,900,6319,10824
"('55.554975', '37.507205')",0.0,54,21,944,900,6319,10824
"('55.537792', '37.57569')",0.17879144021258725,26,14,517,1255,4432,9465
"('55.684654', '37.531586')",0.13471980875439563,84,318,1886,3799,17653,21886
"('55.699314', '37.511239')",0.15461025013675816,39,138,1182,3866,16297,21418
"('55.684777', '37.524597')",0.006459336531946926,29,273,1861,3771,17122,21799
"('55.685806', '37.8624')",0.06464667352303852,48,187,336,1246,5765,12370
"('55.687756', '37.8636')",0.11644945763347764,48,171,384,1245,5778,12499
"('55.72161', '37.8988')",0.009883706103594826,25,57,440,1287,3498,11004
"('55.86932', '37.500324')",0.09767566914415944,84,112,1383,2923,10633,13045
"('55.717424', '37.496474')",0.06833893650573765,3,21,1828,2238,17040,20730
"('55.73407', '37.490883')",0.2745923773885726,97,138,1528,2714,17050,21251
"('55.618878', '37.4144')",0.006297745815973307,29,219,712,1853,5755,12840
"('55.7553539', '37.5108763')",0.042646263580942166,64,139,2113,3223,17531,22372
"('55.747288', '37.514957')",0.002039295293842413,45,418,1581,3554,18823,21860
"('55.763697', '37.509925')",0.030133122129947277,71,75,2142,3577,16503,23166
"('55.766567', '37.48703')",0.1575293044829886,40,83,1734,3202,14985,22750
"('55.967992', '37.150575')",0.0013857473280497296,39,22,686,186,997,210
"('55.825189', '37.564284')",0.06201888953892889,19,68,1497,4689,16842,18463
"('55.731627', '37.581227')",0.0035872075528015986,57,193,2153,4562,21542,22549
