coords,moscow_stations_closest_km,moscow_stations_less500m,moscow_stations_0.5-1km,moscow_stations_1-3km,moscow_stations_3-5km,moscow_stations_5-10km,moscow_stations_10-15km
"('55.606668', '37.527176')",0.39598397986259637,1,0,5,4,52,60
"('55.606945', '37.72538')",0.6303934007433036,0,1,4,6,32,72
"('55.607377', '37.705023')",0.8211945407627224,0,2,4,8,37,71
"('55.607377', '37.712749')",0.4118050328390753,1,0,5,6,36,72
"('55.607956', '37.729035')",0.7895166093559687,0,1,5,6,32,72
"('55.608348', '37.546417')",0.8251753182622924,0,2,2,12,46,68
"('55.608389', '37.613683')",0.7674100168664978,0,1,5,10,45,74
"('55.608816', '37.535412')",0.3194963922536844,1,0,5,6,50,66
"('55.612506', '37.749863')",0.29562602099471774,2,0,6,3,32,71
"('55.612608', '37.518397')",1.0408856122339842,0,0,5,2,56,68
"('55.6131349', '37.7484728')",0.2410607818975437,2,1,5,4,31,72
"('55.615967', '37.546543')",1.3685040972782443,0,0,5,10,51,84
"('55.616127', '37.756587')",0.8512990475726304,0,2,4,5,30,74
"('55.617281', '37.417446')",0.7310999736783391,0,1,2,9,29,64
"('55.617378', '37.411463')",0.9874146866509934,0,1,2,9,29,61
"('55.618336', '37.74964')",0.5308667642752855,0,3,3,8,28,84
"('55.618679', '37.586006')",1.3429357037676475,0,0,6,12,49,95
"('55.618761', '37.263555')",2.001152008785435,0,0,3,3,14,20
"('55.619467', '37.415344')",0.653422523787969,0,1,2,9,29,64
"('55.619599', '37.417167')",0.5518330054428393,0,1,2,9,29,65
"('55.620888', '37.601627')",0.49822534799300056,1,0,5,15,49,96
"('55.621333', '37.303602')",0.5373580831893537,0,1,4,2,20,28
"('55.622243', '37.733635')",0.6317556871396139,0,1,6,7,39,83
"('55.623238', '37.588825')",1.277091661825241,0,0,3,17,49,103
"('55.623427', '37.697963')",1.2078854225005182,0,0,7,9,44,86
"('55.62451', '37.652077')",1.1724439994982048,0,0,5,12,50,104
"('55.625211', '37.345491')",1.1312204298724169,0,0,4,8,17,47
"('55.625471', '37.342814')",0.996492334427655,0,1,4,7,18,44
"('55.6255029', '37.3040935')",0.3844324519573096,1,0,5,3,19,32
"('55.625831', '37.641575')",1.469544913027544,0,0,6,11,52,108
"('55.627397', '37.718471')",1.6658742521431713,0,0,9,5,44,86
"('55.627663', '37.488953')",1.4596571050324192,0,0,4,7,53,79
"('55.627727', '37.342984')",0.8259272684252212,0,1,4,6,19,45
"('55.62883', '37.512937')",0.5167379687776759,0,1,3,10,57,88
"('55.628932', '37.341843')",0.6881206304720624,0,1,4,6,20,44
"('55.630085', '37.655463')",0.6721444022381222,0,1,4,12,53,107
"('55.631793', '37.412047')",1.2616714760562275,0,0,3,10,35,65
"('55.631803', '37.41926')",1.0565503136161516,0,0,3,9,37,68
"('55.63194', '37.48322')",1.69451640297658,0,0,5,7,51,80
"('55.632413', '37.415694')",1.2013183010927653,0,0,5,7,38,66
"('55.633932', '37.529214')",0.6742921204979214,0,2,3,15,52,108
"('55.6343125', '37.332509')",0.21371579659552087,1,0,6,4,22,40
"('55.634812', '37.539715')",1.1996399914023084,0,0,5,14,57,109
"('55.636621', '37.60549')",0.4376008413289027,1,0,8,10,63,121
"('55.636702', '37.310384')",1.087131858227514,0,0,4,5,19,36
"('55.63735', '37.532017')",0.6699905834578608,0,1,4,15,56,111
"('55.637581', '37.428073')",1.0091776277851918,0,0,6,6,45,69
"('55.63786', '37.429815')",0.9338357784679506,0,1,5,7,43,71
"('55.63816', '37.756299')",0.7869096444367695,0,1,5,10,45,87
"('55.638175', '37.531765')",0.5859789023190607,0,1,4,15,57,111
"('55.640335', '37.309199')",0.7395695875947862,0,1,3,7,17,39
"('55.640423', '37.61026')",0.264472315611205,1,0,8,12,67,120
"('55.640914', '37.526834')",0.16691438059523778,1,0,5,14,58,114
"('55.641773', '37.362869')",0.6459106269196591,0,2,4,7,28,43
"('55.641919', '37.677708')",0.7363214887039994,0,1,5,14,54,131
"('55.64192', '37.523456')",0.1743578900925287,1,0,5,12,59,111
"('55.642372', '37.672468')",1.0693611642317666,0,0,6,14,58,125
"('55.642977', '37.393074')",0.6819936430865426,0,1,7,6,37,62
"('55.64316', '37.602984')",0.3505086523825175,1,1,6,14,65,125
"('55.643465', '37.725496')",1.3176744220543029,0,0,8,13,52,105
"('55.643744', '37.492284')",1.2685918489489265,0,0,5,10,59,97
"('55.644206', '37.490551')",1.1520945061629984,0,0,5,13,52,104
"('55.644755', '37.392553')",0.48139106587198344,1,0,7,6,37,67
"('55.645367', '37.34869')",0.8448648316333538,0,1,6,5,25,44
"('55.645553', '37.495779')",1.466208783661602,0,0,4,12,58,103
"('55.64566', '37.390603')",0.37317444729366905,1,0,7,5,37,65
"('55.645893', '37.477022')",0.28471542039888237,1,0,3,15,49,99
"('55.64664', '37.47969')",0.46012885149683763,1,0,5,13,53,96
"('55.646868', '37.526555')",0.5029973067712242,0,1,4,12,63,126
"('55.647204', '37.618641')",0.6937804577524144,0,1,10,11,79,122
"('55.647432', '37.38631')",0.3484547887171396,1,0,7,5,39,60
"('55.647728', '37.65381')",0.9296192354200511,0,2,3,15,66,132
"('55.648148', '37.596435')",0.3822163865749021,1,1,7,14,72,128
"('55.648794', '37.388188')",0.184760490982962,1,1,6,6,38,63
"('55.649276', '37.660215')",0.9789306511551152,0,2,4,15,64,130
"('55.649312', '37.717842')",1.0344374374775087,0,0,7,17,53,120
"('55.6495', '37.387846')",0.212289697023743,1,1,6,6,37,63
"('55.649571', '37.400135')",0.5723544475342994,0,1,4,9,40,66
"('55.649901', '37.367419')",0.3644294899995954,1,0,6,5,34,43
"('55.650583', '37.563543')",0.8571662844225012,0,1,8,10,71,131
"('55.650836', '37.597387')",0.08152882808366976,2,0,7,14,74,131
"('55.651186', '37.483095')",0.8895471727581991,0,1,3,16,54,108
"('55.65161', '37.482018')",0.8736258516788534,0,1,3,15,55,107
"('55.652156', '37.733769')",0.7167317898504991,0,1,6,13,59,108
"('55.6522', '37.47304')",0.7022366459624279,0,1,3,15,54,96
"('55.652486', '37.738243')",0.511487481944652,0,2,5,14,58,106
"('55.652796', '37.474192')",0.7751235735965477,0,1,3,17,51,104
"('55.65313', '37.715218')",0.9291947940013563,0,2,5,20,57,121
"('55.654823', '37.409011')",0.6891179401533352,0,2,3,10,43,69
"('55.655254', '37.473123')",1.0421701821417375,0,0,3,18,52,109
"('55.655254', '37.609595')",0.6692011180402624,0,4,5,16,79,130
"('55.65559', '37.469305')",1.0974306394615043,0,0,3,18,52,101
"('55.6561864', '37.516193')",1.4932535226096848,0,0,10,9,69,126
"('55.656301', '37.413089')",0.38863963827864295,2,0,6,7,46,70
"('55.656346', '37.424327')",0.5145396598665682,0,2,4,9,45,78
"('55.65724', '37.494548')",0.9870489406738769,0,1,7,17,60,115
"('55.658124', '37.602005')",0.5164834721824878,0,3,5,15,83,132
"('55.658581', '37.744262')",0.2627133158189682,1,0,8,9,64,106
"('55.65868', '37.53109')",0.5262590721558762,0,2,7,14,72,131
"('55.658683', '37.560377')",0.9006906269645331,0,1,9,12,74,138
"('55.658994', '37.5226097')",1.0598258967385183,0,0,8,13,73,126
"('55.66017', '37.730724')",0.8749386599061431,0,1,6,11,66,114
"('55.660374', '37.602049')",0.3017094140173798,1,1,7,13,89,136
"('55.660531', '37.730895')",0.8801673874717129,0,1,6,11,66,114
"('55.660977', '37.514252')",1.1040365416694635,0,0,8,12,72,125
"('55.661327', '37.509342')",1.243964363425768,0,0,8,14,71,124
"('55.661394', '37.414212')",0.35166558870043846,2,0,5,8,44,72
"('55.661496', '37.47147')",0.7395144067756665,0,1,5,15,61,106
"('55.661526', '37.560932')",1.0310710833950583,0,0,10,12,84,131
"('55.661547', '37.473923')",0.5894774699167273,0,1,5,15,61,107
"('55.661547', '37.558113')",0.976634235378177,0,1,10,12,83,132
"('55.661836', '37.516')",0.9705639984686534,0,1,7,13,73,124
"('55.6620528', '37.5125239')",1.0571882941224373,0,0,8,14,72,125
"('55.662434', '37.58476')",1.0221229055583971,0,0,12,11,85,140
"('55.662816', '37.471614')",0.7082130567957231,0,1,5,15,60,107
"('55.662964', '37.528217')",0.8424808920988605,0,2,8,13,77,129
"('55.663629', '37.73244')",1.002621224072625,0,0,8,9,72,109
"('55.663639', '37.486679')",0.24702359291805415,1,0,8,14,64,117
"('55.663918', '37.576187')",0.9264903543785693,0,1,10,14,87,138
"('55.66534', '37.733338')",1.0322751844964557,0,0,8,12,71,111
"('55.665594', '37.547594')",0.6615057880115481,0,2,8,17,81,140
"('55.666086', '37.561688')",0.6343712029394476,0,1,9,16,86,139
"('55.666142', '37.511356')",0.7949083867597068,0,1,7,16,72,126
"('55.666589', '37.586518')",1.2700171553263253,0,0,11,11,92,139
"('55.666868', '37.505678')",1.0800381464550224,0,0,8,15,70,125
"('55.667657', '37.440226')",0.6304606765437668,0,1,4,14,46,94
"('55.668021', '37.508741')",0.8691236054091533,0,3,6,17,74,127
"('55.668386', '37.56379')",0.6145582880029162,0,1,10,14,93,133
"('55.668909', '37.583418')",1.5557322865492023,0,0,12,11,96,136
"('55.669544', '37.78783')",1.8253794033110975,0,0,3,13,55,97
"('55.669712', '37.439957')",0.6005613718942262,0,1,4,13,50,96
"('55.669899', '37.515371')",0.4285302856697561,1,0,10,13,79,125
"('55.670242', '37.610332')",0.30286111707522595,1,1,10,15,103,129
"('55.67065', '37.6115')",0.26660019784817,1,0,11,15,105,127
"('55.671031', '37.460421')",0.7007129627245635,0,1,9,8,68,99
"('55.6714126', '37.5485865')",0.40029404099276483,1,0,10,19,84,144
"('55.671494', '37.599518')",0.7037466143981056,0,1,11,15,103,133
"('55.671555', '37.78962')",1.847774351387847,0,0,3,14,56,100
"('55.6726', '37.464283')",0.9810168143001549,0,1,8,11,69,102
"('55.67278', '37.619144')",0.5507233148984935,0,1,10,14,109,122
"('55.672905', '37.524318')",0.3685649879192484,1,0,9,15,80,135
"('55.673138', '37.66627')",0.5033476975881158,0,2,4,21,88,137
"('55.67335', '37.51068')",0.5234019666516591,0,3,8,16,77,128
"('55.6736287', '37.4948009')",0.6961031370425935,0,2,7,14,75,122
"('55.674118', '37.507008')",0.3106661679188701,2,0,10,13,79,124
"('55.674671', '37.487712')",1.081888024238173,0,0,11,11,75,116
"('55.675529', '37.598618')",0.7942932040389553,0,1,11,16,108,130
"('55.675798', '37.443982')",0.7526521389731108,0,2,7,12,55,101
"('55.6758988', '37.4906266')",0.8810860948532663,0,2,9,13,74,121
"('55.676154', '37.536131')",1.1257577623265944,0,0,9,16,88,138
"('55.67638', '37.642')",1.3713176266833162,0,0,12,15,106,126
"('55.676585', '37.634092')",1.0314167025169603,0,0,12,14,110,124
"('55.6773', '37.50356')",0.1055528132687326,2,0,8,14,78,125
"('55.677539', '37.634398')",0.9884092550386587,0,1,11,15,113,122
"('55.677837', '37.763638')",0.1868317875031444,2,0,7,11,72,102
"('55.678169', '37.580939')",1.1377411831756685,0,0,9,19,105,132
"('55.678382', '37.599301')",0.9227565624342496,0,1,10,18,116,123
"('55.678707', '37.634631')",0.9417408367577622,0,1,11,15,117,118
"('55.678768', '37.578702')",1.0160921020151819,0,0,9,18,106,131
"('55.679245', '37.685055')",0.5523455768972296,0,1,6,21,95,132
"('55.67928', '37.542428')",1.2751694817875998,0,0,9,20,89,140
"('55.6794626', '37.6953989')",0.799942955438114,0,1,7,19,91,132
"('55.68027', '37.515191')",0.7854286601058363,0,2,10,15,89,124
"('55.68032', '37.45746')",0.52923992364277,0,1,8,9,71,103
"('55.68032', '37.72457')",0.7244963801764206,0,1,9,12,89,114
"('55.680935', '37.75373')",0.6934901127607921,0,2,6,13,77,106
"('55.681047', '37.551088')",0.815653096367068,0,1,8,20,96,135
"('55.681067', '37.48296')",0.8704712588857476,0,2,10,13,73,123
"('55.681163', '37.610233')",0.680105212045384,0,2,4,22,116,120
"('55.6811648', '37.5948427')",1.1764885550539996,0,0,10,19,116,124
"('55.681194', '37.527696')",1.3127041448648555,0,0,13,12,92,129
"('55.681275', '37.718238')",0.9273366575378382,0,1,8,16,88,125
"('55.681387', '37.674445')",0.806269514044467,0,2,4,23,98,133
"('55.682645', '37.637434')",1.0407541927654476,0,0,9,16,119,120
"('55.682674', '37.650345')",1.0245040768146554,0,0,11,16,112,127
"('55.682747', '37.489356')",0.7274832719270278,0,2,10,12,76,123
"('55.683239', '37.530939')",1.1413679298795305,0,0,12,15,92,133
"('55.683407', '37.555355')",0.7843901278533267,0,1,6,21,99,135
"('55.6834388', '37.6950682')",0.6090761506407388,0,1,8,21,97,129
"('55.683518', '37.530256')",1.1204064247140546,0,0,12,16,91,134
"('55.683563', '37.67088')",0.8186816872075261,0,1,6,21,103,129
"('55.6836471', '37.6983498')",0.40212623396195085,1,0,9,19,101,124
"('55.68402', '37.656307')",0.869979944729021,0,1,6,19,112,127
"('55.684366', '37.533993')",0.994097874235116,0,1,9,19,97,132
"('55.684396', '37.695519')",0.5707043254214996,0,1,8,21,98,128
"('55.6846329', '37.6990343')",0.3503304456028525,1,0,9,19,101,122
"('55.684772', '37.585404')",0.8655896341672457,0,1,9,17,118,125
"('55.684975', '37.49206')",0.6152524926908846,0,2,11,12,79,125
"('55.685158', '37.68641')",1.1465333308697379,0,0,9,20,102,128
"('55.685234', '37.921005')",1.5647165614290846,0,0,4,8,20,47
"('55.685477', '37.593345')",0.8917467537949976,0,1,9,22,117,126
"('55.686366', '37.582152')",0.6257272501221123,0,1,9,17,121,121
"('55.686504', '37.681038')",1.3155235063136819,0,0,7,19,107,127
"('55.686579', '37.676933')",1.2343406807567483,0,0,7,19,112,123
"('55.686985', '37.589733')",1.0185860736731795,0,0,10,20,116,128
"('55.688862', '37.684416')",1.3616838581274266,0,0,9,19,110,124
"('55.6895027', '37.655056')",0.8383898271388289,0,1,7,24,114,131
"('55.689563', '37.561949')",0.7043969033539503,0,1,7,22,113,132
"('55.689725', '37.854746')",0.5611946832386484,0,1,8,8,46,64
"('55.690258', '37.495583')",0.685095310942003,0,3,9,15,88,121
"('55.6907642', '37.6558984')",0.7019890254637785,0,2,7,23,117,130
"('55.690821', '37.858824')",0.704615285018856,0,2,6,8,45,63
"('55.692024', '37.467509')",0.5974661023398155,0,2,9,15,72,124
"('55.692317', '37.531551')",0.21537252733634593,1,0,12,16,107,130
"('55.692851', '37.562766')",0.8734013074920494,0,1,7,21,118,130
"('55.693145', '37.546525')",0.7556861511863645,0,1,7,21,113,127
"('55.693957', '37.585098')",1.105750424572381,0,0,10,20,122,129
"('55.694096', '37.81723')",1.2540135410556348,0,0,9,10,56,95
"('55.694114', '37.665183')",0.11752689063337181,1,0,9,21,118,131
"('55.69426', '37.457592')",0.5650825703357719,0,2,7,18,63,125
"('55.694322', '37.63676')",0.8538182711557563,0,1,8,22,125,128
"('55.694435', '37.602634')",0.5116578988358749,0,1,9,22,125,125
"('55.695195', '37.530229')",0.34277040014613586,1,0,11,17,107,131
"('55.695246', '37.85073')",0.7562315187029551,0,3,5,11,44,72
"('55.69553', '37.56943')",0.9506233837405956,0,1,8,22,119,133
"('55.695611', '37.47351')",0.5673441490198002,0,2,9,14,78,122
"('55.696037', '37.460421')",0.3112471153077369,2,0,8,16,69,123
"('55.696123', '37.469817')",0.3293616258139869,2,0,8,15,76,121
"('55.696161', '37.476761')",0.7526304769833121,0,4,7,15,79,122
"('55.6968553', '37.6359431')",0.796247758978357,0,1,7,25,123,133
"('55.697179', '37.512577')",0.8728679499155634,0,1,9,19,98,128
"('55.697238', '37.476732')",0.7420633101677807,0,3,8,16,78,123
"('55.69731', '37.473725')",0.5531275908709107,0,2,7,16,77,124
"('55.697453', '37.633976')",0.9080492308672306,0,1,8,26,121,135
"('55.697853', '37.944029')",1.155890294442807,0,0,2,4,22,36
"('55.698208', '37.647504')",0.053951730414968285,1,0,10,23,123,130
"('55.698285', '37.497872')",0.08514942144277951,1,0,12,17,88,127
"('55.698437', '37.942906')",1.0626320640369389,0,0,2,5,21,37
"('55.698477', '37.625999')",1.0443465582250469,0,0,10,25,124,132
"('55.698589', '37.825856')",0.9005907622427679,0,1,8,14,48,95
"('55.69868', '37.92679')",0.483624564405878,1,0,3,6,24,44
"('55.6988237', '37.6385601')",0.616919366632397,0,1,8,28,121,135
"('55.698874', '37.468312')",0.28353073439369925,2,0,8,15,78,119
"('55.69899', '37.928253')",0.44300672180641215,1,0,3,6,24,41
"('55.699287', '37.74525')",1.1374383287445282,0,0,8,25,82,118
"('55.699558', '37.631101')",1.0920452110465217,0,0,9,28,121,135
"('55.699886', '37.500745')",0.2754182257520241,1,0,12,20,92,128
"('55.700104', '37.468034')",0.3786780720347871,2,0,8,15,78,119
"('55.700645', '37.930508')",0.3018395208790515,1,0,3,5,25,40
"('55.7008162', '37.768386')",0.6112059016896472,0,1,10,18,76,109
"('55.700983', '37.493479')",0.4930889683207909,1,1,11,16,91,122
"('55.70108', '37.661356')",0.6760879790046844,0,3,6,29,122,132
"('55.701262', '37.651583')",0.38483898135528305,1,1,8,26,124,130
"('55.70128', '37.642654')",0.4849269127376466,1,0,11,23,126,132
"('55.701516', '37.948898')",1.3219134743317709,0,0,1,4,22,34
"('55.7016804', '37.4925216')",0.591114657116278,0,2,11,16,92,121
"('55.701708', '37.512237')",0.6425890282814576,0,2,9,23,95,130
"('55.701775', '37.663404')",0.674057314933659,0,2,7,28,123,132
"('55.702296', '37.781559')",1.2021428926030426,0,0,9,16,70,108
"('55.702307', '37.515093')",0.5326842477391222,0,1,10,24,99,129
"('55.702312', '37.640633')",0.6562335484805346,0,1,10,24,130,127
"('55.702901', '37.491251')",0.6808375140893732,0,2,9,20,88,125
"('55.702926', '37.67855')",0.5629847317287402,0,1,8,28,112,139
"('55.703022', '37.81619')",0.2830459294332447,1,0,9,13,56,97
"('55.70323', '37.670753')",0.9435681360539107,0,2,7,30,119,132
"('55.703373', '37.943616')",0.9809359087896454,0,1,1,4,24,34
"('55.703599', '37.516463')",0.3861551468838348,1,0,9,25,102,126
"('55.703976', '37.923798')",0.2888081808587311,1,0,3,6,25,43
"('55.704103', '37.565021')",0.7444119002957994,0,1,9,25,118,132
"('55.704413', '37.503352')",0.8029566140823541,0,2,8,25,91,131
"('55.70442', '37.77749')",0.9003615052848121,0,1,12,15,77,105
"('55.704524', '37.615371')",0.7248437240983401,0,1,11,25,132,125
"('55.704981', '37.501618')",0.8317738934646949,0,2,8,24,92,131
"('55.706715', '37.615067')",0.5712165129280661,0,1,12,26,135,122
"('55.707295', '37.456822')",0.932510651656098,0,1,10,15,70,126
"('55.707365', '37.57775')",0.45977110862226817,1,1,9,24,131,122
"('55.707623', '37.768561')",0.40722188705044077,1,0,11,18,79,109
"('55.707745', '37.671875')",0.8709091356821259,0,2,7,31,118,136
"('55.707841', '37.655472')",0.1654762026858443,1,0,12,28,129,125
"('55.708663', '37.590255')",0.33749279453599745,2,0,13,22,144,115
"('55.708785', '37.676807')",0.6166010165218025,0,1,9,29,121,133
"('55.709028', '37.620761')",0.1308258090495151,1,0,13,27,139,120
"('55.70927', '37.61811')",0.2828376583982741,1,0,12,28,140,119
"('55.709424', '37.817735')",0.453768016129384,1,2,7,16,58,97
"('55.709713', '37.679412')",0.5481119836092122,0,2,8,32,119,134
"('55.7100458', '37.6088908')",0.861171993257385,0,2,10,30,133,125
"('55.7100596', '37.3993136')",1.5764553096076412,0,0,3,9,50,97
"('55.710094', '37.65888')",0.4027973935298232,1,0,12,27,130,123
"('55.710106', '37.679943')",0.5592967653919743,0,2,8,32,119,133
"('55.7106908', '37.5980618')",0.8746097544671744,0,2,12,28,137,125
"('55.710692', '37.607448')",0.9062646014736285,0,2,13,28,135,123
"('55.712452', '37.940418')",1.3121113200250518,0,0,2,5,24,36
"('55.7125233', '37.5968509')",0.9303400479372363,0,3,11,28,137,127
"('55.71271', '37.644478')",1.0382631606408905,0,0,15,28,136,123
"('55.712766', '37.528064')",0.9862401572235527,0,1,8,32,111,128
"('55.71304', '37.500944')",1.160377630814914,0,0,11,24,98,133
"('55.7131028', '37.9460569')",1.5992650440277412,0,0,2,4,25,34
"('55.713135', '37.618526')",0.4675557464291088,1,1,14,29,139,123
"('55.713441', '37.721292')",0.827513667845698,0,2,12,25,109,116
"('55.7135459', '37.4365861')",0.9713204329022415,0,1,8,13,63,121
"('55.7137', '37.621838')",0.457678893066978,1,0,13,31,135,127
"('55.713725', '37.520222')",0.7867624874313117,0,1,9,30,105,130
"('55.713796', '37.483939')",0.9444616182377089,0,1,12,17,95,118
"('55.713968', '37.405121')",1.2145416016555368,0,0,4,11,51,106
"('55.7140296', '37.4352823')",1.0440306075850259,0,0,8,12,64,120
"('55.714191', '37.670914')",0.5471422559776065,0,1,10,33,123,134
"('55.714206', '37.505355')",1.0421326430344515,0,0,8,30,94,140
"('55.714546', '37.436319')",0.9735983970152252,0,1,7,14,63,121
"('55.714699', '37.504701')",1.1105932326114363,0,0,7,31,93,141
"('55.71482', '37.750029')",1.287470135986747,0,0,15,20,103,109
"('55.714883', '37.4332517')",1.1643339989691177,0,0,8,13,63,118
"('55.714891', '37.477399')",1.0823000577818738,0,0,15,12,94,115
"('55.7149838', '37.474807')",1.1408940377145487,0,0,15,13,90,120
"('55.715469', '37.521111')",0.9885374178540232,0,1,11,27,111,123
"('55.71548', '37.479034')",1.128127789244377,0,0,15,14,95,115
"('55.715626', '37.410106')",1.2033474189684885,0,0,7,9,56,103
"('55.715839', '37.434361')",1.0966936709647384,0,0,8,13,62,119
"('55.715961', '37.751026')",1.2544805313519964,0,0,17,18,104,108
"('55.7164084', '37.6343347')",1.0582114533909093,0,0,14,36,131,135
"('55.7166', '37.50902')",1.0769901206382968,0,0,7,32,98,135
"('55.716671', '37.751071')",1.1754093084758026,0,0,15,20,102,109
"('55.71675', '37.57678')",0.9477237790804933,0,1,9,32,128,132
"('55.71697', '37.500816')",0.7985240246313897,0,2,7,30,91,142
"('55.717188', '37.619522')",0.7533647712893955,0,2,13,34,133,130
"('55.71729', '37.6213')",0.8587772067827532,0,2,13,36,131,131
"('55.717295', '37.595097')",0.8220317568830029,0,1,12,34,135,127
"('55.7174103', '37.7821036')",0.14478011403201246,1,2,10,21,71,114
"('55.717579', '37.594225')",0.8701003521692516,0,1,12,34,132,130
"('55.717752', '37.4298685')",1.2685686011717912,0,0,7,14,61,116
"('55.7178871', '37.4265829')",1.1446661130246119,0,0,6,14,60,114
"('55.718096', '37.666072')",0.6402206698384331,0,1,16,29,131,125
"('55.7181046', '37.3990861')",0.680957545721691,0,1,3,10,51,102
"('55.718624', '37.637337')",1.1831206632729785,0,0,17,34,136,127
"('55.718633', '37.623214')",0.8867919855274577,0,2,13,37,131,132
"('55.718659', '37.576807')",0.8827665428103095,0,1,10,34,128,131
"('55.71883', '37.477623')",1.2637240523300697,0,0,13,15,93,120
"('55.718884', '37.634678')",1.055468863494957,0,0,17,34,136,129
"('55.719009', '37.414993')",0.8990179757148141,0,1,6,10,56,111
"('55.719054', '37.429007')",1.1205976679960186,0,0,7,14,63,112
"('55.7191524', '37.8311864')",0.9712647501314184,0,2,6,17,51,99
"('55.719395', '37.820908')",0.45973207613298406,2,0,10,13,57,99
"('55.719433', '37.656871')",1.2278547763292522,0,0,16,35,125,133
"('55.71947', '37.694398')",0.24727597286850136,1,1,13,27,119,124
"('55.719585', '37.660656')",0.9949721925981837,0,1,15,32,129,128
"('55.719683', '37.578343')",0.8740830768527729,0,2,11,32,130,130
"('55.720078', '37.90309')",1.2969892405347492,0,0,3,10,27,58
"('55.720121', '37.690686')",0.48812946138035795,1,2,12,28,119,128
"('55.720184', '37.431442')",1.1352007739497396,0,0,8,14,63,118
"('55.7202015', '37.6935129')",0.33929560797581265,1,1,13,26,120,126
"('55.7206172', '37.6935138')",0.36944435908807144,1,1,13,28,118,129
"('55.720717', '37.424947')",0.8209848614423548,0,1,5,13,60,114
"('55.720864', '37.725604')",0.6850417143224222,0,1,12,27,109,117
"('55.720986', '37.46564')",1.0098182366617743,0,0,11,15,84,125
"('55.7210103', '37.6935982')",0.3973038011299146,1,1,13,28,118,130
"('55.721077', '37.62157')",0.6418893669654068,0,3,12,39,127,136
"('55.721255', '37.902931')",1.4260656009160417,0,0,3,9,28,59
"('55.721264', '37.653873')",1.3418433496124444,0,0,21,30,133,127
"('55.721483', '37.62634')",0.57224860389892,0,2,17,36,133,131
"('55.72177', '37.398384')",0.271830626366365,1,0,4,10,52,102
"('55.721807', '37.51361')",1.0172485292628115,0,0,13,24,110,127
"('55.721873', '37.573977')",0.7088937903687985,0,3,9,38,122,139
"('55.722034', '37.47316')",0.8471367913753565,0,1,11,16,89,124
"('55.72214', '37.61857')",0.6274651783690448,0,4,11,47,119,144
"('55.722157', '37.584721')",0.654863407946322,0,1,16,36,130,136
"('55.722233', '37.61309')",0.5004207196887253,0,4,10,43,128,133
"('55.72237', '37.611015')",0.4404907332013486,1,2,12,38,134,127
"('55.722527', '37.613503')",0.5421615550353714,0,4,10,46,125,136
"('55.722565', '37.612667')",0.5129841464594826,0,4,10,45,126,135
"('55.72275', '37.895511')",1.6163355708166613,0,0,2,11,29,60
"('55.7228', '37.868526')",1.5396442249392186,0,0,6,14,37,71
"('55.722857', '37.780176')",0.4764047366438643,1,1,10,18,81,106
"('55.723014', '37.434711')",1.0713303917165375,0,0,8,15,64,125
"('55.723014', '37.62563')",0.3969720735655952,1,1,17,41,128,136
"('55.72303', '37.613747')",0.5951887113452385,0,4,10,48,123,138
"('55.7232502', '37.4704095')",0.7014033793557228,0,1,12,15,89,120
"('55.723252', '37.563521')",0.13380089310945278,2,0,12,35,122,137
"('55.723366', '37.558006')",0.27594517970178123,2,0,12,34,122,135
"('55.723592', '37.527256')",1.49572379178067,0,0,15,22,124,120
"('55.723643', '37.780051')",0.5641527301309386,0,2,9,18,80,107
"('55.723719', '37.452103')",0.886045242136819,0,3,8,18,68,136
"('55.723876', '37.777149')",0.6396729235312311,0,2,9,20,83,105
"('55.724211', '37.580265')",0.3619670969974213,1,0,16,34,134,127
"('55.724271', '37.44691')",0.7172787940468459,0,2,7,19,63,136
"('55.724611', '37.530463')",1.4994557822973156,0,0,17,20,127,119
"('55.724996', '37.41546')",0.2624034305409593,1,0,7,8,59,108
"('55.725143', '37.62175')",0.24699062990429518,2,1,17,43,125,141
"('55.725184', '37.772891')",0.6034510088434799,0,2,15,15,88,102
"('55.725433', '37.432655')",0.9431536917749813,0,3,5,15,62,128
"('55.725478', '37.743345')",0.5921316397990238,0,1,13,26,99,116
"('55.726198', '37.766118')",0.7008377788558694,0,3,14,16,93,107
"('55.7262713', '37.6758841')",0.5907089071463296,0,4,12,37,122,131
"('55.7263668', '37.741592')",0.6766033986034787,0,3,11,28,101,115
"('55.7263761', '37.6769525')",0.5262108151133903,0,4,12,35,124,129
"('55.72662', '37.753174')",0.0871260841681752,1,0,15,21,101,109
"('55.726853', '37.749696')",0.16566886156408037,1,0,14,24,100,111
"('55.726894', '37.574345')",0.3745133866143288,1,1,15,40,124,136
"('55.72729', '37.63783')",0.2782214180756234,1,2,17,41,129,133
"('55.727384', '37.652382')",0.8992147426511862,0,2,17,37,126,134
"('55.727455', '37.45036')",0.4832560771131379,2,0,9,18,72,131
"('55.7278', '37.634047')",0.363192892512188,1,2,17,43,127,139
"('55.727947', '37.630751')",0.405519628140621,1,2,17,44,124,142
"('55.728515', '37.737587')",0.6332008170470034,0,3,11,26,108,109
"('55.728601', '37.527867')",1.0482122726874052,0,0,18,17,132,114
"('55.72923', '37.417724')",0.25759029526345834,1,0,6,10,60,112
"('55.72961', '37.570474')",0.6573797319000367,0,2,14,41,125,133
"('55.729818', '37.762201')",0.4193572453518781,1,2,16,18,98,107
