coords,train_stations_closest_km,train_stations_less500m,train_stations_0.5-1km,train_stations_1-3km,train_stations_3-5km,train_stations_5-10km,train_stations_10-15km
"('55.64905', '37.402866')",14.672098933037356,0,0,0,0,0,1
"('55.655585', '37.490802')",10.837701073584906,0,0,0,0,0,3
"('55.648138', '37.414679')",14.236891874164437,0,0,0,0,0,1
"('55.655899', '37.401123')",14.21732326021848,0,0,0,0,0,1
"('55.652832', '37.406989')",14.190092351095956,0,0,0,0,0,1
"('55.760434', '37.715767')",3.4626740837389365,0,0,0,4,6,4
"('55.766734', '37.727427')",4.198080283311718,0,0,0,5,4,6
"('55.86695', '37.659245')",8.446807185894594,0,0,0,0,3,6
"('55.77224', '37.731136')",3.543828565396479,0,0,0,5,4,6
"('55.8366204', '37.4572201')",9.457798764170843,0,0,0,0,1,6
"('55.825401', '37.455238')",9.018258911745711,0,0,0,0,2,6
"('55.81883', '37.428996')",10.341232439928701,0,0,0,0,0,5
"('55.836721', '37.461625')",9.224995420740008,0,0,0,0,1,6
"('55.823778', '37.452749')",9.096135656554742,0,0,0,0,2,6
"('55.840218', '37.463215')",9.346066253601297,0,0,0,0,1,6
"('55.829866', '37.412379')",11.704129185031794,0,0,0,0,0,4
"('55.827722', '37.42598')",10.821348066805482,0,0,0,0,0,4
"('55.82848', '37.448044')",9.567017986500002,0,0,0,0,1,6
"('55.818139', '37.431594')",10.163945249886693,0,0,0,0,0,7
"('55.821917', '37.438614')",9.861863199104329,0,0,0,0,1,6
"('55.82848', '37.448044')",9.567017986500002,0,0,0,0,1,6
"('55.821917', '37.438614')",9.861863199104329,0,0,0,0,1,6
"('55.825683', '37.413192')",11.507110383435164,0,0,0,0,0,4
"('55.814746', '37.424309')",10.5181308746866,0,0,0,0,0,4
"('55.848357', '37.351195')",16.01962008099974,0,0,0,0,0,0
"('55.809024', '37.475441')",7.2506946333887035,0,0,0,0,3,6
"('55.723521', '37.58694')",2.53327382368649,0,0,1,1,8,2
"('55.770294', '37.636974')",1.2696033181617343,0,0,5,3,7,3
"('55.7628702', '37.6436995')",1.2321681815232188,0,0,4,4,6,4
"('55.76317', '37.64408')",1.2281646058133995,0,0,4,4,6,4
"('55.769367', '37.635593')",1.383963764267343,0,0,5,3,7,3
"('55.76709', '37.639545')",1.2762118217968201,0,0,5,3,7,3
"('55.763234', '37.64295')",1.2930248310130132,0,0,4,4,6,4
"('55.767539', '37.627885')",1.9082032609245771,0,0,5,4,6,4
"('55.759881', '37.642159')",1.2035866729524738,0,0,4,3,7,3
"('55.76697', '37.624886')",2.106723421226762,0,0,6,3,7,3
"('55.7675455', '37.6251245')",2.0712090120894784,0,0,6,3,7,3
"('55.729975', '37.76106')",6.99953623557928,0,0,0,0,6,4
"('55.728221', '37.763971')",7.250161866948183,0,0,0,0,6,4
"('55.7291994', '37.7627259')",7.131535733494965,0,0,0,0,6,4
"('55.724789', '37.744738')",6.404502100224262,0,0,0,0,6,4
"('55.726041', '37.745654')",6.374202532124392,0,0,0,0,6,4
"('55.724723', '37.743067')",6.322689070840957,0,0,0,0,6,4
"('55.816508', '37.466976')",7.984939056870039,0,0,0,0,2,7
"('55.8135405', '37.4701125')",7.700279080439516,0,0,0,0,3,6
"('55.812388', '37.483971')",6.830850099985785,0,0,0,0,4,5
"('55.812934', '37.469296')",7.731202574178123,0,0,0,0,3,6
"('55.819949', '37.465892')",8.174812482115522,0,0,0,0,2,7
"('55.805083', '37.421425')",10.50915816142544,0,0,0,0,0,5
"('55.801617', '37.406155')",11.32745799400154,0,0,0,0,0,4
"('55.795388', '37.405157')",11.241594831649557,0,0,0,0,0,4
"('55.80963', '37.414276')",11.031947078885521,0,0,0,0,0,4
"('55.78426', '37.475513')",6.688905991063271,0,0,0,0,4,5
"('55.799446', '37.39214')",12.130155113639526,0,0,0,0,0,3
"('55.803231', '37.347476')",14.958873994525893,0,0,0,0,0,1
"('55.81784', '37.397907')",12.208611872572721,0,0,0,0,0,4
"('55.815662', '37.400227')",12.01666542221511,0,0,0,0,0,4
"('55.797386', '37.3934201')",12.006215826571866,0,0,0,0,0,3
"('55.802185', '37.40648')",11.32316585294712,0,0,0,0,0,4
"('55.804273', '37.396793')",11.969496244082329,0,0,0,0,0,4
"('55.80244', '37.41213')",10.987503809310152,0,0,0,0,0,4
"('55.806813', '37.423482')",10.415896034439434,0,0,0,0,0,5
"('55.809762', '37.392302')",12.397323201605905,0,0,0,0,0,3
"('55.747417', '37.557384')",0.7412197751225278,0,1,0,2,7,3
"('55.748645', '37.558571')",0.7885320689381841,0,1,0,2,7,3
"('55.74366', '37.539894')",1.6622316592502886,0,0,1,1,8,2
"('55.746922', '37.556864')",0.732834691585163,0,1,0,2,7,3
"('55.772518', '37.6207122')",2.200487899491899,0,0,5,4,6,4
"('55.772902', '37.628586')",1.709421425846757,0,0,6,2,8,2
"('55.769251', '37.628451')",1.81596240998649,0,0,5,4,6,4
"('55.780097', '37.630814')",1.3944584103187903,0,0,4,3,7,3
"('55.77665', '37.624454')",1.8459225455859067,0,0,5,2,8,2
"('55.771418', '37.629358')",1.7114100637340492,0,0,5,3,7,3
"('55.774527', '37.622962')",2.0245257577911153,0,0,5,3,7,3
"('55.82848', '37.448044')",9.567017986500002,0,0,0,0,1,6
"('55.83956', '37.46449')",9.239170176646414,0,0,0,0,1,6
"('55.8565101', '37.4045102')",13.426276094715387,0,0,0,0,0,2
"('55.854267', '37.42968')",11.96098218947819,0,0,0,0,0,3
"('55.864015', '37.431873')",12.489493654142008,0,0,0,0,0,3
"('55.862257', '37.44753')",11.60796219395399,0,0,0,0,0,3
"('55.843389', '37.431962')",11.206336910975624,0,0,0,0,0,4
"('55.8530817', '37.4424994')",11.225677537606641,0,0,0,0,0,4
"('55.865696', '37.444107')",12.020760898477048,0,0,0,0,0,3
"('55.85105', '37.434514')",11.510799606432196,0,0,0,0,0,4
"('55.863379', '37.430714')",12.502922034007543,0,0,0,0,0,3
"('55.850555', '37.415263')",12.509700529206517,0,0,0,0,0,2
"('55.846962', '37.426267')",11.712775324221482,0,0,0,0,0,4
"('55.860382', '37.417896')",12.953939069921013,0,0,0,0,0,2
"('55.84447', '37.44994')",10.30147123196693,0,0,0,0,0,5
"('55.627615', '37.518389')",13.204640512164781,0,0,0,0,0,2
"('55.630589', '37.484128')",13.549905339351223,0,0,0,0,0,2
"('55.622395', '37.48818')",14.307975253976453,0,0,0,0,0,1
"('55.61875', '37.491143')",14.628487677473965,0,0,0,0,0,1
"('55.627361', '37.478628')",14.015387671655848,0,0,0,0,0,1
"('55.619594', '37.499031')",14.385806482908132,0,0,0,0,0,1
"('55.619147', '37.497872')",14.454939193850599,0,0,0,0,0,1
"('55.630162', '37.521551')",12.883763164100165,0,0,0,0,0,2
"('55.623265', '37.489976')",14.178360798849473,0,0,0,0,0,1
"('55.624466', '37.489524')",14.062346611196382,0,0,0,0,0,1
"('55.619802', '37.497764')",14.387368422449107,0,0,0,0,0,1
"('55.573973', '37.488943')",19.447803942494303,0,0,0,0,0,0
"('55.613636', '37.493004')",15.132373861515811,0,0,0,0,0,0
"('55.633617', '37.483095')",13.264352579591737,0,0,0,0,0,2
"('55.740649', '37.64145')",1.220145770109386,0,0,2,4,6,4
"('55.758818', '37.592366')",2.1287420966459027,0,0,2,7,2,8
"('55.762839', '37.606586')",2.2282097242629266,0,0,1,8,2,8
"('55.713025', '37.751367')",7.270126248742738,0,0,0,0,6,4
"('55.714054', '37.730104')",5.953571315698022,0,0,0,0,6,4
"('55.711823', '37.733949')",6.259813772253093,0,0,0,0,5,5
"('55.721786', '37.736179')",6.136981483214066,0,0,0,0,6,4
"('55.715576', '37.730697')",5.941885796066108,0,0,0,0,6,4
"('55.714125', '37.733132')",6.133479377892359,0,0,0,0,6,4
"('55.81551', '37.584118')",2.368162770800384,0,0,1,2,6,4
"('55.847861', '37.650055')",6.25126646883731,0,0,0,0,7,3
"('55.799502', '37.611437')",1.5349544871426744,0,0,2,4,6,4
"('55.760915', '37.554861')",2.1123388831360224,0,0,2,1,8,2
"('55.757996', '37.542652')",2.229366709674837,0,0,1,2,7,3
"('55.761282', '37.513422')",3.89197758756819,0,0,0,2,7,2
"('55.760996', '37.513628')",3.864419404953893,0,0,0,2,7,2
"('55.759886', '37.519027')",3.510983094189739,0,0,0,2,7,2
"('55.757996', '37.542652')",2.229366709674837,0,0,1,2,7,3
"('55.755302', '37.52503')",2.92930370667425,0,0,1,1,8,2
"('55.7578', '37.540138')",2.3222094866950913,0,0,1,1,8,2
"('55.758156', '37.519592')",3.38144707227031,0,0,0,2,7,2
"('55.7628769', '37.5427501')",2.6554863147842265,0,0,2,1,8,2
"('55.76156', '37.54907')",2.3256668861189995,0,0,2,1,8,2
"('55.763416', '37.547028')",2.5682999984793926,0,0,2,1,8,2
"('55.760082', '37.53666')",2.6563329681604397,0,0,1,2,7,3
"('55.757409', '37.542186')",2.201190761681367,0,0,1,1,8,2
"('55.760494', '37.518551')",3.572567874736315,0,0,0,2,7,2
"('55.764059', '37.512914')",4.0875852753368,0,0,0,2,7,2
"('55.761282', '37.513422')",3.89197758756819,0,0,0,2,7,2
"('55.760996', '37.513628')",3.864419404953893,0,0,0,2,7,2
"('55.758553', '37.52044')",3.3577718713595854,0,0,0,2,7,2
"('55.761282', '37.513422')",3.89197758756819,0,0,0,2,7,2
"('55.761282', '37.513422')",3.89197758756819,0,0,0,2,7,2
"('55.821371', '37.587946')",3.007596366681807,0,0,0,3,5,5
"('55.81563', '37.585133')",2.3756362034355303,0,0,1,2,6,4
"('55.821441', '37.582763')",3.0338200804346265,0,0,0,3,5,5
"('55.81821', '37.587964')",2.655653413199723,0,0,1,2,6,4
"('55.824106', '37.570357')",3.493737351794377,0,0,0,1,7,3
"('55.824299', '37.566252')",3.6038297523208342,0,0,0,1,7,3
"('55.821371', '37.587946')",3.007596366681807,0,0,0,3,5,5
"('55.82562', '37.577267')",3.546193149660316,0,0,0,1,7,3
"('55.56925', '37.286426')",26.172550707125875,0,0,0,0,0,0
"('55.73943', '37.638313')",1.0811793203452187,0,0,2,4,6,4
"('55.736959', '37.61556')",1.7068443393239832,0,0,1,4,5,5
"('55.746204', '37.636436')",1.8429515405206207,0,0,2,5,5,5
"('55.738292', '37.625972')",1.2773059221589982,0,0,1,5,4,6
"('55.86425', '37.429108')",12.641837801677807,0,0,0,0,0,2
"('55.854047', '37.420491')",12.430096370785495,0,0,0,0,0,3
"('55.83845', '37.388511')",13.43990696248682,0,0,0,0,0,2
"('55.861489', '37.417544')",13.0422247156499,0,0,0,0,0,2
"('55.845688', '37.42669')",11.619546094798212,0,0,0,0,0,4
"('55.825683', '37.413192')",11.507110383435164,0,0,0,0,0,4
"('55.85337', '37.409648')",12.971219001424824,0,0,0,0,0,2
"('55.840791', '37.379043')",14.087289312284978,0,0,0,0,0,2
"('55.84869', '37.436203')",11.279588220164099,0,0,0,0,0,4
"('55.85434', '37.432034')",11.843375150167471,0,0,0,0,0,4
"('55.631686', '37.472414')",13.737422939472859,0,0,0,0,0,1
"('55.65069', '37.468346')",11.990889582948961,0,0,0,0,0,2
"('55.65055', '37.489014')",11.39189620225046,0,0,0,0,0,2
"('55.655447', '37.487829')",10.934626563476145,0,0,0,0,0,3
"('55.632586', '37.476752')",13.531128866684098,0,0,0,0,0,2
"('55.655447', '37.487829')",10.934626563476145,0,0,0,0,0,3
"('55.644145', '37.473492')",12.467013425051121,0,0,0,0,0,2
"('55.656428', '37.481576')",11.02190057077775,0,0,0,0,0,3
"('55.651978', '37.486005')",11.331355051429085,0,0,0,0,0,2
"('55.647163', '37.468192')",12.334387085258872,0,0,0,0,0,2
"('55.646406', '37.482592')",11.982794770869663,0,0,0,0,0,2
"('55.644145', '37.473492')",12.467013425051121,0,0,0,0,0,2
"('55.632753', '37.474004')",13.587191579631694,0,0,0,0,0,1
"('55.64541', '37.481873')",12.102304514796701,0,0,0,0,0,2
"('55.645131', '37.487892')",11.969327093054185,0,0,0,0,0,2
"('55.654041', '37.489931')",11.01628895596223,0,0,0,0,0,3
"('55.644145', '37.473492')",12.467013425051121,0,0,0,0,0,2
"('55.713654', '37.607655')",2.6873132927422687,0,0,1,1,8,2
"('55.71019', '37.6180324')",2.562214465040138,0,0,1,1,8,2
"('55.844395', '37.449093')",10.341648818663515,0,0,0,0,0,5
"('55.821917', '37.438614')",9.861863199104329,0,0,0,0,1,6
"('55.814746', '37.424309')",10.5181308746866,0,0,0,0,0,4
"('55.821917', '37.438614')",9.861863199104329,0,0,0,0,1,6
"('55.7212377', '37.6943255')",3.5707702588736465,0,0,0,2,7,3
"('55.71954', '37.690896')",3.4215776468255545,0,0,0,2,7,3
"('55.7212377', '37.6943255')",3.5707702588736465,0,0,0,2,7,3
"('55.769271', '37.56582')",1.2905466106459407,0,0,2,2,7,3
"('55.775454', '37.5577')",1.490356307870119,0,0,2,1,8,2
"('55.775454', '37.5577')",1.490356307870119,0,0,2,1,8,2
"('55.770622', '37.560394')",1.4868954953905367,0,0,1,2,7,3
"('55.764236', '37.54028')",2.8679172875901666,0,0,2,1,8,2
"('55.770306', '37.56461')",1.2792921176222136,0,0,1,3,6,4
"('55.774796', '37.556316')",1.585866265844118,0,0,2,1,8,2
"('55.766329', '37.557861')",1.8840601809110444,0,0,2,1,8,2
"('55.76246', '37.567554')",1.8243033791411942,0,0,2,1,8,2
"('55.770573', '37.562954')",1.3500065549278566,0,0,1,2,7,3
"('55.820855', '37.632772')",3.148002920619079,0,0,0,2,7,3
"('55.797701', '37.610754')",1.4694228433300536,0,0,3,3,7,3
"('55.601284', '37.586166')",14.691141319778263,0,0,0,0,0,1
"('55.608709', '37.590012')",13.831055547057131,0,0,0,0,0,1
"('55.544494', '37.545527')",21.457616451252854,0,0,0,0,0,0
"('55.524355', '37.513961')",24.196376095575253,0,0,0,0,0,0
"('55.532966', '37.527265')",23.021134080415774,0,0,0,0,0,0
"('55.535061', '37.5418826')",22.53069148752234,0,0,0,0,0,0
"('55.547056', '37.545968')",21.175798836265955,0,0,0,0,0,0
"('55.549261', '37.545402')",20.95012436224834,0,0,0,0,0,0
"('55.703261', '37.947838')",16.770990101705657,0,0,0,0,0,0
"('55.709491', '37.9426752')",16.07166569195939,0,0,0,0,0,0
"('55.7254379', '37.8614816')",11.20137713591318,0,0,0,0,0,6
"('55.708455', '37.925838')",15.358710693852473,0,0,0,0,0,0
"('55.830407', '37.580104')",4.044747697578185,0,0,0,1,7,3
"('55.81563', '37.585133')",2.3756362034355303,0,0,1,2,6,4
"('55.817405', '37.573034')",2.734180623139458,0,0,1,2,6,4
"('55.847295', '37.638521')",6.10306938061818,0,0,0,0,7,3
"('55.851677', '37.633286')",6.579810469909921,0,0,0,0,7,3
"('55.87275', '37.712568')",8.092257725352528,0,0,0,0,1,7
"('55.566445', '37.568129')",18.728435466214968,0,0,0,0,0,0
"('55.565493', '37.56777')",18.836765388850754,0,0,0,0,0,0
"('55.565646', '37.564123')",18.87666452324734,0,0,0,0,0,0
"('55.546287', '37.555598')",21.098020714867296,0,0,0,0,0,0
"('55.552408', '37.552157')",20.49598732627407,0,0,0,0,0,0
"('55.561232', '37.586176')",19.05969355751873,0,0,0,0,0,0
"('55.554975', '37.507205')",21.166899190681406,0,0,0,0,0,0
"('55.554975', '37.507205')",21.166899190681406,0,0,0,0,0,0
"('55.537792', '37.57569')",21.745917364475456,0,0,0,0,0,0
"('55.684654', '37.531586')",6.86207494195686,0,0,0,0,2,7
"('55.699314', '37.511239')",5.977890447446322,0,0,0,0,3,6
"('55.684777', '37.524597')",7.001583848970664,0,0,0,0,2,7
"('55.685806', '37.8624')",14.839555120866866,0,0,0,0,0,3
"('55.687756', '37.8636')",14.739937273273789,0,0,0,0,0,3
"('55.72161', '37.8988')",13.1176249286945,0,0,0,0,0,1
"('55.86932', '37.500324')",9.99527873213166,0,0,0,0,1,6
"('55.717424', '37.496474')",5.237146198750777,0,0,0,0,3,6
"('55.73407', '37.490883')",4.8447527592358535,0,0,0,1,3,6
"('55.618878', '37.4144')",16.809989478799984,0,0,0,0,0,0
"('55.7553539', '37.5108763')",3.7413715031435473,0,0,0,1,8,1
"('55.747288', '37.514957')",3.2608261027027754,0,0,0,1,8,1
"('55.763697', '37.509925')",4.220925338017317,0,0,0,2,7,2
"('55.766567', '37.48703')",5.6244569455212075,0,0,0,0,4,5
"('55.967992', '37.150575')",33.518326271393455,0,0,0,0,0,0
"('55.825189', '37.564284')",3.7431471059453307,0,0,0,1,7,3
"('55.731627', '37.581227')",1.5813909965730086,0,0,1,1,8,2
"('55.87241', '37.484568')",10.844273181889417,0,0,0,0,0,3
"('55.865013', '37.474264')",10.619106837118473,0,0,0,0,0,4
"('55.871147', '37.48042')",10.891054047200322,0,0,0,0,0,3
"('55.8675884', '37.4829033')",10.484540725154387,0,0,0,0,0,6
"('55.872577', '37.488422')",10.716663291530542,0,0,0,0,0,4
"('55.860827', '37.469728')",10.47816243144144,0,0,0,0,0,5
"('55.778282', '37.517597')",4.001133112603116,0,0,0,3,6,4
"('55.780279', '37.516602')",4.077935582750704,0,0,0,2,7,3
"('55.767638', '37.50186')",4.885222801684187,0,0,0,1,7,2
"('55.776537', '37.540928')",2.5344792845367277,0,0,1,2,7,3
"('55.776537', '37.540928')",2.5344792845367277,0,0,1,2,7,3
"('55.775682', '37.538539')",2.6875000032801255,0,0,1,2,7,3
"('55.77996', '37.526744')",3.441070539749496,0,0,0,3,6,4
"('55.780168', '37.531307')",3.1588667300311495,0,0,0,3,6,4
"('55.776537', '37.540928')",2.5344792845367277,0,0,1,2,7,3
"('55.774598', '37.54595')",2.233753481939832,0,0,1,2,7,3
"('55.781927', '37.46363')",7.405497477953423,0,0,0,0,3,6
"('55.76317', '37.508592')",4.260334869483366,0,0,0,2,7,2
"('55.762136', '37.511105')",4.065666608607262,0,0,0,2,7,2
"('55.767638', '37.50186')",4.885222801684187,0,0,0,1,7,2
"('55.763697', '37.509925')",4.220925338017317,0,0,0,2,7,2
"('55.781927', '37.46363')",7.405497477953423,0,0,0,0,3,6
"('55.762136', '37.511105')",4.065666608607262,0,0,0,2,7,2
"('55.763265', '37.514994')",3.9299187916251244,0,0,0,2,7,2
"('55.763697', '37.509925')",4.220925338017317,0,0,0,2,7,2
"('55.761421', '37.512865')",3.929893578881906,0,0,0,2,7,2
"('55.637434', '37.680194')",10.590859481695826,0,0,0,0,0,3
"('55.77633', '37.630726')",1.523897746797472,0,0,5,2,8,2
"('55.770532', '37.629736')",1.7047437174525661,0,0,5,3,7,3
"('55.779975', '37.615722')",1.7582362992602905,0,0,6,1,9,1
"('55.777454', '37.616173')",1.9745900685938036,0,0,6,2,8,2
"('55.788442', '37.557578')",1.9674056533944386,0,0,2,1,8,2
"('55.797413', '37.52334')",4.075423369110394,0,0,0,2,6,4
"('55.793864', '37.541001')",2.9541315922516,0,0,1,1,8,2
"('55.778026', '37.540147')",2.586203167377855,0,0,1,2,7,3
"('55.801632', '37.767635')",1.282608912913456,0,0,1,0,6,4
"('55.805252', '37.773126')",1.6448160733951407,0,0,1,0,6,4
"('55.807419', '37.7761972')",1.8867193254752335,0,0,1,0,6,4
"('55.802847', '37.728658')",1.1676925678951913,0,0,1,0,9,1
"('55.623778', '37.590865')",12.18859444399124,0,0,0,0,0,2
"('55.644596', '37.602077')",9.768314647188937,0,0,0,0,1,4
"('55.63721', '37.606773')",10.506372015541277,0,0,0,0,0,3
"('55.7658', '37.60274')",1.8259721942003997,0,0,1,8,2,8
"('55.76526', '37.607567')",2.095936708593773,0,0,1,8,2,8
"('55.769733', '37.604034')",1.633718772440403,0,0,2,7,3,7
"('55.776112', '37.692765')",2.224157939919031,0,0,4,2,8,2
"('55.745544', '37.75461')",6.0354582447747545,0,0,0,0,7,3
"('55.721523', '37.62298')",1.3854088548781651,0,0,1,2,7,3
"('55.764493', '37.511489')",4.188625027339596,0,0,0,2,7,2
"('55.761421', '37.512865')",3.929893578881906,0,0,0,2,7,2
"('55.764493', '37.511489')",4.188625027339596,0,0,0,2,7,2
"('55.767638', '37.50186')",4.885222801684187,0,0,0,1,7,2
"('55.765711', '37.480436')",5.953200269039997,0,0,0,0,3,6
"('55.764493', '37.511489')",4.188625027339596,0,0,0,2,7,2
"('55.762666', '37.51291')",4.001252833609173,0,0,0,2,7,2
"('55.763265', '37.514994')",3.9299187916251244,0,0,0,2,7,2
"('55.762666', '37.51291')",4.001252833609173,0,0,0,2,7,2
"('55.761282', '37.513422')",3.89197758756819,0,0,0,2,7,2
"('55.618471', '37.723124')",13.458771235163708,0,0,0,0,0,1
"('55.62146', '37.741')",13.641702453333794,0,0,0,0,0,1
"('55.6203272', '37.7387044')",13.686889245286604,0,0,0,0,0,1
"('55.618268', '37.742196')",13.991459280290286,0,0,0,0,0,1
"('55.610321', '37.752895')",15.088593093314424,0,0,0,0,0,0
"('55.615476', '37.743274')",14.298858834527893,0,0,0,0,0,1
"('55.75946', '37.777428')",5.1769947880944,0,0,0,0,7,3
"('55.76799', '37.837437')",6.853200639664318,0,0,0,0,1,6
"('55.829502', '37.82185')",5.543545473409674,0,0,0,0,1,5
"('55.802103', '37.814483')",4.215101481217659,0,0,0,1,0,9
"('55.85973', '37.6653')",7.752046870381172,0,0,0,0,6,4
"('55.518265', '37.572701')",23.91841057992526,0,0,0,0,0,0
"('55.828674', '37.361018')",14.74029460776361,0,0,0,0,0,2
"('55.774406', '37.708931')",3.2478836365151293,0,0,0,5,5,5
"('55.787513', '37.706766')",3.054779745442312,0,0,0,6,3,7
"('55.780834', '37.692688')",2.264988143219051,0,0,3,3,7,3
"('55.774603', '37.696489')",2.4681377165144234,0,0,4,2,8,2
"('55.7814011', '37.7250089')",2.7562691426555244,0,0,1,4,5,5
"('55.788819', '37.698358')",2.9049624062795534,0,0,1,5,5,5
"('55.774406', '37.708931')",3.2478836365151293,0,0,0,5,5,5
"('55.774887', '37.707783')",3.172161701157433,0,0,0,5,5,5
"('55.772861', '37.710287')",3.350465880819253,0,0,0,5,5,5
"('55.773388', '37.708965')",3.260991099747651,0,0,0,5,5,5
"('55.780294', '37.705535')",3.0504000665061217,0,0,0,6,4,6
"('55.780319', '37.699211')",2.657889502679514,0,0,3,3,7,3
"('55.776112', '37.692765')",2.224157939919031,0,0,4,2,8,2
"('55.78202', '37.726655')",2.6450857204555307,0,0,1,4,5,5
"('55.77309', '37.706074')",3.0849947610708974,0,0,0,5,5,5
"('55.774603', '37.696489')",2.4681377165144234,0,0,4,2,8,2
"('55.708225', '37.819244')",11.362223312932672,0,0,0,0,0,6
"('55.703641', '37.790934')",9.949270298537101,0,0,0,0,1,7
"('55.695625', '37.821663')",12.061587043318205,0,0,0,0,0,6
"('55.70041', '37.809479')",11.169460840100179,0,0,0,0,0,6
"('55.712409', '37.803657')",10.27957975498472,0,0,0,0,0,7
"('55.704002', '37.813073')",11.266099353247697,0,0,0,0,0,6
"('55.67559', '37.465694')",9.822961674446237,0,0,0,0,1,2
"('55.663004', '37.475881')",10.575016986201812,0,0,0,0,0,3
"('55.675103', '37.499516')",8.656041215883345,0,0,0,0,1,6
"('55.643033', '37.475468')",12.51936542567445,0,0,0,0,0,2
"('55.664538', '37.473483')",10.51432560517355,0,0,0,0,0,3
"('55.661328', '37.468308')",10.992584528409743,0,0,0,0,0,3
"('55.663004', '37.475881')",10.575016986201812,0,0,0,0,0,3
"('55.667493', '37.493156')",9.591279073793059,0,0,0,0,1,3
"('55.67558', '37.475612')",9.434369749545153,0,0,0,0,1,4
"('55.665492', '37.498743')",9.627270717151022,0,0,0,0,1,3
"('55.667126', '37.495132')",9.568415798731621,0,0,0,0,1,3
"('55.608139', '37.58597')",13.952145923679673,0,0,0,0,0,1
"('55.61545', '37.587723')",13.135867605139097,0,0,0,0,0,2
"('55.884292', '37.540147')",10.453968161467973,0,0,0,0,0,6
"('55.881177', '37.5349')",10.22467232273005,0,0,0,0,0,6
"('53.9448795', '32.8480138')",2839.9054695642412,0,0,0,0,0,0
"('55.474465', '37.527561')",2425.439536603091,0,0,0,0,0,0
"('55.495937', '37.519247')",2427.1402037751054,0,0,0,0,0,0
"('55.496659', '37.515407')",2427.547052404339,0,0,0,0,0,0
"('55.497256', '37.519036')",2427.215254123747,0,0,0,0,0,0
"('55.498654', '36.9174438')",2486.532432683288,0,0,0,0,0,0
"('55.504986', '37.534794')",25.878919293151963,0,0,0,0,0,0
"('55.508542', '37.581629')",24.89618957333764,0,0,0,0,0,0
"('55.520161', '37.212217')",33.36852495417673,0,0,0,0,0,0
"('55.532666', '37.521408')",23.168747679505163,0,0,0,0,0,0
"('55.53827', '37.51017')",22.82159119459231,0,0,0,0,0,0
"('55.539732', '37.581271')",21.47082017784953,0,0,0,0,0,0
"('55.540928', '37.57667')",21.391354711615598,0,0,0,0,0,0
"('55.541504', '37.57544')",21.342846825775368,0,0,0,0,0,0
"('55.54193', '37.560745')",21.490899189824667,0,0,0,0,0,0
"('55.543516', '37.511544')",22.245301338423953,0,0,0,0,0,0
"('55.5437', '37.483508')",22.802680723330973,0,0,0,0,0,0
"('55.544255', '37.52324')",21.911549471048165,0,0,0,0,0,0
"('55.54753', '37.323517')",26.603734846324564,0,0,0,0,0,0
"('55.547712', '37.487459')",22.311332127332058,0,0,0,0,0,0
"('55.5479124', '37.5569644')",20.90128025664049,0,0,0,0,0,0
"('55.548665', '37.48685')",22.216499041673178,0,0,0,0,0,0
"('55.548894', '37.53835')",21.11903533422654,0,0,0,0,0,0
"('55.549144', '37.525836')",21.343769382713074,0,0,0,0,0,0
"('55.54921', '37.556559')",20.767773127784448,0,0,0,0,0,0
"('55.549725', '37.489455')",22.064957886758354,0,0,0,0,0,0
"('55.551843', '37.503953')",21.568245069298275,0,0,0,0,0,0
"('55.5525622', '37.3350953')",25.727230451061132,0,0,0,0,0,0
"('55.5529937', '37.464911')",22.105929770376655,0,0,0,0,0,0
"('55.554236', '37.465838')",21.95663407763296,0,0,0,0,0,0
"('55.555184', '37.554008')",20.166950750746917,0,0,0,0,0,0
"('55.565136', '37.576405')",18.75265722174642,0,0,0,0,0,0
"('55.569016', '37.48614')",20.026391687543104,0,0,0,0,0,0
"('55.569138', '37.489257')",19.96465780516777,0,0,0,0,0,0
"('55.57462', '37.469227')",19.72662819895646,0,0,0,0,0,0
"('55.577566', '37.48269')",19.165097468871576,0,0,0,0,0,0
"('55.5782812', '37.4827046')",19.088280659392964,0,0,0,0,0,0
"('55.585067', '37.602067')",16.279351406546272,0,0,0,0,0,0
"('55.587056', '37.610538')",15.990679365020661,0,0,0,0,0,0
"('55.587285', '37.456981')",18.661097508773814,0,0,0,0,0,0
"('55.588412', '37.164133')",30.613360354811842,0,0,0,0,0,0
"('55.588533', '37.171806')",30.207648886724602,0,0,0,0,0,0
"('55.588649', '37.604448')",15.863292977366648,0,0,0,0,0,0
"('55.589096', '37.171143')",30.206183937257478,0,0,0,0,0,0
"('55.589198', '37.602714')",15.81838525174257,0,0,0,0,0,0
"('55.590343', '37.606334')",15.660264732216596,0,0,0,0,0,0
"('55.59126', '37.444499')",18.560778158540327,0,0,0,0,0,0
"('55.591498', '37.447295')",18.464560408095274,0,0,0,0,0,0
"('55.591599', '37.42916')",18.94625473370684,0,0,0,0,0,0
"('55.593245', '37.425689')",18.8846021539745,0,0,0,0,0,0
"('55.593735', '37.596184')",15.386399467468097,0,0,0,0,0,0
"('55.594102', '37.664976')",15.186402734530494,0,0,0,0,0,0
"('55.598405', '37.519476')",16.375355472536178,0,0,0,0,0,0
"('55.600893', '37.724077')",15.300509777373687,0,0,0,0,0,0
"('55.601004', '37.717178')",15.143306797478349,0,0,0,0,0,0
"('55.602312', '37.415613')",18.3186145423341,0,0,0,0,0,0
