coords,eco_boiler_closest_km,eco_boiler_less500m,eco_boiler_0.5-1km,eco_boiler_1-3km,eco_boiler_3-5km,eco_boiler_5-10km,eco_boiler_10-15km
"('55.8124948', '37.7391276')",11.35202381525627,0,0,0,0,0,2
"('55.816895', '37.727625')",10.898262718973562,0,0,0,0,0,2
"('55.81708', '37.746151')",11.958203700169861,0,0,0,0,0,2
"('55.8108798', '37.7423865')",11.474417296108529,0,0,0,0,0,2
"('55.817192', '37.744')",11.840262180899625,0,0,0,0,0,2
"('55.825856', '37.750191')",12.611490879906768,0,0,0,0,0,2
"('55.8027', '37.722037')",9.962014429794706,0,0,0,0,1,1
"('55.82958', '37.758022')",13.239175306559943,0,0,0,0,0,2
"('55.808308', '37.72192')",10.176879847917263,0,0,0,0,0,2
"('55.8056', '37.716145')",9.728055669664634,0,0,0,0,1,1
"('55.8090879', '37.7232228')",10.285659519646675,0,0,0,0,0,2
"('55.8115699', '37.7407137')",11.40517427634161,0,0,0,0,0,2
"('55.806361', '37.728571')",10.48565536861881,0,0,0,0,0,2
"('55.818048', '37.74628')",12.009779685356769,0,0,0,0,0,2
"('55.808118', '37.727445')",10.490052602841864,0,0,0,0,0,2
"('55.812509', '37.722046')",10.371754294846344,0,0,0,0,0,2
"('55.8108078', '37.7407356')",11.375118257852787,0,0,0,0,0,2
"('55.81917', '37.751152')",12.339506407186947,0,0,0,0,0,2
"('55.810364', '37.717492')",10.012805095377082,0,0,0,0,0,2
"('55.811457', '37.730832')",10.827767125362659,0,0,0,0,0,2
"('55.81386', '37.72493')",10.599185799100669,0,0,0,0,0,2
"('55.822321', '37.760818')",13.036349292106555,0,0,0,0,0,2
"('55.81964', '37.724712')",10.876301285167568,0,0,0,0,0,2
"('55.800944', '37.705338')",8.90995977863661,0,0,0,0,1,1
"('55.8118593', '37.7416374')",11.470923904049009,0,0,0,0,0,2
"('55.8180948', '37.7528486')",12.38791388889558,0,0,0,0,0,2
"('55.80042', '37.710049')",9.168549621800366,0,0,0,0,1,1
"('55.789269', '37.663809')",6.025283959256896,0,0,0,0,1,2
"('55.807769', '37.764636')",11.729484470657448,0,0,0,0,0,2
"('55.81335', '37.70311')",9.35197378692763,0,0,0,0,1,1
"('55.805187', '37.71283')",9.51793924792701,0,0,0,0,1,1
"('55.813661', '37.740107')",11.45891280221405,0,0,0,0,0,2
"('55.822', '37.759235')",12.93127106593214,0,0,0,0,0,2
"('55.803085', '37.712975')",9.441873995488463,0,0,0,0,1,1
"('55.80608', '37.712128')",9.514697637338518,0,0,0,0,1,1
"('55.504208', '37.539043')",14.367880627685647,0,0,0,0,0,1
"('55.503204', '37.53685')",14.53369385635603,0,0,0,0,0,1
"('55.507973', '37.584308')",12.793443923183164,0,0,0,0,0,1
"('55.495765', '37.52068')",2416.8682724358146,0,0,0,0,0,0
"('55.568736', '37.489805')",11.504533941338448,0,0,0,0,0,1
"('55.542986', '37.47872')",13.630818020571205,0,0,0,0,0,1
"('55.475169', '37.525208')",2415.5811582902966,0,0,0,0,0,0
"('55.50213', '37.32641')",24.148752850317074,0,0,0,0,0,0
"('55.569138', '37.489257')",11.514669887455065,0,0,0,0,0,1
"('55.49493', '37.515874')",2417.307141498168,0,0,0,0,0,0
"('55.504517', '37.536823')",14.407988250032023,0,0,0,0,0,1
"('55.503971', '37.592716')",13.053296884222767,0,0,0,0,0,1
"('55.474465', '37.527561')",2415.3207994804434,0,0,0,0,0,0
"('55.504374', '37.586778')",13.122509766936693,0,0,0,0,0,1
"('55.4772347', '37.528589')",2415.3327457638447,0,0,0,0,0,0
"('55.540822', '37.45504')",14.987629339239511,0,0,0,0,0,1
"('55.548665', '37.48685')",12.842416418932606,0,0,0,0,0,1
"('55.545375', '37.523824')",11.292633256902544,0,0,0,0,0,1
"('55.543274', '37.459843')",14.58351382595625,0,0,0,0,0,1
"('55.540266', '37.458732')",14.830773377333202,0,0,0,0,0,1
"('55.524355', '37.51167')",13.526910005880673,0,0,0,0,0,1
"('55.546812', '37.493955')",12.608110633096745,0,0,0,0,0,1
"('55.503721', '37.589778')",13.133988672719747,0,0,0,0,0,1
"('55.520762', '37.351222')",21.74186437799501,0,0,0,0,0,0
"('55.508524', '37.339337')",23.079762895778302,0,0,0,0,0,0
"('55.536545', '37.506763')",12.750045673137915,0,0,0,0,0,1
"('55.526093', '37.510745')",13.419496451488486,0,0,0,0,0,1
"('55.502666', '37.53829')",14.540700054137313,0,0,0,0,0,1
"('55.500392', '37.521677')",15.297676421339997,0,0,0,0,0,0
"('55.500596', '37.519207')",15.36280820548752,0,0,0,0,0,0
"('55.568471', '37.486867')",11.68271466081091,0,0,0,0,0,1
"('55.5346857', '37.5009365')",13.158486011502905,0,0,0,0,0,1
"('55.543582', '37.49709')",12.679610856444032,0,0,0,0,0,1
"('55.541206', '37.48661')",13.359132823584178,0,0,0,0,0,1
"('55.532675', '37.38292')",19.347480962958635,0,0,0,0,0,0
"('55.631742', '37.666261')",1.943012823964963,0,0,1,0,1,0
"('55.5529937', '37.464911')",13.732259988780767,0,0,0,0,0,1
"('55.468576', '37.28851')",2438.6336596357264,0,0,0,0,0,0
"('55.540475', '37.492644')",13.116907260655893,0,0,0,0,0,1
"('55.54267', '37.486618')",13.25713667239789,0,0,0,0,0,1
"('55.544023', '37.47804')",13.596381293727426,0,0,0,0,0,1
"('55.569016', '37.48614')",11.696000244512742,0,0,0,0,0,1
"('55.551843', '37.503953')",11.766181237622,0,0,0,0,0,1
"('55.54673', '37.488142')",12.904937999336262,0,0,0,0,0,1
"('55.497587', '37.517257')",2417.279610189236,0,0,0,0,0,0
"('55.545584', '37.483211')",13.230610372600983,0,0,0,0,0,1
"('55.569036', '37.487263')",11.631821346250002,0,0,0,0,0,1
"('55.550132', '37.489203')",12.62635429356985,0,0,0,0,0,1
"('55.496659', '37.515407')",2417.423757425576,0,0,0,0,0,0
"('55.507046', '37.57191')",13.169839998030161,0,0,0,0,0,1
"('55.487463', '37.33693')",2434.631296335484,0,0,0,0,0,0
"('55.549516', '37.488475')",12.703763312343064,0,0,0,0,0,1
"('55.5124399', '37.5801894')",12.417608719112744,0,0,0,0,0,1
"('55.641295', '37.403522')",11.963789515504482,0,0,0,0,0,1
"('55.550687', '37.509361')",11.578812226846749,0,0,0,0,0,1
"('55.54649', '37.489385')",12.858510011316975,0,0,0,0,0,1
"('55.500524', '37.541943')",14.638294031353862,0,0,0,0,0,1
"('55.53666', '37.507835')",12.6926715811144,0,0,0,0,0,1
"('55.549327', '37.487586')",12.761559707363443,0,0,0,0,0,1
"('55.5015837', '37.5981332')",13.216641489384255,0,0,0,0,0,1
"('55.589204', '37.167393')",25.730948538831484,0,0,0,0,0,0
"('55.575409', '37.473249')",12.141527173543476,0,0,0,0,0,1
"('55.549144', '37.525836')",10.910160258945616,0,0,0,0,0,1
"('55.496348', '37.517823')",2417.173271228193,0,0,0,0,0,0
"('55.820847', '37.65276')",7.324431962640087,0,0,0,0,1,1
"('55.56971', '37.49039')",11.422006320524186,0,0,0,0,0,1
"('55.498133', '37.518012')",2417.2276215420748,0,0,0,0,0,0
"('55.511705', '37.366817')",21.42242441792482,0,0,0,0,0,0
"('55.544061', '37.562335')",9.826635992451068,0,0,0,0,1,0
"('55.50368', '37.588745')",13.157898751469324,0,0,0,0,0,1
"('55.549501', '37.564904')",9.239957340597122,0,0,0,0,1,0
"('55.500621', '37.576124')",13.738961973645692,0,0,0,0,0,1
"('55.5511', '37.571884')",8.83908993164128,0,0,0,0,1,0
"('55.54857', '37.553234')",9.774209942840857,0,0,0,0,1,0
"('55.502083', '37.57618')",13.585177403721367,0,0,0,0,0,1
"('55.510647', '37.565193')",12.97292397502584,0,0,0,0,0,1
"('55.81028', '37.616844')",4.98468317426744,0,0,0,1,0,2
"('55.812303', '37.599757')",4.677510519970191,0,0,0,1,0,2
"('55.80427', '37.611088')",4.229288575078092,0,0,0,1,0,2
"('55.821113', '37.591431')",5.460642522558477,0,0,0,0,1,1
"('55.807911', '37.612362')",4.609151442932205,0,0,0,1,0,2
"('55.816555', '37.5934')",4.998831808296722,0,0,0,1,0,2
"('55.79526', '37.625')",4.124610649970638,0,0,0,1,0,2
"('55.784554', '37.630527')",3.8770117915956215,0,0,0,1,0,2
"('55.828598', '37.576405')",6.163146293048411,0,0,0,0,1,1
"('55.8053599', '37.589619')",3.7359337083081323,0,0,0,1,0,2
"('55.809055', '37.589256')",4.124801043971152,0,0,0,1,0,2
"('55.812358', '37.583634')",4.409176530884755,0,0,0,1,0,2
"('55.808083', '37.61088')",4.5750173083199766,0,0,0,1,0,2
"('55.810436', '37.563988')",4.165853941936124,0,0,0,1,1,1
"('55.790297', '37.612847')",3.1831248234994445,0,0,0,1,0,2
"('55.812459', '37.556685')",4.465576957046299,0,0,0,1,1,1
"('55.82537', '37.59751')",6.013439312607432,0,0,0,0,1,1
"('55.815747', '37.568246')",4.732346007221961,0,0,0,1,0,2
"('55.8025889', '37.5918333')",3.4892876251304012,0,0,0,1,0,2
"('55.812312', '37.595316')",4.582293650310348,0,0,0,1,0,2
"('55.806747', '37.611824')",4.48250432194311,0,0,0,1,0,2
"('55.78525', '37.560404')",1.5184963823997115,0,0,1,0,2,0
"('55.774598', '37.54595')",1.6448361411971775,0,0,1,0,2,0
"('55.811103', '37.561113')",4.264868340799106,0,0,0,1,1,1
"('55.650175', '37.615407')",4.408577500966923,0,0,0,1,0,3
"('55.646396', '37.63615')",3.4880244305315133,0,0,0,1,0,3
"('55.648575', '37.617842')",4.176897563060931,0,0,0,1,0,3
"('55.642499', '37.615803')",3.6897506850575104,0,0,0,1,0,3
"('55.65461', '37.625595')",4.5686428322496955,0,0,0,1,0,3
"('55.6542767', '37.6257333')",4.530896865288156,0,0,0,1,0,3
"('55.66667', '37.621076')",5.92755590993955,0,0,0,0,1,2
"('55.6512', '37.591152')",5.44406140909641,0,0,0,0,1,2
"('55.670242', '37.610332')",6.5439251822809315,0,0,0,0,1,2
"('55.66833', '37.593964')",6.837651385208267,0,0,0,0,1,2
"('55.67278', '37.619144')",6.6111268721525,0,0,0,0,1,2
"('55.673103', '37.530526')",8.245127162975505,0,0,0,0,2,1
"('55.644359', '37.61503')",3.884090470242353,0,0,0,1,0,3
"('55.63027', '37.592113')",4.065446908141256,0,0,0,1,0,2
"('55.6324625', '37.6076822')",3.3067426715084127,0,0,0,1,0,2
"('55.644359', '37.614114')",3.9187342020343188,0,0,0,1,0,3
"('55.654528', '37.607197')",5.094759222406871,0,0,0,0,1,2
"('55.662334', '37.605715')",5.885012639331317,0,0,0,0,1,2
"('55.66119', '37.6056')",5.778182958145038,0,0,0,0,1,2
"('55.637656', '37.617636')",3.202322838335205,0,0,0,1,0,2
"('55.651363', '37.61062')",4.681994192676321,0,0,0,1,0,3
"('55.662217', '37.620869')",5.4659199388224184,0,0,0,0,1,2
"('55.659886', '37.615919')",5.348153232857213,0,0,0,0,1,2
"('55.651994', '37.62828')",4.236344246589669,0,0,0,1,0,3
"('55.6374156', '37.6102554')",3.5133616607309293,0,0,0,1,0,2
"('55.676018', '37.68418')",6.950888304967398,0,0,0,0,1,3
"('55.668569', '37.611608')",6.341093197655204,0,0,0,0,1,2
"('55.651134', '37.60723')",4.782784804719482,0,0,0,1,0,3
"('55.6545218', '37.6009467')",5.321217239806004,0,0,0,0,1,2
"('55.6546297', '37.6061646')",5.140251180714084,0,0,0,0,1,2
"('55.64945', '37.61205')",4.454998484572247,0,0,0,1,0,3
"('55.661623', '37.615569')",5.533098663031023,0,0,0,0,1,2
"('55.647204', '37.618641')",4.020165450691305,0,0,0,1,0,3
"('55.676585', '37.634092')",6.79927895889075,0,0,0,0,1,2
"('55.672783', '37.536014')",8.42531360907076,0,0,0,0,2,1
"('55.860181', '37.69905')",12.528050237165571,0,0,0,0,0,1
"('55.820566', '37.66238')",7.732346663739052,0,0,0,0,1,1
"('55.849991', '37.683237')",11.022777629105361,0,0,0,0,0,1
"('55.8178557', '37.6333335')",6.275612040324805,0,0,0,0,1,1
"('55.833572', '37.65577')",8.520188116992196,0,0,0,0,1,0
"('55.825629', '37.647298')",7.497659724910542,0,0,0,0,1,1
"('55.850574', '37.684148')",11.109147344967367,0,0,0,0,0,1
"('55.866306', '37.708332')",13.423943989274157,0,0,0,0,0,1
"('55.850636', '37.686142')",11.193954655378262,0,0,0,0,0,1
"('55.81995', '37.651394')",7.193082459021022,0,0,0,0,1,1
"('55.8298785', '37.6607697')",8.404534864083853,0,0,0,0,1,0
"('55.819084', '37.653694')",7.22530929007055,0,0,0,0,1,1
"('55.813749', '37.642096')",6.291602495162933,0,0,0,0,1,1
"('55.810466', '37.624247')",5.2766262975874545,0,0,0,0,1,1
"('55.813314', '37.641')",6.208965596702259,0,0,0,0,1,1
"('55.867041', '37.709596')",13.537440662063842,0,0,0,0,0,1
"('55.863707', '37.692483')",12.58218313106847,0,0,0,0,0,1
"('55.820642', '37.642042')",6.859526897999766,0,0,0,0,1,1
"('55.856335', '37.69941')",12.215436984377616,0,0,0,0,0,1
"('55.82048', '37.65002')",7.176796703538891,0,0,0,0,1,1
"('55.822478', '37.648492')",7.277630612364507,0,0,0,0,1,1
"('55.828132', '37.650226')",7.829766058601116,0,0,0,0,1,1
"('55.818301', '37.62678')",6.073464204207001,0,0,0,0,1,1
"('55.816217', '37.626196')",5.862259025915325,0,0,0,0,1,1
"('55.825127', '37.62865')",6.774763214600705,0,0,0,0,1,1
"('55.8154079', '37.6271093')",5.822869870492293,0,0,0,0,1,1
"('55.82318', '37.62634')",6.514270245274707,0,0,0,0,1,1
"('55.812388', '37.64365')",6.253712201129537,0,0,0,0,1,1
"('55.866834', '37.702625')",13.245333269917168,0,0,0,0,0,1
"('55.807404', '37.640594')",5.73620170733764,0,0,0,0,1,1
"('55.813941', '37.649391')",6.633773271926777,0,0,0,0,1,1
"('55.8072401', '37.6337868')",5.410770720681153,0,0,0,0,1,1
"('55.829456', '37.663494')",8.483879856427928,0,0,0,0,1,0
"('55.870713', '37.71371')",14.016747978307652,0,0,0,0,0,1
"('55.823393', '37.619899')",6.333428332456422,0,0,0,0,1,1
"('55.694813', '37.607914')",9.023822350374635,0,0,0,0,3,0
"('55.698477', '37.625999')",8.99301778242346,0,0,0,0,2,2
"('55.675631', '37.62872')",6.7589708751389495,0,0,0,0,1,2
"('55.680143', '37.609685')",7.581670300832497,0,0,0,0,1,2
"('55.7094255', '37.6240153')",7.824305622940819,0,0,0,0,2,2
"('55.6873515', '37.5984783')",8.588502741490574,0,0,0,0,3,0
"('55.673676', '37.601106')",7.136230620611073,0,0,0,0,1,2
"('55.699943', '37.619683')",8.697701688088864,0,0,0,0,2,1
"('55.703842', '37.615875')",8.208110854843913,0,0,0,0,2,1
"('55.698173', '37.619827')",8.886075169673077,0,0,0,0,2,1
"('55.713998', '37.619989')",7.2560863247360405,0,0,0,0,2,1
"('55.692734', '37.60302')",9.042112020636626,0,0,0,0,3,0
"('55.708288', '37.643228')",8.507043159266441,0,0,0,0,1,3
"('55.696487', '37.612747')",8.925613939776357,0,0,0,0,3,0
"('55.691745', '37.610269')",8.792436539374405,0,0,0,0,2,1
"('55.69181', '37.607978')",8.843228800510776,0,0,0,0,3,0
"('55.699406', '37.624444')",8.860539471018324,0,0,0,0,2,1
"('55.710732', '37.640551')",8.187107750910865,0,0,0,0,1,3
"('55.671174', '37.62908')",6.270035371486479,0,0,0,0,1,2
"('55.6825589', '37.6943914')",7.845970099107682,0,0,0,0,1,2
"('55.870693', '37.550846')",10.925135830511568,0,0,0,0,0,1
"('55.861272', '37.541234')",9.983773639186232,0,0,0,0,1,1
"('55.855328', '37.557469')",9.178884843097073,0,0,0,0,1,1
"('55.861524', '37.5425')",9.99628694641908,0,0,0,0,1,1
"('55.860077', '37.54629')",9.796054150954342,0,0,0,0,1,1
"('55.86405', '37.554447')",10.16443144349838,0,0,0,0,0,2
"('55.860944', '37.567212')",9.763212727527254,0,0,0,0,1,1
"('55.860666', '37.545276')",9.871351172368943,0,0,0,0,1,1
"('55.855399', '37.559373')",9.175635677948346,0,0,0,0,1,1
"('55.862378', '37.542689')",10.087565723518496,0,0,0,0,0,2
"('55.858867', '37.561284')",9.551144469042741,0,0,0,0,1,1
"('55.866687', '37.557107')",10.440055375160734,0,0,0,0,0,2
"('55.860994', '37.542051')",9.94359414832161,0,0,0,0,1,1
"('55.855043', '37.557013')",9.150214551159028,0,0,0,0,1,1
"('55.903014', '37.550801')",14.503822681720028,0,0,0,0,0,1
"('55.859968', '37.566683')",9.655699246443746,0,0,0,0,1,1
"('55.871284', '37.497548')",11.867307732676466,0,0,0,0,0,2
"('55.720864', '37.725604')",8.545010144758466,0,0,0,0,1,2
"('55.879455', '37.53657')",12.026928624541663,0,0,0,0,0,1
"('55.865389', '37.558122')",10.290533744088131,0,0,0,0,0,2
"('55.850368', '37.578181')",8.58954471509591,0,0,0,0,1,1
"('55.867578', '37.562794')",10.513159786691292,0,0,0,0,0,1
"('55.86204', '37.555695')",9.933613353074549,0,0,0,0,1,1
"('55.867714', '37.552742')",10.58174827302494,0,0,0,0,0,2
"('55.85726', '37.563323')",9.364336263398732,0,0,0,0,1,1
"('55.866718', '37.553918')",10.463324978236395,0,0,0,0,0,2
"('55.86995', '37.549004')",10.85779347746066,0,0,0,0,0,1
"('55.857458', '37.567958')",9.37388130950308,0,0,0,0,1,1
"('55.86132', '37.565414')",9.809195017157574,0,0,0,0,1,1
"('55.857656', '37.569233')",9.39407149483372,0,0,0,0,1,1
"('55.79942', '37.539223')",3.5640805270162232,0,0,0,1,1,1
"('55.821371', '37.587946')",5.444437461953723,0,0,0,0,1,1
"('55.833182', '37.531595')",7.133994714241016,0,0,0,0,1,1
"('55.882064', '37.502858')",12.863088551327346,0,0,0,0,0,1
"('55.733364', '37.828938')",2.6888989542629957,0,0,1,0,1,0
"('55.736726', '37.824508')",3.1453701907787535,0,0,0,1,0,1
"('55.710749', '37.794607')",4.2716567146160465,0,0,0,1,0,2
"('55.732525', '37.83344')",2.4158695707695923,0,0,1,0,1,0
"('55.724794', '37.798044')",4.063222413565559,0,0,0,1,0,1
"('55.720023', '37.823951')",2.3716387667268997,0,0,1,0,1,0
"('55.7255', '37.810818')",3.299581838969833,0,0,0,1,0,1
"('55.719395', '37.820908')",2.555589825437784,0,0,1,0,1,0
"('55.715023', '37.802277')",3.731016033207524,0,0,0,1,0,2
"('55.71453', '37.777515')",5.287235707835538,0,0,0,0,1,2
"('55.75103', '37.80868')",4.979123496464971,0,0,0,1,0,1
"('55.81247', '37.80198')",11.196156123269004,0,0,0,0,0,1
"('55.75311', '37.78632')",6.152386901164572,0,0,0,0,1,1
"('55.721817', '37.818886')",2.7149560738643905,0,0,1,0,1,0
"('55.720322', '37.795987')",4.125064950483156,0,0,0,1,0,2
"('55.7174103', '37.7821036')",4.987208596848772,0,0,0,1,0,3
"('55.718628', '37.78827')",4.6007658259115845,0,0,0,1,0,3
"('55.722477', '37.781641')",5.0444074127561365,0,0,0,0,1,2
"('55.7186429', '37.8263095')",2.2115640291719214,0,0,1,0,1,0
"('55.710094', '37.78995')",4.572787392830364,0,0,0,1,0,2
"('55.68399', '37.853147')",3.785483101827986,0,0,0,1,0,2
"('55.678566', '37.723988')",8.287134297073083,0,0,0,0,2,1
"('55.7156246', '37.7789853')",5.18819803681446,0,0,0,0,1,2
"('55.701465', '37.84004')",2.250689305758469,0,0,1,0,1,0
"('55.697194', '37.79004')",5.034907203481598,0,0,0,0,1,1
"('55.74855', '37.810055')",4.717187697289693,0,0,0,1,0,1
"('55.700212', '37.810809')",3.729918789988949,0,0,0,1,0,2
"('55.740466', '37.767214')",6.442396864056897,0,0,0,0,1,1
"('55.757004', '37.827526')",4.870956802799079,0,0,0,1,0,1
"('55.715829', '37.82926')",2.0338264061102325,0,0,1,0,1,0
"('55.686888', '37.920296')",5.042460608492465,0,0,0,0,1,0
"('55.733032', '37.825504')",2.833850529854212,0,0,1,0,1,0
"('55.714185', '37.799386')",3.920333869674888,0,0,0,1,0,2
"('55.714474', '37.78728')",4.6754989506052835,0,0,0,1,0,2
"('55.722091', '37.825919')",2.2870441426271992,0,0,1,0,1,0
"('55.720905', '37.808132')",3.3705292364402,0,0,0,1,0,1
"('55.711666', '37.79108')",4.473454198025307,0,0,0,1,0,2
"('55.718086', '37.819514')",2.6363883454390398,0,0,1,0,1,0
"('55.71676', '37.830185')",1.9679508664067755,0,0,1,0,1,0
"('55.759932', '37.694037')",7.799665569278432,0,0,0,0,1,2
"('55.750216', '37.817951')",4.539166841014654,0,0,0,1,0,1
"('55.756888', '37.777535')",6.845444888306635,0,0,0,0,1,1
"('55.85224', '37.610996')",9.122100623878822,0,0,0,0,1,0
"('55.85061', '37.5769')",8.613257462363576,0,0,0,0,1,1
"('55.840218', '37.5849927')",7.494884165857005,0,0,0,0,1,1
"('55.861135', '37.590973')",9.851369112333506,0,0,0,0,1,0
"('55.841362', '37.580903')",7.598509918158651,0,0,0,0,1,1
"('55.848957', '37.587246')",8.477512468623612,0,0,0,0,1,1
"('55.863304', '37.59109')",10.09201083283039,0,0,0,0,0,1
"('55.867445', '37.587533')",10.527087499397807,0,0,0,0,0,1
"('55.840029', '37.582586')",7.459097686723208,0,0,0,0,1,1
"('55.864292', '37.586914')",10.173958104202029,0,0,0,0,0,1
"('55.843555', '37.579672')",7.836963824510338,0,0,0,0,1,1
"('55.845926', '37.576151')",8.090465092445104,0,0,0,0,1,1
"('55.86644', '37.596363')",10.481716810988289,0,0,0,0,0,1
"('55.823646', '37.571219')",5.606011990125605,0,0,0,0,1,1
"('55.868187', '37.606119')",10.778479479330654,0,0,0,0,0,1
"('55.850914', '37.617536')",9.099973298293875,0,0,0,0,1,0
"('55.854133', '37.61865')",9.46228485337247,0,0,0,0,1,0
"('55.85533', '37.616856')",9.555465120614471,0,0,0,0,1,0
"('55.86968', '37.599545')",10.868570963473841,0,0,0,0,0,1
"('55.8648791', '37.5977803')",10.323310716981208,0,0,0,0,0,1
"('55.8468', '37.575792')",8.187052361883444,0,0,0,0,1,1
"('55.7178871', '37.4265829')",4.020210417863338,0,0,0,1,0,2
"('55.864017', '37.589684')",10.1608812378406,0,0,0,0,0,1
"('55.871531', '37.60796')",11.166328944527827,0,0,0,0,0,1
"('55.865889', '37.589042')",10.363883485956947,0,0,0,0,0,1
"('55.86446', '37.599094')",10.2904659061935,0,0,0,0,0,1
"('55.721802', '37.848565')",0.9319561341730345,0,1,0,1,0,1
"('55.771732', '37.619099')",2.957372503623856,0,0,1,0,2,0
"('55.94088', '37.5291857')",18.85072827531382,0,0,0,0,0,0
"('55.9405669', '37.5258694')",18.846978232180767,0,0,0,0,0,0
"('55.9422093', '37.5297096')",18.992621323489093,0,0,0,0,0,0
"('55.834714', '37.523519')",7.484901494654228,0,0,0,0,1,1
"('55.859499', '37.474974')",11.364575350135501,0,0,0,0,0,2
"('55.849559', '37.487299')",10.016710722814683,0,0,0,0,0,2
"('55.838096', '37.514401')",8.06980534230871,0,0,0,0,1,1
"('55.850075', '37.478693')",10.360436258071525,0,0,0,0,0,2
"('55.8367599', '37.5183955')",7.826198009498523,0,0,0,0,1,1
"('55.852521', '37.520402')",9.396396545366482,0,0,0,0,1,1
"('55.830437', '37.486687')",8.314804558510627,0,0,0,0,1,1
"('55.850437', '37.5011')",9.672443195522971,0,0,0,0,1,1
"('55.84073', '37.494404')",8.948572316724919,0,0,0,0,1,1
"('55.851591', '37.518389')",9.343977939873527,0,0,0,0,1,1
