coords,kids_hospitals_closest_km,kids_hospitals_less500m,kids_hospitals_0.5-1km,kids_hospitals_1-3km,kids_hospitals_3-5km,kids_hospitals_5-10km,kids_hospitals_10-15km
"('55.713826', '37.750712')",3.586907854145814,0,0,0,1,3,4
"('55.704727', '37.745304')",2.758791935517844,0,0,1,0,4,3
"('55.713025', '37.751367')",3.490184656727091,0,0,0,1,3,4
"('55.709703', '37.773442')",2.9772427401055963,0,0,1,0,4,2
"('55.8468', '37.575792')",4.402959914648941,0,0,0,1,2,6
"('55.718816', '37.426186')",6.312389682457724,0,0,0,0,2,3
"('55.7003333', '37.3947427')",9.039942143860484,0,0,0,0,1,3
"('55.7226001', '37.4354938')",5.705922855864151,0,0,0,0,2,3
"('55.716174', '37.441413')",6.282822042591672,0,0,0,0,2,2
"('55.712832', '37.398123')",7.741929424513604,0,0,0,0,1,3
"('55.720895', '37.451519')",5.638261966583394,0,0,0,0,3,2
"('55.7234715', '37.433165')",5.666208032915266,0,0,0,0,2,3
"('55.718032', '37.496631')",4.842825220771823,0,0,0,1,3,4
"('55.72001', '37.442623')",5.850225631814711,0,0,0,0,2,3
"('55.718147', '37.424749')",6.41676525974026,0,0,0,0,2,2
"('55.73111', '37.452678')",4.5054823321385635,0,0,0,1,2,3
"('55.720489', '37.450987')",5.68832280357182,0,0,0,0,3,2
"('55.734207', '37.454465')",4.1460801979511475,0,0,0,1,2,3
"('55.717281', '37.414025')",6.801501105613343,0,0,0,0,2,2
"('55.72124', '37.426556')",6.055961733932615,0,0,0,0,2,3
"('55.728124', '37.452067')",4.839340461265472,0,0,0,1,2,3
"('55.73701', '37.435178')",4.238075480704652,0,0,0,1,2,3
"('55.717281', '37.414025')",6.801501105613343,0,0,0,0,2,2
"('55.729554', '37.43446')",5.008707375483145,0,0,0,0,2,3
"('55.726244', '37.467536')",4.96974076202679,0,0,0,1,3,2
"('55.723967', '37.437173')",5.527359924693855,0,0,0,0,2,3
"('55.7211809', '37.4297068')",5.98381848202155,0,0,0,0,2,3
"('55.725555', '37.463825')",5.04738692508563,0,0,0,0,4,1
"('55.724754', '37.434647')",5.49943493408604,0,0,0,0,2,3
"('55.724007', '37.45476')",5.265467645671824,0,0,0,0,3,2
"('55.721949', '37.426977')",5.97311218887011,0,0,0,0,2,3
"('55.722588', '37.452103')",5.446320760785531,0,0,0,0,3,2
"('55.724165', '37.47624')",5.193245985371631,0,0,0,0,4,3
"('55.7140074', '37.4342459')",6.638040115921464,0,0,0,0,2,2
"('55.726244', '37.467536')",4.96974076202679,0,0,0,1,3,2
"('55.735657', '37.432537')",4.448537624277969,0,0,0,1,1,4
"('55.7207169', '37.4588989')",5.602002118419326,0,0,0,0,4,0
"('55.7068658', '37.3981247')",8.304546714637977,0,0,0,0,1,3
"('55.728576', '37.434325')",5.112200325361077,0,0,0,0,2,3
"('55.719318', '37.445779')",5.878844407723851,0,0,0,0,2,2
"('55.722421', '37.425468')",5.965049658508675,0,0,0,0,2,3
"('55.75527', '37.657806')",3.0168400485242857,0,0,0,4,1,8
"('55.7573', '37.65146')",3.3954390760474245,0,0,0,4,1,8
"('55.759755', '37.655023')",3.171213242784559,0,0,0,4,1,8
"('55.752911', '37.655688')",3.1905049889601864,0,0,0,4,1,8
"('55.761305', '37.65629')",3.103678099587819,0,0,0,4,1,8
"('55.7533075', '37.6688339')",2.3758186616201744,0,0,1,2,4,5
"('55.755353', '37.668615')",2.3433750211524815,0,0,1,2,3,6
"('55.7642852', '37.659961')",2.9277698489169515,0,0,1,3,2,7
"('55.763032', '37.657808')",3.034097498350981,0,0,0,4,1,8
"('55.759957', '37.656901')",3.0544394892509494,0,0,0,4,1,8
"('55.645476', '37.707215')",3.8616689281167824,0,0,0,1,1,3
"('55.644882', '37.702679')",3.572685090408213,0,0,0,1,1,3
"('55.650866', '37.71512')",4.564785294557088,0,0,0,2,0,4
"('55.645476', '37.707215')",3.8616689281167824,0,0,0,1,1,3
"('55.644882', '37.702679')",3.572685090408213,0,0,0,1,1,3
"('55.645121', '37.718911')",4.538843969087649,0,0,0,1,1,3
"('55.645476', '37.707215')",3.8616689281167824,0,0,0,1,1,3
"('55.644196', '37.722794')",4.741746605658291,0,0,0,1,1,3
"('55.646015', '37.722999')",4.814497385830444,0,0,0,2,0,4
"('55.645866', '37.716206')",4.40525940247816,0,0,0,1,1,3
"('55.64761', '37.720223')",4.710396595859303,0,0,0,2,0,4
"('55.7567884', '37.780454')",4.675461157554556,0,0,0,1,2,5
"('55.74833', '37.797054')",5.824433864960053,0,0,0,0,3,2
"('55.75141', '37.78573')",5.064262303417976,0,0,0,0,3,3
"('55.75918', '37.796986')",5.7101948883201725,0,0,0,0,3,3
"('55.739878', '37.778847')",5.01727887351875,0,0,0,0,3,4
"('55.760727', '37.776592')",4.4364813358605835,0,0,0,1,2,5
"('55.740973', '37.78253')",5.181863780505969,0,0,0,0,3,3
"('55.763126', '37.78561')",5.0223400483677425,0,0,0,0,3,3
"('55.748113', '37.796445')",5.791683203703677,0,0,0,0,3,2
"('55.77836', '37.83774')",8.558534164493073,0,0,0,0,2,2
"('55.758114', '37.776008')",4.392791924469535,0,0,0,1,2,5
"('55.7438104', '37.8026969')",6.284050216838069,0,0,0,0,3,2
"('55.757885', '37.787785')",5.132407677366862,0,0,0,0,3,3
"('55.748138', '37.785108')",5.095332087214033,0,0,0,0,3,2
"('55.7471445', '37.8269653')",7.6963105123398,0,0,0,0,3,1
"('55.756356', '37.777931')",4.519426175104607,0,0,0,1,2,5
"('55.746845', '37.826855')",7.695029834042407,0,0,0,0,3,1
"('55.757885', '37.787785')",5.132407677366862,0,0,0,0,3,3
"('55.75748', '37.77315')",4.214599218415762,0,0,0,1,2,5
"('55.746292', '37.79104')",5.505856086604731,0,0,0,0,3,2
"('55.74352', '37.799213')",6.0817966899331255,0,0,0,0,3,2
"('55.7584029', '37.795835')",5.637395107605359,0,0,0,0,3,3
"('55.74833', '37.797054')",5.824433864960053,0,0,0,0,3,2
"('55.75805', '37.791206')",5.346977870776316,0,0,0,0,3,3
"('55.75017', '37.794758')",5.645926611450715,0,0,0,0,3,2
"('55.740993', '37.823314')",7.2413673087774795,0,0,0,0,3,1
"('55.756888', '37.777535')",4.491900213550744,0,0,0,1,2,5
"('55.74661', '37.796616')",5.837774416090624,0,0,0,0,3,2
"('55.762642', '37.836447')",8.199992747598062,0,0,0,0,3,1
"('55.7406452', '37.5232682')",1.8197088733542732,0,0,1,2,2,6
"('55.741399', '37.522099')",1.7947716798480193,0,0,1,2,2,6
"('55.7406452', '37.5232682')",1.8197088733542732,0,0,1,2,2,6
"('55.730786', '37.467949')",4.464786224198187,0,0,0,1,3,2
"('55.735434', '37.4726454')",3.967578318074035,0,0,0,2,2,4
"('55.737684', '37.521156')",2.1683091595581128,0,0,1,0,4,4
"('55.735809', '37.525028')",2.2380214154967972,0,0,1,1,3,4
"('55.735941', '37.527444')",2.166835202545552,0,0,1,1,3,4
"('55.740446', '37.52492')",1.7824895926608348,0,0,1,1,3,5
"('55.7375835', '37.5163839')",2.35051042197716,0,0,1,1,3,5
"('55.7375835', '37.5163839')",2.35051042197716,0,0,1,1,3,5
"('55.7333', '37.538925')",2.3234899952035315,0,0,1,2,2,5
"('55.73296', '37.538125')",2.3627059358516713,0,0,1,2,2,5
"('55.736549', '37.526151')",2.1342640489818487,0,0,1,1,3,5
"('55.735596', '37.519539')",2.419461134243851,0,0,1,0,4,4
"('55.737684', '37.521156')",2.1683091595581128,0,0,1,0,4,4
"('55.735809', '37.525028')",2.2380214154967972,0,0,1,1,3,4
"('55.7368186', '37.531715')",1.993072352969969,0,0,1,1,3,4
"('55.735393', '37.522117')",2.3594637823634033,0,0,1,0,4,4
"('55.73926', '37.549363')",1.7703608555511638,0,0,1,2,2,7
"('55.737725', '37.540721')",1.8319760819110151,0,0,1,2,2,6
"('55.736199', '37.523258')",2.2468235447365377,0,0,1,0,4,4
"('55.878536', '37.479115')",5.291115030320325,0,0,0,0,1,4
"('55.878536', '37.479115')",5.291115030320325,0,0,0,0,1,4
"('55.878536', '37.479115')",5.291115030320325,0,0,0,0,1,4
"('55.878576', '37.484298')",5.576113951555245,0,0,0,0,1,4
"('55.709698', '37.61238')",1.6494723739226098,0,0,1,0,5,3
"('55.706203', '37.585727')",2.820273182732182,0,0,1,0,5,3
"('55.694758', '37.562191')",4.769115714342553,0,0,0,1,3,5
"('55.707852', '37.606685')",1.942736021528932,0,0,1,0,5,3
"('55.710809', '37.610404')",1.5573962192410682,0,0,1,0,5,3
"('55.710327', '37.589347')",2.338784247813104,0,0,1,0,5,3
"('55.711087', '37.597675')",1.9121801286100673,0,0,1,0,5,3
"('55.710809', '37.610404')",1.5573962192410682,0,0,1,0,5,3
"('55.707852', '37.606685')",1.942736021528932,0,0,1,0,5,3
"('55.71286', '37.615856')",1.2722235468144292,0,0,1,0,7,1
"('55.71305', '37.596228')",1.815027836264552,0,0,1,0,5,3
"('55.69107', '37.560188')",5.14765514260132,0,0,0,0,4,4
"('55.695047', '37.579391')",4.028230563646966,0,0,0,1,3,5
"('55.694246', '37.570573')",4.4448284620325,0,0,0,1,3,5
"('55.714405', '37.61018')",1.1826408488948752,0,0,1,0,6,2
"('55.718111', '37.596363')",1.4773508029028877,0,0,1,0,5,3
"('55.710809', '37.610404')",1.5573962192410682,0,0,1,0,5,3
"('55.717842', '37.603163')",1.135045361998559,0,0,1,0,6,2
"('55.686375', '37.848045')",4.782191818541852,0,0,0,1,0,5
"('55.685947', '37.84607')",4.65449362262798,0,0,0,1,0,5
"('55.569064', '37.581953')",7.953538278744139,0,0,0,0,1,0
"('55.567178', '37.573312')",8.427357343453103,0,0,0,0,1,0
"('55.566247', '37.583787')",8.16279991959104,0,0,0,0,1,0
"('55.566063', '37.578469')",8.353350591720398,0,0,0,0,1,0
"('55.576202', '37.58024')",7.3540410908334275,0,0,0,0,1,0
"('55.558641', '37.559308')",9.7124127594749,0,0,0,0,1,0
"('55.565855', '37.580346')",8.311013958402448,0,0,0,0,1,0
"('55.572309', '37.569009')",8.126887049685624,0,0,0,0,1,0
"('55.564969', '37.579672')",8.417425618304797,0,0,0,0,1,0
"('55.607316', '37.591503')",4.381631631303017,0,0,0,1,0,3
"('55.763275', '37.716927')",0.8700437417315223,0,1,1,1,4,3
"('55.764202', '37.716442')",0.9154673588770612,0,1,1,1,4,3
"('55.764886', '37.711617')",0.798629708337348,0,1,1,1,4,3
"('55.720923', '37.68843')",4.320877248788539,0,0,0,2,4,3
"('55.764465', '37.701978')",0.6897967015730004,0,1,1,1,4,4
"('55.77192', '37.71317')",1.559831421579106,0,0,2,0,4,3
"('55.771104', '37.703865')",1.3964479646745642,0,0,2,0,4,4
"('55.771818', '37.705185')",1.4723218036269292,0,0,2,0,4,3
"('55.75825', '37.710548')",0.2837354102382891,1,0,1,1,4,4
"('55.76227', '37.71203')",0.5686160946837779,0,1,1,1,4,4
"('55.89496', '37.53006')",8.048251283486463,0,0,0,0,2,2
"('55.894248', '37.526124')",8.22729053006096,0,0,0,0,2,2
"('55.904887', '37.550765')",7.620909493719505,0,0,0,0,1,1
"('55.886393', '37.54012')",7.054891120593505,0,0,0,0,2,4
"('55.906456', '37.55019')",7.763634495392622,0,0,0,0,1,1
"('55.883303', '37.53632')",7.138843308052734,0,0,0,0,2,4
"('55.905068', '37.547926')",7.768598355096349,0,0,0,0,1,1
"('55.901056', '37.554753')",7.154209721003066,0,0,0,0,1,2
"('55.865642', '37.534658')",6.7801156244125,0,0,0,0,2,4
"('55.84675', '37.582493')",4.008035972507442,0,0,0,1,2,6
"('55.854315', '37.410439')",0.27632825106690145,1,0,1,0,2,3
"('55.889043', '37.54065')",7.153769053830874,0,0,0,0,2,4
"('55.897079', '37.541296')",7.567909277785291,0,0,0,0,2,2
"('55.892345', '37.541395')",7.28743986271455,0,0,0,0,2,3
"('55.884832', '37.526618')",7.76648419816177,0,0,0,0,2,4
"('55.893213', '37.539266')",7.4510576530517625,0,0,0,0,2,2
"('55.89407', '37.53905')",7.510682585594135,0,0,0,0,2,2
"('55.904887', '37.550765')",7.620909493719505,0,0,0,0,1,1
"('55.884292', '37.540147')",6.958709253698721,0,0,0,0,2,4
"('55.9023951', '37.5556266')",7.209378350234302,0,0,0,0,1,1
"('55.841387', '37.547737')",6.26076528113937,0,0,0,0,5,3
"('55.843267', '37.544117')",6.415685875633165,0,0,0,0,5,3
"('55.844445', '37.562685')",5.2648324234699215,0,0,0,0,4,4
"('55.840689', '37.548393')",6.246861523709892,0,0,0,0,5,3
"('55.843555', '37.553073')",5.86874693608997,0,0,0,0,5,3
"('55.732884', '37.483355')",4.250858168765934,0,0,0,2,2,5
"('55.779413', '37.513709')",3.130169238128457,0,0,0,3,1,7
"('55.779975', '37.615722')",2.373040222093469,0,0,1,1,6,2
"('55.8083718', '37.7603483')",4.532540776784308,0,0,0,1,2,5
"('55.8077552', '37.7580201')",4.371784380980026,0,0,0,1,2,5
"('55.803069', '37.762776')",4.4097106739370675,0,0,0,1,2,5
"('55.8051696', '37.7553')",4.083244395629081,0,0,0,1,2,5
"('55.8058209', '37.7547534')",4.087481120610954,0,0,0,1,2,5
"('55.8051696', '37.7553')",4.083244395629081,0,0,0,1,2,5
"('55.8080481', '37.7591084')",4.447183983922332,0,0,0,1,2,5
"('55.797066', '37.725382')",2.0041780865133174,0,0,1,1,3,4
"('55.8058209', '37.7547534')",4.087481120610954,0,0,0,1,2,5
"('55.808412', '37.77087')",5.11711186972527,0,0,0,0,3,3
"('55.80817', '37.765533')",4.806639103743645,0,0,0,1,2,4
"('55.806656', '37.7715')",5.069781969264695,0,0,0,0,3,3
"('55.8057205', '37.7538038')",4.029990152016714,0,0,0,1,2,5
"('55.799372', '37.764455')",4.371813535725714,0,0,0,1,1,6
"('55.797273', '37.727039')",2.105965912694697,0,0,1,1,3,4
"('55.82888', '37.56953')",5.680420482277228,0,0,0,0,5,3
"('55.785392', '37.63606')",3.5861255922388082,0,0,0,2,4,4
"('55.79222', '37.61362')",3.243560188730983,0,0,0,1,6,2
"('55.776659', '37.823026')",7.617839439080838,0,0,0,0,2,4
"('55.8057205', '37.7538038')",4.029990152016714,0,0,0,1,2,5
"('55.715601', '37.516413')",4.533000173122304,0,0,0,1,3,4
"('55.697933', '37.51253')",6.486879948033985,0,0,0,0,4,2
"('55.71518', '37.506612')",4.808483827670438,0,0,0,1,3,4
"('55.698211', '37.505475')",6.587454951680394,0,0,0,0,4,2
"('55.709906', '37.503846')",5.414211569659237,0,0,0,0,4,3
"('55.710707', '37.50778')",5.234027360428707,0,0,0,0,4,3
"('55.700689', '37.502795')",6.386094232575992,0,0,0,0,4,2
"('55.704905', '37.492114')",6.24194576953353,0,0,0,0,4,2
"('55.709429', '37.502983')",5.485081991892827,0,0,0,0,4,3
"('55.708946', '37.511913')",5.3255974860381885,0,0,0,0,4,3
"('55.6935', '37.50549')",7.085292178333143,0,0,0,0,4,2
"('55.7141629', '37.5210614')",4.602742759151637,0,0,0,1,3,4
"('55.701846', '37.492177')",6.541471013698232,0,0,0,0,4,2
"('55.704093', '37.493165')",6.290682776600542,0,0,0,0,4,2
"('55.729008', '37.527283')",2.905018775742705,0,0,1,0,4,3
"('55.732742', '37.471991')",4.261938271196153,0,0,0,2,2,4
"('55.696453', '37.549022')",5.286678302013574,0,0,0,0,5,3
"('55.711108', '37.504708')",5.269964005724802,0,0,0,0,4,3
"('55.72778', '37.536438')",2.9442272630320687,0,0,1,0,4,3
"('55.701846', '37.492177')",6.541471013698232,0,0,0,0,4,2
"('55.703038', '37.491287')",6.449653019463164,0,0,0,0,4,2
"('55.701212', '37.492662')",6.5907407391858825,0,0,0,0,4,2
"('55.703921', '37.49029')",6.393123583650787,0,0,0,0,4,2
"('55.705665', '37.49109')",6.199056976493632,0,0,0,0,4,2
"('55.702728', '37.509685')",6.026468353180526,0,0,0,0,4,3
"('55.702728', '37.509685')",6.026468353180526,0,0,0,0,4,3
"('55.71262', '37.5120788')",4.9370146962689505,0,0,0,1,3,4
"('55.705665', '37.49109')",6.199056976493632,0,0,0,0,4,2
"('55.766694', '37.570564')",0.8664376448422639,0,1,1,1,5,3
"('55.704823', '37.497495')",6.096012970305091,0,0,0,0,4,2
"('55.716171', '37.496692')",5.014251516597265,0,0,0,0,4,3
"('55.701212', '37.492662')",6.5907407391858825,0,0,0,0,4,2
"('55.72778', '37.536438')",2.9442272630320687,0,0,1,0,4,3
"('55.701846', '37.492177')",6.541471013698232,0,0,0,0,4,2
"('55.700444', '37.51071')",6.249663648068064,0,0,0,0,4,2
"('55.727394', '37.535754')",2.9902267534089706,0,0,1,0,4,3
"('55.724697', '37.528118')",3.358622028483894,0,0,0,1,3,4
"('55.71232', '37.511625')",4.978298611925416,0,0,0,1,3,4
"('55.701648', '37.498644')",6.387063837042803,0,0,0,0,4,2
"('55.727278', '37.525522')",3.1205663620496993,0,0,0,1,3,4
"('55.700039', '37.509028')",6.324074335963075,0,0,0,0,4,2
"('55.705488', '37.493344')",6.14811720691646,0,0,0,0,4,2
"('55.696316', '37.504555')",6.805802404033537,0,0,0,0,4,2
"('55.703454', '37.489509')",6.462406665087153,0,0,0,0,4,2
"('55.718032', '37.496631')",4.842825220771823,0,0,0,1,3,4
"('55.7622179', '37.6337951')",2.953651580117764,0,0,1,3,2,7
"('55.7622179', '37.6337951')",2.953651580117764,0,0,1,3,2,7
"('55.770126', '37.628326')",2.6520841544227416,0,0,1,2,4,4
"('55.768936', '37.61811')",1.9973763940532285,0,0,1,2,4,4
"('55.762145', '37.606227')",1.2498287378788857,0,0,1,2,4,5
"('55.761112', '37.635961')",3.1041164817776172,0,0,0,4,1,8
"('55.731374', '37.589985')",1.733684201928199,0,0,1,2,4,5
"('55.75371', '37.642124')",3.3425303193106384,0,0,0,4,1,8
"('55.734567', '37.595716')",1.564230344540114,0,0,1,2,4,5
"('55.729437', '37.572872')",2.7446186181166503,0,0,1,2,4,4
"('55.729594', '37.56688')",3.1207467683457843,0,0,0,3,2,6
"('55.721234', '37.576816')",2.5399304851565976,0,0,1,2,3,5
"('55.7305892', '37.5712284')",2.864069342500145,0,0,1,2,4,5
"('55.719337', '37.581318')",2.318308168326629,0,0,1,1,4,4
"('55.729437', '37.572872')",2.7446186181166503,0,0,1,2,4,4
"('55.721929', '37.577804')",2.4648184909340043,0,0,1,2,3,5
"('55.720585', '37.567042')",3.156847245868732,0,0,0,2,3,5
"('55.7224843', '37.5740008')",2.691844570539469,0,0,1,2,3,5
"('55.725085', '37.572834')",2.734934655405394,0,0,1,2,3,5
"('55.728297', '37.561221')",3.1856658517428174,0,0,0,3,2,6
"('55.723004', '37.575468')",2.5932259874964587,0,0,1,2,3,5
"('55.7246313', '37.5723859')",2.7666764650734397,0,0,1,2,3,5
"('55.721006', '37.584326')",2.0851764030595272,0,0,1,2,3,5
"('55.720687', '37.572378')",2.82534512914041,0,0,1,2,3,5
"('55.722091', '37.56777')",3.085751667507552,0,0,0,3,2,6
"('55.725085', '37.572834')",2.734934655405394,0,0,1,2,3,5
"('55.725575', '37.574634')",2.6190163550116585,0,0,1,2,3,5
"('55.719337', '37.581318')",2.318308168326629,0,0,1,1,4,4
"('55.727399', '37.571767')",2.797678785766123,0,0,1,2,3,5
"('55.707054', '37.93703')",10.708499797420666,0,0,0,0,0,1
"('55.706695', '37.922398')",9.81027208760469,0,0,0,0,1,1
"('55.699657', '37.92538')",9.81103786102402,0,0,0,0,1,0
"('55.71236', '37.882566')",7.6808280479690225,0,0,0,0,1,2
"('55.701815', '37.942727')",10.927571590115027,0,0,0,0,0,1
"('55.703271', '37.916819')",9.373125743397864,0,0,0,0,1,1
"('55.704433', '37.918984')",9.537098402495685,0,0,0,0,1,1
"('55.70319', '37.931713')",10.281856979553098,0,0,0,0,0,1
"('55.70492', '37.943427')",11.042685420245714,0,0,0,0,0,1
"('55.699639', '37.941783')",10.82475794731574,0,0,0,0,0,1
"('55.710951', '37.893131')",8.224255504232742,0,0,0,0,1,2
"('55.700111', '37.929988')",10.105086567645865,0,0,0,0,0,1
"('55.70526', '37.93386')",10.466243875058199,0,0,0,0,0,1
"('55.717574', '37.888621')",8.281696210678803,0,0,0,0,1,2
"('55.713365', '37.88757')",8.012994493633872,0,0,0,0,1,2
"('55.703261', '37.947838')",11.27441494657496,0,0,0,0,0,1
"('55.705919', '37.931731')",10.354342772712227,0,0,0,0,0,1
"('55.69963', '37.92916')",10.04384716804493,0,0,0,0,0,1
"('55.720859', '37.90533')",9.382295322309444,0,0,0,0,1,2
"('55.699639', '37.941783')",10.82475794731574,0,0,0,0,0,1
"('55.712284', '37.891433')",8.184240069515171,0,0,0,0,1,2
"('55.700101', '37.941981')",10.846039180646873,0,0,0,0,0,1
"('55.712878', '37.896948')",8.52859709420046,0,0,0,0,1,2
"('55.70492', '37.943427')",11.042685420245714,0,0,0,0,0,1
"('55.705696', '37.938602')",10.767344183372481,0,0,0,0,0,1
"('55.685178', '37.927311')",9.75439454447204,0,0,0,0,1,0
"('55.682788', '37.928542')",9.828158330258509,0,0,0,0,1,0
"('55.68113', '37.92423')",9.558667598673525,0,0,0,0,1,0
"('55.698584', '37.932216')",10.21196926699647,0,0,0,0,0,1
"('55.702318', '37.928174')",10.043504813671772,0,0,0,0,0,1
"('55.70143', '37.944514')",11.02967436263949,0,0,0,0,0,1
"('55.698584', '37.932216')",10.21196926699647,0,0,0,0,0,1
"('55.682788', '37.928542')",9.828158330258509,0,0,0,0,1,0
"('55.682808', '37.917331')",9.122955487650135,0,0,0,0,1,0
"('55.682869', '37.9192')",9.24052684457071,0,0,0,0,1,0
"('55.689976', '37.72704')",2.543186229611642,0,0,1,0,4,3
"('55.693226', '37.722082')",2.96407385718544,0,0,1,0,4,3
"('55.671514', '37.723376')",2.8950587157590473,0,0,1,0,4,3
"('55.689686', '37.730858')",2.305757179029471,0,0,1,0,4,3
"('55.69551', '37.746113')",1.8716202030459297,0,0,1,0,4,3
"('55.67957', '37.762246')",0.3628423188277129,1,0,1,0,3,3
"('55.686684', '37.72608')",2.506331492472563,0,0,1,0,4,3
"('55.686684', '37.72608')",2.506331492472563,0,0,1,0,4,3
"('55.689686', '37.730858')",2.305757179029471,0,0,1,0,4,3
"('55.693226', '37.722082')",2.96407385718544,0,0,1,0,4,3
"('55.925707', '37.544369')",9.562335703039297,0,0,0,0,1,1
"('55.930453', '37.54506')",9.946592907395003,0,0,0,0,1,1
"('55.912315', '37.548115')",8.305554757061808,0,0,0,0,1,1
"('55.932551', '37.551178')",9.90671046773925,0,0,0,0,1,1
"('55.9203', '37.550217')",8.86672482347009,0,0,0,0,1,1
"('55.920381', '37.553217')",8.752653077176545,0,0,0,0,1,1
"('55.896843', '37.53005')",8.152563720327437,0,0,0,0,2,2
"('55.892304', '37.535772')",7.5927673396926005,0,0,0,0,2,2
"('55.88331', '37.538162')",7.031948324240551,0,0,0,0,2,4
"('55.867996', '37.533616')",6.874547994222907,0,0,0,0,2,4
"('55.930453', '37.54506')",9.946592907395003,0,0,0,0,1,1
"('55.913565', '37.553972')",8.150713131386432,0,0,0,0,1,1
"('55.831423', '37.351716')",4.066120572308987,0,0,0,1,1,2
"('55.843876', '37.445347')",2.711747466756628,0,0,1,0,2,3
"('55.848026', '37.427776')",1.5196150983184091,0,0,1,0,2,3
"('55.739721', '37.659874')",2.9553821686554564,0,0,1,1,5,4
"('55.741151', '37.672046')",2.8607131179886007,0,0,1,1,5,4
"('55.742032', '37.664285')",3.177562067568513,0,0,0,2,4,5
"('55.747322', '37.66203')",3.0039012708006294,0,0,0,3,3,6
"('55.736235', '37.671849')",3.2652691390665014,0,0,0,2,4,5
"('55.735348', '37.659272')",2.7113715806587124,0,0,1,1,5,4
"('55.740289', '37.658796')",2.9286855732416197,0,0,1,1,5,4
"('55.74894', '37.655148')",3.3389528329622173,0,0,0,4,1,8
