coords,kids_hospitals_closest_km,kids_hospitals_less500m,kids_hospitals_0.5-1km,kids_hospitals_1-3km,kids_hospitals_3-5km,kids_hospitals_5-10km,kids_hospitals_10-15km
"('55.589187', '37.44538')",13.584993107183037,0,0,0,0,0,1
"('55.607214', '37.413017')",15.060475116476479,0,0,0,0,0,0
"('55.591549', '37.425117')",14.717294989796246,0,0,0,0,0,1
"('55.7087011', '37.6453376')",2.4018150150321596,0,0,1,0,7,1
"('55.7087011', '37.6453376')",2.4018150150321596,0,0,1,0,7,1
"('55.72764', '37.666073')",2.9199448690998233,0,0,1,1,5,4
"('55.733361', '37.657053')",2.4992356486666476,0,0,1,1,5,4
"('55.72507', '37.66903')",3.0972463706373596,0,0,0,2,4,4
"('55.711767', '37.643345')",2.074693198143994,0,0,1,0,7,1
"('55.724353', '37.644432')",1.552582379788404,0,0,1,0,6,2
"('55.67383', '37.48961')",9.47907414604518,0,0,0,0,2,3
"('55.672757', '37.494126')",9.50279614876647,0,0,0,0,2,3
"('55.671727', '37.495455')",9.587768553914337,0,0,0,0,2,3
"('55.665431', '37.492662')",10.209170483502463,0,0,0,0,0,5
"('55.672757', '37.494126')",9.50279614876647,0,0,0,0,2,3
"('55.672757', '37.494126')",9.50279614876647,0,0,0,0,2,3
"('55.679234', '37.492672')",8.847579436465422,0,0,0,0,2,3
"('55.66013', '37.491413')",10.416013225530254,0,0,0,0,0,5
"('55.667493', '37.493156')",10.03910727764628,0,0,0,0,0,5
"('55.672844', '37.491431')",9.545863467237846,0,0,0,0,2,3
"('55.687923', '37.534963')",6.564478745911476,0,0,0,0,4,4
"('55.667493', '37.493156')",10.03910727764628,0,0,0,0,0,5
"('55.661917', '37.492626')",10.403864641860203,0,0,0,0,0,5
"('55.688989', '37.529358')",6.775875435155223,0,0,0,0,5,2
"('55.787923', '37.632224')",3.7278349976113367,0,0,0,2,4,4
"('55.786436', '37.640217')",3.317569782466493,0,0,0,2,4,4
"('55.77665', '37.624454')",2.6778944053696256,0,0,1,1,6,2
"('55.787153', '37.622819')",3.2111187232110368,0,0,0,2,4,4
"('55.788596', '37.641486')",3.2326528621860655,0,0,0,2,4,4
"('55.78564', '37.633266')",3.640301278140614,0,0,0,2,4,4
"('55.77872', '37.640461')",3.4605833229220746,0,0,0,3,3,5
"('55.775682', '37.625226')",2.6712987977369056,0,0,1,1,5,3
"('55.783494', '37.633859')",3.5523289106519944,0,0,0,2,4,4
"('55.775682', '37.625226')",2.6712987977369056,0,0,1,1,5,3
"('55.783398', '37.635098')",3.615940499250315,0,0,0,2,4,4
"('55.79089', '37.63668')",3.5467058011954866,0,0,0,2,4,4
"('55.787853', '37.633194')",3.7526718725205055,0,0,0,2,4,4
"('55.7815827', '37.6418004')",3.295330870336883,0,0,0,3,3,5
"('55.783494', '37.633859')",3.5523289106519944,0,0,0,2,4,4
"('55.79089', '37.63668')",3.5467058011954866,0,0,0,2,4,4
"('55.785392', '37.63606')",3.5861255922388082,0,0,0,2,4,4
"('55.787153', '37.622819')",3.2111187232110368,0,0,0,2,4,4
"('55.774715', '37.625154')",2.6215209243807345,0,0,1,1,6,2
"('55.78809', '37.634317')",3.682060862834276,0,0,0,2,4,4
"('55.773933', '37.62679')",2.6825012172063767,0,0,1,1,5,3
"('55.78507', '37.639626')",3.366785600030135,0,0,0,2,4,4
"('55.785392', '37.63606')",3.5861255922388082,0,0,0,2,4,4
"('55.784045', '37.635332')",3.647494530565082,0,0,0,2,4,4
"('55.670757', '37.587712')",5.769313785866286,0,0,0,0,3,5
"('55.68324', '37.539482')",6.6880110080090525,0,0,0,0,4,3
"('55.681859', '37.539769')",6.781036110789576,0,0,0,0,4,3
"('55.679417', '37.546112')",6.700849249802027,0,0,0,0,4,3
"('55.771266', '37.597998')",0.9340792265596785,0,1,0,2,4,4
"('55.762637', '37.600504')",0.8898357065746498,0,1,0,3,3,6
"('55.765235', '37.598295')",0.7077668897506972,0,1,0,3,3,5
"('55.76952', '37.601852')",1.0526093131450565,0,0,1,2,4,4
"('55.764445', '37.59312')",0.38979845025402704,1,0,1,2,4,4
"('55.771565', '37.602885')",1.228200323196188,0,0,1,1,5,3
"('55.76565', '37.594926')",0.49982739880062593,1,0,1,2,4,4
"('55.768243', '37.59833')",0.7910672004696336,0,1,0,3,3,5
"('55.76011', '37.591953')",0.6365774957228448,0,1,0,3,3,6
"('55.765069', '37.5912871')",0.2677637051072421,1,0,1,2,4,4
"('55.764577', '37.595842')",0.5567740313798146,0,1,0,3,3,5
"('55.765069', '37.5912871')",0.2677637051072421,1,0,1,2,4,4
"('55.763933', '37.60929')",1.4038949339376228,0,0,1,2,4,5
"('55.765478', '37.595833')",0.5546267278047098,0,1,0,3,3,5
"('55.765063', '37.607053')",1.2573777025602086,0,0,1,2,4,4
"('55.766309', '37.590623')",0.2627429741194044,1,0,1,2,4,4
"('55.768233', '37.619477')",2.066684361792901,0,0,1,1,5,3
"('55.761173', '37.599507')",0.8977746722577068,0,1,0,3,3,6
"('55.765478', '37.595833')",0.5546267278047098,0,1,0,3,3,5
"('55.617856', '37.265711')",21.186818615076767,0,0,0,0,0,0
"('55.626303', '37.310895')",18.820166085731856,0,0,0,0,0,0
"('55.605', '37.36147')",18.306985174919344,0,0,0,0,0,0
"('55.860746', '37.372431')",2.1026648767880367,0,0,1,0,1,1
"('55.856544', '37.35072')",3.326368343970993,0,0,0,1,0,2
"('55.8515', '37.363089')",2.5490096599734913,0,0,1,0,1,1
"('55.854042', '37.349937')",3.360800795418843,0,0,0,1,0,2
"('55.84487', '37.356414')",3.115218411158617,0,0,0,1,0,2
"('55.7367235', '37.4186826')",4.825498404367501,0,0,0,1,1,4
"('55.7342195', '37.4108729')",5.351498039256635,0,0,0,0,2,3
"('55.707783', '37.403152')",8.057723718166104,0,0,0,0,1,3
"('55.72271', '37.418354')",6.1408522397831105,0,0,0,0,2,3
"('55.7074', '37.401923')",8.132862558404447,0,0,0,0,1,3
"('55.736786', '37.407005')",5.303555319074344,0,0,0,0,2,3
"('55.7414918', '37.4195197')",4.38402731300419,0,0,0,1,1,4
"('55.728576', '37.434325')",5.112200325361077,0,0,0,0,2,3
"('55.745362', '37.416206')",4.224110365103612,0,0,0,1,1,4
"('55.7246098', '37.4031854')",6.488035214745724,0,0,0,0,2,3
"('55.708739', '37.404133')",7.934723408914858,0,0,0,0,2,2
"('55.7116087', '37.3956923')",7.939901602957561,0,0,0,0,1,3
"('55.712502', '37.403297')",7.599227553689234,0,0,0,0,2,2
"('55.7246098', '37.4031854')",6.488035214745724,0,0,0,0,2,3
"('55.719622', '37.418506')",6.43887545649604,0,0,0,0,2,3
"('55.737948', '37.416314')",4.813834184919142,0,0,0,1,1,4
"('55.7130368', '37.4076638')",7.4089376337428865,0,0,0,0,2,2
"('55.7187331', '37.4305778')",6.216897237383094,0,0,0,0,2,3
"('55.711184', '37.40875')",7.556243909557449,0,0,0,0,2,2
"('55.723237', '37.403782')",6.587776796486857,0,0,0,0,2,3
"('55.739858', '37.421874')",4.427431769849546,0,0,0,1,1,4
"('55.72124', '37.426556')",6.055961733932615,0,0,0,0,2,3
"('55.7186535', '37.4004304')",7.124850875474062,0,0,0,0,2,3
"('55.743512', '37.422099')",4.108437521029059,0,0,0,1,1,4
"('55.704655', '37.47077')",7.004224594701626,0,0,0,0,4,1
"('55.688507', '37.518318')",7.381293895717387,0,0,0,0,4,2
"('55.70016', '37.506496')",6.361381299254815,0,0,0,0,4,2
"('55.623158', '37.300817')",19.45157928945767,0,0,0,0,0,0
"('55.624967', '37.30654')",19.09002027690157,0,0,0,0,0,0
"('55.61873', '37.266259')",21.08802612649624,0,0,0,0,0,0
"('55.2919543', '37.1163118')",2439.0979452221973,0,0,0,0,0,0
"('55.620169', '37.263052')",21.080887701933076,0,0,0,0,0,0
"('55.613941', '37.386813')",16.593718149843685,0,0,0,0,0,0
"('55.858246', '37.501905')",6.0153134020814525,0,0,0,0,3,3
"('55.857851', '37.482358')",4.791173435499353,0,0,0,1,1,4
"('55.869445', '37.456657')",3.571070089889034,0,0,0,1,0,5
"('55.848934', '37.48111')",4.742927586654242,0,0,0,1,1,5
"('55.867748', '37.47359')",4.4729950808478,0,0,0,1,0,5
"('55.868662', '37.456755')",3.5372081329178338,0,0,0,1,0,5
"('55.855564', '37.47527')",4.33528130289068,0,0,0,1,1,4
"('55.86471', '37.475593')",4.495838110553399,0,0,0,1,0,5
"('55.868844', '37.465164')",4.024318446243173,0,0,0,1,0,5
"('55.7422', '37.587236')",2.5005332027604967,0,0,2,1,5,4
"('55.771064', '37.729431')",2.032631253958959,0,0,2,0,4,3
"('55.850574', '37.684148')",2.767608789634576,0,0,1,0,2,4
"('55.835508', '37.654718')",2.73122687907162,0,0,1,0,4,3
"('55.839643', '37.659739')",2.4147205597180452,0,0,1,0,4,3
"('55.852257', '37.682129')",2.588062769701259,0,0,1,0,2,4
"('55.638938', '37.42721')",13.989551377855252,0,0,0,0,0,3
"('55.638938', '37.42721')",13.989551377855252,0,0,0,0,0,3
"('55.63193', '37.456243')",12.12666317108123,0,0,0,0,0,3
"('55.612375', '37.470599')",11.386748361813309,0,0,0,0,0,1
"('55.619544', '37.416251')",14.688705903076956,0,0,0,0,0,1
"('55.712284', '37.891433')",8.184240069515171,0,0,0,0,1,2
"('55.713309', '37.878326')",7.488496999417189,0,0,0,0,1,2
"('55.717918', '37.893175')",8.553092087287668,0,0,0,0,1,2
"('55.719395', '37.72776')",4.556049988092278,0,0,0,2,2,5
"('55.711437', '37.889843')",8.054953316142228,0,0,0,0,1,2
"('55.717756', '37.891172')",8.433029885724823,0,0,0,0,1,2
"('55.711458', '37.884174')",7.730128668201958,0,0,0,0,1,2
"('55.71767', '37.886672')",8.178755811404734,0,0,0,0,1,2
"('55.705919', '37.931731')",10.354342772712227,0,0,0,0,0,1
"('55.786991', '37.579493')",2.0985853839334356,0,0,1,1,6,2
"('55.792513', '37.565587')",2.93259360529098,0,0,1,1,6,2
"('55.794993', '37.58376')",2.9698811639656806,0,0,1,0,7,1
"('55.796024', '37.572613')",3.1671749422309476,0,0,0,2,5,3
"('55.794178', '37.576454')",2.918403295776526,0,0,1,1,6,2
"('55.764754', '37.564599')",1.2401215784156472,0,0,2,0,6,2
"('55.5526627', '37.3437658')",20.116412721748862,0,0,0,0,0,0
"('55.6138', '37.471264')",11.319401004712734,0,0,0,0,0,1
"('55.591549', '37.425117')",14.717294989796246,0,0,0,0,0,1
"('55.614724', '37.384954')",16.701106795068856,0,0,0,0,0,0
"('55.551777', '37.316355')",20.28063100424938,0,0,0,0,0,0
"('55.606309', '37.410753')",15.21822990821089,0,0,0,0,0,0
"('55.613941', '37.386813')",16.593718149843685,0,0,0,0,0,0
"('55.4741509', '37.3065139')",2428.142324869973,0,0,0,0,0,0
"('55.64169', '37.409801')",14.810401317447587,0,0,0,0,0,2
"('55.87263', '37.634216')",1.5144570112143096,0,0,1,0,1,5
"('55.892531', '37.671579')",4.070894450778837,0,0,0,1,0,3
"('55.865166', '37.672333')",1.962794982876929,0,0,1,0,2,3
"('55.881631', '37.6835')",3.5341133660917365,0,0,0,1,0,4
"('55.850636', '37.686142')",2.883011766518727,0,0,1,0,2,4
"('55.877167', '37.652481')",2.0287926327278503,0,0,1,0,1,3
"('55.889386', '37.675532')",3.887100884515741,0,0,0,1,0,4
"('55.872683', '37.683257')",2.927765739545082,0,0,1,0,2,2
"('55.874294', '37.647846')",1.6443536028489238,0,0,1,0,2,3
"('55.876758', '37.663395')",2.2950777654808148,0,0,1,0,1,3
"('55.638917', '37.595043')",3.5008505586958862,0,0,0,1,1,4
"('55.6545218', '37.6009467')",3.9191382758556528,0,0,0,1,1,5
"('55.63595', '37.606606')",2.7259517139048057,0,0,1,0,2,3
"('55.633653', '37.609182')",2.5299953092460057,0,0,1,0,1,4
"('55.877087', '37.549624')",6.12038084974277,0,0,0,0,2,4
"('55.86062', '37.525028')",7.35323003664685,0,0,0,0,2,4
"('55.880631', '37.539347')",6.8569821949490715,0,0,0,0,2,4
"('55.866465', '37.536895')",6.6501687408962695,0,0,0,0,2,4
"('55.862894', '37.569252')",4.59597066843679,0,0,0,1,0,7
"('55.880945', '37.54118')",6.761127798528643,0,0,0,0,2,4
"('55.777277', '37.726008')",2.0685289785532333,0,0,2,0,4,3
"('55.772684', '37.729664')",2.171236274105795,0,0,2,0,4,3
"('55.7802395', '37.7269646')",1.978533599641171,0,0,2,0,4,3
"('55.778854', '37.724167')",1.8823174950123305,0,0,2,0,4,3
"('55.771374', '37.73101')",2.128536069242819,0,0,2,0,4,3
"('55.779084', '37.721678')",1.7327381089027944,0,0,2,0,4,3
"('55.779084', '37.721678')",1.7327381089027944,0,0,2,0,4,3
"('55.7770912', '37.7234507')",1.9431328235879917,0,0,2,0,4,3
"('55.773383', '37.737021')",2.5592780538956843,0,0,2,0,4,3
"('55.782299', '37.714357')",1.16045398385929,0,0,2,0,5,2
"('55.772618', '37.735916')",2.451295434312258,0,0,2,0,4,3
"('55.773636', '37.73217')",2.3564587224617126,0,0,2,0,4,3
"('55.816146', '37.725676')",3.5842599615135966,0,0,0,1,2,4
"('55.80042', '37.710049')",1.5778372958712634,0,0,1,1,3,4
"('55.77673', '37.722755')",1.9296156555926878,0,0,2,0,4,3
"('55.709682', '37.624336')",1.6537939831212947,0,0,1,0,7,1
"('55.719414', '37.637657')",1.2758833249309744,0,0,1,0,7,1
"('55.712502', '37.403297')",7.599227553689234,0,0,0,0,2,2
"('55.734674', '37.408409')",5.415078593201208,0,0,0,0,2,3
"('55.715925', '37.407123')",7.14867767873425,0,0,0,0,2,2
"('55.71907', '37.3968')",7.221929645263763,0,0,0,0,2,3
"('55.71967', '37.41654')",6.492308469354172,0,0,0,0,2,3
"('55.713603', '37.40663')",7.386770038794266,0,0,0,0,2,2
"('55.7243893', '37.4080044')",6.328660631400563,0,0,0,0,2,3
"('55.724167', '37.41173')",6.217644506281531,0,0,0,0,2,3
"('55.722989', '37.384729')",7.380766487469554,0,0,0,0,1,4
"('55.718826', '37.406586')",6.892430441261342,0,0,0,0,2,3
"('55.500392', '37.521677')",16.475351598837662,0,0,0,0,0,0
"('55.503757', '37.53541')",15.736847324079717,0,0,0,0,0,0
"('55.724754', '37.4673')",5.1353471753724005,0,0,0,0,4,1
"('55.721027', '37.463898')",5.551239721879052,0,0,0,0,4,0
"('55.723744', '37.464014')",5.248649906311248,0,0,0,0,4,1
"('55.749714', '37.59428')",1.7459875192447638,0,0,2,1,5,4
"('55.739514', '37.565228')",2.2823993015362,0,0,1,2,4,5
"('55.754497', '37.592384')",1.2035925001614025,0,0,1,2,4,5
"('55.803396', '37.527122')",5.2737111397086744,0,0,0,0,5,3
"('55.795307', '37.52363')",4.524550741533396,0,0,0,3,2,6
"('55.759277', '37.7389')",2.065022169658855,0,0,1,1,4,3
"('55.804734', '37.785647')",5.819363252162363,0,0,0,0,2,4
"('55.766415', '37.740579')",2.34295023556353,0,0,1,1,4,3
"('55.759277', '37.7389')",2.065022169658855,0,0,1,1,4,3
"('55.767215', '37.742789')",2.505247716291021,0,0,1,1,4,3
"('55.76898', '37.72979')",1.8973440981175786,0,0,2,0,5,2
"('55.779099', '37.708167')",1.0742444355285474,0,0,2,0,5,2
"('55.79131', '37.659782')",2.1136971554435746,0,0,1,1,5,3
"('55.794786', '37.652984')",2.616831874550147,0,0,1,0,6,2
"('55.785245', '37.682188')",0.7526764625825259,0,1,0,2,4,4
"('55.789264', '37.693507')",0.1264871198655631,1,0,1,1,4,4
"('55.785746', '37.69286')",0.2692618151850588,1,0,1,1,4,4
"('55.794968', '37.653577')",2.5870190447853725,0,0,1,0,6,2
"('55.655045', '37.382843')",13.914993070150008,0,0,0,0,0,2
"('55.642428', '37.416476')",14.635630410647856,0,0,0,0,0,3
"('55.655899', '37.401123')",13.434714172890121,0,0,0,0,0,2
"('55.65658', '37.404788')",13.29398689125121,0,0,0,0,0,2
"('55.645335', '37.416389')",14.320719002204513,0,0,0,0,0,3
"('55.653858', '37.396362')",13.743802592703267,0,0,0,0,0,2
"('55.653858', '37.396362')",13.743802592703267,0,0,0,0,0,2
"('55.64898', '37.41053')",14.011983191328024,0,0,0,0,0,2
"('55.64284', '37.409816')",14.685855434604502,0,0,0,0,0,2
"('55.655899', '37.401123')",13.434714172890121,0,0,0,0,0,2
"('55.64905', '37.402866')",14.132101206364979,0,0,0,0,0,2
"('55.655585', '37.490802')",10.315525548600268,0,0,0,0,0,5
"('55.648138', '37.414679')",14.040589015003954,0,0,0,0,0,3
"('55.655899', '37.401123')",13.434714172890121,0,0,0,0,0,2
"('55.652832', '37.406989')",13.655764844673282,0,0,0,0,0,2
"('55.760434', '37.715767')",0.6497550036188663,0,1,0,2,3,5
"('55.766734', '37.727427')",1.62951295325328,0,0,2,0,5,2
"('55.86695', '37.659245')",1.3162152687679938,0,0,1,0,2,3
"('55.77224', '37.731136')",2.2005644427370306,0,0,2,0,4,3
"('55.8366204', '37.4572201')",3.725088386699146,0,0,0,1,1,4
"('55.825401', '37.455238')",4.363112045472706,0,0,0,1,2,4
"('55.81883', '37.428996')",4.0360650747976905,0,0,0,1,2,3
"('55.836721', '37.461625')",3.9654673404093943,0,0,0,1,1,4
"('55.823778', '37.452749')",4.381355345335164,0,0,0,1,2,4
"('55.840218', '37.463215')",3.9028711912203446,0,0,0,1,1,4
"('55.829866', '37.412379')",2.5564014113251137,0,0,1,0,2,3
"('55.827722', '37.42598')",3.053788321704803,0,0,0,1,1,4
"('55.82848', '37.448044')",3.8007498648466465,0,0,0,1,2,3
"('55.818139', '37.431594')",4.170280709889632,0,0,0,1,2,3
"('55.821917', '37.438614')",4.0032232253570825,0,0,0,1,2,3
"('55.82848', '37.448044')",3.8007498648466465,0,0,0,1,2,3
"('55.821917', '37.438614')",4.0032232253570825,0,0,0,1,2,3
"('55.825683', '37.413192')",3.0237204090958247,0,0,0,1,1,4
"('55.814746', '37.424309')",4.369763650835084,0,0,0,1,2,3
"('55.848357', '37.351195')",3.3359168492619506,0,0,0,1,0,2
"('55.809024', '37.475441')",4.288732585552372,0,0,0,1,3,4
"('55.723521', '37.58694')",1.8706639901341047,0,0,1,2,4,4
"('55.770294', '37.636974')",3.188083499277096,0,0,0,4,2,6
"('55.7628702', '37.6436995')",3.566492825528809,0,0,0,4,1,8
"('55.76317', '37.64408')",3.5881463721929925,0,0,0,4,1,8
"('55.769367', '37.635593')",3.0853668770757414,0,0,0,4,2,6
"('55.76709', '37.639545')",3.3042202283403923,0,0,0,4,1,8
"('55.763234', '37.64295')",3.5169121006362074,0,0,0,4,1,8
"('55.767539', '37.627885')",2.5791906518365852,0,0,1,3,2,6
"('55.759881', '37.642159')",3.509773602089577,0,0,0,4,1,8
"('55.76697', '37.624886')",2.3857438360524665,0,0,1,2,4,4
"('55.7675455', '37.6251245')",2.4070260606681115,0,0,1,2,4,4
"('55.729975', '37.76106')",4.688596187838107,0,0,0,1,3,4
"('55.728221', '37.763971')",4.955430586552893,0,0,0,1,3,4
"('55.7291994', '37.7627259')",4.824101608573708,0,0,0,1,3,4
"('55.724789', '37.744738')",4.465786581281101,0,0,0,2,2,5
"('55.726041', '37.745654')",4.381893712840255,0,0,0,2,2,5
"('55.724723', '37.743067')",4.415791277613739,0,0,0,2,2,5
"('55.816508', '37.466976')",5.081331875825572,0,0,0,0,4,3
"('55.8135405', '37.4701125')",4.75754434030334,0,0,0,1,3,4
"('55.812388', '37.483971')",4.757615284498428,0,0,0,1,3,4
"('55.812934', '37.469296')",4.68758534924688,0,0,0,1,3,4
"('55.819949', '37.465892')",5.265338220377393,0,0,0,0,4,3
"('55.805083', '37.421425')",4.72549786165919,0,0,0,1,2,2
"('55.801617', '37.406155')",5.08103533850768,0,0,0,0,3,1
"('55.795388', '37.405157')",4.693232832280812,0,0,0,1,2,2
"('55.80963', '37.414276')",4.80186749710924,0,0,0,1,2,2
"('55.78426', '37.475513')",1.6054449888479942,0,0,1,0,4,4
"('55.799446', '37.39214')",5.621208121962183,0,0,0,0,2,2
"('55.803231', '37.347476')",6.55090281700756,0,0,0,0,2,1
"('55.81784', '37.397907')",3.8752243778964695,0,0,0,1,1,3
"('55.815662', '37.400227')",4.103564372550265,0,0,0,1,1,3
"('55.797386', '37.3934201')",5.427194088019014,0,0,0,0,2,2
"('55.802185', '37.40648')",5.108909314610992,0,0,0,0,3,1
"('55.804273', '37.396793')",5.385026410163776,0,0,0,0,2,2
"('55.80244', '37.41213')",4.8762475382109365,0,0,0,1,2,2
"('55.806813', '37.423482')",4.8092878741176674,0,0,0,1,2,3
"('55.809762', '37.392302')",4.814634354659413,0,0,0,1,1,3
"('55.747417', '37.557384')",1.296991591778534,0,0,2,1,5,4
"('55.748645', '37.558571')",1.2634578686340812,0,0,2,1,5,4
"('55.74366', '37.539894')",1.1699103780002955,0,0,1,1,3,6
"('55.746922', '37.556864')",1.3137126627599103,0,0,2,1,5,4
"('55.772518', '37.6207122')",2.2698873131127804,0,0,1,1,6,2
"('55.772902', '37.628586')",2.749357181876838,0,0,1,1,5,3
"('55.769251', '37.628451')",2.641029409218261,0,0,1,3,2,6
"('55.780097', '37.630814')",3.213584264853375,0,0,0,2,4,4
"('55.77665', '37.624454')",2.6778944053696256,0,0,1,1,6,2
"('55.771418', '37.629358')",2.748611247840463,0,0,1,2,4,4
"('55.774527', '37.622962')",2.4876607684833947,0,0,1,1,6,2
"('55.82848', '37.448044')",3.8007498648466465,0,0,0,1,2,3
"('55.83956', '37.46449')",4.003492199971297,0,0,0,1,1,4
"('55.8565101', '37.4045102')",0.19998475624250142,1,0,1,0,1,4
"('55.854267', '37.42968')",1.479545354860233,0,0,1,0,2,3
"('55.864015', '37.431873')",1.9239144176055283,0,0,1,0,1,4
"('55.862257', '37.44753')",2.7315949023471653,0,0,1,0,1,4
"('55.843389', '37.431962')",1.976159294010124,0,0,1,0,2,3
"('55.8530817', '37.4424994')",2.2884219238718155,0,0,1,0,2,3
"('55.865696', '37.444107')",2.681417065541237,0,0,1,0,1,4
"('55.85105', '37.434514')",1.8260465395231487,0,0,1,0,2,3
"('55.863379', '37.430714')",1.82465104184632,0,0,1,0,1,4
"('55.850555', '37.415263')",0.6870615126624302,0,1,0,1,1,4
"('55.846962', '37.426267')",1.4752876175889569,0,0,1,0,2,3
"('55.860382', '37.417896')",0.9786425486224705,0,1,0,1,0,5
"('55.84447', '37.44994')",2.957025776064716,0,0,1,0,2,3
"('55.627615', '37.518389')",8.213386338477644,0,0,0,0,1,2
"('55.630589', '37.484128')",10.36837233340429,0,0,0,0,0,3
"('55.622395', '37.48818')",10.146146598908349,0,0,0,0,0,2
"('55.61875', '37.491143')",10.001774731212842,0,0,0,0,0,2
"('55.627361', '37.478628')",10.717846736379641,0,0,0,0,0,3
"('55.619594', '37.499031')",9.497072418794362,0,0,0,0,1,1
"('55.619147', '37.497872')",9.575596063975969,0,0,0,0,1,1
"('55.630162', '37.521551')",8.010927133337766,0,0,0,0,1,2
"('55.623265', '37.489976')",10.02590326979609,0,0,0,0,0,3
"('55.624466', '37.489524')",10.045542912586376,0,0,0,0,0,3
"('55.619802', '37.497764')",9.573621613625873,0,0,0,0,1,1
"('55.573973', '37.488943')",11.828090700164452,0,0,0,0,0,1
"('55.613636', '37.493004')",9.972136418340034,0,0,0,0,1,1
"('55.633617', '37.483095')",10.441757868812047,0,0,0,0,0,3
"('55.740649', '37.64145')",2.1027601169256713,0,0,1,2,3,6
"('55.758818', '37.592366')",0.7694981380897734,0,1,0,3,3,6
"('55.762839', '37.606586')",1.2537594441350763,0,0,1,2,4,5
"('55.713025', '37.751367')",3.490184656727091,0,0,0,1,3,4
"('55.714054', '37.730104')",4.136281098466283,0,0,0,1,3,4
"('55.711823', '37.733949')",3.7976928912193912,0,0,0,1,3,4
"('55.721786', '37.736179')",4.498483577355286,0,0,0,2,2,5
"('55.715576', '37.730697')",4.261089793848904,0,0,0,1,3,4
"('55.714125', '37.733132')",4.044274099749627,0,0,0,1,3,4
"('55.81551', '37.584118')",5.254148684460451,0,0,0,0,6,2
"('55.847861', '37.650055')",1.3326186887194187,0,0,1,0,3,4
"('55.799502', '37.611437')",3.873395852865846,0,0,0,1,6,2
"('55.760915', '37.554861')",0.9715788769129252,0,1,1,1,5,3
"('55.757996', '37.542652')",0.24020944163691138,1,0,2,0,4,4
"('55.761282', '37.513422')",1.7517685446542142,0,0,1,2,2,6
"('55.760996', '37.513628')",1.7277868793176747,0,0,1,2,2,6
"('55.759886', '37.519027')",1.367222377499492,0,0,1,2,2,6
"('55.757996', '37.542652')",0.24020944163691138,1,0,2,0,4,4
"('55.755302', '37.52503')",0.8890335701272606,0,1,0,3,1,7
"('55.7578', '37.540138')",0.22896928603070676,1,0,2,1,3,5
"('55.758156', '37.519592')",1.272354818786156,0,0,1,2,2,6
"('55.7628769', '37.5427501')",0.7779040031380682,0,1,1,2,3,5
"('55.76156', '37.54907')",0.7799984539557376,0,1,1,1,5,3
"('55.763416', '37.547028')",0.90120077654823,0,1,1,1,5,3
"('55.760082', '37.53666')",0.5581411681081441,0,1,0,3,1,7
"('55.757409', '37.542186')",0.16968889338807178,1,0,2,0,4,4
"('55.760494', '37.518551')",1.421391326548156,0,0,1,2,2,6
"('55.764059', '37.512914')",1.9193477168192188,0,0,1,2,2,6
"('55.761282', '37.513422')",1.7517685446542142,0,0,1,2,2,6
"('55.760996', '37.513628')",1.7277868793176747,0,0,1,2,2,6
"('55.758553', '37.52044')",1.233406605980494,0,0,1,2,2,6
"('55.761282', '37.513422')",1.7517685446542142,0,0,1,2,2,6
"('55.761282', '37.513422')",1.7517685446542142,0,0,1,2,2,6
"('55.821371', '37.587946')",5.4181528271086234,0,0,0,0,5,3
"('55.81563', '37.585133')",5.267935192722236,0,0,0,0,6,2
"('55.821441', '37.582763')",5.623251204267884,0,0,0,0,5,3
"('55.81821', '37.587964')",5.560146275832806,0,0,0,0,6,2
"('55.824106', '37.570357')",5.971135135938574,0,0,0,0,5,3
"('55.824299', '37.566252')",6.154843574197917,0,0,0,0,5,3
"('55.821371', '37.587946')",5.4181528271086234,0,0,0,0,5,3
"('55.82562', '37.577267')",5.5351074161364435,0,0,0,0,5,3
"('55.56925', '37.286426')",22.603109153137677,0,0,0,0,0,0
"('55.73943', '37.638313')",1.870430397911857,0,0,1,2,3,6
"('55.736959', '37.61556')",1.1496738125130166,0,0,1,1,4,5
"('55.746204', '37.636436')",2.4351631439440857,0,0,1,2,3,6
"('55.738292', '37.625972')",1.3649371709668892,0,0,1,1,4,5
"('55.86425', '37.429108')",1.796410580108162,0,0,1,0,1,4
"('55.854047', '37.420491')",0.9058914452436426,0,1,0,1,1,4
"('55.83845', '37.388511')",1.861354716179905,0,0,1,0,2,2
"('55.861489', '37.417544')",1.0480211181868566,0,0,1,0,1,4
"('55.845688', '37.42669')",1.5624415184672118,0,0,1,0,2,3
"('55.825683', '37.413192')",3.0237204090958247,0,0,0,1,1,4
"('55.85337', '37.409648')",0.25164128873883723,1,0,1,0,2,3
"('55.840791', '37.379043')",2.0697889553890874,0,0,1,0,2,1
"('55.84869', '37.436203')",1.9918721106194677,0,0,1,0,2,3
"('55.85434', '37.432034')",1.6267283620625002,0,0,1,0,2,3
"('55.631686', '37.472414')",11.107805537060853,0,0,0,0,0,3
"('55.65069', '37.468346')",11.582913263687098,0,0,0,0,0,5
"('55.65055', '37.489014')",10.301093252802826,0,0,0,0,0,5
"('55.655447', '37.487829')",10.493158684510329,0,0,0,0,0,5
"('55.632586', '37.476752')",10.837035172805715,0,0,0,0,0,3
"('55.655447', '37.487829')",10.493158684510329,0,0,0,0,0,5
"('55.644145', '37.473492')",11.15284266821037,0,0,0,0,0,4
