coords,adult_hospitals_closest_km,adult_hospitals_less500m,adult_hospitals_0.5-1km,adult_hospitals_1-3km,adult_hospitals_3-5km,adult_hospitals_5-10km,adult_hospitals_10-15km
"('55.812216', '37.632368')",3.6161146168768035,0,0,0,5,11,13
"('55.810602', '37.632098')",3.531493785837305,0,0,0,5,11,13
"('55.8064017', '37.6481266')",2.810228034238546,0,0,1,3,13,13
"('55.809904', '37.635081')",3.680218049461412,0,0,0,4,12,13
"('55.810688', '37.63676')",3.667947606444475,0,0,0,4,12,13
"('55.8039169', '37.6292881')",3.160389129746079,0,0,0,6,11,15
"('55.806545', '37.632107')",3.3942257482827953,0,0,0,6,11,15
"('55.806545', '37.632107')",3.3942257482827953,0,0,0,6,11,15
"('55.808948', '37.638')",3.497487342912378,0,0,0,4,12,13
"('55.806499', '37.643911')",3.038947412665052,0,0,0,4,12,14
"('55.632825', '37.744549')",5.929725640067182,0,0,0,0,3,7
"('55.632825', '37.744549')",5.929725640067182,0,0,0,0,3,7
"('55.6339225', '37.7472722')",6.12779063601127,0,0,0,0,3,8
"('55.63254', '37.762471')",6.594902330071304,0,0,0,0,3,7
"('55.633953', '37.761078')",6.431874576103207,0,0,0,0,3,7
"('55.633537', '37.760845')",6.4771880388881895,0,0,0,0,3,7
"('55.637333', '37.77095')",6.129733574918967,0,0,0,0,3,9
"('55.632139', '37.755392')",6.573352351569396,0,0,0,0,3,7
"('55.635157', '37.746624')",6.127972380815867,0,0,0,0,3,9
"('55.635157', '37.746624')",6.127972380815867,0,0,0,0,3,9
"('55.636356', '37.747639')",6.166818413097221,0,0,0,0,3,9
"('55.663918', '37.751772')",3.087757257358142,0,0,0,1,5,10
"('55.69559', '37.604717')",0.09900362326808533,1,0,3,2,11,15
"('55.625755', '37.722882')",4.423882733865503,0,0,0,1,2,8
"('55.6201123', '37.7485915')",5.976937534671477,0,0,0,0,3,5
"('55.679991', '37.68447')",1.9953177656859806,0,0,1,2,7,14
"('55.601203', '37.727553')",5.0110922771501585,0,0,0,0,2,4
"('55.644008', '37.712542')",4.648319543154417,0,0,0,2,4,10
"('55.619118', '37.72502')",4.490177806938136,0,0,0,1,2,7
"('55.6499812', '37.738784')",4.739751665682181,0,0,0,1,4,8
"('55.64665', '37.657637')",2.0125626683888855,0,0,1,1,6,10
"('55.652496', '37.745007')",4.395841339259026,0,0,0,1,4,8
"('55.678047', '37.6773')",1.497907586907551,0,0,1,3,6,14
"('55.641854', '37.763827')",5.569679766427373,0,0,0,0,3,9
"('55.639517', '37.755491')",5.79967720010355,0,0,0,0,3,9
"('55.637714', '37.76347')",6.02615382215319,0,0,0,0,3,9
"('55.639517', '37.755491')",5.79967720010355,0,0,0,0,3,9
"('55.6413', '37.767582')",5.660324814300263,0,0,0,0,3,9
"('55.633658', '37.753928')",6.451838059325836,0,0,0,0,3,7
"('55.629684', '37.745367')",5.897798463727619,0,0,0,0,3,7
"('55.636824', '37.764995')",6.134332150020068,0,0,0,0,3,9
"('55.637592', '37.76461')",6.046745320053586,0,0,0,0,3,9
"('55.537801', '37.503971')",4.171701508651707,0,0,0,2,0,5
"('55.659414', '37.759569')",3.597866691784047,0,0,0,1,4,9
"('55.645426', '37.733707')",5.306640686439023,0,0,0,0,5,8
"('55.6482618', '37.7208167')",4.945901451475035,0,0,0,1,5,9
"('55.62235', '37.737614')",5.298316612017805,0,0,0,0,3,6
"('55.65431', '37.763728')",4.1921051403297245,0,0,0,1,4,8
"('55.616661', '37.745322')",5.77408409697822,0,0,0,0,3,5
"('55.688061', '37.7176547')",2.1058247323110457,0,0,1,2,10,10
"('55.618898', '37.719163')",4.121023297851731,0,0,0,1,2,8
"('55.63636', '37.657097')",1.9699815777597198,0,0,1,1,6,8
"('55.635889', '37.76592')",6.244230246485715,0,0,0,0,3,8
"('55.634237', '37.748601')",6.217888025129287,0,0,0,0,3,8
"('55.60817', '37.72758')",4.79923095775646,0,0,0,1,2,5
"('55.593726', '37.53826')",5.350964887729408,0,0,0,0,6,3
"('55.592744', '37.668713')",2.839124257457852,0,0,1,0,2,9
"('55.674631', '37.51344')",0.8463071956628169,0,1,1,1,7,11
"('55.616676', '37.497063')",4.545976023732425,0,0,0,1,4,6
"('55.889816', '37.663322')",2.6144272370424484,0,0,1,0,2,12
"('55.77557', '37.498096')",1.8443384017866067,0,0,3,1,13,11
"('55.720956', '37.811016')",1.6716854268386263,0,0,1,2,7,10
"('55.67145', '37.766468')",2.3654200955926883,0,0,1,0,6,12
"('55.632526', '37.67765')",2.147594312398602,0,0,1,1,5,7
"('55.896161', '37.612811')",4.639635906743035,0,0,0,2,1,12
"('55.88001', '37.59277')",3.797147602090958,0,0,0,2,2,14
"('55.876293', '37.580788')",3.2537920230598827,0,0,0,1,4,12
"('55.887276', '37.615047')",3.8796266431446926,0,0,0,1,2,13
"('55.900829', '37.589051')",3.5510654159972463,0,0,0,1,2,10
"('55.8798634', '37.5972609')",4.069644007175669,0,0,0,2,2,15
"('55.89701', '37.600998')",4.175584099836274,0,0,0,1,2,10
"('55.897686', '37.582394')",3.0521851424763047,0,0,0,1,2,10
"('55.900829', '37.589051')",3.5510654159972463,0,0,0,1,2,10
"('55.896171', '37.618498')",4.399206904277274,0,0,0,1,2,11
"('55.902858', '37.574543')",2.8060450840238182,0,0,1,0,3,8
"('55.891182', '37.603416')",4.269164962838429,0,0,0,2,1,13
"('55.892092', '37.621902')",3.91915022927728,0,0,0,1,2,12
"('55.898866', '37.625424')",4.3728706822835655,0,0,0,1,2,10
"('55.899199', '37.605652')",4.507229458844672,0,0,0,1,2,10
"('55.900547', '37.61407')",4.949869093879055,0,0,0,1,2,10
"('55.90435', '37.58175')",3.282036962503663,0,0,0,1,2,9
"('55.90553', '37.57319')",2.8902272218788267,0,0,1,0,3,8
"('55.8798634', '37.5972609')",4.069644007175669,0,0,0,2,2,15
"('55.890007', '37.605481')",4.398997585871871,0,0,0,2,1,13
"('55.898866', '37.625424')",4.3728706822835655,0,0,0,1,2,10
"('55.907279', '37.567455')",2.7302538591628824,0,0,1,0,3,7
"('55.89237', '37.577418')",2.6482473060354423,0,0,1,0,3,10
"('55.881226', '37.583374')",3.1969442905568135,0,0,0,1,3,12
"('55.896626', '37.594494')",3.767335984217045,0,0,0,1,2,10
"('55.898866', '37.625424')",4.3728706822835655,0,0,0,1,2,10
"('55.887836', '37.615784')",3.880956298721613,0,0,0,1,2,13
"('55.894844', '37.583355')",3.047591853684857,0,0,0,1,2,10
"('55.892006', '37.613826')",4.27341792331806,0,0,0,2,1,13
"('55.89137', '37.58552')",3.149901048941723,0,0,0,1,2,10
"('55.890163', '37.584946')",3.1140441473237024,0,0,0,1,2,11
"('55.905357', '37.575756')",3.0132148272547705,0,0,0,1,2,9
"('55.898866', '37.625424')",4.3728706822835655,0,0,0,1,2,10
"('55.90627', '37.567528')",2.659396491074431,0,0,1,0,3,7
"('55.900433', '37.608994')",4.741142784957548,0,0,0,1,2,10
"('55.881226', '37.583374')",3.1969442905568135,0,0,0,1,3,12
"('55.892844', '37.577606')",2.6640295268115457,0,0,1,0,3,10
"('55.883244', '37.59594')",3.892716415530566,0,0,0,2,2,14
"('55.895966', '37.570446')",2.2805974749818447,0,0,1,0,3,9
"('55.893808', '37.577376')",2.661179175499248,0,0,1,0,3,9
"('55.894667', '37.590057')",3.4602692530868113,0,0,0,1,2,10
"('55.893713', '37.629421')",3.7593858582048054,0,0,0,1,2,11
"('55.886086', '37.592472')",3.622088427569238,0,0,0,1,3,11
"('55.888966', '37.598743')",3.981696564594469,0,0,0,2,1,13
"('55.904367', '37.589069')",3.69519273369141,0,0,0,1,2,9
"('55.843414', '37.566072')",2.731259640095791,0,0,1,1,10,12
"('55.679311', '37.44727')",3.394567342722376,0,0,0,4,1,17
"('55.694454', '37.470581')",3.3512151222828233,0,0,0,3,6,15
"('55.698004', '37.474411')",3.5572539524191704,0,0,0,3,6,16
"('55.693622', '37.469189')",3.3290618151963463,0,0,0,3,6,15
"('55.6988776', '37.4683463')",3.4309573809399545,0,0,0,3,6,16
"('55.689918', '37.47024')",2.9690420514022327,0,0,1,2,7,14
"('55.692745', '37.453403')",3.542098895810521,0,0,0,3,6,14
"('55.698622', '37.474517')",3.613921516284271,0,0,0,3,6,16
"('55.70595', '37.47959')",3.4280725341693294,0,0,0,2,8,13
"('55.699393', '37.468928')",3.4100581367397025,0,0,0,3,6,16
"('55.699981', '37.466479')",3.2616129447953304,0,0,0,3,6,16
"('55.698622', '37.474517')",3.613921516284271,0,0,0,3,6,16
"('55.696423', '37.47377')",3.425415465927198,0,0,0,3,6,15
"('55.713496', '37.487469')",3.5199016449251506,0,0,0,2,10,12
"('55.689035', '37.46997')",2.907772343346318,0,0,1,2,7,14
"('55.699393', '37.468928')",3.4100581367397025,0,0,0,3,6,16
"('55.69408', '37.477095')",3.0947496857647323,0,0,0,3,6,15
"('55.698004', '37.474411')",3.5572539524191704,0,0,0,3,6,16
"('55.702323', '37.463035')",2.9227212756958045,0,0,1,1,8,13
"('55.739404', '37.739899')",3.3378424365287924,0,0,0,3,14,8
"('55.704327', '37.780437')",2.049447010645253,0,0,1,1,8,10
"('55.856982', '37.637569')",1.8624168321122838,0,0,1,0,8,12
"('55.647465', '37.610672')",2.3693141887709084,0,0,1,1,7,8
"('55.873541', '37.705095')",2.4932901334185242,0,0,1,0,5,11
"('55.663918', '37.751772')",3.087757257358142,0,0,0,1,5,10
"('55.69559', '37.604717')",0.09900362326808533,1,0,3,2,11,15
"('55.880295', '37.496174')",2.483272970831958,0,0,1,1,4,8
"('55.874567', '37.580077')",3.307025726521114,0,0,0,2,4,13
"('55.81745', '37.800865')",2.0835167754963106,0,0,2,1,9,6
"('55.865541', '37.653909')",0.5944637047946444,0,1,0,1,6,11
"('55.714035', '37.765884')",2.3879977319676198,0,0,1,1,12,6
"('55.707491', '37.928632')",6.354425509946451,0,0,0,0,2,4
"('55.722036', '37.787498')",2.9504190256063323,0,0,1,2,11,7
"('55.81021', '37.723045')",1.7041972610809755,0,0,3,3,11,11
"('55.783524', '37.467096')",1.0465041278205662,0,0,3,1,10,13
"('55.728652', '37.68067')",1.3040026504434987,0,0,2,2,14,13
"('55.70653', '37.786743')",2.514907409156425,0,0,1,1,8,10
"('55.926605', '37.5402')",4.002542311283903,0,0,0,1,1,6
"('55.738388', '37.7049')",3.0853550107294443,0,0,0,4,13,11
"('55.672306', '37.76203')",2.19931174430294,0,0,1,0,6,12
"('55.807101', '37.799328')",1.0074048377690574,0,0,2,1,8,7
"('55.70053', '37.758266')",0.8104768294931683,0,1,0,1,9,9
"('55.704874', '37.916936')",5.834601172476557,0,0,0,0,2,5
"('55.518265', '37.572701')",8.758202906238441,0,0,0,0,2,1
"('55.653126', '37.558723')",4.0066659780954375,0,0,0,2,7,10
"('55.500856', '37.522207')",8.31535587161076,0,0,0,0,2,0
"('55.566231', '37.497629')",2.0123182585067534,0,0,2,0,2,4
"('55.65675', '37.563213')",4.105735022759702,0,0,0,3,6,12
"('55.661217', '37.52978')",1.9745002599770043,0,0,2,0,9,8
"('55.592378', '37.604232')",4.08230604023436,0,0,0,1,3,8
"('55.603141', '37.588656')",4.313999932848557,0,0,0,1,5,6
"('55.587453', '37.597163')",4.780652397500987,0,0,0,1,3,6
"('55.59687', '37.593704')",4.326859705993384,0,0,0,1,5,6
"('55.587453', '37.597163')",4.780652397500987,0,0,0,1,3,6
"('55.5838', '37.591288')",5.329007612735415,0,0,0,0,4,4
"('55.596457', '37.599822')",4.024976675197504,0,0,0,1,4,7
"('55.581726', '37.580842')",5.9735295890742215,0,0,0,0,4,4
"('55.584645', '37.603487')",4.726907432616561,0,0,0,1,3,5
"('55.581726', '37.580842')",5.9735295890742215,0,0,0,0,4,4
"('55.582392', '37.58034')",5.949832023520038,0,0,0,0,4,4
"('55.589977', '37.601196')",4.403273949146868,0,0,0,1,3,8
"('55.591259', '37.598339')",4.446033363203457,0,0,0,1,3,8
"('55.596457', '37.599822')",4.024976675197504,0,0,0,1,4,7
"('55.591259', '37.598339')",4.446033363203457,0,0,0,1,3,8
"('55.669518', '37.628882')",0.9244951732117397,0,1,0,2,8,13
"('55.582412', '37.578797')",6.023458162377783,0,0,0,0,4,4
"('55.582629', '37.582469')",5.8302095405388155,0,0,0,0,4,4
"('55.590913', '37.594953')",4.636605682058777,0,0,0,1,3,8
"('55.588415', '37.601798')",4.495016586603895,0,0,0,1,3,7
"('55.581872', '37.579927')",6.0069859287013525,0,0,0,0,4,4
"('55.594055', '37.598114')",4.26658306105073,0,0,0,1,3,8
"('55.59687', '37.593704')",4.326859705993384,0,0,0,1,5,6
"('55.587517', '37.610997')",4.177095546645883,0,0,0,1,3,7
"('55.581726', '37.580842')",5.9735295890742215,0,0,0,0,4,4
"('55.5979409', '37.608826')",3.4663438564260494,0,0,0,1,3,8
"('55.593605', '37.605865')",3.914898565453632,0,0,0,1,3,8
"('55.597027', '37.588871')",4.5835023082026165,0,0,0,1,5,6
"('55.58292', '37.581164')",5.872283285021739,0,0,0,0,4,4
"('55.585321', '37.601169')",4.76906217375011,0,0,0,1,3,6
"('55.601299', '37.597971')",3.8553581703544264,0,0,0,1,5,6
"('55.581578', '37.581606')",5.9478184254121595,0,0,0,0,4,4
"('55.568914', '37.590543')",6.604948980497923,0,0,0,0,3,4
"('55.582418', '37.5814')",5.896791175996638,0,0,0,0,4,4
"('55.776537', '37.540928')",0.5846368732141705,0,1,0,7,9,16
"('55.53399', '37.51512')",4.937254312536195,0,0,0,2,0,4
"('55.847442', '37.564967')",2.900783406857596,0,0,1,1,8,14
"('55.806287', '37.417994')",2.4978996113891094,0,0,1,3,7,7
"('55.642822', '37.60628')",2.936375880997131,0,0,1,1,7,8
"('55.809196', '37.574066')",1.1798112118292152,0,0,2,3,14,11
"('55.61117', '37.52794')",5.795396450162404,0,0,0,0,6,5
"('55.4866118', '36.9185187')",2445.559836800106,0,0,0,0,0,0
"('55.536166', '37.159387')",13.808621187896588,0,0,0,0,0,1
"('55.487709', '36.9149866')",2445.951968142989,0,0,0,0,0,0
"('55.4833037', '36.9148754')",2445.779080174807,0,0,0,0,0,0
"('55.4999698', '36.9183258')",2446.1362697555837,0,0,0,0,0,0
"('55.545416', '37.154742')",14.864595218523627,0,0,0,0,0,1
"('55.5422995', '37.151866')",14.54288813343783,0,0,0,0,0,1
"('55.545416', '37.154742')",14.864595218523627,0,0,0,0,0,1
"('55.5444083', '37.1538739')",14.75972837245817,0,0,0,0,0,1
"('55.495129', '36.916608')",2446.102626793753,0,0,0,0,0,0
"('55.753007', '37.59303')",1.591088535217328,0,0,1,5,14,16
"('55.748936', '37.595627')",2.008019457991667,0,0,2,4,15,15
"('55.746243', '37.600711')",2.296110543014059,0,0,4,2,16,14
"('55.7261873', '37.5635277')",2.04303222955507,0,0,2,1,16,11
"('55.762145', '37.606227')",0.6801977063787565,0,1,0,7,11,18
"('55.748376', '37.599256')",2.05696320841382,0,0,2,4,15,15
"('55.747363', '37.594486')",2.190841435825483,0,0,2,4,15,15
"('55.753058', '37.58579')",1.753505851568612,0,0,1,5,14,16
"('55.748939', '37.599247')",1.9942816130625183,0,0,2,4,15,15
"('55.748936', '37.595627')",2.008019457991667,0,0,2,4,15,15
"('55.747267', '37.593381')",2.2120534307862236,0,0,2,4,15,15
"('55.75092', '37.593695')",1.808494088246667,0,0,2,4,15,15
"('55.747363', '37.594486')",2.190841435825483,0,0,2,4,15,15
"('55.753058', '37.58579')",1.753505851568612,0,0,1,5,14,16
"('55.753197', '37.584145')",1.7901105461657072,0,0,1,5,14,16
"('55.753129', '37.589096')",1.6570530872142049,0,0,1,5,14,16
"('55.749871', '37.59356')",1.9247505155493079,0,0,2,4,15,15
"('55.750084', '37.584955')",2.0731446561333495,0,0,2,4,16,14
"('55.747936', '37.599058')",2.106010814801405,0,0,2,4,15,15
"('55.599153', '37.365811')",5.670703649941516,0,0,0,0,3,2
"('55.599819', '37.35636')",5.944130812766558,0,0,0,0,2,3
"('55.6178', '37.264445')",9.748479829511774,0,0,0,0,1,2
"('55.491177', '37.311867')",2407.2630405512723,0,0,0,0,0,0
"('55.621374', '37.30574')",7.1495441485104045,0,0,0,0,1,4
"('55.598817', '37.360196')",5.8943983705660035,0,0,0,0,2,3
"('55.626101', '37.311274')",6.657452625705885,0,0,0,0,1,4
"('55.626101', '37.311274')",6.657452625705885,0,0,0,0,1,4
"('55.6238395', '37.3049863')",7.1088985262309246,0,0,0,0,1,4
"('55.623697', '37.30539')",7.089289816514454,0,0,0,0,1,4
"('55.626082', '37.310203')",6.722902957451055,0,0,0,0,1,4
"('55.599396', '37.202255')",14.114210492858247,0,0,0,0,0,1
"('55.624261', '37.309585')",6.818316383385829,0,0,0,0,1,4
"('55.491177', '37.311867')",2407.2630405512723,0,0,0,0,0,0
"('55.489014', '37.312576')",2407.1026503383937,0,0,0,0,0,0
"('55.624967', '37.30654')",6.979041887055108,0,0,0,0,1,4
"('55.601416', '37.363466')",5.539212188867786,0,0,0,0,3,2
"('55.860337', '37.667061')",0.47917075511291596,1,0,1,0,8,11
"('55.604712', '37.240253')",11.663968809475524,0,0,0,0,0,2
"('55.616554', '37.264642')",9.776903603638758,0,0,0,0,1,2
"('55.603212', '37.358372')",5.567057441361677,0,0,0,0,3,2
"('55.612263', '37.306055')",7.528191491549293,0,0,0,0,1,4
"('55.6222077', '37.3069577')",7.046726403574849,0,0,0,0,1,4
"('55.4488835', '37.2497875')",2411.547858168419,0,0,0,0,0,0
"('55.609097', '37.305515')",7.722609007458598,0,0,0,0,1,4
"('55.8608539', '37.6672562')",0.4218350037825924,1,0,1,0,8,11
"('55.601956', '37.359989')",5.616744355159084,0,0,0,0,3,2
"('55.588973', '37.166081')",16.657090644005567,0,0,0,0,0,0
"('55.61408', '37.301067')",7.724989209103305,0,0,0,0,1,4
"('55.605093', '37.366394')",5.097462118915522,0,0,0,0,3,2
"('55.60477', '37.36249')",5.271337871840849,0,0,0,0,3,2
"('55.588973', '37.166081')",16.657090644005567,0,0,0,0,0,0
"('55.587345', '37.165618')",16.75030269480854,0,0,0,0,0,0
"('55.587969', '37.167962')",16.58730269301469,0,0,0,0,0,0
"('55.860337', '37.667061')",0.47917075511291596,1,0,1,0,8,11
"('55.86071', '37.670967')",0.5019846226062333,0,1,0,1,7,12
"('55.593527', '37.364463')",6.254275711652283,0,0,0,0,2,3
"('55.588973', '37.166081')",16.657090644005567,0,0,0,0,0,0
"('55.602861', '37.35769')",5.62433851656135,0,0,0,0,3,2
"('55.56925', '37.286426')",11.295174575029067,0,0,0,0,0,2
"('55.604387', '37.369907')",5.039695012150769,0,0,0,0,3,2
"('55.5525815', '37.334048')",8.473762067436303,0,0,0,0,2,1
"('55.601788', '37.374353')",5.148168166235867,0,0,0,0,3,2
"('55.644521', '37.339885')",4.602399474390934,0,0,0,1,1,4
"('55.798473', '37.53276')",1.9615904707499774,0,0,4,2,12,12
"('55.792832', '37.51414')",2.0255017799956168,0,0,2,6,8,16
"('55.812595', '37.53138')",1.4453062894012738,0,0,3,3,7,16
"('55.812595', '37.53138')",1.4453062894012738,0,0,3,3,7,16
"('55.812595', '37.53138')",1.4453062894012738,0,0,3,3,7,16
"('55.799345', '37.523968')",2.311732814865493,0,0,3,5,6,18
"('55.8108538', '37.5331014')",1.330287974330273,0,0,3,3,7,16
"('55.80822', '37.532008')",1.4381669530223053,0,0,3,3,7,16
"('55.793864', '37.541001')",1.442948786269347,0,0,3,3,12,12
"('55.805746', '37.557385')",0.6419293293593354,0,1,3,2,16,8
"('55.804901', '37.509289')",1.3583462804094302,0,0,3,5,5,19
"('55.808144', '37.539527')",0.9889661467871393,0,1,3,2,9,14
"('55.812595', '37.53138')",1.4453062894012738,0,0,3,3,7,16
"('55.808758', '37.53307')",1.3600642497324518,0,0,3,3,7,16
"('55.806454', '37.521873')",2.102467361037211,0,0,3,3,6,17
"('55.806362', '37.52286')",2.045368339914568,0,0,3,3,6,17
"('55.809147', '37.533436')",1.3293087547222882,0,0,3,3,7,16
"('55.794606', '37.542816')",1.47561727341777,0,0,3,3,13,12
"('55.811128', '37.514688')",1.8948136320900795,0,0,3,3,7,16
"('55.808758', '37.53307')",1.3600642497324518,0,0,3,3,7,16
"('55.811128', '37.514688')",1.8948136320900795,0,0,3,3,7,16
"('55.79935', '37.518166')",1.9558794585690895,0,0,3,5,6,18
"('55.793622', '37.545086')",1.3277239156657683,0,0,3,3,13,12
"('55.798961', '37.537092')",1.7423976657987394,0,0,3,2,12,12
"('55.80278', '37.536285')",1.4715180004923858,0,0,4,1,11,13
"('55.797751', '37.532466')",2.033006187456135,0,0,4,2,12,12
"('55.798136', '37.545276')",1.565564433977131,0,0,3,3,13,12
"('55.8054', '37.538773')",1.1714427184054947,0,0,4,1,11,12
"('55.801186', '37.50938')",1.3746977591825853,0,0,1,7,4,20
"('55.806736', '37.54014')",1.0203652595391972,0,0,4,1,11,12
"('55.804956', '37.512344')",1.549262486507374,0,0,3,5,5,18
"('55.802204', '37.53941')",1.373277995950551,0,0,4,1,13,11
"('55.803894', '37.532986')",1.567556363967171,0,0,5,1,11,12
"('55.81081', '37.53465')",1.2334343400595813,0,0,2,4,6,17
"('55.793186', '37.526968')",1.9236265750591264,0,0,3,4,11,13
"('55.807127', '37.515901')",1.8112756187977297,0,0,3,4,6,17
"('55.798363', '37.546435')",1.5168430082999194,0,0,3,3,13,12
"('55.797943', '37.546993')",1.5504242704553095,0,0,3,3,13,12
"('55.809303', '37.53296')",1.3558181652053032,0,0,3,3,7,16
"('55.79422', '37.51759')",2.127400204952498,0,0,3,5,9,15
"('55.8038226', '37.5305733')",1.702264998403658,0,0,4,2,10,14
"('55.808144', '37.539527')",0.9889661467871393,0,1,3,2,9,14
"('55.806105', '37.515569')",1.7678669600916657,0,0,3,4,6,17
"('55.792832', '37.51414')",2.0255017799956168,0,0,2,6,8,16
"('55.797837', '37.543066')",1.6508966765181563,0,0,3,3,13,12
"('55.793864', '37.541001')",1.442948786269347,0,0,3,3,12,12
"('55.800843', '37.515703')",1.7720499174953674,0,0,2,6,4,20
"('55.793864', '37.541001')",1.442948786269347,0,0,3,3,12,12
"('55.798136', '37.545276')",1.565564433977131,0,0,3,3,13,12
"('55.78571', '37.52138')",1.7505381994862266,0,0,2,5,10,15
"('55.811295', '37.561787')",0.4689519795205506,1,0,3,2,15,9
"('55.885963', '37.67846')",2.3438148315514282,0,0,1,0,3,10
"('55.886248', '37.646099')",2.500348750751613,0,0,1,0,3,12
"('55.881207', '37.65417')",1.778876781039115,0,0,1,0,4,12
"('55.87685', '37.646893')",1.6114901048402812,0,0,1,0,7,9
"('55.88158', '37.634827')",2.520105830755777,0,0,1,0,5,10
"('55.881757', '37.694953')",2.4623025085815042,0,0,1,0,4,9
"('55.86602', '37.650253')",0.8267526849506555,0,1,0,1,6,11
"('55.867314', '37.671624')",0.29689463009398287,1,0,1,0,8,9
"('55.875657', '37.644432')",1.6337691147608366,0,0,1,0,7,9
"('55.893046', '37.660305')",2.9849688605699236,0,0,1,0,2,12
"('55.885812', '37.699346')",2.9806041719347163,0,0,1,0,2,11
"('55.856184', '37.659254')",0.9997872185287118,0,1,0,1,7,13
