coords,parks_closest_km,parks_less500m,parks_0.5-1km,parks_1-3km,parks_3-5km,parks_5-10km,parks_10-15km,parks_area_less500m,parks_area_0.5-1km,parks_area_1-3km,parks_area_3-5km,parks_area_5-10km,parks_area_10-15km
"('55.6324625', '37.6076822')",0.382208385403354,2,6,24,49,215,419,0.07752070130622983,26.83618066330852,1.2403354002437155,38.242814039190954,48.34701643705616,83.67976682842823
"('55.644359', '37.614114')",0.07407737120499151,2,6,34,40,267,429,0.10119433896648972,0.36768063323206956,32.15297653839175,7.520760031589376,99.79201964246467,50.442319562239774
"('55.654528', '37.607197')",0.16687814464045916,4,6,38,41,305,429,0.04042724202113595,0.08009476670487359,32.748611930980054,3.3735664042859597,101.93091250390245,70.99748067095081
"('55.662334', '37.605715')",0.1562622662844834,3,7,37,41,352,419,0.08457288441723253,0.38641636721618805,28.889688571297476,6.980400568271094,100.29716572060501,84.58835757308556
"('55.66119', '37.6056')",0.10343293415338095,4,9,35,44,344,426,0.08756363949547111,0.45873171363380094,28.817373224879866,7.2041440787932345,100.08809075120728,85.43786048382636
"('55.637656', '37.617636')",0.05017279576557372,2,4,32,45,230,436,0.1329317697440491,0.272715171466998,32.173024029526225,15.88313984189756,82.8842931595137,59.32133050148559
"('55.651363', '37.61062')",0.2082635946403805,2,7,35,40,292,430,0.028815018639956048,0.14836787533982507,32.6170457998377,3.23092680815936,102.22105386104658,48.90256899793573
"('55.662217', '37.620869')",0.156923118234404,3,4,40,44,365,414,0.08252558037193507,0.07742553260518546,6.321678082403518,34.92747478303142,72.43488099087358,107.9441778798878
"('55.659886', '37.615919')",0.21260371176379209,4,5,40,41,342,428,0.05524258146543513,0.13093559749252306,32.88053604504054,3.4021679357557844,104.0072015541216,76.33149050072814
"('55.651994', '37.62828')",0.6839160855840384,0,3,38,42,311,425,0.0,0.07845891701084984,6.42935659619716,39.15910492670195,68.84423244552514,103.2377245168704
"('55.6374156', '37.6102554')",0.3492456067769938,4,4,26,48,232,430,0.20520512133173427,0.29986323518418034,27.650318612503895,11.911517690461949,88.15644940018211,57.747324768264065
"('55.676018', '37.68418')",0.11594768361457246,3,1,23,75,350,425,3.8214614033300798,0.029174141554219712,5.724089626348745,24.215952559643476,74.33179383447933,99.63199596041056
"('55.668569', '37.611608')",0.43518464592469,1,9,35,58,384,414,0.04548484293131522,0.5814671737737347,5.571468404267245,31.48682959466217,77.02821286793258,107.83676029382715
"('55.651134', '37.60723')",0.24313775727401227,2,7,35,43,282,442,0.028815018639956048,0.14836787533982507,32.60243645149252,3.4125713117121492,103.53424848166603,48.57891444126534
"('55.6545218', '37.6009467')",0.13608034726140447,4,8,35,46,295,438,0.04126921083211312,0.32316011264708977,28.43284669543097,7.771084002623422,98.71197116833507,52.928651588623964
"('55.6546297', '37.6061646')",0.15074687711470303,4,5,39,41,304,433,0.04042724202113595,0.07256169502829712,29.141297058742083,7.022716472926419,98.18675513962813,75.50589767261883
"('55.64945', '37.61205')",0.41992343384228364,2,5,39,40,285,431,0.07092584533427337,0.07905309789801726,32.750219244612985,8.117040395034813,99.1804498576665,51.30923044758961
"('55.661623', '37.615569')",0.1649634992948471,3,6,40,39,360,419,0.04662111316249378,0.13358811590171896,32.891554532860454,3.183455047619077,105.8397545733415,75.34845797072735
"('55.647204', '37.618641')",0.20129127943600975,1,5,39,36,283,426,0.05365848432541973,0.3429431362854544,32.35600927890648,7.361554016397051,99.9098954913325,50.2812949260054
"('55.676585', '37.634092')",0.42372397512711907,1,2,31,75,408,393,0.007188769580993521,0.08466982647398084,5.545090658209079,31.483716479746068,73.3483696548846,108.01751717070951
"('55.672783', '37.536014')",0.33832772509929737,3,4,28,66,308,434,1.1579542653136818,0.21988320815408668,5.501705678343569,50.480284351214195,36.4948054890268,116.44899599463135
"('55.860181', '37.69905')",0.2945910787877496,1,2,26,46,186,375,0.01719682815231899,0.04202015232136132,2.0683949303664746,13.965184469823457,33.681096455389195,41.78471254753143
"('55.820566', '37.66238')",0.15534070341943265,5,4,26,80,386,390,6.8211609905146,0.33581142015330645,12.643391349250965,3.694263821655685,49.80729829939102,76.78149517815118
"('55.849991', '37.683237')",0.7182938853136521,0,3,37,52,238,416,0.0,0.12170798504240707,3.30339110019869,14.534036230484487,35.56130189579656,50.9492248029989
"('55.8178557', '37.6333335')",0.12188567055144081,6,5,33,76,445,368,0.4745478764983993,3.6529805047918993,9.719869185570673,6.576459463773137,55.389746148204324,67.63418111095847
"('55.833572', '37.65577')",0.05170913498664608,4,1,38,62,351,404,0.36156669247685214,3.434457218781409,10.242321719197896,7.1171952714796625,46.74395503195086,68.1572172060054
"('55.825629', '37.647298')",0.16594967291581877,2,8,29,75,389,391,3.5763927330208287,0.6403887274855662,12.9446078465305,3.9136254941510504,55.61967531676383,61.91102796698681
"('55.850574', '37.684148')",0.6531904647447834,0,3,37,50,239,409,0.0,0.12170798504240707,3.30339110019869,14.756335894880523,35.3272711733562,50.925676579092915
"('55.866306', '37.708332')",0.17399973833448645,2,0,30,32,181,330,0.0639739309511975,0.0,2.718624080165855,2.8051946758808373,44.036336679392264,22.383034274341057
"('55.850636', '37.686142')",0.6265341384259987,0,2,34,51,235,411,0.0,0.04625181465144317,2.069342720410225,15.438462117718116,33.99465518896254,52.33436099086987
"('55.81995', '37.651394')",0.13750863830485913,4,9,23,86,399,391,0.18849893546383897,10.75555744291311,2.333921274213232,13.819192785804098,40.980765236105256,80.32509625429128
"('55.8298785', '37.6607697')",0.12980978179410416,3,4,34,64,361,399,0.2918294798209238,3.5291995020436637,10.079951038426966,7.0034838227671905,46.48418925161832,65.80245895132006
"('55.819084', '37.653694')",0.1027340008064756,5,7,26,87,399,390,0.19503084565195794,10.510504077562109,2.5933988941290753,13.75832749864812,41.05207279339835,89.35668734514927
"('55.813749', '37.642096')",0.3611944377142948,3,6,32,86,425,393,0.2973203060493282,0.2450469609865364,13.031414505242779,2.916934288520018,57.229175018182865,79.86495959152339
"('55.810466', '37.624247')",0.16389200147611632,2,3,39,78,471,369,0.25428464614515073,0.023895956686921627,13.364934951686811,2.7707221784626928,61.588987363524495,75.23831570286094
"('55.813314', '37.641')",0.3827914753254749,2,7,31,86,430,390,0.25395844610099716,0.2884088209348674,12.988052645294449,2.861713968081933,57.541034396607145,79.66608784439792
"('55.867041', '37.709596')",0.08587733458035249,2,0,28,31,179,324,0.0639739309511975,0.0,2.652124619781435,2.5803707154144235,44.00941966201507,21.92227204067168
"('55.863707', '37.692483')",0.16944143112325752,2,2,38,30,195,359,0.030161993974556125,0.11793703165278113,3.2792691940675205,5.995734712103468,42.29008658302504,26.46200684173406
"('55.820642', '37.642042')",0.0812987374000798,8,1,32,84,415,386,3.9895431278557822,0.017202848085559275,13.44492374610292,3.3023290602788293,56.97971272829646,64.7279488754957
"('55.856335', '37.69941')",0.42371600635854256,1,2,23,51,198,384,0.01719682815231899,0.04202015232136132,1.140362610365877,14.950852130195347,33.235058879486544,43.0458508127991
"('55.82048', '37.65002')",0.21941011601298013,4,8,24,87,400,394,0.18849893546383897,4.085977092122033,9.036990230317983,7.396884435269413,51.240594532702985,70.17256347209376
"('55.822478', '37.648492')",0.35338651886733635,4,7,27,79,401,390,3.700292625545134,0.5515067157472098,12.965542531942926,3.578670926886403,55.16256619622451,65.73216499289617
"('55.828132', '37.650226')",0.13060072458340602,2,5,32,71,373,401,3.672978673944292,0.2821835996389481,13.304404342545858,4.27575633847551,53.861521825232366,63.24063064987548
"('55.818301', '37.62678')",0.3949085140293942,1,12,27,87,444,373,0.206562251247023,5.219279926784731,8.250944619070724,9.078940751669405,54.89147537156616,68.29180005997505
"('55.816217', '37.626196')",0.32151162660585236,2,9,30,80,457,365,0.25428464614515073,1.5388561788234236,11.931368367032032,4.600253666199514,59.6611214614206,63.87275060757218
"('55.825127', '37.62865')",0.09854712783687918,2,9,30,78,415,380,3.4656202915498686,1.865103296729783,11.821149600988631,5.148437282562254,55.17847959397407,65.91301531887464
"('55.8154079', '37.6271093')",0.23037724465976686,2,9,31,81,456,365,0.25428464614515073,1.5388561788234236,11.932063626742995,4.642359763521021,59.5792681680198,64.01752223121548
"('55.82318', '37.62634')",0.29843235909804383,5,7,30,79,433,369,3.596998649822933,1.7814473333548464,11.920402674059034,4.94599801340437,56.10672834954241,66.08662755627074
"('55.812388', '37.64365')",0.47276212289776254,1,9,27,89,422,397,0.04739619485397418,0.5176477584754194,12.436100826133654,3.1760592111459527,57.02708614591776,79.94287420727181
"('55.866834', '37.702625')",0.42542029257710523,1,3,30,34,180,334,0.02287356455942728,0.07126236036632634,2.744265382762129,2.972633006051156,43.93847090227729,22.654024314540393
"('55.807404', '37.640594')",0.21783648092288563,2,2,40,92,436,400,0.011912520541831624,6.899503452285793,6.260940948596928,9.531766086129114,51.14373395313072,90.6288733674904
"('55.813941', '37.649391')",0.24862534384563903,4,6,32,84,419,391,0.1778279975663984,7.085447484345493,6.189549951753551,9.565663275473096,49.48427940258563,86.68821750499106
"('55.8072401', '37.6337868')",0.2671401991129816,2,1,38,91,446,397,0.011912520541831624,0.206562251247023,13.009075334836144,3.3178483408572674,58.532034643284284,83.30099402489338
"('55.829456', '37.663494')",0.16194619772185773,3,4,35,66,357,402,0.2918294798209238,3.5291995020436637,10.09437529299181,7.076973307446778,46.29115678570364,65.98785279318992
"('55.870713', '37.71371')",0.13691956863651758,2,0,27,26,165,300,0.0639739309511975,0.0,2.6202356786571324,1.6170973800387536,44.3147970477973,20.007805556880243
"('55.823393', '37.619899')",0.03063696680937502,6,3,35,72,445,360,4.903571906635227,0.1861780833784774,13.535434307666746,4.031945679949848,59.235344302363465,71.23292263624677
"('55.694813', '37.607914')",0.028424952037579648,3,3,41,89,449,430,0.10585265500310573,0.11290129519777525,5.155539374189934,9.775865060478289,101.94404229695218,96.10976121646792
"('55.698477', '37.625999')",0.17482205036769252,2,5,42,92,451,432,0.026298627020177875,0.25564437169324916,2.8859537917712004,10.912441147905039,94.68212163292466,102.42520991263257
"('55.675631', '37.62872')",0.1162796543747909,2,1,35,72,409,398,0.060833750424006766,0.0055787077373569555,5.654143468892755,31.467925802086704,77.17626337262217,103.38695309694782
"('55.680143', '37.609685')",0.142979172163389,2,1,39,78,418,412,0.18538803811266077,0.22434046037121916,1.7569289079582036,41.52930045224631,64.48750930279448,121.86151622902648
"('55.7094255', '37.6240153')",0.09787886810565842,3,3,59,107,456,453,0.0634993788630644,0.05440670705191665,4.788111767545422,9.748955423965484,121.08663281214233,76.67871993674193
"('55.6873515', '37.5984783')",0.5927401019803114,0,5,40,78,420,427,0.0,0.4418097034190369,5.091341908123765,37.10153807897283,70.8222996177189,120.72928605836034
"('55.673676', '37.601106')",0.14756812098593758,4,4,41,58,396,416,0.4031969093106463,0.3097341437526668,1.8039432095270693,41.02628411678572,63.776159644776214,121.04191750815048
"('55.699943', '37.619683')",0.1020993425602323,3,3,45,99,444,450,0.05181145513236682,0.11256328921878456,3.111734957682013,11.75672497892591,94.03974096214165,103.21251353526466
"('55.703842', '37.615875')",0.36074180217450436,2,6,49,102,446,458,0.03817779089644385,0.14803547234396053,4.4158161188269895,10.424054385650322,92.72101748939782,104.99567339080012
"('55.698173', '37.619827')",0.08082990455247807,4,3,46,95,443,446,0.056369041229522895,0.12167670935073822,3.3424137768805973,11.650020062798392,93.84092781780812,103.23416786300918
"('55.713998', '37.619989')",0.1788597330281568,5,4,61,128,440,472,0.10524112313072614,0.09238506376071504,4.4452071525291625,6.629532765957864,129.08477843032415,68.61703589042244
"('55.692734', '37.60302')",0.36398363794855937,1,5,39,88,436,432,0.07578224079376071,0.2746566844488952,5.16203874136074,10.915992002438582,100.45741819741275,96.35540848731267
"('55.708288', '37.643228')",0.718324397491794,0,5,49,102,461,425,0.0,0.0721275147093925,1.1874353998406308,12.496224182168426,113.88486597313852,84.0322317348446
"('55.696487', '37.612747')",0.027339322109154327,3,4,42,91,443,442,0.10585265500310573,0.07219309557715539,4.6385120299782985,10.272858659776965,99.28956605180127,99.21859220954767
"('55.691745', '37.610269')",0.3371481523365967,2,5,40,83,451,424,0.10800570312162847,0.15617244791583992,3.461940034620855,11.257247531516075,98.52577553692574,99.37287745092088
"('55.69181', '37.607978')",0.3285110611513376,1,6,39,88,442,431,0.07578224079376071,0.24180641464176927,4.673287055074169,11.27270552138504,98.51711522832395,99.33950446040689
"('55.699406', '37.624444')",0.15153873718117264,2,4,43,99,443,445,0.026298627020177875,0.1380761173309735,3.003522046133476,11.978637987209117,93.57299093914706,103.47656628883145
"('55.710732', '37.640551')",0.894635486752426,0,2,57,105,463,429,0.0,0.06010502914656305,2.6903481289954922,10.929209250544277,119.3485043901852,78.69651346571463
"('55.671174', '37.62908')",0.3949714177785581,2,1,34,69,393,402,0.05922368858037019,0.007188769580993529,5.779455813141048,29.78890624060201,78.4663823912363,101.9258756680996
"('55.6825589', '37.6943914')",0.18289337069579772,2,2,27,68,385,401,0.04029046424338395,0.18325354404563957,17.885765635576497,11.095919027056091,109.63048358935876,63.48053169990234
"('55.870693', '37.550846')",0.14992954601358507,4,3,31,54,254,374,0.4092163233717326,0.07954514537492136,3.0667337410555184,9.00683943728166,50.91046030680066,30.258636939696714
"('55.861272', '37.541234')",0.47685641694636327,1,6,28,53,282,388,0.061442165092499605,0.3912841601258419,3.0417521414329025,8.971373502166948,54.26428306376662,39.398844146072
"('55.855328', '37.557469')",0.10244865019726031,3,3,29,58,286,432,0.10287598496745488,0.31179965447981633,2.1279562191906716,10.535707268595715,50.49523115002655,67.41616473452882
"('55.861524', '37.5425')",0.39879201120743657,1,6,28,53,279,390,0.061442165092499605,0.3912841601258419,2.3118004664825467,9.490367367578978,51.28932433111935,42.37109111761183
"('55.860077', '37.54629')",0.2925675516838664,2,6,30,52,282,399,0.2843278778108988,0.21711159697625587,2.5419240638101237,10.29679772791514,50.40076580690938,62.12645835533631
"('55.86405', '37.554447')",0.06853114626393397,3,3,31,56,265,406,0.3426587415922123,0.15251290553172459,2.3009119233191746,12.433934078919847,48.115849594121904,64.62839779621635
"('55.860944', '37.567212')",0.3081715660058434,2,4,30,67,260,436,0.1062200735189678,0.4148912687803442,1.8175162503466211,12.310410142191282,43.24680055716004,70.97360508070634
"('55.860666', '37.545276')",0.2871251728668228,2,6,30,52,280,396,0.2843278778108988,0.2267293111887561,2.5323063495976235,10.297919807643298,50.37050739098989,43.58901373680407
"('55.855399', '37.559373')",0.09364892211905283,3,5,28,60,284,436,0.10287598496745488,0.44236304544926164,2.051433790720625,10.635488481181929,50.3873728160171,67.54137632434944
"('55.862378', '37.542689')",0.32537077241128554,2,3,31,51,279,388,0.2843278778108988,0.06042943828537645,2.6844628725169555,5.689373227080563,55.06914704830788,38.47846469298304
"('55.858867', '37.561284')",0.03843679900167779,2,6,26,62,270,437,0.08595532375220435,0.4592837066645121,1.6074670247165461,11.994365283838546,45.66611865148229,71.84588246235136
"('55.866687', '37.557107')",0.20587212361118126,2,5,30,59,249,410,0.2812165764997127,0.29566198548348727,2.1964154807780125,13.415485869686016,46.54808919258725,58.23310647519228
"('55.860994', '37.542051')",0.4432941691062037,1,6,27,55,279,393,0.061442165092499605,0.3912841601258419,2.2807312629631813,13.166851599418077,50.02419262629684,43.64937355957386
"('55.855043', '37.557013')",0.07654092621067651,3,3,29,59,286,432,0.10287598496745488,0.31179965447981633,2.1279562191906716,10.566647026414204,50.47456972796063,67.43682615659473
"('55.903014', '37.550801')",0.4035502715725716,1,6,21,41,186,227,0.7140427250208526,1.3044638224924485,5.136467858170869,4.067320179448748,37.64581428440184,31.977879113044878
"('55.859968', '37.566683')",0.2815592865823914,2,5,28,70,260,440,0.1062200735189678,0.4318119299955947,1.7670461045049513,12.368572806565092,43.23607057119104,72.87720094677746
"('55.871284', '37.497548')",0.5869027674168055,0,5,27,60,241,298,0.0,0.5932263962952478,8.577361886727019,10.33226811657137,47.815573881251865,32.34471615693343
"('55.720864', '37.725604')",0.7824547439054048,0,7,21,104,404,366,0.0,0.329305819703367,0.6634345841386038,46.18663133037082,45.05575060034719,119.439156213393
"('55.879455', '37.53657')",0.24680756461409092,2,2,30,51,241,304,0.5233228566171969,0.13244117178813342,3.1746613236143197,9.062391021218803,43.5823842811782,36.02384004463682
