,author,author_type,url,floor,floors_total,rooms,meters,district,street,house_number,price,coords
1152,Capital Estate,real_estate_agent,https://www.cian.ru/rent/flat/307132061/,3,8,3,155.0,Арбат,Большой Афанасьевский переулок,28,700000,"('55.749603', '37.597872')"
1153,Домклик Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307042559/,3,8,3,76.7,Пресненский,Малый Кисловский переулок,3,450000,"('55.754507', '37.602687')"
1154,Качанова и партнеры,real_estate_agent,https://www.cian.ru/rent/flat/306955458/,5,7,3,97.8,Пресненский,Средний Кисловский переулок,7/10,250000,"('55.7557561', '37.6033112')"
1155,ID 182291,real_estate_agent,https://www.cian.ru/rent/flat/306845438/,5,6,3,215.0,Арбат,Поварская ,28С1,2000000,"('55.755196', '37.592796')"
1156,ID 13931972,unknown,https://www.cian.ru/rent/flat/306843433/,5,7,3,107.2,Пресненский,переулок Брюсов,2/14С4,450000,"('55.75768', '37.606674')"
1157,ID 67821441,homeowner,https://www.cian.ru/rent/flat/306793911/,4,10,3,77.0,Пресненский,Малый Кисловский переулок,3,420000,"('55.754507', '37.602687')"
1158,Дмитрий Рублев,realtor,https://www.cian.ru/rent/flat/306352110/,5,7,3,55.4,Пресненский,Никитский бульвар,12,140000,"('55.755388', '37.60054')"
1159,ID 18671133,homeowner,https://www.cian.ru/rent/flat/305965050/,4,6,3,76.4,Арбат,Хлебный переулок,9,195000,"('55.754753', '37.59622')"
1160,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/302083777/,2,7,3,162.0,Арбат, Малая Молчановка,8С1,1700000,"('55.753985', '37.592635')"
1161,Сергей Гончарко,realtor,https://www.cian.ru/rent/flat/262853764/,2,5,3,100.0,Пресненский,Мерзляковский переулок,13,220000,"('55.756396', '37.596929')"
1162,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/281836793/,7,12,3,110.0,Якиманка, Серафимовича,2,300000,"('55.74446', '37.613018')"
1163,Лоцман,real_estate_agent,https://www.cian.ru/rent/flat/301257391/,3,5,2,75.0,Пресненский,Вознесенский переулок,16/4,145000,"('55.759436', '37.605733')"
1164,ЕГСН Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307696068/,11,14,1,39.0,Алексеевский,Маломосковская ,2К2,65000,"('55.812666', '37.640911')"
1165,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307669673/,3,4,1,41.0,Алексеевский,проспект Мира,102С12,100000,"('55.801455', '37.63765')"
1166,Алла Звоник,realtor,https://www.cian.ru/rent/flat/307667679/,13,24,1,45.0,Алексеевский,Маломосковская ,21К3,70000,"('55.814492', '37.649274')"
1167,ID 23276,realtor,https://www.cian.ru/rent/flat/307647016/,7,9,1,35.0,Алексеевский,Маломосковская ,29,75000,"('55.812292', '37.653316')"
1169,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/307635618/,3,5,1,34.0,Останкинский,Звездный бульвар,38К2,70000,"('55.814062', '37.623735')"
1170,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307633360/,13,24,1,45.0,Алексеевский,Маломосковская ,21К3,70000,"('55.814492', '37.649274')"
1171,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/307628383/,5,5,1,30.0,Алексеевский, Константинова,12,43000,"('55.816387', '37.656082')"
1173,ID 119510528,homeowner,https://www.cian.ru/rent/flat/307611336/,9,21,1,51.0,Алексеевский,Новоалексеевская ,16к2,200000,"('55.8086143', '37.6472031')"
1174,ID 113703899,homeowner,https://www.cian.ru/rent/flat/307585689/,4,9,1,29.5,Алексеевский, Павла Корчагина,16,70000,"('55.817613', '37.661859')"
1175,Центр Недвижимости плюс,real_estate_agent,https://www.cian.ru/rent/flat/307571999/,19,30,1,44.0,Алексеевский,Староалексеевская ,5А,95000,"('55.8114519', '37.6453291')"
1176,Зульфия Чернявская,realtor,https://www.cian.ru/rent/flat/307560900/,3,9,1,34.0,Алексеевский,проспект Мира,114А,75000,"('55.808594', '37.639312')"
1177,НейроДВИЖимость,real_estate_agent,https://www.cian.ru/rent/flat/307552880/,4,20,1,39.0,Алексеевский,Новоалексеевская ,16к4,160000,"('55.8064017', '37.6481266')"
1178,ID 223501,unknown,https://www.cian.ru/rent/flat/307547252/,6,11,1,42.7,Останкинский, Годовикова,11к2,130000,"('55.81082', '37.626268')"
1179,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307546852/,11,15,1,35.0,Останкинский,проспект Мира,95,110000,"('55.807658', '37.635045')"
1180,Станислав Прокофьев,realtor,https://www.cian.ru/rent/flat/307546847/,20,32,1,40.0,Останкинский, Годовикова,11к4,130000,"('55.809889', '37.624723')"
1181,Юлия Махматкулова,realtor,https://www.cian.ru/rent/flat/307484089/,5,35,1,37.0,Останкинский, Годовикова,11к4,99990,"('55.809889', '37.624723')"
1182,ID 61971563,homeowner,https://www.cian.ru/rent/flat/307458356/,3,22,1,40.0,Алексеевский,Староалексеевская ,3,65000,"('55.810364', '37.642968')"
1183,ID 511699,realtor,https://www.cian.ru/rent/flat/307365377/,2,14,1,43.0,Алексеевский,Новоалексеевская ,16к3,145000,"('55.8075152', '37.647491')"
1184,ID 92606295,homeowner,https://www.cian.ru/rent/flat/307359815/,19,35,1,40.0,Останкинский, Годовикова,11к4,130000,"('55.809889', '37.624723')"
1185,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307278366/,9,11,1,45.0,Останкинский, Годовикова,11к2,120000,"('55.81082', '37.626268')"
1186,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307216213/,13,18,1,40.0,Алексеевский,Новоалексеевская ,16к2,125000,"('55.8086143', '37.6472031')"
1187,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307209725/,12,35,1,42.0,Останкинский, Годовикова,11к2,150000,"('55.81082', '37.626268')"
1188,ID 16150903,realtor,https://www.cian.ru/rent/flat/307206113/,5,14,1,36.0,Алексеевский,Ярославская ,1/9,65000,"('55.813637', '37.645501')"
1189,ID 96512910,realtor,https://www.cian.ru/rent/flat/307182104/,3,8,1,33.0,Алексеевский,проспект Мира,114А,95000,"('55.808594', '37.639312')"
1190,Татьяна Малахова,realtor,https://www.cian.ru/rent/flat/307145930/,6,8,1,33.0,Останкинский,Звездный бульвар,16/2,59000,"('55.816328', '37.631379')"
1191,Денис Александров,realtor,https://www.cian.ru/rent/flat/307045694/,14,15,1,38.0,Останкинский,проспект Мира,95,115000,"('55.807658', '37.635045')"
1192,Денис Александров,realtor,https://www.cian.ru/rent/flat/307045365/,11,15,1,35.0,Останкинский,проспект Мира,95,110000,"('55.807658', '37.635045')"
1193,Maroom,real_estate_agent,https://www.cian.ru/rent/flat/307025720/,19,19,1,39.2,Алексеевский,Новоалексеевская ,16к2,115000,"('55.8086143', '37.6472031')"
1194,VIVAVI ESTATE,real_estate_agent,https://www.cian.ru/rent/flat/307715280/,18,20,2,60.7,Алексеевский,Новоалексеевская ,16к4,190000,"('55.8064017', '37.6481266')"
1195,Абсолют Капитал Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/307709304/,9,10,2,60.0,Останкинский,проспект Мира,89,85000,"('55.804612', '37.635503')"
1196,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/rent/flat/307706067/,11,19,2,64.0,Алексеевский,Маломосковская ,14,150000,"('55.812752', '37.647549')"
1197,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307701985/,20,35,2,45.0,Останкинский, Годовикова,11к4,130000,"('55.809889', '37.624723')"
1198,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307680523/,6,11,2,70.0,Алексеевский,Рижский проезд,3,90000,"('55.812337', '37.658571')"
1199,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307672680/,7,22,2,60.0,Алексеевский,Староалексеевская ,3,130000,"('55.810364', '37.642968')"
1200,ID 77724110,homeowner,https://www.cian.ru/rent/flat/307660742/,1,8,2,54.7,Алексеевский,Рижский проезд,5,80000,"('55.8134', '37.659847')"
1201,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307656589/,19,21,2,50.0,Алексеевский,Маломосковская ,14,120000,"('55.812752', '37.647549')"
1202,ID 15390,realtor,https://www.cian.ru/rent/flat/307651560/,1,8,2,61.0,Алексеевский, Павла Корчагина,10,65000,"('55.815367', '37.659084')"
1205,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307651377/,5,21,2,52.0,Алексеевский,Новоалексеевская ,16к3,160000,"('55.8075152', '37.647491')"
1206,ID 91549886,homeowner,https://www.cian.ru/rent/flat/307650318/,5,8,2,50.0,Алексеевский,Новоалексеевская ,16к3,160000,"('55.8075152', '37.647491')"
1207,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307634945/,19,33,2,45.0,Останкинский, Годовикова,11к4,130000,"('55.809889', '37.624723')"
1208,Азбука Жилья Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307584262/,6,12,2,38.0,Алексеевский,Новоалексеевская ,4К2,65000,"('55.806282', '37.640947')"
1209,ID 122006073,homeowner,https://www.cian.ru/rent/flat/307572528/,11,12,2,38.0,Алексеевский,Ярославская ,4К1,89000,"('55.814117', '37.64788')"
1210,Елена Горшкова,realtor,https://www.cian.ru/rent/flat/307562308/,4,9,2,45.0,Алексеевский,Новоалексеевская ,16к3,140000,"('55.8075152', '37.647491')"
1211,Техно Трейд,real_estate_agent,https://www.cian.ru/rent/flat/307544195/,2,8,2,61.0,Алексеевский,Рижский проезд,1/5,70000,"('55.811331', '37.658086')"
1212,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307491690/,8,17,2,63.0,Алексеевский,3-я Мытищинская ,3к2,78000,"('55.806499', '37.643911')"
1213,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/307485274/,3,8,2,63.0,Алексеевский,Рижский проезд,1/5,80000,"('55.811331', '37.658086')"
1214,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307459971/,14,17,2,44.0,Алексеевский,проспект Мира,110/2,73500,"('55.80527', '37.63897')"
1215,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307431970/,7,7,2,40.5,Алексеевский,проспект Мира,102к2,150000,"('55.801536', '37.636715')"
1216,EstateLiga,real_estate_agent,https://www.cian.ru/rent/flat/307391481/,14,15,2,76.0,Останкинский,проспект Мира,95,145000,"('55.807658', '37.635045')"
1217,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307364077/,10,17,2,60.0,Алексеевский,3-я Мытищинская ,3к1,90000,"('55.806565', '37.642662')"
1218,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307317415/,10,14,2,55.0,Останкинский,2-я Новоостанкинская ,19,88000,"('55.815556', '37.624374')"
1219,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/307313696/,12,16,2,96.0,Останкинский,2-я Новоостанкинская ,12,140000,"('55.816045', '37.627247')"
1220,Самолет плюс - Москва,real_estate_agent,https://www.cian.ru/rent/flat/307309956/,4,5,2,45.0,Останкинский,Звездный бульвар,34К2,70000,"('55.8145435', '37.6248368')"
1221,Владимир Волошинов,realtor,https://www.cian.ru/rent/flat/307262431/,5,5,2,45.0,Останкинский,Звездный бульвар,22К2,95000,"('55.8158484', '37.6282409')"
1222,ID 72629792,unknown,https://www.cian.ru/rent/flat/307220063/,4,4,2,24.0,Останкинский,проезд Ольминского,7,72000,"('55.812216', '37.632368')"
1223,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307200840/,14,17,2,58.0,Останкинский,Большая Марьинская ,11,120000,"('55.806418', '37.633976')"
1224,ID 20167,realtor,https://www.cian.ru/rent/flat/307743188/,3,8,3,75.0,Алексеевский,Рижский проезд,1/5,80000,"('55.811331', '37.658086')"
1225,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307711721/,12,16,3,80.0,Алексеевский,Маломосковская ,21К2,87000,"('55.813941', '37.649391')"
1226,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307701684/,12,16,3,76.0,Алексеевский,Маломосковская ,21К2,87000,"('55.813941', '37.649391')"
1227,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307694934/,12,19,3,80.0,Алексеевский,Маломосковская ,21К2,87000,"('55.813941', '37.649391')"
1228,ОЛИМПИК СТАР,real_estate_agent,https://www.cian.ru/rent/flat/307682716/,12,19,3,76.0,Алексеевский,Маломосковская ,21К2,87000,"('55.813941', '37.649391')"
1229,ID 234792,real_estate_agent,https://www.cian.ru/rent/flat/307679785/,12,22,3,76.4,Алексеевский,Маломосковская ,21К1,85000,"('55.813486', '37.650136')"
1230,Владимир Дворянский,realtor,https://www.cian.ru/rent/flat/307657836/,8,8,3,74.0,Останкинский, Бочкова,8,170000,"('55.810602', '37.632098')"
1231,GardenGoldRealty,real_estate_agent,https://www.cian.ru/rent/flat/307657259/,4,8,3,98.0,Останкинский, Бочкова,5,155000,"('55.810081', '37.632745')"
